Token ID	Token	Lemma	POS	Sense	Token ID IT	Token IT	Lemma IT	POS IT	Sense IT
d001.s028.t040	chemotherapy	chemotherapy	N	bn:00018141n	i001.s028.t045	chemioterapia	chemioterapia	NOUN	bn:00018141n
d001.s028.t041	in		X		i001.s028.t046	in	in	ADP	
d001.s028.t043	past	past	N	bn:00060927n	i001.s028.t047	passato	passato	NOUN	bn:00060927n
d001.s028.t044	.		X		i001.s028.t048	.	.	PUNCT	
d001.s029.t001	Alimta	alimta	N	bn:00602447n	i001.s029.t001	Alimta	Alimta	PROPN	bn:00602447n
d001.s029.t002	was	be	V		i001.s029.t003	stato	essere	AUX	
d001.s029.t003	also	also	R	bn:00114246r	i001.s029.t004	inoltre	inoltre	ADV	bn:00114246r
d001.s029.t004	compared	compare	V	bn:00085450v	i001.s029.t005	confrontato	confrontare	VERB	bn:00085450v
d001.s029.t005	with		X		i001.s029.t006	con	con	ADP	
d001.s029.t006	gemcitabine	gemcitabine	N	bn:00848690n	i001.s029.t007	gemcitabina	gemcitabina	NOUN	bn:00848690n
d001.s029.t007	(		X		i001.s029.t008	(	(	PUNCT	
d001.s029.t008	another		X		i001.s029.t010	altro	altro	ADJ	
d001.s029.t010	medicine	medicine	N	bn:00054128n	i001.s029.t011	medicinale	medicinale	NOUN	bn:00054128n
d001.s029.t009	anticancer	anticancer	J	bn:00097220a	i001.s029.t012	antitumorale	antitumorale	ADJ	bn:00097220a
d001.s029.t011	)		X		i001.s029.t013	)	)	PUNCT	
d001.s029.t012	,		X		i001.s029.t014	,	,	PUNCT	
d001.s029.t013	both		X		i001.s029.t015	entrambi	entrambi	PRON	
d001.s029.t014	in		X		i001.s029.t016	in	in	ADP	
d001.s029.t015	combination	combination	N	bn:00020872n	i001.s029.t017	combinazione	combinazione	NOUN	bn:00020872n
d001.s029.t016	with		X		i001.s029.t018	con	con	ADP	
d001.s029.t017	cisplatin	cisplatin	N	bn:00577781n	i001.s029.t019	cisplatino	cisplatino	NOUN	bn:00577781n
d001.s029.t018	,		X		i001.s029.t020	,	,	PUNCT	
d001.s029.t019	in		X		i001.s029.t021	in	in	ADP	
d001.s029.t020	a		X		i001.s029.t022	uno	uno	DET	
d001.s029.t021	study	study	N	bn:00074790n	i001.s029.t023	studio	studio	NOUN	bn:00074790n
d001.s029.t022	involving	involve	V	bn:00089893v	i001.s029.t024➕i001.s029.t025	condotto➕su	condurre	VERB➕ADP	bn:00089893v
d001.s029.t023	1,725		X		i001.s029.t026➕i001.s029.t027	1➕725	1	NUM	
d001.s029.t024	patients	patient	N	bn:00061017n	i001.s029.t028	pazienti	paziente	NOUN	bn:00061017n
d001.s029.t025	who		X		i001.s029.t029	che	che	PRON	
d001.s029.t033	in		X		i001.s029.t030	in	in	ADP	
d001.s029.t035	past	past	N	bn:00060927n	i001.s029.t031	passato	passato	NOUN	bn:00060927n
d001.s029.t027	not	not	R	bn:00116360r	i001.s029.t032	non	non	ADV	bn:00116360r
d001.s029.t026	had	have	V		i001.s029.t033	avevano	avere	AUX	
d001.s029.t028	received	receive	V	bn:00087863v	i001.s029.t034	ricevuto	ricevere	VERB	bn:00087863v
d001.s029.t029	chemotherapy	chemotherapy	N	bn:00018141n	i001.s029.t035	chemioterapia	chemioterapia	NOUN	bn:00018141n
d001.s029.t030	for		X		i001.s029.t036	per	per	ADP	
d001.s029.t034	the		X		i001.s029.t037	il	il	DET	
d001.s029.t032	cancer	cancer	N	bn:00015180n	i001.s029.t038	cancro	cancro	NOUN	bn:00015180n
d001.s029.t031	lung	lung	N	bn:00052341n	i001.s029.t040	polmone	polmone	NOUN	bn:00052341n
d001.s029.t036	.		X		i001.s029.t041	.	.	PUNCT	
d001.s030.t001	In		X		i001.s030.t001	In	in	ADP	
d001.s030.t002	all		X		i001.s030.t002	tutti	tutto	PRON	
d001.s030.t003	three		X		i001.s030.t004	tre	tre	NUM	
d001.s030.t004	studies	study	N	bn:00067181n	i001.s030.t006	studi	studio	NOUN	bn:00067181n
d001.s030.t005	,		X		i001.s030.t007	,	,	PUNCT	
d001.s030.t006	the		X		i001.s030.t008	il	il	DET	
d001.s030.t007	main	main	J	bn:00099598a	i001.s030.t009	principale	principale	ADJ	bn:00099598a
d001.s030.t008	measure	measure	N	bn:00054019n	i001.s030.t010	indicatore	indicatore	NOUN	bn:00054019n
d001.s030.t009	of		X		i001.s030.t011	dell&#39;efficacia	dell&#39;efficacia	VERB	
d001.s030.t010	effectiveness	effectiveness	N	bn:00029876n	i001.s030.t011➕i001.s030.t016	dell&#39;efficacia➕sopravvivenza	dell&#39;efficacia	VERB➕NOUN	bn:00029876n
d001.s030.t011	was	be	V		i001.s030.t012	era	essere	AUX	
d001.s030.t016	survived	survive	V	bn:00085382v	i001.s030.t016	sopravvivenza	sopravvivenza	NOUN	bn:00085382v
d001.s030.t014	the		X		i001.s030.t017	dei	di il	ADP	
d001.s030.t015	patients	patient	N	bn:00061017n	i001.s030.t018	pazienti	paziente	NOUN	bn:00061017n
d001.s030.t017	.		X		i001.s030.t019	.	.	PUNCT	
d001.s031.t001	What		X		i001.s031.t001	Quali	quale	DET	
d001.s031.t002	benefit	benefit	N	bn:00037022n	i001.s031.t002	benefici	beneficio	NOUN	bn:00037022n
d001.s031.t003	has	have	V		i001.s031.t003	ha	avere	AUX	
d001.s031.t005	shown	show	V	bn:00086567v	i001.s031.t004	mostrato	mostrare	VERB	bn:00086567v
d001.s031.t004	Alimta	alimta	N	bn:00602447n	i001.s031.t005	Alimta	Alimta	PROPN	bn:00602447n
d001.s031.t007	the		X		i001.s031.t006	nel	in il	ADP	
d001.s031.t006	during		X		i001.s031.t007	corso	corso	NOUN	
d001.s031.t008	studies	study	N	bn:00074790n	i001.s031.t009	studi	studio	NOUN	bn:00074790n
d001.s031.t009	?		X		i001.s031.t010	?	?	PUNCT	
d001.s032.t001	Alimta	alimta	N	bn:00602447n	i001.s032.t001	Alimta	Alimta	PROPN	bn:00602447n
d001.s032.t002	increased	increase	V	bn:00089667v	i001.s032.t003	aumentato	aumentare	VERB	bn:00089667v
d001.s032.t003	the		X		i001.s032.t003	aumentato	aumentare	VERB	
d001.s032.t005	time	time	N	bn:00077268n	i001.s032.t005	tempo	tempo	NOUN	bn:00077268n
d001.s032.t004	survival	survival	N	bn:00030811n	i001.s032.t007	sopravvivenza	sopravvivenza	NOUN	bn:00030811n
d001.s032.t006	of		X		i001.s032.t008	dei	di il	ADP	
d001.s032.t007	patients	patient	N	bn:00061017n	i001.s032.t009	pazienti	paziente	NOUN	bn:00061017n
d001.s032.t008	with		X		i001.s032.t011	da	da	ADP	
d001.s032.t011	mesothelioma	mesothelioma	N	bn:00054512n	i001.s032.t012	mesotelioma	mesotelioma	NOUN	bn:00054512n
d001.s032.t010	pleural	pleural	J	bn:00108692a	i001.s032.t013	pleurico	pleurico	ADJ	bn:00108692a
d001.s032.t009	malignant	malignant	J	bn:00106363a	i001.s032.t014	maligno	maligno	ADJ	bn:00106363a
d001.s032.t012	.		X		i001.s032.t015	.	.	PUNCT	
d001.s033.t001	Patients	patient	N	bn:00061017n	i001.s033.t001➕i001.s033.t002	I➕pazienti	il	DET➕NOUN	bn:00061017n
d001.s033.t002	receiving	receive	V	bn:00087863v	i001.s033.t003	trattati	trattato	VERB	bn:00087863v
d001.s033.t003	Alimta	alimta	N	bn:00602447n	i001.s033.t005	Alimta	Alimta	PROPN	bn:00602447n
d001.s033.t004	and		X		i001.s033.t006	e	e	CCONJ	
d001.s033.t005	cisplatin	cisplatin	N	bn:00577781n	i001.s033.t007	cisplatino	cisplatino	ADJ	bn:00577781n
d001.s033.t006	survived	survive	V	bn:00085382v	i001.s033.t008➕i001.s033.t009	sono➕sopravvissuti	essere	AUX➕VERB	bn:00085382v
d001.s033.t008	an		X		i001.s033.t010	in	in	ADP	
d001.s033.t009	average	average	N	bn:00054001n	i001.s033.t011	media	media	NOUN	bn:00054001n
d001.s033.t007	for		X		i001.s033.t012	per	per	ADP	
d001.s033.t011	12.1		X		i001.s033.t013	12,1	12,1	NUM	
d001.s033.t012	months	month	N	bn:00055794n	i001.s033.t014	mesi	mese	NOUN	bn:00055794n
d001.s033.t013	,		X		i001.s033.t015	,	,	PUNCT	
d001.s033.t014	compared	compare	V	bn:00085450v	i001.s033.t016	rispetto	rispetto	ADV	bn:00085450v
d001.s033.t015	with		X		i001.s033.t017	ai	a il	DET	
d001.s033.t016	9.3		X		i001.s033.t018	9,3	9,3	NUM	
d001.s033.t017	months	month	N	bn:00055794n	i001.s033.t019	mesi	mese	NOUN	bn:00055794n
d001.s033.t019	those		X		i001.s033.t021	quelli	quello	PRON	
d001.s033.t020	receiving	receive	V		i001.s033.t022	trattati	trattato	VERB	
d001.s033.t018	in		X		i001.s033.t023	con	con	ADP	
d001.s033.t022	alone	alone	R	bn:00114235r	i001.s033.t024	solo	solo	ADJ	bn:00114235r
d001.s033.t021	cisplatin	cisplatin	N	bn:00577781n	i001.s033.t025	cisplatino	cisplatino	NOUN	bn:00577781n
d001.s033.t023	.		X		i001.s033.t026	.	.	PUNCT	
d001.s034.t001	In		X		i001.s034.t001	Nel	in il	ADP	
d001.s034.t003	treatment	treatment	N	bn:00047235n	i001.s034.t002	trattamento	trattamento	NOUN	bn:00047235n
d001.s034.t004	of		X		i001.s034.t003	di	di	ADP	
d001.s034.t005	patients	patient	N	bn:00061017n	i001.s034.t004	pazienti	paziente	NOUN	bn:00061017n
d001.s034.t002	the		X		i001.s034.t005	affetti	affetto	ADJ	
d001.s034.t006	with		X		i001.s034.t006	da	da	ADP	
d001.s034.t010	cancer	cancer	N	bn:00015180n	i001.s034.t007	carcinoma	carcinoma	PROPN	bn:00015180n
d001.s034.t007	non-small	non-small	J		i001.s034.t007➕i001.s034.t009➕i001.s034.t011	carcinoma➕non➕piccole	carcinoma	PROPN➕ADV➕ADJ	
d001.s034.t009	lung	lung	N	bn:00052341n	i001.s034.t008	polmonare	polmonare	ADJ	bn:00052341n
d001.s034.t008	cell	cell	N	bn:00017027n	i001.s034.t012	cellule	cellula	NOUN	bn:00017027n
d001.s034.t011	,		X		i001.s034.t013	,	,	PUNCT	
d001.s034.t012	Alimta	alimta	N	bn:00602447n	i001.s034.t014	Alimta	Alimta	PROPN	bn:00602447n
d001.s034.t013	was	be	V		i001.s034.t016	è	essere	AUX	
d001.s034.t014	as	as	R	bn:00114354r	i001.s034.t018	altrettanto	altrettanto	ADV	bn:00114354r
d001.s034.t015	effective	effective	J	bn:00102038a	i001.s034.t019	efficace	efficace	ADJ	bn:00102038a
d001.s034.t017	the		X		i001.s034.t020	dei	di il	ADP	
d001.s034.t018	comparators	comparator	N		i001.s034.t021	comparatori	comparatore	NOUN	
d001.s034.t019	.		X		i001.s034.t022	.	.	PUNCT	
d001.s035.t001	In		X		i001.s035.t001	Nei	in il	ADP	
d001.s035.t002	patients	patient	N	bn:00061017n	i001.s035.t002	pazienti	paziente	NOUN	bn:00061017n
d001.s035.t003	who		X		i001.s035.t003	che	che	PRON	
d001.s035.t004	had	have	V		i001.s035.t004	avevano	avere	AUX	
d001.s035.t005	received	receive	V	bn:00087863v	i001.s035.t005	ricevuto	ricevere	VERB	bn:00087863v
d001.s035.t006	chemotherapy	chemotherapy	N	bn:00018141n	i001.s035.t006	chemioterapia	chemioterapia	NOUN	bn:00018141n
d001.s035.t007	in		X		i001.s035.t007	in	in	ADP	
d001.s035.t009	past	past	N	bn:00060927n	i001.s035.t008	passato	passato	NOUN	bn:00060927n
d001.s035.t010	,		X		i001.s035.t009	,	,	PUNCT	
d001.s035.t011	the		X		i001.s035.t010	il	il	DET	
d001.s035.t014	time	time	N	bn:00077268n	i001.s035.t011	tempo	tempo	NOUN	bn:00077268n
d001.s035.t012	average	average	J	bn:00097854a	i001.s035.t012	medio	medio	ADJ	bn:00097854a
d001.s035.t008	the		X		i001.s035.t013	di	di	ADP	
d001.s035.t013	survival	survival	N	bn:00030811n	i001.s035.t014	sopravvivenza	sopravvivenza	NOUN	bn:00030811n
d001.s035.t015	was	be	V		i001.s035.t016	stato	essere	AUX	
d001.s035.t016	8.3		X		i001.s035.t018	8,3	8,3	NUM	
d001.s035.t017	months	month	N	bn:00055794n	i001.s035.t019	mesi	mese	NOUN	bn:00055794n
d001.s035.t018	with		X		i001.s035.t020	con	con	ADP	
d001.s035.t019	Alimta	alimta	N	bn:00602447n	i001.s035.t021	Alimta	Alimta	PROPN	bn:00602447n
d001.s035.t020	,		X		i001.s035.t022	,	,	PUNCT	
d001.s035.t021	compared	compare	V	bn:00085450v	i001.s035.t023	rispetto	rispetto	ADV	bn:00085450v
d001.s035.t022	with		X		i001.s035.t024	a	a	ADP	
d001.s035.t023	7.9		X		i001.s035.t025	7,9	7,9	NUM	
d001.s035.t024	months	month	N	bn:00055794n	i001.s035.t026	mesi	mese	NOUN	bn:00055794n
d001.s035.t025	with		X		i001.s035.t027	con	con	ADP	
d001.s035.t026	docetaxel	docetaxel	N	bn:01537207n	i001.s035.t028	docetaxel	docetaxel	NOUN	bn:01537207n
d001.s035.t027	.		X		i001.s035.t029	.	.	PUNCT	
d001.s036.t001	In		X		i001.s036.t001	Nei	in il	ADP	
d001.s036.t002	patients	patient	N	bn:00061017n	i001.s036.t002	pazienti	paziente	NOUN	bn:00061017n
d001.s036.t003	who		X		i001.s036.t003	che	che	PRON	
d001.s036.t005	not	not	R	bn:00116360r	i001.s036.t004	non	non	ADV	bn:00116360r
d001.s036.t004	had	have	V		i001.s036.t005	avevano	avere	AUX	
d001.s036.t006	received	receive	V	bn:00087863v	i001.s036.t006	ricevuto	ricevere	VERB	bn:00087863v
d001.s036.t007	chemotherapy	chemotherapy	N	bn:00018141n	i001.s036.t007	chemioterapia	chemioterapia	NOUN	bn:00018141n
d001.s036.t008	in		X		i001.s036.t008	in	in	ADP	
d001.s036.t010	past	past	N	bn:00060927n	i001.s036.t009	passato	passato	NOUN	bn:00060927n
d001.s036.t011	,		X		i001.s036.t010	,	,	PUNCT	
d001.s036.t012	the		X		i001.s036.t011	il	il	DET	
d001.s036.t015	time	time	N	bn:00077268n	i001.s036.t012	tempo	tempo	NOUN	bn:00077268n
d001.s036.t013	average	average	J	bn:00097854a	i001.s036.t013	medio	medio	ADJ	bn:00097854a
d001.s036.t014	survival	survival	N	bn:00030811n	i001.s036.t015	sopravvivenza	sopravvivenza	NOUN	bn:00030811n
d001.s036.t016	was	be	V		i001.s036.t017	stato	essere	AUX	
d001.s036.t017	10.3		X		i001.s036.t019	10,3	10,3	NUM	
d001.s036.t018	months	month	N	bn:00055794n	i001.s036.t020	mesi	mese	NOUN	bn:00055794n
d001.s036.t019	in		X		i001.s036.t021	in	in	ADP	
d001.s036.t020	both		X		i001.s036.t022	entrambi	entrambi	DET	
d001.s036.t009	the		X		i001.s036.t023	i	il	DET	
d001.s036.t021	groups	group	N	bn:00041942n	i001.s036.t024	gruppi	gruppo	NOUN	bn:00041942n
d001.s036.t022	.		X		i001.s036.t025	.	.	PUNCT	
d001.s037.t001	However	however	R	bn:00114627r	i001.s037.t001	Tuttavia	tuttavia	ADV	bn:00114627r
d001.s037.t002	,		X		i001.s037.t002	,	,	PUNCT	
d001.s037.t003	in		X		i001.s037.t003	in	in	ADP	
d001.s037.t004	both		X		i001.s037.t004	entrambi	entrambi	DET	
d001.s037.t005	studies	study	N	bn:00074790n	i001.s037.t006	studi	studio	NOUN	bn:00074790n
d001.s037.t006	,		X		i001.s037.t007	,	,	PUNCT	
d001.s037.t007	patients	patient	N	bn:00061017n	i001.s037.t009	pazienti	paziente	NOUN	bn:00061017n
d001.s037.t008	whose		X		i001.s037.t011	cui	cui	DET	
d001.s037.t009	cancer	cancer	N	bn:00015180n	i001.s037.t012	cancro	cancro	NOUN	bn:00015180n
d001.s037.t011	not	not	R	bn:00116360r	i001.s037.t013	non	non	ADV	bn:00116360r
d001.s037.t010	was	be	V		i001.s037.t014	colpiva	colpire	VERB	
d001.s037.t012	affecting	affect	V	bn:00082427v	i001.s037.t014	colpiva	colpire	VERB	bn:00082427v
d001.s037.t014	cells	cell	N	bn:00017027n	i001.s037.t015➕i001.s037.t016	le➕cellule	il	DET➕NOUN	bn:00017027n
d001.s037.t013	squamous	squamous	J		i001.s037.t017	squamose	squamoso	ADJ	
d001.s037.t015	had	have	V	bn:00088078v	i001.s037.t019	avuto	avere	VERB	bn:00088078v
d001.s037.t018	times	time	N	bn:00077268n	i001.s037.t020	tempi	tempo	NOUN	bn:00077268n
d001.s037.t017	survival	survival	N	bn:00030811n	i001.s037.t022	sopravvivenza	sopravvivenza	NOUN	bn:00030811n
d001.s037.t016	longer	long	J	bn:00106124a	i001.s037.t024	lunghi	lungo	ADJ	bn:00106124a
d001.s037.t019	if		X		i001.s037.t025	se	se	SCONJ	
d001.s037.t020	they		X		i001.s037.t026	avevano	avere	AUX	
d001.s037.t021	received	receive	V		i001.s037.t027	ricevuto	ricevere	VERB	
d001.s037.t022	Alimta	alimta	N	bn:00602447n	i001.s037.t028	Alimta	Alimta	PROPN	bn:00602447n
d001.s037.t023	than		X		i001.s037.t029	rispetto	rispetto	ADV	
d001.s037.t024	if		X		i001.s037.t031	se	se	SCONJ	
d001.s037.t025	they		X		i001.s037.t032	avevano	avere	AUX	
d001.s037.t026	received	receive	V		i001.s037.t033	ricevuto	ricevere	VERB	
d001.s037.t027	the		X		i001.s037.t034	il	il	DET	
d001.s037.t028	comparator	comparator	N		i001.s037.t035	comparatore	comparatore	NOUN	
d001.s037.t029	.		X		i001.s037.t036	.	.	PUNCT	
d001.s038.t001	In		X		i001.s038.t001	Al	a il	ADP	
d001.s038.t002	contrast	contrast	N	bn:00022261n	i001.s038.t002	contrario	contrario	NOUN	bn:00022261n
d001.s038.t003	,		X		i001.s038.t003	,	,	PUNCT	
d001.s038.t004	patients	patient	N	bn:00061017n	i001.s038.t005	pazienti	paziente	NOUN	bn:00061017n
d001.s038.t008	affecting	affect	V	bn:00082427v	i001.s038.t006➕i001.s038.t009	il➕colpiva	il	DET➕VERB	bn:00082427v
d001.s038.t005	whose		X		i001.s038.t007	cui	cui	DET	
d001.s038.t006	cancer	cancer	N	bn:00015180n	i001.s038.t008	cancro	cancro	NOUN	bn:00015180n
d001.s038.t007	was	be	V		i001.s038.t009	colpiva	colpire	VERB	
d001.s038.t010	cells	cell	N	bn:00017027n	i001.s038.t010➕i001.s038.t011	le➕cellule	il	DET➕NOUN	bn:00017027n
d001.s038.t009	squamous	squamous	J		i001.s038.t012	squamose	squamoso	ADJ	
d001.s038.t011	had	have	V	bn:00088078v	i001.s038.t013	avevano	avere	AUX	bn:00088078v
d001.s038.t014	times	time	N	bn:00077268n	i001.s038.t014	tempi	tempo	NOUN	bn:00077268n
d001.s038.t013	survival	survival	N	bn:00030811n	i001.s038.t016	sopravvivenza	sopravvivenza	NOUN	bn:00030811n
d001.s038.t012	shorter	short	J	bn:00110561a	i001.s038.t017➕i001.s038.t018	più➕brevi	più	ADV➕ADJ	bn:00110561a
d001.s038.t015	if		X		i001.s038.t019	se	se	SCONJ	
d001.s038.t016	they		X		i001.s038.t020	ricevevano	ricevevare	VERB	
d001.s038.t017	received	receive	V		i001.s038.t020	ricevevano	ricevevare	VERB	
d001.s038.t018	Alimta	alimta	N	bn:00602447n	i001.s038.t021	Alimta	Alimta	PROPN	bn:00602447n
d001.s038.t019	.		X		i001.s038.t022	.	.	PUNCT	
d002.s001.t001	kalgebra	kalgebra	N	bn:08534138n	i002.s001.t001	kalgebra	Kalgebra	NOUN	bn:08534138n
d002.s001.t002	is	be	V		i002.s001.t002	è	essere	AUX	
d002.s001.t003	a		X		i002.s001.t003	una	uno	DET	
d002.s001.t005	calculator	calculator	N	bn:00946167n	i002.s001.t004	calcolatrice	calcolatrice	NOUN	bn:00946167n
d002.s001.t004	mathematical	mathematical	J	bn:00106488a	i002.s001.t005	matematica	matematica	NOUN	bn:00106488a
d002.s001.t006	based	base	V	bn:00083141v	i002.s001.t006	basata	basato	ADJ	bn:00083141v
d002.s001.t007	on		X		i002.s001.t007	sul	su il	ADP	
d002.s001.t011	language	language	N	bn:00213650n	i002.s001.t008	linguaggio	linguaggio	NOUN	bn:00213650n
d002.s001.t010	MathML	mathml	N	bn:03313895n	i002.s001.t009	MathML	MathML	PROPN	bn:03313895n
d002.s001.t009	markup	markup	N	bn:00053491n	i002.s001.t011	markup	markup	ADV	bn:00053491n
d002.s001.t008	content	content	J		i002.s001.t013	contenuti	contenuto	NOUN	
d002.s001.t012	.		X		i002.s001.t014	.	.	PUNCT	
d002.s002.t001	Nowadays	nowadays	R	bn:00116382r	i002.s002.t001	Oggi	oggi	ADV	bn:00116382r
d002.s002.t003	is	be	V		i002.s002.t002	è	essere	AUX	
d002.s002.t002	it		X		i002.s002.t003	in	in	ADP	
d002.s002.t004	capable	capable	J	bn:00099215a	i002.s002.t004	grado	grado	NOUN	bn:00099215a
d002.s002.t005	to		X		i002.s002.t005	di	di	ADP	
d002.s002.t006	make	make	V	bn:00090557v	i002.s002.t006	eseguire	eseguire	VERB	bn:00090557v
d002.s002.t007	simple	simple	J	bn:00102111a	i002.s002.t007	semplici	semplice	ADJ	bn:00102111a
d002.s002.t009	operations	operation	N	bn:00053826n	i002.s002.t008	operazioni	operazione	NOUN	bn:00053826n
d002.s002.t008	MathML	mathml	N	bn:03313895n	i002.s002.t009	MathML	MathML	PROPN	bn:03313895n
d002.s002.t010	(		X		i002.s002.t010	(	(	PUNCT	
d002.s002.t011	arithmetic	arithmetic	J	bn:00097495a	i002.s002.t011	aritmetiche	aritmetico	ADJ	bn:00097495a
d002.s002.t012	and		X		i002.s002.t012	e	e	CCONJ	
d002.s002.t013	logical	logical	J		i002.s002.t013	logiche	logico	ADJ	
d002.s002.t014	)		X		i002.s002.t014	)	)	PUNCT	
d002.s002.t015	and		X		i002.s002.t015	e	e	CCONJ	
d002.s002.t016	to		X		i002.s002.t016	di	di	ADP	
d002.s002.t017	representate	representate	N		i002.s002.t017	rappresentare	rappresentare	VERB	
d002.s002.t021	graphs	graph	N	bn:00041412n	i002.s002.t018	grafici	grafico	NOUN	bn:00041412n
d002.s002.t018	2D	2d	N		i002.s002.t019	2D	2D	ADJ	
d002.s002.t019	and		X		i002.s002.t020	e	e	CCONJ	
d002.s002.t020	3D	3d	N	bn:00000102n	i002.s002.t021	3D.	3D.	NOUN	bn:00000102n
d002.s002.t022	.		X		i002.s002.t021	3D.	3D.	NOUN	
d002.s003.t001	It		X		i002.s003.t001	In	in	ADP	
d002.s003.t003	actually	actually	R	bn:00114118r	i002.s003.t002	realtà	realtà	NOUN	bn:00114118r
d002.s003.t004	not	not	R	bn:00116360r	i002.s003.t003	non	non	ADV	bn:00116360r
d002.s003.t002	is	be	V		i002.s003.t004	è	essere	AUX	
d002.s003.t005	necessary	necessary	J	bn:00107182a	i002.s003.t005	necessario	necessario	ADJ	bn:00107182a
d002.s003.t007	know	know	V	bn:00085261v	i002.s003.t006	conoscere	conoscere	VERB	bn:00085261v
d002.s003.t006	to		X		i002.s003.t007	il	il	DET	
d002.s003.t008	MathML	mathml	N	bn:03313895n	i002.s003.t008	MathML	MathML	PROPN	bn:03313895n
d002.s003.t009	to		X		i002.s003.t009	per	per	ADP	
d002.s003.t010	use	use	V	bn:00082705v	i002.s003.t010	usare	usare	VERB	bn:00082705v
d002.s003.t011	kalgebra	kalgebra	N	bn:08534138n	i002.s003.t011	kalgebra	kalgebra	NOUN	bn:08534138n
d002.s003.t012	.		X		i002.s003.t012	.	.	PUNCT	
d002.s004.t001	kalgebra	kalgebra	N	bn:08534138n	i002.s004.t001	kalgebra	Kalgebra	NOUN	bn:08534138n
d002.s004.t002	is	be	V		i002.s004.t002	è	essere	AUX	
d002.s004.t003	a		X		i002.s004.t003	una	uno	DET	
d002.s004.t007	calculator	calculator	N	bn:00946167n	i002.s004.t004	calcolatrice	calcolatrice	NOUN	bn:00946167n
d002.s004.t006	graph	graph	N	bn:00041412n	i002.s004.t005➕i002.s004.t007	grafica➕su	grafico	ADJ➕ADP	bn:00041412n
d002.s004.t005	based	base	V	bn:00083141v	i002.s004.t006	basata	basato	ADJ	bn:00083141v
d002.s004.t004	MathML	mathml	N	bn:03313895n	i002.s004.t008	MathML	MathML	PROPN	bn:03313895n
d002.s004.t008	.		X		i002.s004.t009	.	.	PUNCT	
d002.s005.t001	Although		X		i002.s005.t001	Sebbene	sebbene	SCONJ	
d002.s005.t004	initially	initially	R	bn:00114055r	i002.s005.t002	inizialmente	inizialmente	ADV	bn:00114055r
d002.s005.t003	was	be	V		i002.s005.t003	fosse	essere	AUX	
d002.s005.t006	oriented	orient	V	bn:00091201v	i002.s005.t004	orientato	orientare	VERB	bn:00091201v
d002.s005.t002	it		X		i002.s005.t005	al	a il	ADP	
d002.s005.t005	MathML	mathml	N	bn:03313895n	i002.s005.t006	MathML	MathML	PROPN	bn:03313895n
d002.s005.t007	it		X		i002.s005.t007	,	,	PUNCT	
d002.s005.t009	now	now	R	bn:00114424r	i002.s005.t008	ora	ora	ADV	bn:00114424r
d002.s005.t008	can		X		i002.s005.t009	può	potere	AUX	
d002.s005.t010	be	be	V		i002.s005.t010	essere	essere	AUX	
d002.s005.t011	used	use	V	bn:00082705v	i002.s005.t011	utilizzato	utilizzare	VERB	bn:00082705v
d002.s005.t012	by		X		i002.s005.t012	da	da	ADP	
d002.s005.t013	everyone	everyone	N		i002.s005.t013	chiunque	chiunque	PRON	
d002.s005.t014	with		X		i002.s005.t014	abbia	avere	VERB	
d002.s005.t015	little	little	J	bn:00106058a	i002.s005.t015	poche	poco	DET	bn:00106058a
d002.s005.t017	knowledge	knowledge	N	bn:00020452n	i002.s005.t016	conoscenze	conoscenza	NOUN	bn:00020452n
d002.s005.t016	mathematical	mathematical	J	bn:00106488a	i002.s005.t017	matematiche	matematico	ADJ	bn:00106488a
d002.s005.t018	.		X		i002.s005.t018	.	.	PUNCT	
d002.s006.t001	Here	here	R	bn:00115639r	i002.s006.t001	Ecco	ecco	ADV	bn:00115639r
d002.s006.t003	a		X		i002.s006.t002	uno	uno	DET	
d002.s006.t004	screenshot	screenshot	N	bn:01157212n	i002.s006.t003	screenshot	screenshot	NOUN	bn:01157212n
d002.s006.t008	window	window	N	bn:00081292n	i002.s006.t005	finestra	finestra	NOUN	bn:00081292n
d002.s006.t007	main	main	J	bn:00099598a	i002.s006.t006	principale	principale	ADJ	bn:00099598a
d002.s006.t005	of		X		i002.s006.t007	di	di	ADP	
d002.s006.t006	kalgebra	kalgebra	N	bn:08534138n	i002.s006.t008	Kalgebra	Kalgebra	PROPN	bn:08534138n
d002.s007.t003	window	window	N	bn:00081292n	i002.s007.t001	finestra	finestra	NOUN	bn:00081292n
d002.s007.t002	main	main	J	bn:00099598a	i002.s007.t002	principale	principale	ADJ	bn:00099598a
d002.s007.t001	kalgebra	kalgebra	N	bn:08534138n	i002.s007.t004	kalgebra	Kalgebra	NOUN	bn:08534138n
d002.s008.t003	window	window	N	bn:00081292n	i002.s008.t002	finestra	finestra	NOUN	bn:00081292n
d002.s008.t002	main	main	J	bn:00099598a	i002.s008.t003	principale	principale	ADJ	bn:00099598a
d002.s008.t001	kalgebra	kalgebra	N	bn:08534138n	i002.s008.t005	kalgebra	Kalgebra	NOUN	bn:08534138n
d002.s008.t004	consists	consist	V	bn:00085498v	i002.s008.t006➕i002.s008.t007	è➕composta	essere	AUX➕VERB	bn:00085498v
d002.s008.t005	in		X		i002.s008.t008	da	da	ADP	
d002.s008.t006	a		X		i002.s008.t009	una	uno	DET	
d002.s008.t008	tab	tab	N	bn:00120018n	i002.s008.t010	scheda	scheda	NOUN	bn:00120018n
d002.s008.t007	Console	console	N	bn:00020949n	i002.s008.t011	Console	Console	PROPN	bn:00020949n
