Token ID	Token	Lemma	POS	Chinese Token	POS ZH	BN Synset	Correct?	Synonyms?	BN Gloss	Token ID ZH	Annotator notes	Chinese Token - BN Synset	Chinese Token - BN Gloss	English Lemma - WN Synsets	English Lemma - WN Glosses	English Lemma - BN Synsets	English Lemma - BN Glosses	Add Annotation	ZH Token-BN Synset	ZH Token-BN Gloss
d001.s020.t002	is	be	V	不	AD					z001.s020.t001										
d001.s020.t003	not	not	R	不	AD	bn:00116360r	1	1	Negation of a word or group of words	z001.s020.t001										
d001.s020.t004	recommended	recommend	V	建议	VV	bn:00082418v	1	1	Push for something	z001.s020.t002										
d001.s020.t005	for		X	n/a																
d001.s020.t006	use	use	N	使用	VV	bn:00030627n	1	1	The act of using	z001.s020.t011										
d001.s020.t007	in		X	n/a																
d001.s020.t008	patients	patient	N	患者	NN	bn:00061017n	1	1	A person who requires medical care	z001.s020.t010										
d001.s020.t009	with		X	患有	VV					z001.s020.t003										
d001.s020.t010	moderate	moderate	J	中度➕重度	JJ	bn:00106826a	0	0	Being within reasonable or average limits; not excessive or extreme	z001.s020.t004➕z001.s020.t006	first word matched									
d001.s020.t011	or		X	或	CC					z001.s020.t005										
d001.s020.t012	severe	severe	J	重度	JJ	bn:00110473a	1	1	Very bad in degree or extent	z001.s020.t006										
d001.s020.t013	kidney	kidney	N	肾脏	NN	bn:00049083n	1	1	Either of two bean-shaped excretory organs that filter wastes (especially urea) from the blood and excrete them and water in urine	z001.s020.t007										
d001.s020.t014	problems	problem	N	疾病	NN	bn:00048242n	1	1	A state of difficulty that needs to be resolved	z001.s020.t008										
d001.s020.t015	.		X	。	PU					z001.s020.t013										
d001.s021.t001	For		X	欲	VV					z001.s021.t001										
d001.s021.t002	more	more	J	更	AD	bn:00106935a	1	1	(comparative of `much' used with mass nouns) a quantifier meaning greater in size or amount or extent or degree	z001.s021.t003										
d001.s021.t003	information	information	N	信息	NN	bn:00025314n	1	1	A collection of facts from which conclusions may be drawn	z001.s021.t005										
d001.s021.t004	,		X	，	PU					z001.s021.t006										
d001.s021.t005	see	see	V	参阅	VV	bn:00087787v	1	1	Observe, check out, and look over carefully or inspect	z001.s021.t008										
d001.s021.t006	the		X	产品	NN					z001.s021.t009										
d001.s021.t007	Summary	summary	N	摘要	NN	bn:00075142n	1	1	A brief statement that presents the main points in a concise form	z001.s021.t011										
d001.s021.t008	of		X	n/a																
d001.s021.t009	Product	product	N	产品	NN	bn:00064584n	1	1	An artifact that has been created by someone or some process	z001.s021.t009										
d001.s021.t010	Characteristics	characteristics	N	特性	NN					z001.s021.t010										
d001.s021.t011	(		X	（	PU					z001.s021.t012										
d001.s021.t012	also	also	R	也是	VC	bn:00114246r	1	1	In addition	z001.s021.t013										
d001.s021.t013	part	part	N	一部分	CD	bn:00021395n	1	1	Something determined in relation to something that includes it	z001.s021.t016										
d001.s021.t014	of		X	n/a																
d001.s021.t015	the		X	的	DEG					z001.s021.t015										
d001.s021.t016	EPAR	epar	N	EPAR	NR					z001.s021.t014										
d001.s021.t017	)		X	）	PU					z001.s021.t017										
d001.s021.t018	.		X	。	PU					z001.s021.t018										
d001.s022.t001	How		X	如何	AD					z001.s022.t002										
d001.s022.t002	does	do	V	发挥	VV					z001.s022.t003										
d001.s022.t003	Alimta	alimta	N	Alimta	NR	bn:00602447n	1	1	Pemetrexed is a chemotherapy drug manufactured and marketed by Eli Lilly and Company.	z001.s022.t001										
d001.s022.t004	work	work	N	发挥	VV					z001.s022.t003										
d001.s022.t005	?		X	？	PU					z001.s022.t005										
d001.s023.t001	The		X	的	DEG					z001.s023.t003										
d001.s023.t002	active	active	J	活性	JJ	bn:00096387a			Exerting influence or producing a change or effect	z001.s023.t004										
d001.s023.t003	substance	substance	N	成分	NN	bn:00074986n	1	1	Material of a particular kind or constitution	z001.s023.t005										
d001.s023.t004	in		X	中	LC					z001.s023.t002										
d001.s023.t005	Alimta	alimta	N	Alimta	NR	bn:00602447n	1	1	Pemetrexed is a chemotherapy drug manufactured and marketed by Eli Lilly and Company.	z001.s023.t001										
d001.s023.t006	,		X	是	VC					z001.s023.t007										
d001.s023.t007	pemetrexed	pemetrexed	N	培美曲塞	NN	bn:00602447n	1	1	Pemetrexed is a chemotherapy drug manufactured and marketed by Eli Lilly and Company.	z001.s023.t006										
d001.s023.t008	,		X	中	LC					z001.s023.t002										
d001.s023.t009	is	be	V	是	VC					z001.s023.t007										
d001.s023.t010	a		X	一	CD					z001.s023.t008										
d001.s023.t011	cytotoxic	cytotoxic	J	毒	JJ	bn:00100866a	1	0	Of or relating to substances that are toxic to cells	z001.s023.t011										
d001.s023.t012	medicine	medicine	N	药物	NN	bn:00054128n	1	1	(medicine) something that treats or prevents or alleviates the symptoms of disease	z001.s023.t012										
d001.s023.t013	(		X	（	PU					z001.s023.t013										
d001.s023.t014	a		X	n/a																
d001.s023.t015	medicine	medicine	N	药物	NN	bn:00054128n	1	1	(medicine) something that treats or prevents or alleviates the symptoms of disease	z001.s023.t023										
d001.s023.t016	that		X	n/a																
d001.s023.t017	kills	kill	V	杀死	VV	bn:00090098v	1	1	Cause to die; put to death, usually intentionally or knowingly	z001.s023.t014										
d001.s023.t018	cells	cell	N	的➕细胞	DEC➕NN	bn:00017027n	1	1	(biology) the basic structural and functional unit of all organisms; they may exist as independent units of life (as in monads) or may form colonies or tissues as in higher plants and animals	z001.s023.t017➕z001.s023.t018										
d001.s023.t019	that		X	n/a																
d001.s023.t020	are	be	V	正在	AD					z001.s023.t015										
d001.s023.t021	dividing	divide	V	分裂	VV	bn:00087100v	1	1	Come apart	z001.s023.t016										
d001.s023.t022	,		X	，	PU					z001.s023.t019										
d001.s023.t023	such as	such as	R	如	P					z001.s023.t020										
d001.s023.t024	cancer	cancer	N	癌细胞	NN	bn:00015180n	1	1	Any malignant growth or tumor caused by abnormal and uncontrolled cell division; it may spread to other parts of the body through the lymphatic system or the blood stream	z001.s023.t021										
d001.s023.t025	cells	cell	N	癌细胞➕的	NN➕DEG	bn:00017027n	1	0	(biology) the basic structural and functional unit of all organisms; they may exist as independent units of life (as in monads) or may form colonies or tissues as in higher plants and animals	z001.s023.t021➕z001.s023.t022										
d001.s023.t026	)		X	）	PU					z001.s023.t024										
d001.s023.t027	,		X	，	PU					z001.s023.t025										
d001.s023.t028	which		X	n/a																
d001.s023.t029	belongs	belong	V	属于	VV	bn:00083389v	·	·	Be rightly classified in a class or category	z001.s023.t026										
d001.s023.t030	to		X	n/a																
d001.s023.t031	the		X	n/a																
d001.s023.t032	group	group	N	药类	NN	bn:00018111n	0	0	(chemistry) two or more atoms bound together as a single unit and forming part of a molecule	z001.s023.t029										
d001.s023.t033	antimetabolites	antimetabolites	N	抗	VV	bn:00004691n	1	0	An antineoplastic drug that inhibits the utilization of a metabolite	z001.s023.t027										
d001.s023.t034	.		X	。	PU					z001.s023.t030										
d001.s024.t001	In		X	在	P					z001.s024.t001										
d001.s024.t002	the		X	体内	NN					z001.s024.t002										
d001.s024.t003	body	body	N	体内	NN	bn:00011744n	1	1	The entire structure of an organism (an animal, plant, or human being)	z001.s024.t002										
d001.s024.t004	,		X	，	PU					z001.s024.t003										
d001.s024.t005	pemetrexed	pemetrexed	N	培美➕塞	NN	bn:00602447n	1		Pemetrexed is a chemotherapy drug manufactured and marketed by Eli Lilly and Company.	z001.s024.t004➕z001.s024.t006										
d001.s024.t006	is	be	V	被	SB					z001.s024.t007										
d001.s024.t007	converted	convert	V	被➕转化	SB➕VV	bn:00085761v	1	1	Change the nature, purpose, or function of something	z001.s024.t007➕z001.s024.t008										
d001.s024.t008	into		X	成	VV					z001.s024.t009										
d001.s024.t009	an		X	n/a																
d001.s024.t010	active	active	J	活性	NN	bn:00096382a	0	0	Tending to become more severe or wider in scope	z001.s024.t010										
d001.s024.t011	form	form	N	形式	NN	bn:00035913n	1	1	A particular mode in which something is manifested	z001.s024.t011										
d001.s024.t012	that		X	从而	AD					z001.s024.t013										
d001.s024.t013	blocks	block	V	，➕抑制	PU➕VV	bn:00083623v	1	1	Stop from happening or developing	z001.s024.t012➕z001.s024.t014										
d001.s024.t014	the		X	n/a																
d001.s024.t015	activity	activity	N	活性	NN	bn:00001130n	0	0	A process existing in or produced by nature (rather than by the intent of human beings)	z001.s024.t033									bn:00001174n;bn:00025678n;bn:00001128n	(chemistry) the capacity of a substance to take part in a chemical reaction;The spontaneous disintegration of a radioactive substance along with the emission of ionizing radiation;The state of being active
d001.s024.t016	of		X	n/a																
d001.s024.t017	the		X	n/a																
d001.s024.t018	enzymes	enzyme	N	酶	NN	bn:00031085n	1	1	Any of several complex proteins that are produced by cells and act as catalysts in specific biochemical reactions	z001.s024.t031										
d001.s024.t019	that		X	n/a																
d001.s024.t020	are	be	V	n/a																
d001.s024.t021	involved	involve	V	参与	VV	bn:00089893v	1	1	Engage as a participant	z001.s024.t015										
d001.s024.t022	in		X	n/a																
d001.s024.t023	producing	produce	V	生成	VV	bn:00084082v	1	1	Bring forth or yield	z001.s024.t016										
d001.s024.t024	nucleotides	nucleotide	N	核苷酸	NN	bn:00008788n	1	1	A phosphoric ester of a nucleoside; the basic structural unit of nucleic acids (DNA or RNA)	z001.s024.t017										
d001.s024.t025	(		X	（	PU					z001.s024.t018										
d001.s024.t026	the		X	n/a																
d001.s024.t027	building blocks	building block	N	组成部分	NN	bn:00013726n	0	0	A single undivided natural thing occurring in the composition of something else	z001.s024.t023									bn:00021395n;bn:00021396n	Something determined in relation to something that includes it;An artifact that is one of the individual parts of which a composite entity is made up; especially a part that can be separated from or attached to a system
d001.s024.t028	of		X	的	DEG					z001.s024.t022										
d001.s024.t029	DNA	dna	N	DNA	NN	bn:00026301n	1	1	(biochemistry) a long linear polymer found in the nucleus of a cell and formed from nucleotides and shaped like a double helix; associated with the transmission of genetic information	z001.s024.t019										
d001.s024.t030	and		X	和	CC					z001.s024.t020										
d001.s024.t031	RNA	rna	N	RNA	NN	bn:00067714n	1	1	(biochemistry) a long linear polymer of nucleotides found in the nucleus but mainly in the cytoplasm of a cell where it is associated with microsomes; it transmits genetic information from DNA to the cytoplasm and controls certain chemical processes in the cell	z001.s024.t021										
d001.s024.t032	,		X	，	PU					z001.s024.t024										
d001.s024.t033	the		X	即	VC					z001.s024.t025										
d001.s024.t034	genetic	genetic	J	遗传物质	NN	bn:00103522a	1	1	Of or relating to or produced by or being a gene	z001.s024.t028										
d001.s024.t035	material	material	N	遗传物质	NN	bn:00053801n	1	0	The tangible substance that goes into the makeup of a physical object	z001.s024.t028										
d001.s024.t036	of		X	n/a																
d001.s024.t037	cells	cell	N	细胞➕的	NN➕DEG	bn:00017027n	1	1	(biology) the basic structural and functional unit of all organisms; they may exist as independent units of life (as in monads) or may form colonies or tissues as in higher plants and animals	z001.s024.t026➕z001.s024.t027										
d001.s024.t038	)		X	）	PU					z001.s024.t029										
d001.s024.t039	.		X	。	PU					z001.s024.t034										
d001.s025.t001	How		X	如何	VV					z001.s025.t005										
d001.s025.t002	has	have	V	n/a																
d001.s025.t003	Alimta	alimta	N	Alimta	NR	bn:00602447n	1	1	Pemetrexed is a chemotherapy drug manufactured and marketed by Eli Lilly and Company.	z001.s025.t001										
d001.s025.t004	been	be	V	进展	NN					z001.s025.t004										
d001.s025.t005	studied	study	V	的➕研究	DEG➕NN	bn:00082596v	1	0	Consider in detail and subject to an analysis in order to discover essential features or meaning	z001.s025.t002➕z001.s025.t003	Second word matched									
d001.s025.t006	?		X	？	PU					z001.s025.t006										
d001.s026.t001	For		X	为了	P					z001.s026.t001										
d001.s026.t002	the		X	n/a																
d001.s026.t003	treatment	treatment	N	治疗	VV	bn:00047235n	1	1	Care provided to improve a situation (especially medical procedures or applications that are intended to relieve illness or injury)	z001.s026.t002										
d001.s026.t004	of		X	n/a																
d001.s026.t005	malignant	malignant	J	恶性	JJ	bn:00106363a	1	1	Dangerous to health; characterized by progressive and uncontrolled growth (especially of a tumor)	z001.s026.t003										
d001.s026.t006	pleural	pleural	J	胸膜	NN	bn:00108692a	1	1	Of or relating to the pleura or the walls of the thorax	z001.s026.t004										
d001.s026.t007	mesothelioma	mesothelioma	N	胸膜➕瘤	NN	bn:00054512n	1	0	A form of carcinoma of the mesothelium lining lungs or abdomen or heart; usually associated with exposure to asbestos dust	z001.s026.t004➕z001.s026.t007										
d001.s026.t008	,		X	，	PU					z001.s026.t008										
d001.s026.t009	Alimta	alimta	N	Alimta	NR	bn:00602447n	1	1	Pemetrexed is a chemotherapy drug manufactured and marketed by Eli Lilly and Company.	z001.s026.t009										
d001.s026.t010	has	have	V	已	AD					z001.s026.t010										
d001.s026.t011	been	be	V	n/a																
d001.s026.t012	studied	study	V	研究	NN	bn:00082596v	1	1	Consider in detail and subject to an analysis in order to discover essential features or meaning	z001.s026.t029										
d001.s026.t013	in		X	在	P					z001.s026.t011										
d001.s026.t014	one		X	一	CD					z001.s026.t012										
d001.s026.t015	main	main	J	主要	JJ	bn:00099598a	1	1	Most important element	z001.s026.t014										
d001.s026.t016	study	study	N	研究	NN	bn:00074790n	1	1	A detailed critical inspection	z001.s026.t015										
d001.s026.t017	in		X	对	P					z001.s026.t017										
d001.s026.t018	456		X	456	CD					z001.s026.t018										
d001.s026.t019	patients	patient	N	患者	NN	bn:00061017n	1	1	A person who requires medical care	z001.s026.t026										
d001.s026.t020	who		X	的	DEC					z001.s026.t025										
d001.s026.t021	had	have	V	n/a																
d001.s026.t022	not	not	R	未	AD	bn:00116360r	1	1	Negation of a word or group of words	z001.s026.t021										
d001.s026.t023	received	receive	V	接受	VV	bn:00087863v	1	1	Go through (mental or physical states or experiences)	z001.s026.t022										
d001.s026.t024	chemotherapy	chemotherapy	N	化疗	NN	bn:00018141n	1	1	The use of chemical agents to treat or control disease (or mental illness)	z001.s026.t024										
d001.s026.t025	for		X	n/a																
d001.s026.t026	their		X	n/a																
d001.s026.t027	disease	disease	N	n/a		bn:00027546n	0	0	An impairment of health or a condition of abnormal functioning		missing translation									
d001.s026.t028	before	before	R	之前	AD	bn:00114512r	1	1	Earlier in time; previously	z001.s026.t020										
d001.s026.t029	.		X	。	PU					z001.s026.t030										
d001.s027.t001	The		X	比较	VV					z001.s027.t001										
d001.s027.t002	effects	effect	N	效果	NN	bn:00029874n	1	1	A symptom caused by an illness or a drug	z001.s027.t016										
d001.s027.t003	of		X	n/a																
d001.s027.t004	Alimta	alimta	N	Alimta	NR	bn:00602447n	1	1	Pemetrexed is a chemotherapy drug manufactured and marketed by Eli Lilly and Company.	z001.s027.t003										
d001.s027.t005	in		X	n/a																
d001.s027.t006	combination	combination	N	联合	AD	bn:00020872n	1	1	A collection of things that have been combined; an assemblage of separate parts or qualities	z001.s027.t007										
d001.s027.t007	with		X	与	P					z001.s027.t004										
d001.s027.t008	cisplatin	cisplatin	N	顺➕铂	JJ➕NN	bn:00577781n	1	0	Cisplatin is a chemotherapy medication used to treat a number of cancers.	z001.s027.t005➕z001.s027.t006	Second word matched									
d001.s027.t009	were	be	V	n/a																
d001.s027.t010	compared	compare	V	比较	VV	bn:00085450v	1	1	Examine and note the similarities or differences of	z001.s027.t001										
d001.s027.t011	with		X	与	CC					z001.s027.t009										
d001.s027.t012	those		X	n/a																
d001.s027.t013	of		X	n/a																
d001.s027.t014	cisplatin	cisplatin	N	联合➕铂	AD➕NN	bn:00577781n	1	0	Cisplatin is a chemotherapy medication used to treat a number of cancers.	z001.s027.t007➕z001.s027.t013	Second word matched									
d001.s027.t015	alone	alone	R	单独	AD	bn:00114234r	1	1	Without any others being included or involved	z001.s027.t010										
d001.s027.t016	.		X	。	PU					z001.s027.t017										
d001.s028.t001	For		X	在	P					z001.s028.t001										
d001.s028.t002	the		X	的	DEG					z001.s028.t006										
d001.s028.t003	treatment	treatment	N	治疗	NN	bn:00047235n	1	1	Care provided to improve a situation (especially medical procedures or applications that are intended to relieve illness or injury)	z001.s028.t007										
d001.s028.t004	of		X	n/a																
d001.s028.t005	non-small	non-small	J	非➕小➕肺癌	JJ➕NN					z001.s028.t002➕z001.s028.t003➕z001.s028.t005										
d001.s028.t006	cell	cell	N	细胞	NN	bn:00017027n	1	1	(biology) the basic structural and functional unit of all organisms; they may exist as independent units of life (as in monads) or may form colonies or tissues as in higher plants and animals	z001.s028.t004										
d001.s028.t007	lung	lung	N	肺癌	NN	bn:00052341n	1	0	Either of two saclike respiratory organs in the chest of vertebrates; serves to remove carbon dioxide and provide oxygen to the blood	z001.s028.t005										
d001.s028.t008	cancer	cancer	N	肺癌	NN	bn:00015180n	1	0	Any malignant growth or tumor caused by abnormal and uncontrolled cell division; it may spread to other parts of the body through the lymphatic system or the blood stream	z001.s028.t005										
d001.s028.t009	,		X	，	PU					z001.s028.t009										
d001.s028.t010	the		X	n/a																
d001.s028.t011	effects	effect	N	效果	NN	bn:00029874n	1	1	A symptom caused by an illness or a drug	z001.s028.t041										
d001.s028.t012	of		X	n/a																
d001.s028.t013	Alimta	alimta	N	Alimta	NR	bn:00602447n	1	1	Pemetrexed is a chemotherapy drug manufactured and marketed by Eli Lilly and Company.	z001.s028.t030										
d001.s028.t014	were	be	V	项	M					z001.s028.t011										
d001.s028.t015	compared	compare	V	比较	VV	bn:00085450v	1	1	Examine and note the similarities or differences of	z001.s028.t028										
d001.s028.t016	with		X	与	CC					z001.s028.t031										
d001.s028.t017	those		X	n/a																
d001.s028.t018	of		X	n/a																
d001.s028.t019	docetaxel	docetaxel	N	多西他赛	NR	bn:01537207n	1	1	Docetaxel, sold under the brand name Taxotere among others, is a chemotherapy medication used to treat a number of types of cancer.	z001.s028.t032										
d001.s028.t020	(		X	（	PU					z001.s028.t033										
d001.s028.t021	another		X	另	DT					z001.s028.t034										
d001.s028.t022	anticancer	anticancer	J	抗癌	JJ	bn:00097220a	1	1	Used in the treatment of cancer	z001.s028.t037										
d001.s028.t023	medicine	medicine	N	药物	NN	bn:00054128n	1	1	(medicine) something that treats or prevents or alleviates the symptoms of disease	z001.s028.t038										
d001.s028.t024	)		X	）	PU					z001.s028.t039										
d001.s028.t025	in		X	n/a																
d001.s028.t026	one		X	一	CD					z001.s028.t010										
d001.s028.t027	study	study	N	研究	NN	bn:00074790n	1	1	A detailed critical inspection	z001.s028.t027										
d001.s028.t028	involving	involve	V	涉及	VV	bn:00089893v	1	1	Engage as a participant	z001.s028.t012										
d001.s028.t029	571		X	571➕局部	CD➕JJ					z001.s028.t013➕z001.s028.t020										
d001.s028.t030	patients	patient	N	患者	NN	bn:00061017n	1	1	A person who requires medical care	z001.s028.t025										
d001.s028.t031	with		X	n/a																
d001.s028.t032	locally	locally	R	局部➕转移性	JJ	bn:00116147r	1	0	To a restricted area of the body	z001.s028.t020➕z001.s028.t023	first word matched									
d001.s028.t033	advanced	advanced	J	转移性	JJ	bn:00096528a	1	0	Comparatively late in a course of development	z001.s028.t023										
d001.s028.t034	or		X	或	CC					z001.s028.t022										
d001.s028.t035	metastatic	metastatic	J	晚期➕多西他赛	NN➕NR	bn:00106664a	1	0	Relating to or affected by metastasis	z001.s028.t021➕z001.s028.t032										
d001.s028.t036	disease	disease	N	疾病	NN	bn:00027546n	1	1	An impairment of health or a condition of abnormal functioning	z001.s028.t024										
d001.s028.t037	who		X	的	DEC					z001.s028.t019										
d001.s028.t038	had	have	V	n/a																
d001.s028.t039	received	receive	V	接受	VV	bn:00087863v	1	1	Go through (mental or physical states or experiences)	z001.s028.t016										
d001.s028.t040	chemotherapy	chemotherapy	N	化疗	NN	bn:00018141n	1	1	The use of chemical agents to treat or control disease (or mental illness)	z001.s028.t018										
d001.s028.t041	in		X	n/a																
d001.s028.t042	the		X	n/a																
d001.s028.t043	past	past	N	既往	AD	bn:00060927n	1	1	The time that has elapsed	z001.s028.t015										
d001.s028.t044	.		X	。	PU					z001.s028.t042										
d001.s029.t001	Alimta	alimta	N	阿利泰➕吉西他滨	NR	bn:00602447n	0	1	Pemetrexed is a chemotherapy drug manufactured and marketed by Eli Lilly and Company.	z001.s029.t019➕z001.s029.t022										
d001.s029.t002	was	be	V	n/a																
d001.s029.t003	also	also	R	还	AD	bn:00114246r			In addition	z001.s029.t020										
d001.s029.t004	compared	compare	V	比较	NN	bn:00085450v	1	1	Examine and note the similarities or differences of	z001.s029.t032										
d001.s029.t005	with		X	与	P					z001.s029.t021										
d001.s029.t006	gemcitabine	gemcitabine	N	吉西他滨	NR	bn:00848690n	1	1	Gemcitabine, sold under the brand name Gemzar, among others, is a chemotherapy medication used to treat a number of types of cancer.	z001.s029.t022										
d001.s029.t007	(		X	(	PU					z001.s029.t023										
d001.s029.t008	another		X	另	DT					z001.s029.t024										
d001.s029.t009	anticancer	anticancer	J	抗癌	JJ	bn:00097220a	1	1	Used in the treatment of cancer	z001.s029.t027										
d001.s029.t010	medicine	medicine	N	药	NN	bn:00054128n	1	1	(medicine) something that treats or prevents or alleviates the symptoms of disease	z001.s029.t028										
d001.s029.t011	)		X	)	PU					z001.s029.t029										
d001.s029.t012	,		X	，➕。	PU					z001.s029.t033➕z001.s029.t041										
d001.s029.t013	both		X	两者	NN					z001.s029.t034										
d001.s029.t014	in		X	的	DEC					z001.s029.t015										
d001.s029.t015	combination	combination	N	联合	AD	bn:00020872n	1	1	A collection of things that have been combined; an assemblage of separate parts or qualities	z001.s029.t039										
d001.s029.t016	with		X	与	P					z001.s029.t036										
d001.s029.t017	cisplatin	cisplatin	N	吉西他滨	NR	bn:00577781n	1	0	Cisplatin is a chemotherapy medication used to treat a number of cancers.	z001.s029.t022										
d001.s029.t018	,		X	，	PU					z001.s029.t018										
d001.s029.t019	in		X	在	P					z001.s029.t001										
d001.s029.t020	a		X	一	CD					z001.s029.t002										
d001.s029.t021	study	study	N	研究	NN	bn:00074790n	1	1	A detailed critical inspection	z001.s029.t016										
d001.s029.t022	involving	involve	V	涉及	VV	bn:00089893v	1	1	Engage as a participant	z001.s029.t004										
d001.s029.t023	1,725		X	1725	CD					z001.s029.t005										
d001.s029.t024	patients	patient	N	患者	NN	bn:00061017n	1	1	A person who requires medical care	z001.s029.t014										
d001.s029.t025	who		X	的	DEC					z001.s029.t012										
d001.s029.t026	had	have	V	n/a																
d001.s029.t027	not	not	R	未	AD	bn:00116360r	1	1	Negation of a word or group of words	z001.s029.t008										
d001.s029.t028	received	receive	V	接受	VV	bn:00087863v	1	1	Go through (mental or physical states or experiences)	z001.s029.t009										
d001.s029.t029	chemotherapy	chemotherapy	N	化疗	NN	bn:00018141n	1	1	The use of chemical agents to treat or control disease (or mental illness)	z001.s029.t011										
d001.s029.t030	for		X	n/a																
d001.s029.t031	lung	lung	N	肺癌	NN	bn:00052341n	1	0	Either of two saclike respiratory organs in the chest of vertebrates; serves to remove carbon dioxide and provide oxygen to the blood	z001.s029.t013										
d001.s029.t032	cancer	cancer	N	肺癌	NN	bn:00015180n	1	0	Any malignant growth or tumor caused by abnormal and uncontrolled cell division; it may spread to other parts of the body through the lymphatic system or the blood stream	z001.s029.t013										
d001.s029.t033	in		X	n/a																
d001.s029.t034	the		X	n/a																
d001.s029.t035	past	past	N	过去	NT	bn:00060927n	1	1	The time that has elapsed	z001.s029.t007										
d001.s029.t036	.		X	，➕。	PU					z001.s029.t033➕z001.s029.t041										
d001.s030.t001	In		X	在	P					z001.s030.t001										
d001.s030.t002	all		X	这	DT					z001.s030.t002										
d001.s030.t003	three		X	三	CD					z001.s030.t003										
d001.s030.t004	studies	study	N	研究	NN	bn:00067181n	1	1	A written document describing the findings of some individual or group	z001.s030.t005										
d001.s030.t005	,		X	，	PU					z001.s030.t007										
d001.s030.t006	the		X	的	DEG					z001.s030.t009										
d001.s030.t007	main	main	J	主要	JJ	bn:00099598a	1	1	Most important element	z001.s030.t010										
d001.s030.t008	measure	measure	N	标准	NN	bn:00054019n	1	1	The act or process of assigning numbers to phenomena according to a rule	z001.s030.t012										
d001.s030.t009	of		X	的	DEC					z001.s030.t016										
d001.s030.t010	effectiveness	effectiveness	N	疗效	NN	bn:00029876n	1	1	Power to be effective; the quality of being able to bring about an effect	z001.s030.t008										
d001.s030.t011	was	be	V	是	VC					z001.s030.t013										
d001.s030.t012	how		X	时间	NN					z001.s030.t017										
d001.s030.t013	long	long	R	n/a		bn:00116153r	1	0	For an extended time or at a distant time		Chinese token missing									
d001.s030.t014	the		X	疗效	NN					z001.s030.t008										
d001.s030.t015	patients	patient	N	患者	NN	bn:00061017n	1	1	A person who requires medical care	z001.s030.t014										
d001.s030.t016	survived	survive	V	存活	VV	bn:00085382v			Continue in existence after (an adversity, etc.)	z001.s030.t015										
d001.s030.t017	.		X	。	PU					z001.s030.t018										
d001.s031.t001	What		X	什么	DT					z001.s031.t007										
d001.s031.t002	benefit	benefit	N	益处	NN	bn:00037022n	1	1	The advantageous quality of being beneficial	z001.s031.t008										
d001.s031.t003	has	have	V	显示出	VV					z001.s031.t005										
d001.s031.t004	Alimta	alimta	N	Alimta	NR	bn:00602447n	1	1	Pemetrexed is a chemotherapy drug manufactured and marketed by Eli Lilly and Company.	z001.s031.t001										
d001.s031.t005	shown	show	V	显示出	VV	bn:00086567v	1	1	Establish the validity of something, as by an example, explanation or experiment	z001.s031.t005										
d001.s031.t006	during		X	期间	NN					z001.s031.t004										
d001.s031.t007	the		X	在	P					z001.s031.t002										
d001.s031.t008	studies	study	N	研究	NN	bn:00074790n	1	1	A detailed critical inspection	z001.s031.t003										
d001.s031.t009	?		X	？	PU					z001.s031.t009										
d001.s032.t001	Alimta	alimta	N	Alimta	NR	bn:00602447n	1	1	Pemetrexed is a chemotherapy drug manufactured and marketed by Eli Lilly and Company.	z001.s032.t001										
d001.s032.t002	increased	increase	V	延长	VV	bn:00089667v	1	1	Make bigger or more	z001.s032.t002										
d001.s032.t003	the		X	延长	VV					z001.s032.t002										
d001.s032.t004	survival	survival	N	生存	NN	bn:00030811n	1	1	A state of surviving; remaining alive	z001.s032.t011										
d001.s032.t005	time	time	N	时间	NN	bn:00077268n	1	1	An indefinite period (usually marked by specific attributes or activities)	z001.s032.t012										
d001.s032.t006	of		X	n/a																
d001.s032.t007	patients	patient	N	患者	NN	bn:00061017n	1	1	A person who requires medical care	z001.s032.t009										
d001.s032.t008	with		X	n/a																
d001.s032.t009	malignant	malignant	J	恶性	JJ	bn:00106363a	1	1	Dangerous to health; characterized by progressive and uncontrolled growth (especially of a tumor)	z001.s032.t004										
d001.s032.t010	pleural	pleural	J	胸膜	NN	bn:00108692a	1	1	Of or relating to the pleura or the walls of the thorax	z001.s032.t005										
d001.s032.t011	mesothelioma	mesothelioma	N	胸膜➕瘤	NN	bn:00054512n	1	0	A form of carcinoma of the mesothelium lining lungs or abdomen or heart; usually associated with exposure to asbestos dust	z001.s032.t005➕z001.s032.t008										
d001.s032.t012	.		X	。	PU					z001.s032.t013										
d001.s033.t001	Patients	patient	N	接受➕患者	VV➕NN	bn:00061017n	1	1	A person who requires medical care	z001.s033.t001➕z001.s033.t008										
d001.s033.t002	receiving	receive	V	接受	VV	bn:00087863v			Go through (mental or physical states or experiences)	z001.s033.t001										
d001.s033.t003	Alimta	alimta	N	Alimta	NR	bn:00602447n	1	1	Pemetrexed is a chemotherapy drug manufactured and marketed by Eli Lilly and Company.	z001.s033.t002										
d001.s033.t004	and		X	和	CC					z001.s033.t003										
d001.s033.t005	cisplatin	cisplatin	N	顺➕铂	JJ➕NN	bn:00577781n	1	0	Cisplatin is a chemotherapy medication used to treat a number of cancers.	z001.s033.t004➕z001.s033.t005	Second word matched									
d001.s033.t006	survived	survive	V	生存期	NN	bn:00085382v	0		Continue in existence after (an adversity, etc.)	z001.s033.t010										
d001.s033.t007	for		X	n/a																
d001.s033.t008	an		X	n/a																
d001.s033.t009	average	average	N	平均	JJ	bn:00054001n	1	1	An average of n numbers computed by adding some function of the numbers and dividing by some function of n	z001.s033.t009										
