d001.s001.t002  bn:00028015n
d002.s050.t005  bn:00112217a                   
d002.s050.t011  bn:00036821n                   
d002.s050.t013  bn:00117250r                   
d002.s050.t014  bn:00117479r                   
d002.s050.t015  bn:00086468v                   
d002.s051.t003  bn:00114245r                   
d002.s051.t004  bn:00089626v                   
d002.s051.t006  bn:00036821n                   
d002.s051.t008  bn:00091986v                   
d002.s051.t010  bn:00096817a                   
d002.s051.t012  bn:03843242n                   
d002.s051.t015  bn:00081292n                   
d002.s051.t017  bn:00087013v                   
d002.s051.t018  bn:00041412n                   
d002.s052.t004  bn:00110075a                   
d002.s052.t005  bn:00079985n                   
d002.s052.t007  bn:00090224v                   
d002.s052.t008  bn:00110469a                   
d002.s052.t010  bn:00041412n                   
d002.s053.t004  bn:00051508n                   
d002.s053.t005  bn:00055444n                   
d002.s053.t008  bn:00114626r                   
d002.s053.t010  bn:00082705v                   
d002.s053.t011  bn:00082322v                   
d002.s053.t012  bn:03843242n                   
d002.s054.t006  bn:00041412n                   
d002.s054.t007  bn:00090224v                   
d002.s054.t011  bn:00020726n                   
d003.s002.t002  bn:00036064n                   
d003.s002.t003  bn:00116085r                   
d003.s002.t004  bn:00089893v                   
d003.s002.t005  bn:00091196v                   
d003.s002.t008  bn:00000443n                   
d003.s002.t009  bn:00084527v                   
d003.s002.t012  bn:00100676a                   
d003.s002.t013  bn:00017557n                   
d003.s002.t015  bn:00021721n                   
d003.s003.t003  bn:00099598a                   
d003.s003.t004  bn:00047078n                   
d003.s003.t005  bn:00072536n                   
d003.s003.t009  bn:18091809n                   
d003.s003.t010  bn:00060798n                   
d003.s003.t011  bn:00082907v                   
d003.s003.t013  bn:00041948n                   
d003.s003.t015  bn:00114281r                   
d003.s003.t017  bn:00109211a                   
d003.s003.t018  bn:00001961n                   
d003.s003.t020  bn:00110842a                   
d003.s003.t021  bn:00060819n                   
d003.s003.t023  bn:00113672a                   
d003.s003.t025  bn:00021248n                   
d003.s003.t026  bn:00001423n                   
d003.s003.t028  bn:00070651n                   
d003.s003.t029  bn:00079373n                   
d003.s003.t030  bn:00115237r                   
d003.s003.t031  bn:00099258a                   
d003.s003.t032  bn:00001177n                   
d003.s003.t034  bn:00036823n                   
d003.s003.t036  bn:00047688n                   
d003.s003.t037  bn:00087628v                   
d003.s003.t039  bn:00005601n                   
d003.s004.t001  bn:00067181n                   
d003.s004.t002  bn:00082811v                   
d003.s004.t004  bn:00082844v                   
d003.s004.t005  bn:00082536v                   
d003.s004.t006  bn:00079373n                   
d003.s004.t007  bn:00089893v                   
d003.s004.t008  bn:00070651n                   
d003.s004.t009  bn:00062794n                   
d003.s004.t011  bn:00016401n                   
d003.s004.t012  bn:00114784r                   
d003.s004.t014  bn:00102920a                   
d003.s004.t016  bn:00114216r                   
d003.s004.t018  bn:00089893v                   
d003.s004.t019  bn:00070651n                   
d003.s004.t020  bn:00064922n                   
d003.s004.t022  bn:00016401n                   
d003.s004.t023  bn:00114216r                   
d003.s004.t024  bn:00116284r                   
d003.s004.t025  bn:00100093a                   
d003.s005.t001  bn:00114246r                   
d003.s005.t002  bn:00092541v                   
d003.s005.t004  bn:00109211a                   
d003.s005.t005  bn:00009905n                   
d003.s005.t006  bn:00091709v                   
d003.s005.t008  bn:00113514a                   
d003.s005.t009  bn:00101350a                   
d003.s005.t011  bn:00036822n                   
d003.s006.t002  bn:00036064n                   
d003.s006.t004  bn:00021127n                   
d003.s006.t005  bn:00021015n                   
d003.s006.t007  bn:00110978a                   
d003.s006.t008  bn:00110842a                   
d003.s006.t009  bn:00001739n                   
d003.s006.t012  bn:00109624a                   
d003.s006.t013  bn:00007299n                   
d003.s006.t014  bn:00115794r                   
d003.s006.t015  bn:00088488v                   
d003.s006.t018  bn:00000443n                   
d003.s006.t021  bn:00110842a                   
d003.s006.t022  bn:00032152n                   
d003.s006.t024  bn:00109211a                   
d003.s006.t025  bn:00009905n                   
d003.s006.t026  bn:00070651n                   
d003.s006.t027  bn:00089244v                   
d003.s006.t029  bn:00106332a                   
d003.s006.t030  bn:00017557n                   
d003.s006.t033  bn:00074900n                   
d003.s006.t035  bn:00102440a                   
d003.s006.t036  bn:00021721n                   
d003.s007.t003  bn:00064665n                   
d003.s007.t005  bn:00021395n                   
d003.s007.t008  bn:00036064n                   
d003.s007.t009  bn:00116085r                   
d003.s007.t010  bn:00084099v                   
d003.s007.t013  bn:00047730n                   
d003.s007.t014  bn:23824760n                   
d003.s007.t015  bn:00067181n                   
d003.s007.t019  bn:00082720v                   
d003.s007.t021  bn:00101412a                   
d003.s007.t022  bn:00089893v                   
d003.s007.t026  bn:00032425n                   
d003.s007.t029  bn:00086008v                   
d003.s007.t030  bn:00014138n                   
d003.s007.t032  bn:00114428r                   
d003.s007.t033  bn:00089667v                   
d003.s007.t034  bn:00632106n                   
d003.s007.t035  bn:00000317n                   
d003.s008.t002  bn:00074790n                   
d003.s008.t003  bn:00083141v                   
d003.s008.t006  bn:00102440a                   
d003.s008.t009  bn:00011771n                   
d003.s008.t011  bn:00107136a                   
d003.s008.t012  bn:00023758n                   
d003.s008.t013  bn:00001423n                   
d003.s008.t015  bn:00092839v                   
d003.s008.t016  bn:00110842a                   
d003.s008.t017  bn:00060819n                   
d003.s008.t018  bn:00110401a                   
d003.s008.t019  bn:00036837n                   
d003.s008.t020  bn:00087628v                   
d003.s008.t023  bn:00000443n                   
d003.s008.t024  bn:00108489a                   
d003.s008.t025  bn:00047238n                   
d003.s009.t002  bn:00104680a                   
d003.s009.t004  bn:00104995a                   
d003.s009.t005  bn:00027914n                   
d003.s009.t007  bn:00002936n                   
d003.s009.t008  bn:00070206n                   
d003.s009.t010  bn:00008412n                   
d003.s009.t011  bn:00114246r                   
d003.s009.t013  bn:00089660v                   
d003.s010.t001  bn:00110842a                   
d003.s010.t002  bn:00032152n                   
d003.s010.t003  bn:00021721n                   
d003.s010.t005  bn:00099598a                   
d003.s010.t007  bn:00083187v                   
d003.s010.t010  bn:00050521n                   
d003.s010.t011  bn:00082788v                   
d003.s010.t012  bn:00067808n                   
d003.s010.t014  bn:00021127n                   
d003.s010.t015  bn:00011651n                   
d003.s010.t016  bn:00030625n                   
d003.s010.t018  bn:00042833n                   
d003.s010.t019  bn:00025569n                   
d003.s010.t021  bn:00110842a                   
d003.s010.t022  bn:00001738n                   
d003.s010.t031  bn:00102440a                   
d003.s010.t032  bn:00060708n                   
d003.s010.t033  bn:00034004n                   
d003.s010.t035  bn:03359468n                   
d003.s010.t036  bn:00102158a                   
d003.s010.t037  bn:00021015n                   
d003.s010.t038  bn:00021030n                   
d003.s010.t045  bn:00102440a                   
d003.s010.t046  bn:00060708n                   
d003.s010.t047  bn:00034004n                   
d003.s010.t049  bn:00102440a                   
d003.s010.t050  bn:00060708n                   
d003.s010.t051  bn:00079435n                   
d003.s010.t061  bn:00102001a                   
d003.s010.t063  bn:00110842a                   
d003.s011.t001  bn:00016401n                   
d003.s011.t002  bn:00074790n                   
d003.s011.t005  bn:00077944n                   
d003.s011.t006  bn:00107136a                   
d003.s011.t007  bn:00067181n                   
d003.s011.t008  bn:00114203r                   
d003.s011.t009  bn:00085499v                   
d003.s011.t013  bn:00047730n                   
d003.s011.t014  bn:00034797n                   
d003.s011.t017  bn:00034797n                   
d003.s011.t021  bn:00090234v                   
d003.s011.t023  bn:00082573v                   
d003.s011.t024  bn:00014138n                   
d003.s011.t025  bn:00051760n                   
d003.s011.t027  bn:00021248n                   
d003.s011.t029  bn:00096649a                   
d003.s011.t030  bn:00081593n                   
d003.s011.t032  bn:00030933n                   
d003.s011.t034  bn:00041853n                   
d003.s011.t036  bn:00026695n                   
d003.s011.t038  bn:00063329n                   
d003.s011.t040  bn:00061054n                   
d003.s012.t003  bn:00011771n                   
d003.s012.t006  bn:00084931v                   
d003.s012.t012  bn:00034797n                   
d003.s012.t013  bn:00087628v                   
d003.s012.t014  bn:00102794a                   
d003.s012.t015  bn:00101045a                   
d003.s012.t016  bn:00016401n                   
d003.s012.t017  bn:00074790n                   
d003.s013.t002  bn:00074790n                   
d003.s013.t003  bn:00016401n                   
d003.s013.t004  bn:00082596v                   
d003.s013.t007  bn:00034797n                   
d003.s013.t009  bn:00007783n                   
d003.s013.t013  bn:00030626n                   
d003.s013.t014  bn:00061054n                   
d003.s013.t016  bn:00014138n                   
d003.s013.t017  bn:00001423n                   
d003.s013.t019  bn:00030709n                   
d003.s013.t021  bn:00114281r                   
d003.s013.t022  bn:00082720v                   
d003.s013.t025  bn:00034797n                   
d003.s013.t027  bn:00037022n                   
d003.s013.t029  bn:00048242n                   
d003.s014.t002  bn:00114246r                   
d003.s014.t004  bn:00099258a                   
d003.s014.t005  bn:00035770n                   
d003.s014.t006  bn:00082906v                   
d003.s014.t008  bn:00080113n                   
d003.s014.t010  bn:00047238n                   
d003.s015.t002  bn:00107136a                   
d003.s015.t003  bn:00074790n                   
d003.s015.t005  bn:00085670v                   
d003.s015.t007  bn:00077944n                   
d003.s015.t008  bn:00094713v                   
d003.s015.t009  bn:00108083a                   
d003.s015.t010  bn:00063989n                   
d003.s015.t012  bn:00102440a                   
d003.s015.t013  bn:00067181n                   
d003.s015.t015  bn:00008790n                   
d003.s016.t002  bn:00067181n                   
d003.s016.t005  bn:00034797n                   
d003.s016.t006  bn:00016433n                   
d003.s016.t010  bn:00081857n                   
d003.s016.t011  bn:00084099v                   
d003.s016.t013  bn:00114281r                   
d003.s016.t016  bn:00081857n                   
d003.s016.t017  bn:00007406n                   
d003.s016.t018  bn:00082779v                   
d003.s016.t020  bn:00021721n                   
d003.s016.t021  bn:00084692v                   
d003.s016.t022  bn:00007781n                   
d003.s017.t002  bn:00036064n                   
d003.s017.t004  bn:00002178n                   
d003.s017.t006  bn:00087137v                   
d003.s017.t007  bn:02159608n                   
d003.s017.t008  bn:00030933n                   
d003.s017.t010  bn:00041853n                   
d003.s017.t012  bn:00001936n                   
d003.s017.t013  bn:00027407n                   
d003.s017.t015  bn:00077930n                   
d003.s017.t016  bn:00114281r                   
d003.s017.t017  bn:00082596v                   
d003.s017.t019  bn:00066443n                   
d003.s018.t001  bn:00110842a                   
d003.s018.t002  bn:00060819n                   
d003.s018.t004  bn:00061746n                   
d003.s018.t005  bn:00114246r                   
d003.s018.t007  bn:00095355v                   
d003.s018.t008  bn:03409865n                   
d003.s018.t011  bn:00115814r                   
d003.s018.t012  bn:00094767v                   
d003.s018.t013  bn:00088783v                   
d003.s018.t014  bn:00001936n                   
d003.s018.t015  bn:00027407n                   
d003.s018.t017  bn:00064776n                   
d003.s019.t005  bn:00064665n                   
d003.s019.t006  bn:00087679v                   
d003.s019.t007  bn:00114281r                   
d003.s019.t008  bn:00082720v                   
d003.s019.t010  bn:00109211a                   
d003.s019.t012  bn:00104973a                   
d003.s019.t013  bn:00070206n                   
d003.s019.t014  bn:00087115v                   
d003.s019.t015  bn:00001936n                   
d003.s019.t016  bn:00008714n                   
d003.s019.t018  bn:00115235r                   
d003.s019.t020  bn:00082489v                   
d003.s019.t021  bn:00096644a                   
d003.s019.t022  bn:00081593n                   
d003.s019.t025  bn:00034797n                   
d003.s020.t002  bn:00082844v                   
d003.s020.t003  bn:00101935a                   
d003.s020.t004  bn:00067456n                   
d003.s020.t006  bn:00066743n                   
d003.s020.t008  bn:00061666n                   
d003.s020.t009  bn:00049573n                   
d003.s020.t012  bn:00064665n                   
d003.s020.t013  bn:00114714r                   
d003.s020.t014  bn:00083240v                   
d003.s020.t015  bn:00096644a                   
d003.s020.t016  bn:00081593n                   
d003.s020.t018  bn:00044396n                   
d003.s020.t020  bn:13789669n                   
d003.s020.t022  bn:00067463n                   
d003.s021.t001  bn:00082596v                   
d003.s021.t003  bn:00081593n                   
d003.s021.t005  bn:00037634n                   
d003.s021.t007  bn:00065800n                   
d003.s021.t008  bn:00007781n                   
d003.s021.t012  bn:00001936n                   
d003.s021.t013  bn:00027538n                   
d003.s021.t015  bn:00025569n                   
d003.s022.t002  bn:00064665n                   
d003.s022.t003  bn:00114246r                   
d003.s022.t004  bn:00085651v                   
d003.s022.t005  bn:00085651v                   
d003.s022.t006  bn:00034797n                   
d003.s022.t008  bn:00085293v                   
d003.s022.t009  bn:00109998a                   
d003.s022.t010  bn:00005513n                   
d003.s022.t012  bn:00106773a                   
d003.s022.t013  bn:00021286n                   
d003.s022.t016  bn:00001936n                   
d003.s022.t017  bn:00027538n                   
d003.s023.t002  bn:00064665n                   
d003.s023.t003  bn:00085497v                   
d003.s023.t006  bn:00011771n                   
d003.s023.t008  bn:00009714n                   
d003.s023.t010  bn:00036202n                   
d003.s023.t012  bn:00026684n                   
d003.s023.t014  bn:00030401n                   
d003.s023.t016  bn:00047705n                   
d003.s023.t018  bn:00044423n                   
d003.s023.t020  bn:00049168n                   
d004.s001.t002  bn:00028015n                   
d004.s001.t004  bn:00102440a                   
d004.s001.t005  bn:00109211a                   
d004.s001.t006  bn:00005120n                   
d004.s001.t007  bn:00067181n                   
d004.s001.t009  bn:00075142n                   
d004.s002.t002  bn:00087869v                   
d004.s002.t004  bn:00113583a                   
d004.s002.t005  bn:00106556a                   
d004.s002.t006  bn:00021015n                   
d004.s002.t010  bn:13606173r                   
d004.s002.t011  bn:00082720v                   
d004.s002.t013  bn:00087628v                   
d004.s002.t015  bn:00074790n                   
d004.s002.t018  bn:00088789v                   
d004.s002.t020  bn:13606173r                   
d004.s002.t021  bn:00082705v                   
d004.s002.t023  bn:00054128n                   
d004.s002.t025  bn:00066562n                   
d004.s003.t001  bn:00923812n                   
d004.s004.t001  bn:00923812n                   
d004.s004.t002  bn:00085499v                   
d004.s004.t003  bn:00096387a                   
d004.s004.t004  bn:00074985n                   
d004.s004.t005  bn:00923812n                   
d004.s004.t009  bn:00072760n                   
d004.s004.t011  bn:00078798n                   
d004.s004.t012  bn:00055444n                   
d004.s005.t001  bn:00052222n                   
d004.s005.t002  bn:00087841v                   
d004.s005.t006  bn:00032604n                   
d004.s005.t007  bn:00114203r                   
d004.s005.t008  bn:00088078v                   
d004.s005.t009  bn:00069754n                   
d004.s005.t012  bn:00089157v                   
d004.s005.t014  bn:00042601n                   
d004.s006.t003  bn:00052222n                   
d004.s006.t004  bn:00032604n                   
d004.s006.t005  bn:00090663v                   
d004.s006.t006  bn:03463336n                   
d004.s006.t007  bn:00051872n                   
d004.s006.t009  bn:00035251n                   
d004.s006.t011  bn:00003057n                   
d004.s006.t014  bn:00923812n                   
d004.s006.t016  bn:00003603n                   
d004.s007.t001  bn:00923812n                   
d004.s007.t002  bn:00082705v                   
d004.s008.t001  bn:00923812n                   
d004.s008.t004  bn:00078798n                   
d004.s008.t005  bn:00004656n                   
d004.s008.t008  bn:00089805v                   
d004.s008.t012  bn:00084710v                   
d004.s008.t013  bn:00027565n                   
d004.s009.t002  bn:00082705v                   
d004.s009.t003  bn:00088454v                   
d004.s009.t004  bn:00015267n                   
d004.s009.t005  bn:00082788v                   
d004.s009.t006  bn:00027565n                   
d004.s009.t008  bn:00115147r                   
d004.s009.t009  bn:00018141n                   
d004.s009.t010  bn:00084069v                   
d004.s009.t012  bn:00027565n                   
d004.s009.t014  bn:00082705v                   
d004.s009.t015  bn:00084532v                   
d004.s009.t016  bn:00015180n                   
d004.s009.t018  bn:00054128n                   
d004.s009.t021  bn:29799485n                   
d004.s009.t022  bn:00090142v                   
d004.s009.t024  bn:00084069v                   
d004.s009.t025  bn:00027565n                   
d004.s010.t002  bn:00108011a                   
d004.s010.t003  bn:00113583a                   
d004.s010.t004  bn:00047235n                   
d004.s010.t006  bn:00108295a                   
d004.s010.t007  bn:00027011n                   
d004.s010.t008  bn:00115237r                   
d004.s010.t009  bn:00111492a                   
d004.s010.t010  bn:00054018n                   
d004.s010.t012  bn:00085317v                   
d004.s010.t014  bn:00923812n                   
d004.s010.t015  bn:00114246r                   
d004.s010.t017  bn:00082705v                   
d004.s010.t018  bn:00084532v                   
d004.s010.t019  bn:00027565n                   
d004.s010.t021  bn:00046787n                   
d004.s010.t023  bn:00046787n                   
d004.s010.t025  bn:00082365v                   
d004.s010.t026  bn:00052222n                   
d004.s011.t002  bn:00082901v                   
d004.s011.t004  bn:00002178n                   
d004.s011.t006  bn:00923812n                   
d004.s011.t007  bn:00116290r                   
d004.s011.t009  bn:00082365v                   
d004.s011.t011  bn:00025419n                   
d004.s012.t001  bn:00923812n                   
d004.s012.t002  bn:13606173r                   
d004.s012.t003  bn:00087833v                   
d004.s012.t004  bn:00036822n                   
d004.s013.t001  bn:00923812n                   
d004.s013.t003  bn:00083627v                   
d004.s013.t004  bn:00057322n                   
d004.s013.t005  bn:27268665n                   
d004.s013.t010  bn:00000658n                   
d004.s013.t015  bn:00099258a                   
d004.s013.t016  bn:00075762n                   
d004.s013.t018  bn:00082285v                   
d004.s014.t001  bn:13606173r                   
d004.s014.t003  bn:00923812n                   
d004.s014.t004  bn:00087628v                   
d004.s014.t005  bn:00067280n                   
d004.s015.t002  bn:00102440a                   
d004.s015.t003  bn:00110469a                   
d004.s015.t005  bn:00011771n                   
d004.s015.t007  bn:00003341n                   
d004.s015.t009  bn:00079883n                   
d004.s015.t014  bn:00049551n                   
d004.s015.t017  bn:00004222n                   
d004.s015.t018  bn:00061017n                   
d004.s015.t019  bn:00087628v                   
d004.s015.t021  bn:00110620a                   
d004.s015.t022  bn:00083240v                   
d004.s015.t023  bn:00923812n                   
d004.s015.t025  bn:00074790n                   
d004.s016.t001  bn:00923812n                   
d004.s016.t003  bn:00074790n                   
d004.s016.t004  bn:00061605n                   
d004.s016.t005  bn:00083245v                   
d004.s016.t009  bn:00009905n                   
d004.s017.t001  bn:00074790n                   
d004.s017.t002  bn:00021961n                   
d004.s017.t003  bn:00083245v                   
d004.s017.t005  bn:00923812n                   
d004.s017.t007  bn:00062717n                   
d004.s017.t008  bn:00116284r                   
d004.s017.t009  bn:00102038a                   
d004.s017.t014  bn:00047235n                   
d004.s017.t016  bn:00086709v                   
d004.s017.t017  bn:00027565n                   
d004.s017.t018  bn:03635987n                   
d004.s017.t020  bn:00087863v                   
d004.s017.t022  bn:00054128n                   
d004.s017.t024  bn:00015267n                   
d004.s017.t026  bn:00027565n                   
d004.s017.t027  bn:00000443n                   
d004.s017.t028  bn:00114203r                   
d004.s017.t030  bn:00087863v                   
d004.s017.t033  bn:00015267n                   
d004.s017.t034  bn:00105886a                   
d004.s018.t001  bn:00047235n                   
d004.s018.t002  bn:00083115v                   
d004.s018.t004  bn:00015267n                   
d004.s018.t007  bn:00046787n                   
d004.s018.t008  bn:00083347v                   
d004.s018.t011  bn:00083115v                   
d004.s018.t013  bn:00004222n                   
d004.s018.t015  bn:00090161v                   
d004.s018.t016  bn:00054625n                   
d004.s018.t017  bn:00088759v                   
d004.s018.t018  bn:00052222n                   
d004.s018.t024  bn:00114171r                   
d004.s018.t026  bn:00102278a                   
d004.s018.t028  bn:00052222n                   
d004.s018.t029  bn:00092122v                   
d004.s018.t030  bn:00085324v                   
d004.s019.t002  bn:00087628v                   
d004.s019.t003  bn:00111392a                   
d004.s019.t004  bn:00047235n                   
d004.s019.t006  bn:00004222n                   
d004.s019.t007  bn:00059954n                   
d004.s019.t010  bn:00015267n                   
d004.s019.t011  bn:00082365v                   
d004.s019.t012  bn:00052222n                   
d004.s020.t001  bn:00114246r                   
d004.s020.t003  bn:00027565n                   
d004.s020.t005  bn:00047235n                   
d004.s020.t008  bn:00108011a                   
d004.s020.t009  bn:00111492a                   
d004.s020.t010  bn:00054018n                   
d004.s020.t012  bn:00108011a                   
d004.s020.t013  bn:00113583a                   
d004.s020.t014  bn:00076843n                   
d004.s020.t015  bn:00117321r                   
d004.s020.t016  bn:00087628v                   
d004.s020.t018  bn:00114206r                   
d004.s020.t019  bn:00088162v                   
d004.s020.t020  bn:00027565n                   
d004.s020.t022  bn:00104676a                   
d004.s020.t023  bn:00016850n                   
d004.s021.t001  bn:00923812n                   
d004.s021.t002  bn:00088078v                   
d004.s021.t004  bn:00030747n                   
d004.s022.t002  bn:00114917r                   
d004.s022.t003  bn:00082365v                   
d004.s022.t004  bn:00028320n                   
d004.s022.t005  bn:00082901v                   
d004.s022.t006  bn:00041086n                   
d004.s022.t007  bn:00028320n                   
d004.s022.t010  bn:00056285n                   
d004.s022.t011  bn:13672175r                   
d004.s022.t012  bn:00086793v                   
d004.s022.t014  bn:00101795a                   
d004.s022.t015  bn:00077267n                   
d004.s022.t018  bn:00082417v                   
d004.s022.t019  bn:00106517a                   
d004.s022.t020  bn:00047235n                   
d004.s022.t021  bn:00022191n                   
d004.s022.t024  bn:00019848n                   
d004.s022.t028  bn:00923812n                   
d004.s022.t029  bn:00114634r                   
d004.s022.t030  bn:02005542n                   
d004.s022.t031  bn:00098243a                   
d004.s023.t002  bn:00004222n                   
d004.s023.t003  bn:00089749v                   
d004.s023.t004  bn:00054128n                   
d004.s023.t006  bn:00095040v                   
d004.s023.t007  bn:00004222n                   
d004.s023.t009  bn:00046516n                   
d004.s023.t010  bn:00091028v                   
d004.s023.t011  bn:00094754v                   
d004.s024.t001  bn:00923812n                   
d004.s024.t002  bn:00114281r                   
d004.s024.t003  bn:27249949v                   
d004.s024.t005  bn:00044382n                   
d004.s024.t006  bn:00083187v                   
d004.s024.t007  bn:00102398a                   
d004.s024.t009  bn:00030747n                   
