Start Sense
d001.s085.t021 bn:00053116n
d001.s085.t022 bn:00103507a
d001.s085.t025 bn:00014138n
d001.s085.t028 bn:00067002n
d001.s085.t029 bn:00104995a
d001.s085.t032 bn:00008569n
d001.s085.t033 bn:00110842a
d001.s085.t035 bn:00021015n
d001.s085.t036 bn:00102440a
d001.s085.t037 bn:00083340v
d001.s085.t040 bn:00021015n
d001.s085.t042 bn:00027810n
d001.s085.t046 bn:00026025n
d001.s085.t048 bn:00060708n
d001.s085.t049 bn:00102440a
d001.s085.t050 bn:00070168n
d001.s085.t051 bn:00010712n
d001.s085.t055 bn:00079435n
d001.s085.t060 bn:00046516n
d001.s085.t063 bn:00102001a
d001.s086.t001 bn:00074790n
d001.s086.t003 bn:00016401n
d001.s086.t005 bn:00067181n
d001.s086.t006 bn:00107136a
d001.s086.t007 bn:00085499v
d001.s086.t009 bn:00070609n
d001.s086.t012 bn:00031009n
d001.s086.t014 bn:00084931v
d001.s086.t017 bn:00116284r
d001.s086.t018 bn:00096549a
d001.s086.t020 bn:00087826v
d001.s086.t021 bn:00063330n
d001.s086.t023 bn:00063989n
d001.s086.t024 bn:00019848n
d001.s086.t026 bn:00082573v
d001.s086.t028 bn:00030626n
d001.s086.t031 bn:00041853n
d001.s086.t034 bn:00026696n
d001.s086.t036 bn:00064681n
d001.s086.t037 bn:00096644a
d001.s086.t039 bn:00021286n
d001.s086.t042 bn:00021248n
d001.s087.t003 bn:00023236n
d001.s087.t007 bn:00031009n
d001.s087.t010 bn:00115329r
d001.s087.t011 bn:00084931v
d001.s087.t013 bn:00059169n
d001.s087.t016 bn:00074790n
d001.s087.t018 bn:00016401n
d001.s087.t019 bn:00116284r
d001.s087.t020 bn:00100204a
d001.s088.t002 bn:00074790n
d001.s088.t004 bn:00082596v
d001.s088.t006 bn:00019219n
d001.s088.t008 bn:00031009n
d001.s088.t012 bn:00046065n
d001.s088.t014 bn:00061054n
d001.s088.t015 bn:00107714a
d001.s088.t018 bn:00059480n
d001.s088.t020 bn:00030616n
d001.s088.t022 bn:00082720v
d001.s088.t023 bn:00114134r
d001.s088.t025 bn:00001559n
d001.s088.t028 bn:00064526n
d001.s088.t030 bn:00031009n
d001.s089.t002 bn:00114246r
d001.s089.t003 bn:00089240v
d001.s089.t004 bn:00062699n
d001.s089.t005 bn:00102807a
d001.s089.t007 bn:00007099n
d001.s089.t009 bn:00047203n
d001.s089.t010 bn:00048986n
d001.s089.t012 bn:00035770n
d001.s090.t002 bn:00074790n
d001.s090.t003 bn:00107137a
d001.s090.t004 bn:00083584v
d001.s090.t007 bn:00067181n
d001.s090.t008 bn:00102440a
d001.s090.t010 bn:00092916v
d001.s090.t012 bn:00063989n
d001.s090.t013 bn:00116290r
d001.s090.t014 bn:00100090a
d001.s091.t002 bn:00067181n
d001.s091.t005 bn:00000777n
d001.s091.t007 bn:00034797n
d001.s091.t009 bn:00092023v
d001.s091.t013 bn:00083187v
d001.s091.t015 bn:00008786n
d001.s091.t018 bn:00021721n
d001.s091.t019 bn:00084375v
d001.s091.t022 bn:00007406n
d001.s091.t024 bn:00110075a
d001.s091.t025 bn:00078738n
d001.s092.t002 bn:00036064n
d001.s092.t003 bn:00089804v
d001.s092.t004 bn:00087137v
d001.s092.t006 bn:00017761n
d001.s092.t008 bn:00008714n
d001.s092.t009 bn:00096456a
d001.s092.t011 bn:00001938n
d001.s092.t013 bn:00025965n
d001.s092.t015 bn:00030626n
d001.s092.t017 bn:00041853n
d001.s092.t019 bn:00087236v
d001.s092.t021 bn:00066443n
d001.s093.t002 bn:00082596v
d001.s093.t003 bn:00114246r
d001.s093.t005 bn:00046942n
d001.s093.t007 bn:00059169n
d001.s093.t009 bn:00060834n
d001.s093.t010 bn:00110842a
d001.s093.t012 bn:00085427v
d001.s093.t014 bn:00007020n
d001.s093.t015 bn:00108295a
d001.s093.t017 bn:00064776n
d001.s093.t018 bn:00019848n
d001.s093.t020 bn:00087115v
d001.s093.t022 bn:00008714n
d001.s093.t023 bn:00102066a
d001.s093.t025 bn:00001938n
d001.s094.t002 bn:00096000a
d001.s094.t003 bn:00051760n
d001.s094.t006 bn:00049573n
d001.s094.t007 bn:00087137v
d001.s094.t009 bn:00031973n
d001.s094.t010 bn:00031009n
d001.s094.t012 bn:00109211a
d001.s094.t014 bn:00109026a
d001.s094.t016 bn:00067367n
d001.s094.t018 bn:00088159v
d001.s094.t021 bn:00008714n
d001.s094.t022 bn:00085623v
d001.s094.t024 bn:00001940n
d001.s094.t026 bn:00115235r
d001.s094.t028 bn:00033835n
d001.s094.t030 bn:00064681n
d001.s094.t031 bn:00096644a
d001.s095.t001 bn:00093452v
d001.s095.t002 bn:00003132n
d001.s095.t004 bn:00058797n
d001.s095.t007 bn:00027476n
d001.s095.t010 bn:00049573n
d001.s095.t012 bn:00083240v
d001.s095.t013 bn:00114714r
d001.s095.t015 bn:00044396n
d001.s095.t018 bn:00066979n
d001.s095.t021 bn:00059879n
d001.s095.t023 bn:00064681n
d001.s095.t024 bn:00096644a
d001.s096.t002 bn:00087106v
d001.s096.t004 bn:00021989n
d001.s096.t006 bn:00070773n
d001.s096.t009 bn:00009814n
d001.s096.t010 bn:00100762a
d001.s096.t012 bn:00081593n
d001.s096.t017 bn:00022856n
d001.s096.t020 bn:00027538n
d001.s096.t022 bn:00008870n
d001.s096.t024 bn:00001938n
d001.s097.t002 bn:00049573n
d001.s097.t003 bn:00082596v
d001.s097.t004 bn:00114246r
d001.s097.t005 bn:00031009n
d001.s097.t006 bn:00082844v
d001.s097.t008 bn:00088159v
d001.s097.t011 bn:00027538n
d001.s097.t012 bn:00106019a
d001.s097.t014 bn:00001938n
d001.s097.t016 bn:00005513n
d001.s097.t017 bn:00109997a
d001.s097.t020 bn:00106058a
d001.s097.t022 bn:00097855a
d001.s097.t023 bn:00031008n
d001.s098.t002 bn:00067280n
d001.s098.t003 bn:00088078v
d001.s098.t005 bn:00002179n
d001.s098.t007 bn:00023236n
d001.s098.t008 bn:00054276n
d001.s098.t020 bn:00023235n
d001.s098.t021 bn:00106208a
d001.s098.t023 bn:00049169n
d001.s098.t026 bn:00075142n
d001.s098.t027 bn:00086681v
d001.s098.t029 bn:00063584n
d001.s099.t002 bn:00108977a
d001.s099.t003 bn:00028015n
d001.s099.t006 bn:00075142n
d001.s099.t009 bn:00067181n
d001.s099.t011 bn:00031973n
d001.s099.t012 bn:00109211a
d001.s099.t013 bn:00102440a
d001.s099.t015 bn:00010392n
d001.s100.t004 bn:00083918v
d001.s101.t001 bn:00059945n
d001.s101.t002 bn:00085499v
d001.s101.t004 bn:00064429n
d001.s101.t005 bn:00096387a
d001.s101.t009 bn:00097846a
d001.s101.t011 bn:00021751n
d001.s101.t013 bn:00021435n
d001.s101.t016 bn:00072760n
d001.s101.t017 bn:00101836a
d001.s102.t002 bn:00021435n
d001.s102.t005 bn:00020726n
d001.s102.t006 bn:00107945a
d001.s102.t007 bn:00105938a
d001.s102.t009 bn:00088078v
d001.s102.t011 bn:00039842n
d001.s102.t015 bn:00032604n
d001.s102.t018 bn:00086154v
d001.s102.t020 bn:00027913n
d001.s102.t023 bn:00042601n
d001.s103.t002 bn:00021435n
d001.s103.t004 bn:00083881v
d001.s103.t007 bn:00032604n
d001.s103.t010 bn:00051872n
d001.s103.t011 bn:00084069v
d001.s103.t014 bn:00108011a
d001.s103.t018 bn:00003057n
d001.s103.t022 bn:00058287n
d001.s103.t024 bn:00086679v
d001.s103.t026 bn:00065552n
d001.s104.t003 bn:00001734n
d001.s104.t005 bn:00082705v
d001.s105.t001 bn:00085239v
d001.s105.t004 bn:00004656n
d001.s105.t008 bn:00054128n
d001.s105.t010 bn:00082785v
d001.s105.t012 bn:00027565n
d001.s106.t002 bn:00082705v
d001.s106.t004 bn:00015267n
d001.s106.t006 bn:00088454v
d001.s106.t008 bn:00027565n
d001.s106.t009 bn:00084699v
d001.s106.t012 bn:00032099n
d001.s106.t015 bn:00018141n
d001.s106.t017 bn:00054128n
d001.s106.t018 bn:00082705v
d001.s106.t021 bn:00047235n
d001.s106.t023 bn:00015180n
d001.s106.t028 bn:00105645a
d001.s106.t030 bn:00084418v
d001.s107.t002 bn:00020872n
d001.s107.t004 bn:00108011a
d001.s107.t005 bn:00054018n
d001.s107.t007 bn:00075330n
d001.s107.t010 bn:00032099n
d001.s107.t012 bn:00047235n
d001.s107.t013 bn:00113583a
d001.s107.t016 bn:00027011n
d001.s107.t017 bn:00110995a
d001.s107.t019 bn:00082317v
d001.s107.t021 bn:00114246r
d001.s107.t023 bn:00082705v
d001.s107.t025 bn:00047235n
d001.s107.t027 bn:00027565n
d001.s107.t031 bn:00046787n
d001.s107.t035 bn:00088424v
d001.s107.t037 bn:00052222n
d001.s108.t003 bn:00036822n
d001.s108.t004 bn:00097031a
d001.s108.t007 bn:00082365v
d001.s108.t008 bn:00012405n
d001.s108.t011 bn:00053933n
d001.s108.t014 bn:00000086n
d001.s109.t002 bn:00082286v
d001.s110.t001 bn:00004952n
d001.s110.t002 bn:00083622v
d001.s110.t004 bn:00066515n
d001.s110.t006 bn:00001507n
d001.s110.t008 bn:00023425n
d001.s110.t011 bn:00082285v
d001.s110.t013 bn:00025965n
d001.s110.t015 bn:00075762n
d001.s110.t016 bn:00097284a
d001.s110.t017 bn:00099441a
d001.s111.t001 bn:00114354r
d001.s111.t004 bn:00082596v
d001.s111.t006 bn:00029877n
d001.s111.t008 bn:00017379n
d001.s112.t003 bn:00084593v
d001.s112.t005 bn:00074790n
d001.s112.t007 bn:00018361n
d001.s112.t011 bn:00015267n
d001.s112.t013 bn:00049551n
d001.s112.t016 bn:00004222n
d001.s112.t018 bn:00047235n
d001.s112.t021 bn:00113583a
d001.s112.t024 bn:00023235n
d001.s112.t025 bn:00102440a
d001.s113.t002 bn:00009905n
d001.s113.t004 bn:00084097v
d001.s113.t005 bn:00046516n
d001.s113.t007 bn:00023285n
d001.s113.t009 bn:00074790n
d001.s114.t002 bn:00021961n
d001.s114.t004 bn:00074790n
d001.s114.t006 bn:00087561v
d001.s114.t008 bn:00082317v
d001.s114.t010 bn:00116284r
d001.s114.t011 bn:00102040a
d001.s114.t013 bn:00062717n
d001.s114.t016 bn:00015267n
d001.s114.t017 bn:00078126n
d001.s114.t020 bn:00054128n
d001.s114.t022 bn:00006999n
d001.s114.t024 bn:00027565n
d001.s114.t027 bn:00116104r
d001.s114.t028 bn:00103324a
d001.s114.t029 bn:00066865n
d001.s114.t031 bn:00004222n
d001.s114.t039 bn:00047235n
d001.s114.t042 bn:00008467n
d001.s115.t002 bn:00047235n
d001.s115.t005 bn:00015267n
d001.s115.t007 bn:00027565n
d001.s115.t009 bn:00083340v
d001.s115.t012 bn:00046787n
d001.s115.t016 bn:00004222n
d001.s115.t018 bn:00006999n
d001.s115.t022 bn:00116360r
d001.s115.t025 bn:00025966n
d001.s115.t027 bn:00089386v
d001.s115.t029 bn:00021435n
d001.s115.t031 bn:00009677n
d001.s115.t036 bn:00083115v
d001.s115.t037 bn:00102278a
d001.s116.t003 bn:00047235n
d001.s116.t008 bn:00052222n
d001.s116.t011 bn:00082365v
d001.s116.t013 bn:00059953n
d001.s116.t015 bn:00015267n
d001.s117.t001 bn:00115484r
d001.s117.t004 bn:00047235n
d001.s117.t006 bn:00027565n
d001.s117.t009 bn:00082868v
d001.s117.t011 bn:00108011a
d001.s117.t012 bn:00054018n
d001.s117.t014 bn:00075330n
d001.s117.t018 bn:00047235n
d001.s117.t019 bn:00113583a
d001.s117.t021 bn:00083240v
d001.s117.t023 bn:00016850n
d001.s118.t004 bn:00030747n
d001.s118.t005 bn:00082868v
d001.s118.t007 bn:00036068n
d001.s119.t001 bn:00076942n
d001.s119.t003 bn:00114634r
d001.s119.t004 bn:00115530r
d001.s119.t005 bn:00094538v
d001.s119.t007 bn:00082365v
d001.s119.t008 bn:00114917r
d001.s119.t010 bn:00028320n
d001.s119.t011 bn:00012405n
d001.s119.t014 bn:00019848n
d001.s119.t016 bn:00106205a
d001.s119.t017 bn:00097610a
d001.s119.t020 bn:00106124a
d001.s119.t021 bn:00061605n
d001.s119.t023 bn:00077267n
d001.s119.t030 bn:00029170n
d001.s119.t032 bn:00047235n
d001.s120.t004 bn:00042049n
d001.s120.t007 bn:00087106v
d001.s120.t009 bn:00046516n
d001.s120.t011 bn:00082365v
d001.s120.t013 bn:00054128n
d001.s120.t015 bn:00085363v
d001.s120.t017 bn:00022112n
d001.s120.t020 bn:00004222n
d001.s121.t001 bn:00018361n
d001.s121.t002 bn:00116360r
d001.s121.t003 bn:00091868v
d001.s121.t004 bn:00102398a
d001.s121.t005 bn:00030747n
d001.s121.t008 bn:00001533n
