Token ID	Token	Lemma	POS	BN Synset	Token ID IT	Token IT	Lemma IT	POS IT	Sense IT
	should	should	VERB		d001.s018.t003	deve	dovere	V	
	be	be	VERB		d001.s018.t004	essere	essere	V	
d001.s018.t002	delayed	delay	VERB	bn:00086515v	d001.s018.t005	posticipato	posticipare	V	bn:00086515v
	or	or	CONJ		d001.s018.t006	o		X	
d001.s018.t003	discontinued	discontinue	VERB	bn:00083908v	d001.s018.t007	interrotto	interrompere	V	bn:00083908v
	,	,	.		d001.s018.t008	,		X	
	or	or	CONJ		d001.s018.t009	o		X	
	the	the	DET		d001.s018.t010	la		X	
d001.s018.t004	dose	dose	NOUN	bn:00028320n	d001.s018.t011	dose	dose	N	bn:00028320n
d001.s018.t005	reduced	reduce	VERB	bn:00084079v	d001.s018.t014	ridotta	ridurre	V	bn:00084079v
	,	,	.		d001.s018.t015	,		X	
	in	in	ADP		d001.s018.t016	nei		X	
d001.s018.t006	patients	patient	NOUN	bn:00061017n	d001.s018.t017	pazienti	paziente	N	bn:00061017n
	whose	whose	PRON		d001.s018.t018	con		X	
d001.s018.t007	blood counts	blood_count	NOUN	bn:00011364n					
	are	be	VERB						
d001.s018.t008	abnormal	abnormal	ADJ	bn:00096158a	d001.s018.t019	alterazioni	alterazione	N	bn:00096158a
	or	or	CONJ		d001.s018.t023	o		X	
	who	who	PRON		d001.s018.t024	che		X	
d001.s018.t009	have	have	VERB	bn:00088745v	d001.s018.t025	riportano	riportare	V	bn:00088745v
d001.s018.t010	certain	certain	ADJ	bn:00099474a					
d001.s018.t011	other	other	ADJ	bn:00108011a	d001.s018.t026	altri		X	bn:00108011a
d001.s018.t012	side effects	side_effect	NOUN	bn:00071445n	d001.s018.t027	effetti	effetto	N	bn:00071445n
	.	.	.		d001.s018.t029	.		X	
	-end-	-end-	-end-						
	Alimta	alimta	NOUN		d001.s019.t004	Alimta	alimta	N	
	is	be	VERB		d001.s019.t005	è	essere	V	
d001.s019.t001	not	not	ADV	bn:00116360r	d001.s019.t006	sconsigliato	sconsigliare	J	bn:00116360r
d001.s019.t002	recommended	recommend	VERB	bn:00082418v	d001.s019.t006	sconsigliato	sconsigliare	J	bn:00082418v
	for	for	ADP						
d001.s019.t003	use	use	NOUN	bn:00030627n	d001.s019.t002	impiego	impiego	N	bn:00030627n
	in	in	ADP		d001.s019.t007	nei		X	
d001.s019.t004	patients	patient	NOUN	bn:00061017n	d001.s019.t008	pazienti	paziente	N	bn:00061017n
	with	with	ADP		d001.s019.t009	con		X	
d001.s019.t005	moderate	moderate	ADJ	bn:00106826a	d001.s019.t014	moderata	moderato	J	bn:00106826a
	or	or	CONJ		d001.s019.t013	o		X	
d001.s019.t006	severe	severe	ADJ	bn:00110473a	d001.s019.t012	grave	grave	J	bn:00110473a
d001.s019.t007	kidney	kidney	NOUN	bn:00049083n	d001.s019.t011	renale	renale	J	bn:00049083n
d001.s019.t008	problems	problem	NOUN	bn:00048242n					
	.	.	.		d001.s019.t015	.		X	
	-end-	-end-	-end-						
	For	for	ADP		d001.s020.t001	Per		X	
d001.s020.t001	more	more	ADJ	bn:00106935a	d001.s020.t002	maggiori	maggiore	J	bn:00106935a
d001.s020.t002	information	information	NOUN	bn:00025314n	d001.s020.t003	informazioni	informazione	N	bn:00025314n
	,	,	.		d001.s020.t004	,		X	
d001.s020.t003	see	see	VERB	bn:00087787v					
	the	the	DET		d001.s020.t007	al		X	
d001.s020.t004	Summary	summary	NOUN	bn:00075142n	d001.s020.t008	Riassunto	riassunto	N	bn:00075142n
	of	of	ADP		d001.s020.t009	delle		X	
d001.s020.t005	Product	product	NOUN	bn:00064584n	d001.s020.t012	prodotto	prodotto	N	bn:00064584n
	Characteristics	characteristic	NOUN		d001.s020.t010	caratteristiche	caratteristica	N	
	(	(	.						
d001.s020.t006	also	also	ADV	bn:00114246r	d001.s020.t014	anch		X	bn:00114246r
d001.s020.t007	part	part	NOUN	bn:00027912n					
	of	of	ADP						
	the	the	DET		d001.s020.t017	all		X	
	EPAR	epar	NOUN		d001.s020.t018	EPAR	epar	N	
	)	)	.						
	.	.	.		d001.s020.t019	.		X	
	-end-	-end-	-end-						
	How	how	ADV		d001.s021.t001	Come		X	
	does	do	VERB						
	Alimta	alimta	NOUN		d001.s021.t003	Alimta	alimta	N	
	work	work	VERB						
	?	?	.		d001.s021.t004	?		X	
	-end-	-end-	-end-						
	The	the	DET		d001.s022.t001	Il		X	
d001.s022.t001	active	active	ADJ	bn:00096387a					
d001.s022.t002	substance	substance	NOUN	bn:00074987n	d001.s022.t002	principio	principio	N	bn:00074987n
	in	in	ADP		d001.s022.t019	in		X	
	Alimta	alimta	NOUN		d001.s022.t005	Alimta	alimta	N	
	,	,	.		d001.s022.t006	,		X	
	pemetrexed	pemetrex	VERB		d001.s022.t007	pemetrexed	pemetrexed	N	
	,	,	.		d001.s022.t008	,		X	
	is	be	VERB		d001.s022.t009	è	essere	V	
	a	a	DET		d001.s022.t010	un		X	
d001.s022.t003	cytotoxic	cytotoxic	ADJ	bn:00100866a	d001.s022.t012	citotossico	citotossico	J	bn:00100866a
d001.s022.t004	medicine	medicine	NOUN	bn:00054128n	d001.s022.t011	medicinale	medicinale	N	bn:00054128n
	(	(	.		d001.s022.t013	(		X	
	a	a	DET						
d001.s022.t005	medicine	medicine	NOUN	bn:00054128n	d001.s022.t014	medicinale	medicinale	N	bn:00054128n
	that	that	DET		d001.s022.t015	che		X	
d001.s022.t006	kills	kill	VERB	bn:00090098v	d001.s022.t016	uccide	uccidere	V	bn:00090098v
d001.s022.t007	cells	cell	NOUN	bn:00017027n	d001.s022.t018	cellule	cellula	N	bn:00017027n
	that	that	DET						
	are	be	VERB						
d001.s022.t008	dividing	divide	VERB	bn:00087100v	d001.s022.t021	divisione	divisione	N	bn:00087100v
	,	,	.		d001.s022.t022	,		X	
	such	such	ADJ						
	as	as	ADP		d001.s022.t023	come		X	
d001.s022.t009	cancer cells	cancer_cell	NOUN	bn:00015187n	d001.s022.t026	tumorali	tumorale	J	bn:00015187n
	)	)	.		d001.s022.t027	)		X	
	,	,	.		d001.s022.t028	,		X	
	which	which	DET		d001.s022.t029	che		X	
d001.s022.t010	belongs to	belong_to	VERB	bn:00083391v	d001.s022.t031	al		X	bn:00083391v
	the	the	DET						
d001.s022.t011	group	group	NOUN	bn:00041942n	d001.s022.t032	gruppo	gruppo	N	bn:00041942n
d001.s022.t012	antimetabolites	antimetabolite	NOUN	bn:00004691n	d001.s022.t034	antimetaboliti	antimetaboliti	N	bn:00004691n
	.	.	.		d001.s022.t035	.		X	
	-end-	-end-	-end-						
	In	in	ADP		d001.s023.t001	Nell		X	
	the	the	DET						
d001.s023.t001	body	body	NOUN	bn:00011744n	d001.s023.t002	organismo	organismo	N	bn:00011744n
	,	,	.		d001.s023.t003	,		X	
	pemetrexed	pemetrex	VERB		d001.s023.t004	pemetrexed	pemetrexed	N	
	is	be	VERB		d001.s023.t005	viene	venire	V	
d001.s023.t002	converted	convert	VERB	bn:00085761v	d001.s023.t006	trasformato	trasformare	V	bn:00085761v
	into	into	ADP		d001.s023.t007	in		X	
	an	a	DET		d001.s023.t008	una		X	
d001.s023.t003	active	active	ADJ	bn:00096387a	d001.s023.t010	attiva	attivo	J	bn:00096387a
d001.s023.t004	form	form	NOUN	bn:00035913n	d001.s023.t009	forma	forma	N	bn:00035913n
	that	that	DET		d001.s023.t011	che		X	
d001.s023.t005	blocks	block	VERB	bn:00083623v	d001.s023.t012	blocca	bloccare	V	bn:00083623v
	the	the	DET						
d001.s023.t006	activity	activity	NOUN	bn:00001173n	d001.s023.t014	attività	attività	N	bn:00001173n
	of	of	ADP		d001.s023.t015	degli		X	
	the	the	DET						
d001.s023.t007	enzymes	enzyme	NOUN	bn:00031085n					
	that	that	DET						
	are	be	VERB						
d001.s023.t008	involved	involve	VERB	bn:00089893v	d001.s023.t017	coinvolti	coinvolgere	V	bn:00089893v
	in	in	ADP		d001.s023.t018	nella		X	
d001.s023.t009	producing	produce	VERB	bn:00084082v	d001.s023.t019	produzione	produzione	N	bn:00084082v
d001.s023.t010	nucleotides	nucleotide	NOUN	bn:00008788n	d001.s023.t021	nucleotidi	nucleotidi	N	bn:00008788n
	(	(	.		d001.s023.t022	(		X	
	the	the	DET		d001.s023.t023	gli		X	
d001.s023.t011	building blocks	building_block	NOUN	bn:00013726n	d001.s023.t033	genetico	genetico	J	bn:00013726n
	of	of	ADP		d001.s023.t026	di		X	
d001.s023.t012	DNA	dna	NOUN	bn:00026301n	d001.s023.t027	DNA	dna	N	bn:00026301n
	and	and	CONJ		d001.s023.t028	e		X	
d001.s023.t013	RNA	rna	NOUN	bn:00067714n	d001.s023.t029	RNA	rna	N	bn:00067714n
	,	,	.		d001.s023.t030	,		X	
	the	the	DET		d001.s023.t031	il		X	
d001.s023.t014	genetic	genetic	ADJ	bn:00103522a	d001.s023.t033	genetico	genetico	J	bn:00103522a
d001.s023.t015	material	material	NOUN	bn:00053801n	d001.s023.t032	materiale	materiale	N	bn:00053801n
	of	of	ADP		d001.s023.t034	delle		X	
d001.s023.t016	cells	cell	NOUN	bn:00017027n	d001.s023.t035	cellule	cellula	N	bn:00017027n
	)	)	.		d001.s023.t036	)		X	
	.	.	.		d001.s023.t037	.		X	
	-end-	-end-	-end-						
	How	how	ADV		d001.s024.t001	Quali		X	
	has	have	VERB		d001.s024.t003	sono	essere	V	
	Alimta	alimta	NOUN		d001.s024.t007	Alimta	alimta	N	
	been	be	VERB						
d001.s024.t001	studied	study	VERB	bn:00082596v	d001.s024.t005	effettuati	effettuare	V	bn:00082596v
	?	?	.		d001.s024.t008	?		X	
	-end-	-end-	-end-						
	For	for	ADP		d001.s025.t001	Per		X	
	the	the	DET		d001.s025.t002	il		X	
d001.s025.t001	treatment	treatment	NOUN	bn:00047235n	d001.s025.t003	trattamento	trattamento	N	bn:00047235n
	of	of	ADP		d001.s025.t004	del		X	
d001.s025.t002	malignant	malignant	ADJ	bn:00106363a	d001.s025.t007	maligno	maligno	J	bn:00106363a
d001.s025.t003	pleural	pleural	ADJ	bn:00108692a	d001.s025.t006	pleurico	pleurico	J	bn:00108692a
d001.s025.t004	mesothelioma	mesothelioma	NOUN	bn:00054512n	d001.s025.t005	mesotelioma	mesotelioma	N	bn:00054512n
	,	,	.		d001.s025.t008	,		X	
	Alimta	alimta	NOUN		d001.s025.t009	Alimta	alimta	N	
	has	have	VERB		d001.s025.t010	è	essere	V	
	been	be	VERB		d001.s025.t011	stato	essere	V	
d001.s025.t005	studied	study	VERB	bn:00082596v	d001.s025.t012	esaminato	esaminare	V	bn:00082596v
	in	in	ADP		d001.s025.t013	nell		X	
	one	one	NUM		d001.s025.t016	uno		X	
d001.s025.t006	main	main	ADJ	bn:00099598a	d001.s025.t018	principale	principale	J	bn:00099598a
d001.s025.t007	study	study	NOUN	bn:00074790n	d001.s025.t017	studio	studio	N	bn:00074790n
	in	in	ADP		d001.s025.t020	su		X	
	456	456	NUM		d001.s025.t021	456		X	
d001.s025.t008	patients	patient	NOUN	bn:00061017n	d001.s025.t022	pazienti	paziente	N	bn:00061017n
	who	who	PRON		d001.s025.t023	che		X	
	had	have	VERB		d001.s025.t025	erano	essere	V	
d001.s025.t009	not	not	ADV	bn:00116360r	d001.s025.t024	non		X	bn:00116360r
d001.s025.t010	received	receive	VERB	bn:00087863v	d001.s025.t027	sottoposti	sottoporre	V	bn:00087863v
d001.s025.t011	chemotherapy	chemotherapy	NOUN	bn:00018141n	d001.s025.t029	chemioterapia	chemioterapia	N	bn:00018141n
	for	for	ADP						
	their	they	PRON						
d001.s025.t012	disease	disease	NOUN	bn:00027546n					
d001.s025.t013	before	before	ADV	bn:00114512r	d001.s025.t031	precedenza	precedenza	N	bn:00114512r
	.	.	.		d001.s025.t032	.		X	
	-end-	-end-	-end-						
	The	the	DET		d001.s026.t001	Gli		X	
d001.s026.t001	effects	effect	NOUN	bn:00029874n	d001.s026.t002	effetti	effetto	N	bn:00029874n
	of	of	ADP		d001.s026.t003	di		X	
	Alimta	alimta	X		d001.s026.t004	Alimta	alimta	N	
	in	in	X		d001.s026.t006	in		X	
d001.s026.t002	combination	combination	NOUN	bn:00020878n	d001.s026.t007	combinazione	combinazione	N	bn:00020878n
	with	with	ADP		d001.s026.t008	con		X	
	cisplatin	cisplatin	NOUN		d001.s026.t009	cisplatino	cisplatino	N	
	were	be	VERB		d001.s026.t010	sono	essere	V	
d001.s026.t003	compared	compare	VERB	bn:00085450v	d001.s026.t012	confrontati	confrontare	V	bn:00085450v
	with	with	ADP		d001.s026.t013	con		X	
	those	those	DET		d001.s026.t014	quelli		X	
	of	of	ADP		d001.s026.t015	di		X	
	cisplatin	cisplatin	NOUN		d001.s026.t016	cisplatino	cisplatino	N	
d001.s026.t004	alone	alone	ADV	bn:00114235r					
	.	.	.		d001.s026.t019	.		X	
	-end-	-end-	-end-						
	For	for	ADP		d001.s027.t001	Per		X	
	the	the	DET		d001.s027.t002	il		X	
d001.s027.t001	treatment	treatment	NOUN	bn:00047235n	d001.s027.t003	trattamento	trattamento	N	bn:00047235n
	of	of	ADP						
	non-small	non-small	ADJ		d001.s027.t009	piccole	piccolo	J	
d001.s027.t002	cell	cell	NOUN	bn:00017027n	d001.s027.t010	cellule	cellula	N	bn:00017027n
d001.s027.t003	lung cancer	lung_cancer	NOUN	bn:00052343n	d001.s027.t037	tumore	tumore	N	bn:00052343n
	,	,	.		d001.s027.t011	,		X	
	the	the	DET		d001.s027.t012	gli		X	
d001.s027.t004	effects	effect	NOUN	bn:00029874n	d001.s027.t013	effetti	effetto	N	bn:00029874n
	of	of	ADP		d001.s027.t014	di		X	
	Alimta	alimta	NOUN		d001.s027.t015	Alimta	alimta	N	
	were	be	VERB		d001.s027.t016	sono	essere	V	
d001.s027.t005	compared	compare	VERB	bn:00085450v	d001.s027.t018	confrontati	confrontare	V	bn:00085450v
	with	with	ADP		d001.s027.t019	con		X	
	those	those	DET		d001.s027.t020	quelli		X	
	of	of	ADP		d001.s027.t021	di		X	
	docetaxel	docetaxel	X		d001.s027.t022	docetaxel	docetaxel	N	
	(	(	.		d001.s027.t023	(		X	
	another	another	DET		d001.s027.t025	altro	altro	J	
d001.s027.t006	anticancer	anticancer	ADJ	bn:00097220a	d001.s027.t027	antitumorale	antitumorale	J	bn:00097220a
d001.s027.t007	medicine	medicine	NOUN	bn:00054128n	d001.s027.t026	farmaco	farmaco	N	bn:00054128n
	)	)	.		d001.s027.t028	)		X	
	in	in	ADP		d001.s027.t029	in		X	
	one	one	NUM		d001.s027.t030	uno		X	
d001.s027.t008	study	study	NOUN	bn:00074790n	d001.s027.t031	studio	studio	N	bn:00074790n
d001.s027.t009	involving	involve	VERB	bn:00089893v	d001.s027.t032	condotto	condurre	V	bn:00089893v
	571	571	NUM		d001.s027.t034	571		X	
d001.s027.t010	patients	patient	NOUN	bn:00061017n	d001.s027.t035	pazienti	paziente	N	bn:00061017n
	with	with	ADP		d001.s027.t036	con		X	
d001.s027.t011	locally	locally	ADV	bn:00116147r					
d001.s027.t012	advanced	advanced	ADJ	bn:00096528a	d001.s027.t040	avanzata	avanzato	J	bn:00096528a
	or	or	CONJ		d001.s027.t041	o		X	
d001.s027.t013	metastatic	metastatic	ADJ	bn:00106664a	d001.s027.t042	metastatica	metastatico	J	bn:00106664a
d001.s027.t014	disease	disease	NOUN	bn:00027546n	d001.s027.t037	tumore	tumore	N	bn:00027546n
	who	who	PRON						
	had	have	VERB		d001.s027.t044	già		X	
d001.s027.t015	received	receive	VERB	bn:00087863v					
d001.s027.t016	chemotherapy	chemotherapy	NOUN	bn:00018141n	d001.s027.t049	chemioterapia	chemioterapia	N	bn:00018141n
	in	in	ADP		d001.s027.t038	in		X	
	the	the	DET						
d001.s027.t017	past	past	NOUN	bn:00060928n	d001.s027.t047	precedenza	precedenza	N	bn:00060928n
	.	.	.		d001.s027.t050	.		X	
	-end-	-end-	-end-						
	Alimta	alimta	NOUN		d001.s028.t001	Alimta	alimta	N	
	was	be	VERB		d001.s028.t002	è	essere	V	
d001.s028.t001	also	also	ADV	bn:00114246r	d001.s028.t004	anche		X	bn:00114246r
d001.s028.t002	compared	compare	VERB	bn:00085450v	d001.s028.t005	confrontato	confrontare	V	bn:00085450v
	with	with	ADP		d001.s028.t006	con		X	
	gemcitabine	gemcitabine	X		d001.s028.t007	gemcitabina	gemcitabina	N	
	(	(	.		d001.s028.t008	(		X	
	another	another	DET		d001.s028.t009	altro		X	
d001.s028.t003	anticancer	anticancer	ADJ	bn:00097220a	d001.s028.t011	antitumorale	antitumorale	J	bn:00097220a
d001.s028.t004	medicine	medicine	NOUN	bn:00054128n	d001.s028.t010	medicinale	medicinale	N	bn:00054128n
	)	)	.		d001.s028.t012	)		X	
	,	,	.		d001.s028.t013	,		X	
	both	both	CONJ		d001.s028.t014	entrambi	entrambi	J	
	in	in	ADP		d001.s028.t015	in		X	
d001.s028.t005	combination	combination	NOUN	bn:00020878n	d001.s028.t016	associazione	associazione	N	bn:00020878n
	with	with	ADP		d001.s028.t017	con		X	
	cisplatin	cisplatin	NOUN		d001.s028.t018	cisplatino	cisplatino	N	
	,	,	.		d001.s028.t019	,		X	
	in	in	ADP		d001.s028.t020	in		X	
	a	a	DET		d001.s028.t021	uno		X	
d001.s028.t006	study	study	NOUN	bn:00074790n	d001.s028.t022	studio	studio	N	bn:00074790n
d001.s028.t007	involving	involve	VERB	bn:00089893v	d001.s028.t023	su		X	bn:00089893v
	1,725	1,725	NUM		d001.s028.t024	1.725		X	
d001.s028.t008	patients	patient	NOUN	bn:00061017n	d001.s028.t025	pazienti	paziente	N	bn:00061017n
	who	who	PRON		d001.s028.t026	che		X	
	had	have	VERB		d001.s028.t030	erano	essere	V	
d001.s028.t009	not	not	ADV	bn:00116360r	d001.s028.t029	non		X	bn:00116360r
d001.s028.t010	received	receive	VERB	bn:00087863v	d001.s028.t033	sottoposti	sottoporre	V	bn:00087863v
d001.s028.t011	chemotherapy	chemotherapy	NOUN	bn:00018141n	d001.s028.t035	chemioterapia	chemioterapia	N	bn:00018141n
	for	for	ADP		d001.s028.t036	per		X	
d001.s028.t012	lung cancer	lung_cancer	NOUN	bn:00052343n	d001.s028.t038	polmonare	polmonare	J	bn:00052343n
	in	in	ADP		d001.s028.t027	in		X	
	the	the	DET						
d001.s028.t013	past	past	NOUN	bn:00060928n	d001.s028.t028	passato	passato	N	bn:00060928n
	.	.	.		d001.s028.t039	.		X	
	-end-	-end-	-end-						
	In	in	ADP		d001.s029.t001	In		X	
	all	all	DET		d001.s029.t002	tutti	tutto	J	
	three	three	NUM		d001.s029.t004	tre	tre	J	
d001.s029.t001	studies	study	NOUN	bn:00074790n	d001.s029.t006	studi	studio	N	bn:00074790n
	,	,	.		d001.s029.t007	,		X	
	the	the	DET		d001.s029.t008	il		X	
d001.s029.t002	main	main	ADJ	bn:00099598a	d001.s029.t009	principale	principale	J	bn:00099598a
d001.s029.t003	measure	measure	NOUN	bn:00054019n	d001.s029.t010	indicatore	indicatore	N	bn:00054019n
	of	of	ADP		d001.s029.t016	di		X	
d001.s029.t004	effectiveness	effectiveness	NOUN	bn:00029877n	d001.s029.t012	efficacia	efficacia	N	bn:00029877n
	was	be	VERB		d001.s029.t013	era	essere	V	
	how	how	ADV		d001.s029.t015	tempo	tempo	N	
d001.s029.t005	long	long	ADV	bn:00116153r					
	the	the	DET		d001.s029.t018	dei		X	
d001.s029.t006	patients	patient	NOUN	bn:00061017n	d001.s029.t019	pazienti	paziente	N	bn:00061017n
d001.s029.t007	survived	survive	VERB	bn:00085382v	d001.s029.t017	sopravvivenza	sopravvivenza	N	bn:00085382v
	.	.	.		d001.s029.t020	.		X	
	-end-	-end-	-end-						
	What	what	DET		d001.s030.t001	Quali		X	
d001.s030.t001	benefit	benefit	NOUN	bn:00009905n	d001.s030.t002	benefici	beneficio	N	bn:00009905n
	has	have	VERB		d001.s030.t003	ha	avere	V	
	Alimta	alimta	NOUN		d001.s030.t005	Alimta	alimta	N	
d001.s030.t002	shown	show	VERB	bn:00086567v	d001.s030.t004	mostrato	mostrare	V	bn:00086567v
	during	during	ADP		d001.s030.t007	corso	corso	N	
	the	the	DET						
d001.s030.t003	studies	study	NOUN	bn:00074790n	d001.s030.t009	studi	studio	N	bn:00074790n
	?	?	.		d001.s030.t010	?		X	
	-end-	-end-	-end-						
	Alimta	alimta	NOUN		d001.s031.t001	Alimta	alimta	N	
d001.s031.t001	increased	increase	VERB	bn:00089667v	d001.s031.t003	aumentato	aumentare	V	bn:00089667v
	the	the	DET						
d001.s031.t002	survival	survival	NOUN	bn:00030811n	d001.s031.t007	sopravvivenza	sopravvivenza	N	bn:00030811n
d001.s031.t003	time	time	NOUN	bn:00077268n	d001.s031.t005	tempo	tempo	N	bn:00077268n
	of	of	ADP		d001.s031.t008	dei		X	
d001.s031.t004	patients	patient	NOUN	bn:00061017n	d001.s031.t009	pazienti	paziente	N	bn:00061017n
	with	with	ADP		d001.s031.t011	da		X	
d001.s031.t005	malignant	malignant	ADJ	bn:00106363a	d001.s031.t014	maligno	maligno	J	bn:00106363a
d001.s031.t006	pleural	pleural	ADJ	bn:00108692a	d001.s031.t013	pleurico	pleurico	J	bn:00108692a
d001.s031.t007	mesothelioma	mesothelioma	NOUN	bn:00054512n	d001.s031.t012	mesotelioma	mesotelioma	N	bn:00054512n
	.	.	.		d001.s031.t015	.		X	
	-end-	-end-	-end-						
d001.s032.t001	Patients	patient	NOUN	bn:00061017n	d001.s032.t025	pazienti	paziente	N	bn:00061017n
d001.s032.t002	receiving	receive	VERB	bn:00087863v					
	Alimta	alimta	NOUN		d001.s032.t008	Alimta	alimta	N	
	and	and	CONJ		d001.s032.t009	in		X	
	cisplatin	cisplatin	NOUN		d001.s032.t012	cisplatino	cisplatino	N	
d001.s032.t003	survived	survive	VERB	bn:00085382v	d001.s032.t014	sopravvissuti	sopravvivere	V	bn:00085382v
	for	for	ADP						
	an	a	DET						
d001.s032.t004	average	average	NOUN	bn:00007451n	d001.s032.t016	media	media	N	bn:00007451n
	of	of	ADP						
	12.1	12.1	NUM		d001.s032.t017	12,1		X	
d001.s032.t005	months	month	NOUN	bn:00055794n	d001.s032.t018	mesi	mese	N	bn:00055794n
	,	,	.		d001.s032.t019	,		X	
d001.s032.t006	compared	compare	VERB	bn:00085450v	d001.s032.t020	rispetto	rispetto	N	bn:00085450v
	with	with	ADP						
	9.3	9.3	NUM		d001.s032.t022	9,3		X	
d001.s032.t007	months	month	NOUN	bn:00055794n	d001.s032.t023	mesi	mese	N	bn:00055794n
	in	in	ADP		d001.s032.t030	in		X	
	those	those	DET						
	receiving	receive	VERB		d001.s032.t028	assunto	assumere	V	
	cisplatin	cisplatin	NOUN		d001.s032.t029	cisplatino	cisplatino	N	
d001.s032.t008	alone	alone	ADV	bn:00114235r					
	.	.	.		d001.s032.t032	.		X	
	-end-	-end-	-end-						
	In	in	ADP		d001.s033.t001	Nel		X	
	the	the	DET						
d001.s033.t001	treatment	treatment	NOUN	bn:00047235n	d001.s033.t002	trattamento	trattamento	N	bn:00047235n
	of	of	ADP		d001.s033.t003	dei		X	
d001.s033.t002	patients	patient	NOUN	bn:00061017n	d001.s033.t004	pazienti	paziente	N	bn:00061017n
	with	with	ADP		d001.s033.t005	con		X	
	non-small	non-small	ADJ		d001.s033.t010	piccole	piccolo	J	
d001.s033.t003	cell	cell	NOUN	bn:00017027n	d001.s033.t011	cellule	cellula	N	bn:00017027n
d001.s033.t004	lung cancer	lung_cancer	NOUN	bn:00052343n	d001.s033.t007	polmonare	polmonare	J	bn:00052343n
	,	,	.		d001.s033.t012	,		X	
	Alimta	alimta	NOUN		d001.s033.t013	Alimta	alimta	N	
	was	be	VERB		d001.s033.t015	è	essere	V	
d001.s033.t005	as	as	ADV	bn:00114354r	d001.s033.t017	tanto		X	bn:00114354r
d001.s033.t006	effective	effective	ADJ	bn:00102038a	d001.s033.t018	efficace	efficace	J	bn:00102038a
d001.s033.t007	as	as	ADV	bn:00114354r	d001.s033.t019	quanto		X	bn:00114354r
	the	the	DET		d001.s033.t020	i		X	
	comparators	comparator	NOUN		d001.s033.t021	comparatori	comparatore	N	
	.	.	.		d001.s033.t022	.		X	
	-end-	-end-	-end-						
	In	in	ADP		d001.s034.t001	Nei		X	
d001.s034.t001	patients	patient	NOUN	bn:00061017n	d001.s034.t002	pazienti	paziente	N	bn:00061017n
	who	who	PRON		d001.s034.t003	che		X	
	had	have	VERB		d001.s034.t006	erano	essere	V	
d001.s034.t002	received	receive	VERB	bn:00087863v	d001.s034.t008	sottoposti	sottoporre	V	bn:00087863v
d001.s034.t003	chemotherapy	chemotherapy	NOUN	bn:00018141n	d001.s034.t010	chemioterapia	chemioterapia	N	bn:00018141n
	in	in	ADP		d001.s034.t004	in		X	
	the	the	DET						
d001.s034.t004	past	past	NOUN	bn:00060928n	d001.s034.t005	passato	passato	N	bn:00060928n
	,	,	.		d001.s034.t011	,		X	
	the	the	DET		d001.s034.t012	il		X	
d001.s034.t005	average	average	ADJ	bn:00097854a	d001.s034.t016	medio	medio	J	bn:00097854a
d001.s034.t006	survival	survival	NOUN	bn:00030811n	d001.s034.t015	sopravvivenza	sopravvivenza	N	bn:00030811n
d001.s034.t007	time	time	NOUN	bn:00077268n	d001.s034.t013	tempo	tempo	N	bn:00077268n
	was	be	VERB		d001.s034.t018	stato	essere	V	
	8.3	8.3	NUM		d001.s034.t020	8,3		X	
d001.s034.t008	months	month	NOUN	bn:00055794n	d001.s034.t021	mesi	mese	N	bn:00055794n
	with	with	ADP		d001.s034.t022	con		X	
	Alimta	alimta	NOUN		d001.s034.t023	Alimta	alimta	N	
	,	,	.		d001.s034.t024	,		X	
d001.s034.t009	compared	compare	VERB	bn:00085450v	d001.s034.t025	contro		X	bn:00085450v
	with	with	ADP						
	7.9	7.9	NUM		d001.s034.t026	7,9		X	
d001.s034.t010	months	month	NOUN	bn:00055794n					
	with	with	ADP		d001.s034.t027	con		X	
	docetaxel	docetaxel	NOUN		d001.s034.t028	docetaxel	docetaxel	N	
	.	.	.		d001.s034.t029	.		X	
	-end-	-end-	-end-						
	In	in	ADP		d001.s035.t001	Nei		X	
d001.s035.t001	patients	patient	NOUN	bn:00061017n	d001.s035.t002	pazienti	paziente	N	bn:00061017n
	who	who	PRON		d001.s035.t003	che		X	
	had	have	VERB		d001.s035.t007	erano	essere	V	
d001.s035.t002	not	not	ADV	bn:00116360r	d001.s035.t006	non		X	bn:00116360r
d001.s035.t003	received	receive	VERB	bn:00087863v	d001.s035.t008	stati	essere	V	bn:00087863v
d001.s035.t004	chemotherapy	chemotherapy	NOUN	bn:00018141n	d001.s035.t011	chemioterapia	chemioterapia	N	bn:00018141n
	in	in	ADP		d001.s035.t004	in		X	
	the	the	DET						
d001.s035.t005	past	past	NOUN	bn:00060928n	d001.s035.t005	passato	passato	N	bn:00060928n
	,	,	.		d001.s035.t012	,		X	
	the	the	DET		d001.s035.t013	il		X	
d001.s035.t006	average	average	ADJ	bn:00097854a	d001.s035.t017	medio	medio	J	bn:00097854a
d001.s035.t007	survival	survival	NOUN	bn:00030811n	d001.s035.t016	sopravvivenza	sopravvivenza	N	bn:00030811n
d001.s035.t008	time	time	NOUN	bn:00077268n	d001.s035.t014	tempo	tempo	N	bn:00077268n
	was	be	VERB		d001.s035.t019	stato	essere	V	
	10.3	10.3	NUM		d001.s035.t021	10,3		X	
d001.s035.t009	months	month	NOUN	bn:00055794n	d001.s035.t022	mesi	mese	N	bn:00055794n
	in	in	ADP		d001.s035.t023	in		X	
	both	both	DET		d001.s035.t024	entrambi	entrambi	J	
