Token ID	Token	Lemma	POS	BN Synset	Token ID IT	Token IT	Lemma IT	POS IT	Sense IT
	)	)	.	n/a	d001.s016.t021	)		X	n/a
	,	,	.	n/a					n/a
	and	and	CONJ	n/a	d001.s016.t022	e		X	n/a
	receive	receive	VERB	n/a	d001.s016.t023	ricevere	ricevere	V	n/a
d001.s016.t009	injections	injection	NOUN	bn:00046787n	d001.s016.t024	iniezioni	iniezione	N	bn:00046787n
	of	of	ADP	n/a	d001.s016.t025	di		X	n/a
d001.s016.t010	vitamin B12	vitamin_b12	NOUN	bn:00004712n	d001.s016.t027	B12	b12	N	bn:00004712n
	during	during	ADP	n/a	d001.s016.t028	durante		X	n/a
d001.s016.t011	treatment	treatment	NOUN	bn:00047235n	d001.s016.t030	trattamento	trattamento	N	bn:00047235n
	with	with	ADP	n/a	d001.s016.t031	con		X	n/a
	Alimta	alimta	NOUN	n/a	d001.s016.t032	Alimta	alimta	N	n/a
	.	.	.	n/a	d001.s016.t033	.		X	n/a
	-end-	-end-	-end-	n/a					n/a
	When	when	ADV	n/a	d001.s017.t001	Quando	quando	R	n/a
	Alimta	alimta	NOUN	n/a	d001.s017.t002	Alimta	alimta	N	n/a
	is	be	VERB	n/a	d001.s017.t003	è	essere	V	n/a
d001.s017.t001	given	give	VERB	bn:00088826v	d001.s017.t004	somministrato	somministrare	V	bn:00088826v
	with	with	ADP	n/a	d001.s017.t005	con		X	n/a
	cisplatin	cisplatin	NOUN	n/a	d001.s017.t006	cisplatino	cisplatino	N	n/a
	,	,	.	n/a	d001.s017.t007	,		X	n/a
	an	a	DET	n/a	d001.s017.t012	un		X	n/a
	anti-emetic	anti-emetic	ADJ	n/a	d001.s017.t014	antiemetico	antiemetico	N	n/a
d001.s017.t002	medicine	medicine	NOUN	bn:00054128n	d001.s017.t013	farmaco	farmaco	N	bn:00054128n
	(	(	.	n/a	d001.s017.t015	(		X	n/a
	to	to	PRT	n/a	d001.s017.t016	per		X	n/a
d001.s017.t003	prevent	prevent	VERB	bn:00088454v	d001.s017.t017	prevenire	prevenire	V	bn:00088454v
d001.s017.t004	vomiting	vomit	VERB	bn:00083115v	d001.s017.t019	vomito	vomito	N	n/a
	)	)	.	n/a	d001.s017.t020	)		X	n/a
	and	and	CONJ	n/a	d001.s017.t021	e		X	n/a
d001.s017.t005	fluids	fluid	NOUN	bn:00035426n					n/a
	(	(	.	n/a					n/a
	to	to	PRT	n/a					n/a
d001.s017.t006	prevent	prevent	VERB	bn:00088454v					n/a
d001.s017.t007	dehydration	dehydration	NOUN	bn:00025983n	d001.s017.t030	disidratazione	disidratazione	N	bn:00025983n
	)	)	.	n/a					n/a
	should	should	VERB	n/a	d001.s017.t010	devono	dovere	V	n/a
d001.s017.t008	also	also	ADV	bn:00114246r					n/a
	be	be	VERB	n/a	d001.s017.t011	assumere	assumere	V	n/a
d001.s017.t009	given	give	VERB	bn:00088826v	d001.s017.t022	ricevere	ricevere	V	n/a
d001.s017.t010	before	before	ADV	bn:00114512r	d001.s017.t032	prima	prima	R	bn:00114512r
	or	or	CONJ	n/a	d001.s017.t033	o		X	n/a
d001.s017.t011	after	after	ADV	bn:00114165r	d001.s017.t034	dopo	dopo	R	bn:00114165r
	the	the	DET	n/a	d001.s017.t029	la		X	n/a
	cisplatin	cisplatin	NOUN	n/a	d001.s017.t038	cisplatino	cisplatino	N	n/a
d001.s017.t012	dose	dose	NOUN	bn:00028320n	d001.s017.t036	assunzione	assunzione	N	n/a
	.	.	.	n/a	d001.s017.t039	.		X	n/a
	-end-	-end-	-end-	n/a					n/a
d001.s018.t001	Treatment	treatment	NOUN	bn:00047235n	d001.s018.t002	trattamento	trattamento	N	bn:00047235n
	should	should	VERB	n/a	d001.s018.t003	deve	dovere	V	n/a
	be	be	VERB	n/a	d001.s018.t004	essere	essere	V	n/a
d001.s018.t002	delayed	delay	VERB	bn:00086515v	d001.s018.t005	posticipato	posticipare	V	bn:00086515v
	or	or	CONJ	n/a	d001.s018.t006	o		X	n/a
d001.s018.t003	discontinued	discontinue	VERB	bn:00083908v	d001.s018.t007	interrotto	interrompere	V	bn:00083908v
	,	,	.	n/a	d001.s018.t008	,		X	n/a
	or	or	CONJ	n/a	d001.s018.t009	o		X	n/a
	the	the	DET	n/a	d001.s018.t010	la		X	n/a
d001.s018.t004	dose	dose	NOUN	bn:00028320n	d001.s018.t011	dose	dose	N	bn:00028320n
d001.s018.t005	reduced	reduce	VERB	bn:00084079v	d001.s018.t014	ridotta	ridurre	V	bn:00084079v
	,	,	.	n/a	d001.s018.t015	,		X	n/a
	in	in	ADP	n/a	d001.s018.t016	nei		X	n/a
d001.s018.t006	patients	patient	NOUN	bn:00061017n	d001.s018.t017	pazienti	paziente	N	bn:00061017n
	whose	whose	PRON	n/a	d001.s018.t018	con		X	n/a
d001.s018.t007	blood counts	blood_count	NOUN	bn:00011364n					n/a
	are	be	VERB	n/a					n/a
d001.s018.t008	abnormal	abnormal	ADJ	bn:00096158a	d001.s018.t019	alterazioni	alterazione	N	n/a
	or	or	CONJ	n/a	d001.s018.t023	o		X	n/a
	who	who	PRON	n/a	d001.s018.t024	che		X	n/a
d001.s018.t009	have	have	VERB	bn:00088745v	d001.s018.t025	riportano	riportare	V	n/a
d001.s018.t010	certain	certain	ADJ	bn:00099474a					n/a
d001.s018.t011	other	other	ADJ	bn:00108011a	d001.s018.t026	altri		X	n/a
d001.s018.t012	side effects	side_effect	NOUN	bn:00071445n	d001.s018.t027	effetti	effetto	N	bn:00071445n
	.	.	.	n/a	d001.s018.t029	.		X	n/a
	-end-	-end-	-end-	n/a					n/a
	Alimta	alimta	NOUN	n/a	d001.s019.t004	Alimta	alimta	N	n/a
	is	be	VERB	n/a	d001.s019.t005	è	essere	V	n/a
d001.s019.t001	not	not	ADV	bn:00116360r	d001.s019.t006	sconsigliato	sconsigliare	J	n/a
d001.s019.t002	recommended	recommend	VERB	bn:00082418v	d001.s019.t006	sconsigliato	sconsigliare	J	n/a
	for	for	ADP	n/a					n/a
d001.s019.t003	use	use	NOUN	bn:00030627n	d001.s019.t002	impiego	impiego	N	bn:00030627n
	in	in	ADP	n/a	d001.s019.t007	nei		X	n/a
d001.s019.t004	patients	patient	NOUN	bn:00061017n	d001.s019.t008	pazienti	paziente	N	bn:00061017n
	with	with	ADP	n/a	d001.s019.t009	con		X	n/a
d001.s019.t005	moderate	moderate	ADJ	bn:00106826a	d001.s019.t014	moderata	moderato	J	bn:00106826a
	or	or	CONJ	n/a	d001.s019.t013	o		X	n/a
d001.s019.t006	severe	severe	ADJ	bn:00110473a	d001.s019.t012	grave	grave	J	bn:00110473a
d001.s019.t007	kidney	kidney	NOUN	bn:00049083n	d001.s019.t011	renale	renale	J	n/a
d001.s019.t008	problems	problem	NOUN	bn:00048242n					n/a
	.	.	.	n/a	d001.s019.t015	.		X	n/a
	-end-	-end-	-end-	n/a					n/a
	For	for	ADP	n/a	d001.s020.t001	Per		X	n/a
d001.s020.t001	more	more	ADJ	bn:00106935a	d001.s020.t002	maggiori	maggiore	J	bn:00106935a
d001.s020.t002	information	information	NOUN	bn:00025314n	d001.s020.t003	informazioni	informazione	N	bn:00025314n
	,	,	.	n/a	d001.s020.t004	,		X	n/a
d001.s020.t003	see	see	VERB	bn:00087787v					n/a
	the	the	DET	n/a	d001.s020.t007	al		X	n/a
d001.s020.t004	Summary	summary	NOUN	bn:00075142n	d001.s020.t008	Riassunto	riassunto	N	bn:00075142n
	of	of	ADP	n/a	d001.s020.t009	delle		X	n/a
d001.s020.t005	Product	product	NOUN	bn:00064584n	d001.s020.t012	prodotto	prodotto	N	bn:00064584n
	Characteristics	characteristic	NOUN	n/a	d001.s020.t010	caratteristiche	caratteristica	N	n/a
	(	(	.	n/a					n/a
d001.s020.t006	also	also	ADV	bn:00114246r	d001.s020.t014	anch		X	n/a
d001.s020.t007	part	part	NOUN	bn:00027912n					n/a
	of	of	ADP	n/a					n/a
	the	the	DET	n/a	d001.s020.t017	all		X	n/a
	EPAR	epar	NOUN	n/a	d001.s020.t018	EPAR	epar	N	n/a
	)	)	.	n/a					n/a
	.	.	.	n/a	d001.s020.t019	.		X	n/a
	-end-	-end-	-end-	n/a					n/a
	How	how	ADV	n/a	d001.s021.t001	Come		X	n/a
	does	do	VERB	n/a					n/a
	Alimta	alimta	NOUN	n/a	d001.s021.t003	Alimta	alimta	N	n/a
	work	work	VERB	n/a					n/a
	?	?	.	n/a	d001.s021.t004	?		X	n/a
	-end-	-end-	-end-	n/a					n/a
	The	the	DET	n/a	d001.s022.t001	Il		X	n/a
d001.s022.t001	active	active	ADJ	bn:00096387a					n/a
d001.s022.t002	substance	substance	NOUN	bn:00074987n	d001.s022.t002	principio	principio	N	n/a
	in	in	ADP	n/a	d001.s022.t019	in		X	n/a
	Alimta	alimta	NOUN	n/a	d001.s022.t005	Alimta	alimta	N	n/a
	,	,	.	n/a	d001.s022.t006	,		X	n/a
	pemetrexed	pemetrex	VERB	n/a	d001.s022.t007	pemetrexed	pemetrexed	N	n/a
	,	,	.	n/a	d001.s022.t008	,		X	n/a
	is	be	VERB	n/a	d001.s022.t009	è	essere	V	n/a
	a	a	DET	n/a	d001.s022.t010	un		X	n/a
d001.s022.t003	cytotoxic	cytotoxic	ADJ	bn:00100866a	d001.s022.t012	citotossico	citotossico	J	bn:00100866a
d001.s022.t004	medicine	medicine	NOUN	bn:00054128n	d001.s022.t011	medicinale	medicinale	N	bn:00054128n
	(	(	.	n/a	d001.s022.t013	(		X	n/a
	a	a	DET	n/a					n/a
d001.s022.t005	medicine	medicine	NOUN	bn:00054128n	d001.s022.t014	medicinale	medicinale	N	bn:00054128n
	that	that	DET	n/a	d001.s022.t015	che		X	n/a
d001.s022.t006	kills	kill	VERB	bn:00090098v	d001.s022.t016	uccide	uccidere	V	bn:00090098v
d001.s022.t007	cells	cell	NOUN	bn:00017027n	d001.s022.t018	cellule	cellula	N	bn:00017027n
	that	that	DET	n/a					n/a
	are	be	VERB	n/a					n/a
d001.s022.t008	dividing	divide	VERB	bn:00087100v	d001.s022.t021	divisione	divisione	N	n/a
	,	,	.	n/a	d001.s022.t022	,		X	n/a
	such	such	ADJ	n/a					n/a
	as	as	ADP	n/a	d001.s022.t023	come		X	n/a
d001.s022.t009	cancer cells	cancer_cell	NOUN	bn:00015187n	d001.s022.t026	tumorali	tumorale	J	n/a
	)	)	.	n/a	d001.s022.t027	)		X	n/a
	,	,	.	n/a	d001.s022.t028	,		X	n/a
	which	which	DET	n/a	d001.s022.t029	che		X	n/a
d001.s022.t010	belongs to	belong_to	VERB	bn:00083391v	d001.s022.t031	al		X	n/a
	the	the	DET	n/a					n/a
d001.s022.t011	group	group	NOUN	bn:00041942n	d001.s022.t032	gruppo	gruppo	N	bn:00041942n
d001.s022.t012	antimetabolites	antimetabolite	NOUN	bn:00004691n	d001.s022.t034	antimetaboliti	antimetaboliti	N	bn:00004691n
	.	.	.	n/a	d001.s022.t035	.		X	n/a
	-end-	-end-	-end-	n/a					n/a
	In	in	ADP	n/a	d001.s023.t001	Nell		X	n/a
	the	the	DET	n/a					n/a
d001.s023.t001	body	body	NOUN	bn:00011744n	d001.s023.t002	organismo	organismo	N	bn:00011744n
	,	,	.	n/a	d001.s023.t003	,		X	n/a
	pemetrexed	pemetrex	VERB	n/a	d001.s023.t004	pemetrexed	pemetrexed	N	n/a
	is	be	VERB	n/a	d001.s023.t005	viene	venire	V	n/a
d001.s023.t002	converted	convert	VERB	bn:00085761v	d001.s023.t006	trasformato	trasformare	V	bn:00085761v
	into	into	ADP	n/a	d001.s023.t007	in		X	n/a
	an	a	DET	n/a	d001.s023.t008	una		X	n/a
d001.s023.t003	active	active	ADJ	bn:00096387a	d001.s023.t010	attiva	attivo	J	bn:00096387a
d001.s023.t004	form	form	NOUN	bn:00035913n	d001.s023.t009	forma	forma	N	bn:00035913n
	that	that	DET	n/a	d001.s023.t011	che		X	n/a
d001.s023.t005	blocks	block	VERB	bn:00083623v	d001.s023.t012	blocca	bloccare	V	bn:00083623v
	the	the	DET	n/a					n/a
d001.s023.t006	activity	activity	NOUN	bn:00001173n	d001.s023.t014	attività	attività	N	bn:00001173n
	of	of	ADP	n/a	d001.s023.t015	degli		X	n/a
	the	the	DET	n/a					n/a
d001.s023.t007	enzymes	enzyme	NOUN	bn:00031085n					n/a
	that	that	DET	n/a					n/a
	are	be	VERB	n/a					n/a
d001.s023.t008	involved	involve	VERB	bn:00089893v	d001.s023.t017	coinvolti	coinvolgere	V	bn:00089893v
	in	in	ADP	n/a	d001.s023.t018	nella		X	n/a
d001.s023.t009	producing	produce	VERB	bn:00084082v	d001.s023.t019	produzione	produzione	N	n/a
d001.s023.t010	nucleotides	nucleotide	NOUN	bn:00008788n	d001.s023.t021	nucleotidi	nucleotidi	N	bn:00008788n
	(	(	.	n/a	d001.s023.t022	(		X	n/a
	the	the	DET	n/a	d001.s023.t023	gli		X	n/a
d001.s023.t011	building blocks	building_block	NOUN	bn:00013726n	d001.s023.t033	genetico	genetico	J	n/a
	of	of	ADP	n/a	d001.s023.t026	di		X	n/a
d001.s023.t012	DNA	dna	NOUN	bn:00026301n	d001.s023.t027	DNA	dna	N	bn:00026301n
	and	and	CONJ	n/a	d001.s023.t028	e		X	n/a
d001.s023.t013	RNA	rna	NOUN	bn:00067714n	d001.s023.t029	RNA	rna	N	bn:00067714n
	,	,	.	n/a	d001.s023.t030	,		X	n/a
	the	the	DET	n/a	d001.s023.t031	il		X	n/a
d001.s023.t014	genetic	genetic	ADJ	bn:00103522a	d001.s023.t033	genetico	genetico	J	bn:00103522a
d001.s023.t015	material	material	NOUN	bn:00053801n	d001.s023.t032	materiale	materiale	N	bn:00053801n
	of	of	ADP	n/a	d001.s023.t034	delle		X	n/a
d001.s023.t016	cells	cell	NOUN	bn:00017027n	d001.s023.t035	cellule	cellula	N	bn:00017027n
	)	)	.	n/a	d001.s023.t036	)		X	n/a
	.	.	.	n/a	d001.s023.t037	.		X	n/a
	-end-	-end-	-end-	n/a					n/a
	How	how	ADV	n/a	d001.s024.t001	Quali		X	n/a
	has	have	VERB	n/a	d001.s024.t003	sono	essere	V	n/a
	Alimta	alimta	NOUN	n/a	d001.s024.t007	Alimta	alimta	N	n/a
	been	be	VERB	n/a					n/a
d001.s024.t001	studied	study	VERB	bn:00082596v	d001.s024.t005	effettuati	effettuare	V	n/a
	?	?	.	n/a	d001.s024.t008	?		X	n/a
	-end-	-end-	-end-	n/a					n/a
	For	for	ADP	n/a	d001.s025.t001	Per		X	n/a
	the	the	DET	n/a	d001.s025.t002	il		X	n/a
d001.s025.t001	treatment	treatment	NOUN	bn:00047235n	d001.s025.t003	trattamento	trattamento	N	bn:00047235n
	of	of	ADP	n/a	d001.s025.t004	del		X	n/a
d001.s025.t002	malignant	malignant	ADJ	bn:00106363a	d001.s025.t007	maligno	maligno	J	bn:00106363a
d001.s025.t003	pleural	pleural	ADJ	bn:00108692a	d001.s025.t006	pleurico	pleurico	J	bn:00108692a
d001.s025.t004	mesothelioma	mesothelioma	NOUN	bn:00054512n	d001.s025.t005	mesotelioma	mesotelioma	N	bn:00054512n
	,	,	.	n/a	d001.s025.t008	,		X	n/a
	Alimta	alimta	NOUN	n/a	d001.s025.t009	Alimta	alimta	N	n/a
	has	have	VERB	n/a	d001.s025.t010	è	essere	V	n/a
	been	be	VERB	n/a	d001.s025.t011	stato	essere	V	n/a
d001.s025.t005	studied	study	VERB	bn:00082596v	d001.s025.t012	esaminato	esaminare	V	bn:00082596v
	in	in	ADP	n/a	d001.s025.t013	nell		X	n/a
	one	one	NUM	n/a	d001.s025.t016	uno		X	n/a
d001.s025.t006	main	main	ADJ	bn:00099598a	d001.s025.t018	principale	principale	J	bn:00099598a
d001.s025.t007	study	study	NOUN	bn:00074790n	d001.s025.t017	studio	studio	N	bn:00074790n
	in	in	ADP	n/a	d001.s025.t020	su		X	n/a
	456	456	NUM	n/a	d001.s025.t021	456		X	n/a
d001.s025.t008	patients	patient	NOUN	bn:00061017n	d001.s025.t022	pazienti	paziente	N	bn:00061017n
	who	who	PRON	n/a	d001.s025.t023	che		X	n/a
	had	have	VERB	n/a	d001.s025.t025	erano	essere	V	n/a
d001.s025.t009	not	not	ADV	bn:00116360r	d001.s025.t024	non		X	n/a
d001.s025.t010	received	receive	VERB	bn:00087863v	d001.s025.t027	sottoposti	sottoporre	V	n/a
d001.s025.t011	chemotherapy	chemotherapy	NOUN	bn:00018141n	d001.s025.t029	chemioterapia	chemioterapia	N	bn:00018141n
	for	for	ADP	n/a					n/a
	their	they	PRON	n/a					n/a
d001.s025.t012	disease	disease	NOUN	bn:00027546n					n/a
d001.s025.t013	before	before	ADV	bn:00114512r	d001.s025.t031	precedenza	precedenza	N	n/a
	.	.	.	n/a	d001.s025.t032	.		X	n/a
	-end-	-end-	-end-	n/a					n/a
	The	the	DET	n/a	d001.s026.t001	Gli		X	n/a
d001.s026.t001	effects	effect	NOUN	bn:00029874n	d001.s026.t002	effetti	effetto	N	bn:00029874n
	of	of	ADP	n/a	d001.s026.t003	di		X	n/a
	Alimta	alimta	X	n/a	d001.s026.t004	Alimta	alimta	N	n/a
	in	in	X	n/a	d001.s026.t006	in		X	n/a
d001.s026.t002	combination	combination	NOUN	bn:00020878n	d001.s026.t007	combinazione	combinazione	N	bn:00020878n
	with	with	ADP	n/a	d001.s026.t008	con		X	n/a
	cisplatin	cisplatin	NOUN	n/a	d001.s026.t009	cisplatino	cisplatino	N	n/a
	were	be	VERB	n/a	d001.s026.t010	sono	essere	V	n/a
d001.s026.t003	compared	compare	VERB	bn:00085450v	d001.s026.t012	confrontati	confrontare	V	bn:00085450v
	with	with	ADP	n/a	d001.s026.t013	con		X	n/a
	those	those	DET	n/a	d001.s026.t014	quelli		X	n/a
	of	of	ADP	n/a	d001.s026.t015	di		X	n/a
	cisplatin	cisplatin	NOUN	n/a	d001.s026.t016	cisplatino	cisplatino	N	n/a
d001.s026.t004	alone	alone	ADV	bn:00114235r					n/a
	.	.	.	n/a	d001.s026.t019	.		X	n/a
	-end-	-end-	-end-	n/a					n/a
	For	for	ADP	n/a	d001.s027.t001	Per		X	n/a
	the	the	DET	n/a	d001.s027.t002	il		X	n/a
d001.s027.t001	treatment	treatment	NOUN	bn:00047235n	d001.s027.t003	trattamento	trattamento	N	bn:00047235n
	of	of	ADP	n/a					n/a
	non-small	non-small	ADJ	n/a	d001.s027.t009	piccole	piccolo	J	n/a
d001.s027.t002	cell	cell	NOUN	bn:00017027n	d001.s027.t010	cellule	cellula	N	bn:00017027n
d001.s027.t003	lung cancer	lung_cancer	NOUN	bn:00052343n	d001.s027.t037	tumore	tumore	N	bn:00052343n
	,	,	.	n/a	d001.s027.t011	,		X	n/a
	the	the	DET	n/a	d001.s027.t012	gli		X	n/a
d001.s027.t004	effects	effect	NOUN	bn:00029874n	d001.s027.t013	effetti	effetto	N	bn:00029874n
	of	of	ADP	n/a	d001.s027.t014	di		X	n/a
	Alimta	alimta	NOUN	n/a	d001.s027.t015	Alimta	alimta	N	n/a
	were	be	VERB	n/a	d001.s027.t016	sono	essere	V	n/a
d001.s027.t005	compared	compare	VERB	bn:00085450v	d001.s027.t018	confrontati	confrontare	V	bn:00085450v
	with	with	ADP	n/a	d001.s027.t019	con		X	n/a
	those	those	DET	n/a	d001.s027.t020	quelli		X	n/a
	of	of	ADP	n/a	d001.s027.t021	di		X	n/a
	docetaxel	docetaxel	X	n/a	d001.s027.t022	docetaxel	docetaxel	N	n/a
	(	(	.	n/a	d001.s027.t023	(		X	n/a
	another	another	DET	n/a	d001.s027.t025	altro	altro	J	n/a
d001.s027.t006	anticancer	anticancer	ADJ	bn:00097220a	d001.s027.t027	antitumorale	antitumorale	J	bn:00097220a
d001.s027.t007	medicine	medicine	NOUN	bn:00054128n	d001.s027.t026	farmaco	farmaco	N	bn:00054128n
	)	)	.	n/a	d001.s027.t028	)		X	n/a
	in	in	ADP	n/a	d001.s027.t029	in		X	n/a
	one	one	NUM	n/a	d001.s027.t030	uno		X	n/a
d001.s027.t008	study	study	NOUN	bn:00074790n	d001.s027.t031	studio	studio	N	bn:00074790n
d001.s027.t009	involving	involve	VERB	bn:00089893v	d001.s027.t032	condotto	condurre	V	n/a
	571	571	NUM	n/a	d001.s027.t034	571		X	n/a
d001.s027.t010	patients	patient	NOUN	bn:00061017n	d001.s027.t035	pazienti	paziente	N	bn:00061017n
	with	with	ADP	n/a	d001.s027.t036	con		X	n/a
d001.s027.t011	locally	locally	ADV	bn:00116147r					n/a
d001.s027.t012	advanced	advanced	ADJ	bn:00096528a	d001.s027.t040	avanzata	avanzato	J	bn:00096528a
	or	or	CONJ	n/a	d001.s027.t041	o		X	n/a
d001.s027.t013	metastatic	metastatic	ADJ	bn:00106664a	d001.s027.t042	metastatica	metastatico	J	bn:00106664a
d001.s027.t014	disease	disease	NOUN	bn:00027546n	d001.s027.t037	tumore	tumore	N	n/a
	who	who	PRON	n/a					n/a
	had	have	VERB	n/a	d001.s027.t044	già		X	n/a
d001.s027.t015	received	receive	VERB	bn:00087863v					n/a
d001.s027.t016	chemotherapy	chemotherapy	NOUN	bn:00018141n	d001.s027.t049	chemioterapia	chemioterapia	N	bn:00018141n
	in	in	ADP	n/a	d001.s027.t038	in		X	n/a
	the	the	DET	n/a					n/a
d001.s027.t017	past	past	NOUN	bn:00060928n	d001.s027.t047	precedenza	precedenza	N	n/a
	.	.	.	n/a	d001.s027.t050	.		X	n/a
	-end-	-end-	-end-	n/a					n/a
	Alimta	alimta	NOUN	n/a	d001.s028.t001	Alimta	alimta	N	n/a
	was	be	VERB	n/a	d001.s028.t002	è	essere	V	n/a
d001.s028.t001	also	also	ADV	bn:00114246r	d001.s028.t004	anche		X	n/a
d001.s028.t002	compared	compare	VERB	bn:00085450v	d001.s028.t005	confrontato	confrontare	V	bn:00085450v
	with	with	ADP	n/a	d001.s028.t006	con		X	n/a
	gemcitabine	gemcitabine	X	n/a	d001.s028.t007	gemcitabina	gemcitabina	N	n/a
	(	(	.	n/a	d001.s028.t008	(		X	n/a
	another	another	DET	n/a	d001.s028.t009	altro		X	n/a
d001.s028.t003	anticancer	anticancer	ADJ	bn:00097220a	d001.s028.t011	antitumorale	antitumorale	J	bn:00097220a
d001.s028.t004	medicine	medicine	NOUN	bn:00054128n	d001.s028.t010	medicinale	medicinale	N	bn:00054128n
	)	)	.	n/a	d001.s028.t012	)		X	n/a
	,	,	.	n/a	d001.s028.t013	,		X	n/a
	both	both	CONJ	n/a	d001.s028.t014	entrambi	entrambi	J	n/a
	in	in	ADP	n/a	d001.s028.t015	in		X	n/a
d001.s028.t005	combination	combination	NOUN	bn:00020878n	d001.s028.t016	associazione	associazione	N	bn:00020878n
	with	with	ADP	n/a	d001.s028.t017	con		X	n/a
	cisplatin	cisplatin	NOUN	n/a	d001.s028.t018	cisplatino	cisplatino	N	n/a
	,	,	.	n/a	d001.s028.t019	,		X	n/a
	in	in	ADP	n/a	d001.s028.t020	in		X	n/a
	a	a	DET	n/a	d001.s028.t021	uno		X	n/a
d001.s028.t006	study	study	NOUN	bn:00074790n	d001.s028.t022	studio	studio	N	bn:00074790n
d001.s028.t007	involving	involve	VERB	bn:00089893v	d001.s028.t023	su		X	n/a
	1,725	1,725	NUM	n/a	d001.s028.t024	1.725		X	n/a
d001.s028.t008	patients	patient	NOUN	bn:00061017n	d001.s028.t025	pazienti	paziente	N	bn:00061017n
	who	who	PRON	n/a	d001.s028.t026	che		X	n/a
	had	have	VERB	n/a	d001.s028.t030	erano	essere	V	n/a
d001.s028.t009	not	not	ADV	bn:00116360r	d001.s028.t029	non		X	n/a
d001.s028.t010	received	receive	VERB	bn:00087863v	d001.s028.t033	sottoposti	sottoporre	V	n/a
d001.s028.t011	chemotherapy	chemotherapy	NOUN	bn:00018141n	d001.s028.t035	chemioterapia	chemioterapia	N	bn:00018141n
	for	for	ADP	n/a	d001.s028.t036	per		X	n/a
d001.s028.t012	lung cancer	lung_cancer	NOUN	bn:00052343n	d001.s028.t038	polmonare	polmonare	J	n/a
	in	in	ADP	n/a	d001.s028.t027	in		X	n/a
	the	the	DET	n/a					n/a
d001.s028.t013	past	past	NOUN	bn:00060928n	d001.s028.t028	passato	passato	N	bn:00060928n
	.	.	.	n/a	d001.s028.t039	.		X	n/a
	-end-	-end-	-end-	n/a					n/a
	In	in	ADP	n/a	d001.s029.t001	In		X	n/a
	all	all	DET	n/a	d001.s029.t002	tutti	tutto	J	n/a
	three	three	NUM	n/a	d001.s029.t004	tre	tre	J	n/a
d001.s029.t001	studies	study	NOUN	bn:00074790n	d001.s029.t006	studi	studio	N	bn:00074790n
	,	,	.	n/a	d001.s029.t007	,		X	n/a
	the	the	DET	n/a	d001.s029.t008	il		X	n/a
d001.s029.t002	main	main	ADJ	bn:00099598a	d001.s029.t009	principale	principale	J	bn:00099598a
d001.s029.t003	measure	measure	NOUN	bn:00054019n	d001.s029.t010	indicatore	indicatore	N	n/a
	of	of	ADP	n/a	d001.s029.t016	di		X	n/a
d001.s029.t004	effectiveness	effectiveness	NOUN	bn:00029877n	d001.s029.t012	efficacia	efficacia	N	bn:00029877n
	was	be	VERB	n/a	d001.s029.t013	era	essere	V	n/a
	how	how	ADV	n/a	d001.s029.t015	tempo	tempo	N	n/a
d001.s029.t005	long	long	ADV	bn:00116153r					n/a
	the	the	DET	n/a	d001.s029.t018	dei		X	n/a
d001.s029.t006	patients	patient	NOUN	bn:00061017n	d001.s029.t019	pazienti	paziente	N	bn:00061017n
d001.s029.t007	survived	survive	VERB	bn:00085382v	d001.s029.t017	sopravvivenza	sopravvivenza	N	n/a
	.	.	.	n/a	d001.s029.t020	.		X	n/a
	-end-	-end-	-end-	n/a					n/a
	What	what	DET	n/a	d001.s030.t001	Quali		X	n/a
d001.s030.t001	benefit	benefit	NOUN	bn:00009905n	d001.s030.t002	benefici	beneficio	N	bn:00009905n
	has	have	VERB	n/a	d001.s030.t003	ha	avere	V	n/a
	Alimta	alimta	NOUN	n/a	d001.s030.t005	Alimta	alimta	N	n/a
d001.s030.t002	shown	show	VERB	bn:00086567v	d001.s030.t004	mostrato	mostrare	V	bn:00086567v
	during	during	ADP	n/a	d001.s030.t007	corso	corso	N	n/a
	the	the	DET	n/a					n/a
d001.s030.t003	studies	study	NOUN	bn:00074790n	d001.s030.t009	studi	studio	N	bn:00074790n
	?	?	.	n/a	d001.s030.t010	?		X	n/a
	-end-	-end-	-end-	n/a					n/a
	Alimta	alimta	NOUN	n/a	d001.s031.t001	Alimta	alimta	N	n/a
d001.s031.t001	increased	increase	VERB	bn:00089667v	d001.s031.t003	aumentato	aumentare	V	bn:00089667v
	the	the	DET	n/a					n/a
d001.s031.t002	survival	survival	NOUN	bn:00030811n	d001.s031.t007	sopravvivenza	sopravvivenza	N	bn:00030811n
d001.s031.t003	time	time	NOUN	bn:00077268n	d001.s031.t005	tempo	tempo	N	bn:00077268n
	of	of	ADP	n/a	d001.s031.t008	dei		X	n/a
d001.s031.t004	patients	patient	NOUN	bn:00061017n	d001.s031.t009	pazienti	paziente	N	bn:00061017n
	with	with	ADP	n/a	d001.s031.t011	da		X	n/a
d001.s031.t005	malignant	malignant	ADJ	bn:00106363a	d001.s031.t014	maligno	maligno	J	bn:00106363a
d001.s031.t006	pleural	pleural	ADJ	bn:00108692a	d001.s031.t013	pleurico	pleurico	J	bn:00108692a
d001.s031.t007	mesothelioma	mesothelioma	NOUN	bn:00054512n	d001.s031.t012	mesotelioma	mesotelioma	N	bn:00054512n
	.	.	.	n/a	d001.s031.t015	.		X	n/a
	-end-	-end-	-end-	n/a					n/a
d001.s032.t001	Patients	patient	NOUN	bn:00061017n	d001.s032.t025	pazienti	paziente	N	bn:00061017n
