Token ID	Token	Lemma	POS	BN Synset	Token ID ES	Token ES	Lemma ES	POS ES	Sense ES
d001.s023.t032	,		X	n/a	d001.s023.t037	,		X	n/a
d001.s023.t033	the		X	n/a	d001.s023.t038	el		X	n/a
d001.s023.t034	genetic	genetic	J	bn:00037738n;wiki:genome;wn:genome%1:14:00::	d001.s023.t040	genético	genético	J	n/a
d001.s023.t035	material	material	N	bn:00053801n;wiki:stuff_(cloth);wn:material%1:27:00::;wn:stuff%1:27:00::	d001.s023.t039	material	material	N	bn:00053801n;wiki:stuff_(cloth);wn:material%1:27:00::;wn:stuff%1:27:00::
d001.s023.t036	of		X	n/a	d001.s023.t041	de		X	n/a
d001.s023.t037	cells	cell	N	bn:00017027n;wiki:cell_(biology);wn:cell%1:03:00::	d001.s023.t043	células	célula	N	bn:00017027n;wiki:cell_(biology);wn:cell%1:03:00::
d001.s023.t038	)		X	n/a	d001.s023.t044	)		X	n/a
d001.s023.t039	.		X	n/a	d001.s023.t045	.		X	n/a
d001.s024.t001	How		X	n/a	d001.s024.t001	¿Qué	qué	J	n/a
d001.s024.t002	has	have	V	n/a	d001.s024.t006	han	haber	V	n/a
d001.s024.t003	Alimta	alimta	N	n/a	d001.s024.t009	Alimta	alimta	N	n/a
d001.s024.t004	been	be	V	n/a					n/a
d001.s024.t005	studied	study	V	bn:00082596v;wn:analyse%2:31:00::;wn:analyze%2:31:00::;wn:canvas%2:31:02::;wn:canvass%2:31:02::;wn:examine%2:31:00::;wn:study%2:31:02::	d001.s024.t004	estudios	estudio	N	n/a
d001.s024.t006	?		X	n/a	d001.s024.t010	?		X	n/a
d001.s025.t001	For		X	n/a	d001.s025.t001	Por		X	n/a
d001.s025.t002	the		X	n/a					n/a
d001.s025.t003	treatment	treatment	N	bn:00047235n;wn:intervention%1:04:02::;wn:treatment%1:04:00::	d001.s025.t007	tratamiento	tratamiento	N	bn:00047235n;wn:intervention%1:04:02::;wn:treatment%1:04:00::
d001.s025.t004	of		X	n/a	d001.s025.t008	del		X	n/a
d001.s025.t005	malignant	malignant	J	bn:00054512n;wiki:mesothelioma;wn:mesothelioma%1:26:00::	d001.s025.t011	maligno	maligno	J	n/a
d001.s025.t006	pleural	pleural	J	bn:00108692a;wn:pleural%3:01:00::	d001.s025.t010	pleural	pleural	J	bn:00108692a;wn:pleural%3:01:00::
d001.s025.t007	mesothelioma	mesothelioma	N	bn:00054512n;wiki:mesothelioma;wn:mesothelioma%1:26:00::	d001.s025.t009	mesotelioma	mesotelioma	N	bn:00054512n;wiki:mesothelioma;wn:mesothelioma%1:26:00::
d001.s025.t008	,		X	n/a	d001.s025.t012	,		X	n/a
d001.s025.t009	Alimta	alimta	N	n/a	d001.s025.t013	Alimta	alimta	N	n/a
d001.s025.t010	has	have	V	n/a	d001.s025.t014	ha	haber	V	n/a
d001.s025.t011	been	be	V	n/a	d001.s025.t015	sido	ser	V	n/a
d001.s025.t012	studied	study	V	bn:00082596v;wn:analyse%2:31:00::;wn:analyze%2:31:00::;wn:canvas%2:31:02::;wn:canvass%2:31:02::;wn:examine%2:31:00::;wn:study%2:31:02::	d001.s025.t016	evaluado	evaluar	V	n/a
d001.s025.t013	in		X	n/a	d001.s025.t017	en		X	n/a
d001.s025.t014	one		X	n/a	d001.s025.t018	un		X	n/a
d001.s025.t015	main	main	J	bn:00099598a;wn:chief%5:00:02:important:00;wn:main%5:00:00:important:00;wn:master%5:00:00:important:00;wn:primary%5:00:00:important:00;wn:principal%5:00:00:important:00	d001.s025.t020	principal	principal	J	bn:00099598a;wn:chief%5:00:02:important:00;wn:main%5:00:00:important:00;wn:master%5:00:00:important:00;wn:primary%5:00:00:important:00;wn:principal%5:00:00:important:00
d001.s025.t016	study	study	N	bn:00074790n;wn:study%1:04:00::;wn:survey%1:04:02::	d001.s025.t019	estudio	estudio	N	bn:00074790n;wn:study%1:04:00::;wn:survey%1:04:02::
d001.s025.t017	in		X	n/a	d001.s025.t022	en		X	n/a
d001.s025.t018	456		X	n/a	d001.s025.t023	456		X	n/a
d001.s025.t019	patients	patient	N	bn:00061017n;wiki:patient;wn:patient%1:18:00::	d001.s025.t024	pacientes	paciente	N	bn:00061017n;wiki:patient;wn:patient%1:18:00::
d001.s025.t020	who		X	n/a	d001.s025.t025	que		X	n/a
d001.s025.t021	had	have	V	n/a	d001.s025.t027	habían	haber	V	n/a
d001.s025.t022	not	not	R	bn:00116360r;wn:non%4:02:00::;wn:not%4:02:00::	d001.s025.t026	no	no	R	bn:00116360r;wn:non%4:02:00::;wn:not%4:02:00::
d001.s025.t023	received	receive	V	bn:00087863v;wn:experience%2:39:00::;wn:get%2:39:00::;wn:have%2:39:06::;wn:receive%2:39:03::	d001.s025.t028	recibido	recibir	V	bn:00087863v;wn:experience%2:39:00::;wn:get%2:39:00::;wn:have%2:39:06::;wn:receive%2:39:03::
d001.s025.t024	chemotherapy	chemotherapy	N	bn:00018141n;wiki:chemotherapy;wn:chemotherapy%1:04:00::	d001.s025.t029	quimioterapia	quimioterapia	N	bn:00018141n;wiki:chemotherapy;wn:chemotherapy%1:04:00::
d001.s025.t025	for		X	n/a					n/a
d001.s025.t026	their		X	n/a					n/a
d001.s025.t027	disease	disease	N	bn:00027546n;bn:00045952n;wiki:disease;wn:disease%1:26:00::;wn:illness%1:26:00::;wn:malady%1:26:00::;wn:sickness%1:26:00::;wn:unwellness%1:26:00::					n/a
d001.s025.t028	before	before	R	bn:00114512r;wn:before%4:02:03::;wn:earlier%4:02:00::	d001.s025.t030	anteriormente	anteriormente	R	bn:00114512r;wn:before%4:02:03::;wn:earlier%4:02:00::
d001.s025.t029	.		X	n/a	d001.s025.t031	.		X	n/a
d001.s026.t001	The		X	n/a	d001.s026.t003	los		X	n/a
d001.s026.t002	effects	effect	N	bn:00029874n;wn:effect%1:26:00::	d001.s026.t004	efectos	efecto	N	bn:00029874n;wn:effect%1:26:00::
d001.s026.t003	of		X	n/a	d001.s026.t005	de		X	n/a
d001.s026.t004	Alimta	alimta	N	n/a	d001.s026.t006	Alimta	alimta	N	n/a
d001.s026.t005	in		X	n/a	d001.s026.t007	en		X	n/a
d001.s026.t006	combination	combination	N	bn:00020872n;bn:00020878n;wiki:compounding;wn:combination%1:04:00::;wn:combination%1:14:00::;wn:combining%1:04:00::;wn:compounding%1:04:00::	d001.s026.t008	combinación	combinación	N	bn:00020872n;bn:00020878n;wiki:compounding;wn:combination%1:04:00::;wn:combination%1:14:00::;wn:combining%1:04:00::;wn:compounding%1:04:00::
d001.s026.t007	with		X	n/a	d001.s026.t009	con		X	n/a
d001.s026.t008	cisplatin	cisplatin	N	bn:00577781n;wiki:cisplatin	d001.s026.t010	cisplatino	cisplatino	N	bn:00577781n;wiki:cisplatin
d001.s026.t009	were	be	V	n/a	d001.s026.t002	compararon	comparar	V	n/a
d001.s026.t010	compared	compare	V	bn:00085450v;wn:compare%2:31:00::	d001.s026.t002	compararon	comparar	V	bn:00085450v;wn:compare%2:31:00::
d001.s026.t011	with		X	n/a	d001.s026.t011	con		X	n/a
d001.s026.t012	those		X	n/a					n/a
d001.s026.t013	of		X	n/a					n/a
d001.s026.t014	cisplatin	cisplatin	N	bn:00577781n;wiki:cisplatin	d001.s026.t015	cisplatino	cisplatino	N	bn:00577781n;wiki:cisplatin
d001.s026.t015	alone	alone	R	bn:00114234r;bn:00114235r;wn:alone%4:02:00::;wn:alone%4:02:01::;wn:entirely%4:02:02::;wn:exclusively%4:02:00::;wn:only%4:02:01::;wn:solely%4:02:00::;wn:solo%4:02:00::;wn:unaccompanied%4:02:00::	d001.s026.t018	solitario	solitario	J	n/a
d001.s026.t016	.		X	n/a	d001.s026.t019	.		X	n/a
d001.s027.t001	For		X	n/a					n/a
d001.s027.t002	the		X	n/a	d001.s027.t003	al		X	n/a
d001.s027.t003	treatment	treatment	N	bn:00047235n;wn:intervention%1:04:02::;wn:treatment%1:04:00::	d001.s027.t004	tratamiento	tratamiento	N	bn:00047235n;wn:intervention%1:04:02::;wn:treatment%1:04:00::
d001.s027.t004	of		X	n/a	d001.s027.t005	del		X	n/a
d001.s027.t005	non-small	non-small	J	bn:03421664n;wiki:non-small-cell_lung_carcinoma	d001.s027.t009	no	no	N	bn:03421664n;wiki:non-small-cell_lung_carcinoma
d001.s027.t006	cell	cell	N	bn:00017027n;wiki:cell_(biology);wn:cell%1:03:00::					n/a
d001.s027.t007	lung	lung	N	bn:00052343n;wiki:lung_cancer;wn:lung_cancer%1:26:00::	d001.s027.t008	pulmón	pulmón	N	bn:00052343n;wiki:lung_cancer;wn:lung_cancer%1:26:00::
d001.s027.t008	cancer	cancer	N	bn:00015180n;wiki:cancer;wn:cancer%1:26:00::;wn:malignant_neoplastic_disease%1:26:00::	d001.s027.t006	cáncer	cáncer	N	bn:00015180n;wiki:cancer;wn:cancer%1:26:00::;wn:malignant_neoplastic_disease%1:26:00::
d001.s027.t009	,		X	n/a	d001.s027.t011	,		X	n/a
d001.s027.t010	the		X	n/a	d001.s027.t014	los		X	n/a
d001.s027.t011	effects	effect	N	bn:00029874n;wn:effect%1:26:00::	d001.s027.t015	efectos	efecto	N	bn:00029874n;wn:effect%1:26:00::
d001.s027.t012	of		X	n/a	d001.s027.t016	de		X	n/a
d001.s027.t013	Alimta	alimta	N	n/a	d001.s027.t017	Alimta	alimta	N	n/a
d001.s027.t014	were	be	V	n/a	d001.s027.t013	compararon	comparar	V	n/a
d001.s027.t015	compared	compare	V	bn:00085450v;wn:compare%2:31:00::	d001.s027.t013	compararon	comparar	V	bn:00085450v;wn:compare%2:31:00::
d001.s027.t016	with		X	n/a	d001.s027.t018	con		X	n/a
d001.s027.t017	those		X	n/a	d001.s027.t019	los		X	n/a
d001.s027.t018	of		X	n/a	d001.s027.t020	del		X	n/a
d001.s027.t019	docetaxel	docetaxel	N	bn:01537207n;wiki:docetaxel	d001.s027.t021	docetaxel	docetaxel	N	bn:01537207n;wiki:docetaxel
d001.s027.t020	(		X	n/a	d001.s027.t022	(		X	n/a
d001.s027.t021	another		X	n/a	d001.s027.t023	otro		X	n/a
d001.s027.t022	anticancer	anticancer	J	bn:00097220a;wn:anticancer%3:01:00::;wn:antineoplastic%3:01:00::;wn:antitumor%3:01:00::;wn:antitumour%3:01:00::	d001.s027.t025	contra		X	n/a
d001.s027.t023	medicine	medicine	N	bn:00054128n;bn:00061887n;wiki:pharmaceutical_drug;wn:medicament%1:06:00::;wn:medication%1:06:00::;wn:medicinal_drug%1:06:00::;wn:medicine%1:06:00::;wn:pharmaceutic%1:06:00::;wn:pharmaceutical%1:06:00::	d001.s027.t024	medicamento	medicamento	N	bn:00054128n;bn:00061887n;wiki:pharmaceutical_drug;wn:medicament%1:06:00::;wn:medication%1:06:00::;wn:medicinal_drug%1:06:00::;wn:medicine%1:06:00::;wn:pharmaceutic%1:06:00::;wn:pharmaceutical%1:06:00::
d001.s027.t024	)		X	n/a	d001.s027.t028	)		X	n/a
d001.s027.t025	in		X	n/a	d001.s027.t029	en		X	n/a
d001.s027.t026	one		X	n/a	d001.s027.t030	un		X	n/a
d001.s027.t027	study	study	N	bn:00074790n;wn:study%1:04:00::;wn:survey%1:04:02::	d001.s027.t031	estudio	estudio	N	bn:00074790n;wn:study%1:04:00::;wn:survey%1:04:02::
d001.s027.t028	involving	involve	V	bn:00089893v;wn:involve%2:42:04::					n/a
d001.s027.t029	571		X	n/a	d001.s027.t034	571		X	n/a
d001.s027.t030	patients	patient	N	bn:00061017n;wiki:patient;wn:patient%1:18:00::	d001.s027.t035	pacientes	paciente	N	bn:00061017n;wiki:patient;wn:patient%1:18:00::
d001.s027.t031	with		X	n/a	d001.s027.t036	con		X	n/a
d001.s027.t032	locally	locally	R	bn:00116147r;wn:locally%4:02:01::;wn:topically%4:02:00::	d001.s027.t038	localmente	localmente	R	bn:00116147r;wn:locally%4:02:01::;wn:topically%4:02:00::
d001.s027.t033	advanced	advanced	J	bn:00096528a;wn:advanced%5:00:00:late:02	d001.s027.t039	avanzada	avanzar	V	n/a
d001.s027.t034	or		X	n/a	d001.s027.t040	o		X	n/a
d001.s027.t035	metastatic	metastatic	J	bn:00054585n;wiki:metastasis;wn:metastasis%1:22:01::	d001.s027.t041	metastásica	metastásico	N	bn:00054585n;wiki:metastasis;wn:metastasis%1:22:01::
d001.s027.t036	disease	disease	N	bn:00027546n;bn:00045952n;wiki:disease;wn:disease%1:26:00::;wn:illness%1:26:00::;wn:malady%1:26:00::;wn:sickness%1:26:00::;wn:unwellness%1:26:00::	d001.s027.t037	enfermedad	enfermedad	N	bn:00027546n;bn:00045952n;wiki:disease;wn:disease%1:26:00::;wn:illness%1:26:00::;wn:malady%1:26:00::;wn:sickness%1:26:00::;wn:unwellness%1:26:00::
d001.s027.t037	who		X	n/a	d001.s027.t042	que		X	n/a
d001.s027.t038	had	have	V	n/a	d001.s027.t043	habían	haber	V	n/a
d001.s027.t039	received	receive	V	bn:00087863v;wn:experience%2:39:00::;wn:get%2:39:00::;wn:have%2:39:06::;wn:receive%2:39:03::	d001.s027.t044	recibido	recibir	V	bn:00087863v;wn:experience%2:39:00::;wn:get%2:39:00::;wn:have%2:39:06::;wn:receive%2:39:03::
d001.s027.t040	chemotherapy	chemotherapy	N	bn:00018141n;wiki:chemotherapy;wn:chemotherapy%1:04:00::	d001.s027.t045	quimioterapia	quimioterapia	N	bn:00018141n;wiki:chemotherapy;wn:chemotherapy%1:04:00::
d001.s027.t041	in		X	n/a					n/a
d001.s027.t042	the		X	n/a					n/a
d001.s027.t043	past	past	N	bn:00060927n;bn:00060928n;wiki:past;wn:past%1:28:00::;wn:past%1:28:01::;wn:past_times%1:28:00::;wn:yesteryear%1:28:00::	d001.s027.t046	previamente	previamente	R	n/a
d001.s027.t044	.		X	n/a	d001.s027.t047	.		X	n/a
d001.s028.t001	Alimta	alimta	N	n/a	d001.s028.t001	Alimta	alimta	N	n/a
d001.s028.t002	was	be	V	n/a	d001.s028.t004	comparó	comparar	V	n/a
d001.s028.t003	also	also	R	bn:00114246r;wn:also%4:02:00::;wn:as_well%4:02:01::;wn:besides%4:02:03::;wn:likewise%4:02:01::;wn:too%4:02:01::	d001.s028.t002	también	también	R	bn:00114246r;wn:also%4:02:00::;wn:as_well%4:02:01::;wn:besides%4:02:03::;wn:likewise%4:02:01::;wn:too%4:02:01::
d001.s028.t004	compared	compare	V	bn:00085450v;wn:compare%2:31:00::	d001.s028.t004	comparó	comparar	V	bn:00085450v;wn:compare%2:31:00::
d001.s028.t005	with		X	n/a	d001.s028.t005	con		X	n/a
d001.s028.t006	gemcitabine	gemcitabine	N	bn:00848690n;wiki:gemcitabine	d001.s028.t006	gemcitabina	gemcitabina	N	bn:00848690n;wiki:gemcitabine
d001.s028.t007	(		X	n/a	d001.s028.t007	(		X	n/a
d001.s028.t008	another		X	n/a	d001.s028.t008	otro		X	n/a
d001.s028.t009	anticancer	anticancer	J	bn:00097220a;wn:anticancer%3:01:00::;wn:antineoplastic%3:01:00::;wn:antitumor%3:01:00::;wn:antitumour%3:01:00::	d001.s028.t010	contra		X	n/a
d001.s028.t010	medicine	medicine	N	bn:00054128n;bn:00061887n;wiki:pharmaceutical_drug;wn:medicament%1:06:00::;wn:medication%1:06:00::;wn:medicinal_drug%1:06:00::;wn:medicine%1:06:00::;wn:pharmaceutic%1:06:00::;wn:pharmaceutical%1:06:00::	d001.s028.t009	medicamento	medicamento	N	bn:00054128n;bn:00061887n;wiki:pharmaceutical_drug;wn:medicament%1:06:00::;wn:medication%1:06:00::;wn:medicinal_drug%1:06:00::;wn:medicine%1:06:00::;wn:pharmaceutic%1:06:00::;wn:pharmaceutical%1:06:00::
d001.s028.t011	)		X	n/a	d001.s028.t013	)		X	n/a
d001.s028.t012	,		X	n/a	d001.s028.t014	,		X	n/a
d001.s028.t013	both		X	n/a	d001.s028.t015	ambos		X	n/a
d001.s028.t014	in		X	n/a	d001.s028.t016	en		X	n/a
d001.s028.t015	combination	combination	N	bn:00020872n;bn:00020878n;wiki:compounding;wn:combination%1:04:00::;wn:combination%1:14:00::;wn:combining%1:04:00::;wn:compounding%1:04:00::	d001.s028.t017	combinación	combinación	N	bn:00020872n;bn:00020878n;wiki:compounding;wn:combination%1:04:00::;wn:combination%1:14:00::;wn:combining%1:04:00::;wn:compounding%1:04:00::
d001.s028.t016	with		X	n/a	d001.s028.t018	con		X	n/a
d001.s028.t017	cisplatin	cisplatin	N	bn:00577781n;wiki:cisplatin	d001.s028.t019	cisplatino	cisplatino	N	bn:00577781n;wiki:cisplatin
d001.s028.t018	,		X	n/a	d001.s028.t020	,		X	n/a
d001.s028.t019	in		X	n/a	d001.s028.t021	en		X	n/a
d001.s028.t020	a		X	n/a	d001.s028.t022	un		X	n/a
d001.s028.t021	study	study	N	bn:00074790n;wn:study%1:04:00::;wn:survey%1:04:02::	d001.s028.t023	estudio	estudio	N	bn:00074790n;wn:study%1:04:00::;wn:survey%1:04:02::
d001.s028.t022	involving	involve	V	bn:00089893v;wn:involve%2:42:04::	d001.s028.t024	con		X	n/a
d001.s028.t023	1,725		X	n/a	d001.s028.t025	1.725		X	n/a
d001.s028.t024	patients	patient	N	bn:00061017n;wiki:patient;wn:patient%1:18:00::	d001.s028.t026	pacientes	paciente	N	bn:00061017n;wiki:patient;wn:patient%1:18:00::
d001.s028.t025	who		X	n/a	d001.s028.t027	que		X	n/a
d001.s028.t026	had	have	V	n/a	d001.s028.t029	habían	haber	V	n/a
d001.s028.t027	not	not	R	bn:00116360r;wn:non%4:02:00::;wn:not%4:02:00::	d001.s028.t028	no	no	N	n/a
d001.s028.t028	received	receive	V	bn:00087863v;wn:experience%2:39:00::;wn:get%2:39:00::;wn:have%2:39:06::;wn:receive%2:39:03::	d001.s028.t030	recibido	recibir	V	bn:00087863v;wn:experience%2:39:00::;wn:get%2:39:00::;wn:have%2:39:06::;wn:receive%2:39:03::
d001.s028.t029	chemotherapy	chemotherapy	N	bn:00018141n;wiki:chemotherapy;wn:chemotherapy%1:04:00::	d001.s028.t031	quimioterapia	quimioterapia	N	bn:00018141n;wiki:chemotherapy;wn:chemotherapy%1:04:00::
d001.s028.t030	for		X	n/a	d001.s028.t032	contra		X	n/a
d001.s028.t031	lung	lung	N	bn:00052343n;wiki:lung_cancer;wn:lung_cancer%1:26:00::	d001.s028.t036	pulmón	pulmón	N	bn:00052343n;wiki:lung_cancer;wn:lung_cancer%1:26:00::
d001.s028.t032	cancer	cancer	N	bn:00015180n;wiki:cancer;wn:cancer%1:26:00::;wn:malignant_neoplastic_disease%1:26:00::	d001.s028.t034	cáncer	cáncer	N	bn:00015180n;wiki:cancer;wn:cancer%1:26:00::;wn:malignant_neoplastic_disease%1:26:00::
d001.s028.t033	in		X	n/a					n/a
d001.s028.t034	the		X	n/a	d001.s028.t033	el		X	n/a
d001.s028.t035	past	past	N	bn:00060927n;bn:00060928n;wiki:past;wn:past%1:28:00::;wn:past%1:28:01::;wn:past_times%1:28:00::;wn:yesteryear%1:28:00::	d001.s028.t037	previamente	previamente	R	n/a
d001.s028.t036	.		X	n/a	d001.s028.t038	.		X	n/a
d001.s029.t001	In		X	n/a	d001.s029.t001	En		X	n/a
d001.s029.t002	all		X	n/a					n/a
d001.s029.t003	three		X	n/a	d001.s029.t003	tres		X	n/a
d001.s029.t004	studies	study	N	bn:00067181n;bn:00074790n;wiki:report;wn:report%1:10:03::;wn:study%1:04:00::;wn:study%1:10:00::;wn:survey%1:04:02::;wn:written_report%1:10:00::	d001.s029.t004	estudios	estudio	N	bn:00067181n;bn:00074790n;wiki:report;wn:report%1:10:03::;wn:study%1:04:00::;wn:study%1:10:00::;wn:survey%1:04:02::;wn:written_report%1:10:00::
d001.s029.t005	,		X	n/a	d001.s029.t005	,		X	n/a
d001.s029.t006	the		X	n/a	d001.s029.t006	el		X	n/a
d001.s029.t007	main	main	J	bn:00099598a;wn:chief%5:00:02:important:00;wn:main%5:00:00:important:00;wn:master%5:00:00:important:00;wn:primary%5:00:00:important:00;wn:principal%5:00:00:important:00	d001.s029.t008	principal	principal	J	bn:00099598a;wn:chief%5:00:02:important:00;wn:main%5:00:00:important:00;wn:master%5:00:00:important:00;wn:primary%5:00:00:important:00;wn:principal%5:00:00:important:00
d001.s029.t008	measure	measure	N	bn:00054019n;wiki:measurement;wn:measure%1:04:00::;wn:measurement%1:04:00::;wn:measuring%1:04:00::;wn:mensuration%1:04:00::	d001.s029.t007	criterio	criterio	N	bn:00054019n;wiki:measurement;wn:measure%1:04:00::;wn:measurement%1:04:00::;wn:measuring%1:04:00::;wn:mensuration%1:04:00::
d001.s029.t009	of		X	n/a	d001.s029.t009	de		X	n/a
d001.s029.t010	effectiveness	effectiveness	N	bn:00029876n;bn:00029877n;wiki:effectiveness;wn:effectiveness%1:07:00::;wn:effectiveness%1:07:01::;wn:effectivity%1:07:00::;wn:effectuality%1:07:00::;wn:effectualness%1:07:00::;wn:potency%1:07:00::;wn:strength%1:07:08::	d001.s029.t013	eficacia	eficacia	N	bn:00029876n;bn:00029877n;wiki:effectiveness;wn:effectiveness%1:07:00::;wn:effectiveness%1:07:01::;wn:effectivity%1:07:00::;wn:effectuality%1:07:00::;wn:effectualness%1:07:00::;wn:potency%1:07:00::;wn:strength%1:07:08::
d001.s029.t011	was	be	V	n/a	d001.s029.t014	fue	ser	V	n/a
d001.s029.t012	how		X	n/a					n/a
d001.s029.t013	long	long	R	bn:00116153r;wn:long%4:02:00::					n/a
d001.s029.t014	the		X	n/a	d001.s029.t020	los		X	n/a
d001.s029.t015	patients	patient	N	bn:00061017n;wiki:patient;wn:patient%1:18:00::	d001.s029.t021	pacientes	paciente	N	bn:00061017n;wiki:patient;wn:patient%1:18:00::
d001.s029.t016	survived	survive	V	bn:00085382v;bn:00087617v;wn:come_through%2:42:00::;wn:endure%2:42:00::;wn:go%2:42:14::;wn:hold_out%2:42:00::;wn:hold_up%2:42:00::;wn:last%2:42:01::;wn:live%2:42:04::;wn:live_on%2:42:00::;wn:make_it%2:42:00::;wn:pull_round%2:42:00::;wn:pull_through%2:42:00::;wn:survive%2:42:01::;wn:survive%2:42:02::	d001.s029.t018	supervivencia	supervivencia	N	n/a
d001.s029.t017	.		X	n/a	d001.s029.t022	.		X	n/a
d001.s030.t001	What		X	n/a	d001.s030.t001	¿Qué	¿qué	N	n/a
d001.s030.t002	benefit	benefit	N	bn:00037022n;wn:gain%1:07:02::;wn:profit%1:07:00::	d001.s030.t002	beneficio	beneficio	N	bn:00037022n;wn:gain%1:07:02::;wn:profit%1:07:00::
d001.s030.t003	has	have	V	n/a	d001.s030.t003	ha	haber	V	n/a
d001.s030.t004	Alimta	alimta	N	n/a	d001.s030.t006	Alimta	alimta	N	n/a
d001.s030.t005	shown	show	V	bn:00086567v;bn:00086611v;wn:demonstrate%2:31:00::;wn:depict%2:36:00::;wn:establish%2:31:00::;wn:picture%2:36:00::;wn:prove%2:31:00::;wn:render%2:36:04::;wn:shew%2:31:00::;wn:show%2:31:00::;wn:show%2:36:00::	d001.s030.t004	demostrado	demostrar	V	bn:00086567v;bn:00086611v;wn:demonstrate%2:31:00::;wn:depict%2:36:00::;wn:establish%2:31:00::;wn:picture%2:36:00::;wn:prove%2:31:00::;wn:render%2:36:04::;wn:shew%2:31:00::;wn:show%2:31:00::;wn:show%2:36:00::
d001.s030.t006	during		X	n/a	d001.s030.t007	durante		X	n/a
d001.s030.t007	the		X	n/a	d001.s030.t008	los		X	n/a
d001.s030.t008	studies	study	N	bn:00074790n;wn:study%1:04:00::;wn:survey%1:04:02::	d001.s030.t009	estudios	estudio	N	bn:00074790n;wn:study%1:04:00::;wn:survey%1:04:02::
d001.s030.t009	?		X	n/a	d001.s030.t010	?		X	n/a
d001.s031.t001	Alimta	alimta	N	n/a	d001.s031.t001	Alimta	alimta	N	n/a
d001.s031.t002	increased	increase	V	bn:00089667v;wn:increase%2:30:02::	d001.s031.t002	prolongó	prolongar	V	n/a
d001.s031.t003	the		X	n/a	d001.s031.t003	el		X	n/a
d001.s031.t004	survival	survival	N	bn:00030811n;wn:endurance%1:26:00::;wn:survival%1:26:00::	d001.s031.t006	supervivencia	supervivencia	N	bn:00030811n;wn:endurance%1:26:00::;wn:survival%1:26:00::
d001.s031.t005	time	time	N	bn:00077268n;bn:00077311n;wn:time%1:28:00::;wn:times%1:28:01::	d001.s031.t004	tiempo	tiempo	N	bn:00077268n;bn:00077311n;wn:time%1:28:00::;wn:times%1:28:01::
d001.s031.t006	of		X	n/a	d001.s031.t007	de		X	n/a
d001.s031.t007	patients	patient	N	bn:00061017n;wiki:patient;wn:patient%1:18:00::	d001.s031.t009	pacientes	paciente	N	bn:00061017n;wiki:patient;wn:patient%1:18:00::
d001.s031.t008	with		X	n/a	d001.s031.t010	con		X	n/a
d001.s031.t009	malignant	malignant	J	bn:00054512n;wiki:mesothelioma;wn:mesothelioma%1:26:00::	d001.s031.t013	maligno	maligno	J	n/a
d001.s031.t010	pleural	pleural	J	bn:00108692a;wn:pleural%3:01:00::	d001.s031.t012	pleural	pleural	J	bn:00108692a;wn:pleural%3:01:00::
d001.s031.t011	mesothelioma	mesothelioma	N	bn:00054512n;wiki:mesothelioma;wn:mesothelioma%1:26:00::	d001.s031.t011	mesotelioma	mesotelioma	N	bn:00054512n;wiki:mesothelioma;wn:mesothelioma%1:26:00::
d001.s031.t012	.		X	n/a	d001.s031.t014	.		X	n/a
d001.s032.t001	Patients	patient	N	bn:00061017n;wiki:patient;wn:patient%1:18:00::	d001.s032.t002➕d001.s032.t020	pacientes➕enfermos	paciente	N	bn:00061017n;wiki:patient;wn:patient%1:18:00::
d001.s032.t002	receiving	receive	V	bn:00087863v;wn:experience%2:39:00::;wn:get%2:39:00::;wn:have%2:39:06::;wn:receive%2:39:03::	d001.s032.t004	recibieron	recibir	V	bn:00087863v;wn:experience%2:39:00::;wn:get%2:39:00::;wn:have%2:39:06::;wn:receive%2:39:03::
d001.s032.t003	Alimta	alimta	N	n/a	d001.s032.t005	Alimta	alimta	N	n/a
d001.s032.t004	and		X	n/a	d001.s032.t006	y		X	n/a
d001.s032.t005	cisplatin	cisplatin	N	bn:00577781n;wiki:cisplatin	d001.s032.t007	cisplatino	cisplatino	N	bn:00577781n;wiki:cisplatin
d001.s032.t006	survived	survive	V	bn:00085382v;bn:00087617v;wn:come_through%2:42:00::;wn:endure%2:42:00::;wn:go%2:42:14::;wn:hold_out%2:42:00::;wn:hold_up%2:42:00::;wn:last%2:42:01::;wn:live%2:42:04::;wn:live_on%2:42:00::;wn:make_it%2:42:00::;wn:pull_round%2:42:00::;wn:pull_through%2:42:00::;wn:survive%2:42:01::;wn:survive%2:42:02::	d001.s032.t008	sobrevivieron	sobrevivir	V	bn:00085382v;bn:00087617v;wn:come_through%2:42:00::;wn:endure%2:42:00::;wn:go%2:42:14::;wn:hold_out%2:42:00::;wn:hold_up%2:42:00::;wn:last%2:42:01::;wn:live%2:42:04::;wn:live_on%2:42:00::;wn:make_it%2:42:00::;wn:pull_round%2:42:00::;wn:pull_through%2:42:00::;wn:survive%2:42:01::;wn:survive%2:42:02::
d001.s032.t007	for		X	n/a					n/a
d001.s032.t008	an		X	n/a	d001.s032.t009	una		X	n/a
d001.s032.t009	average	average	N	bn:00054001n;wiki:mean;wn:mean%1:09:00::;wn:mean_value%1:09:00::	d001.s032.t010	media	media	N	bn:00054001n;wiki:mean;wn:mean%1:09:00::;wn:mean_value%1:09:00::
d001.s032.t010	of		X	n/a	d001.s032.t011	de		X	n/a
d001.s032.t011	12.1		X	n/a	d001.s032.t012	12,1		X	n/a
d001.s032.t012	months	month	N	bn:00055794n;wiki:month;wn:month%1:28:00::	d001.s032.t013	meses	mes	N	bn:00055794n;wiki:month;wn:month%1:28:00::
