Token ID	Token	Lemma	POS	Gold Senses	Silver Senses	Filtered Sense	Gold Gloss	Silver Gloss
d001.s020.t003	informazioni	informazione	N	bn:00046705n	bn:00025314n	bn:00025314n	Knowledge acquired through study or experience or instruction	A collection of facts from which conclusions may be drawn
d001.s020.t004	,		X					
d001.s020.t005	si		X					
d001.s020.t006	rimanda	rimandare	V		bn:00087787v			
d001.s020.t007	al		X					
d001.s020.t008	Riassunto	riassunto	N	bn:00000398n	bn:02075673n	bn:02075673n	A shortened version of a written work	the defining information document for medicinal products used in the European Union
d001.s020.t009	delle		X					
d001.s020.t010	caratteristiche	caratteristica	N	bn:00017747n				
d001.s020.t011	del		X					
d001.s020.t012	prodotto	prodotto	N	bn:00064584n	bn:00064584n	bn:00064584n		
d001.s020.t013	,		X					
d001.s020.t014	anch		X		bn:00114246r			
d001.s020.t015	esso		X					
d001.s020.t016	allegato	allegare	V	bn:00082893v				
d001.s020.t017	all		X					
d001.s020.t018	EPAR	epar	N					
d001.s020.t019	.		X					
d001.s021.t001	Come		X					
d001.s021.t002	agisce	agire	V	bn:00082285v				
d001.s021.t003	Alimta	alimta	N	bn:00602447n	bn:00602447n	bn:00602447n		
d001.s021.t004	?		X					
d001.s022.t001	Il		X					
d001.s022.t002	principio	principio	N	bn:00377649n	bn:00074986n			
d001.s022.t003	attivo	attivo	J	bn:00096387a	bn:00377649n	bn:00377649n	Exerting influence or producing a change or effect	An active ingredient is the ingredient in a pharmaceutical drug or pesticide that is biologically active.
d001.s022.t004	di		X					
d001.s022.t005	Alimta	alimta	N	bn:00602447n	bn:00602447n	bn:00602447n		
d001.s022.t006	,		X					
d001.s022.t007	pemetrexed	pemetrexed	N	bn:00602447n	bn:00602447n	bn:00602447n		
d001.s022.t008	,		X					
d001.s022.t009	è	essere	V					
d001.s022.t010	un		X					
d001.s022.t011	medicinale	medicinale	N	bn:00054128n	bn:00054128n	bn:00054128n		
d001.s022.t012	citotossico	citotossico	J	bn:00100866a	bn:00100866a	bn:00100866a		
d001.s022.t013	(		X					
d001.s022.t014	medicinale	medicinale	N	bn:00054128n	bn:00054128n	bn:00054128n		
d001.s022.t015	che		X					
d001.s022.t016	uccide	uccidere	V	bn:00090098v	bn:00090098v	bn:00090098v		
d001.s022.t017	le		X					
d001.s022.t018	cellule	cellula	N	bn:00017027n				
d001.s022.t019	in		X					
d001.s022.t020	attiva	attivo	J	bn:00096387a				
d001.s022.t021	divisione	divisione	N	bn:00027913n	bn:00087100v			
d001.s022.t022	,		X					
d001.s022.t023	come		X					
d001.s022.t024	le		X					
d001.s022.t025	cellule	cellula	N	bn:00015187n				
d001.s022.t026	tumorali	tumorale	J	bn:00107222a	bn:00015187n			
d001.s022.t027	)		X					
d001.s022.t028	,		X					
d001.s022.t029	che		X					
d001.s022.t030	appartiene	appartenere	V	bn:00083391v	bn:00083389v	bn:00083389v	Be a part or adjunct	Be rightly classified in a class or category
d001.s022.t031	al		X					
d001.s022.t032	gruppo	gruppo	N	bn:00041942n	bn:00018111n	bn:00018111n	Any number of entities (members) considered as a unit	(chemistry) two or more atoms bound together as a single unit and forming part of a molecule
d001.s022.t033	degli		X					
d001.s022.t034	antimetaboliti	antimetaboliti	N	bn:00004691n	bn:00004691n	bn:00004691n		
d001.s022.t035	.		X					
d001.s023.t001	Nell		X					
d001.s023.t002	organismo	organismo	N	bn:00009677n	bn:00011744n	bn:00011744n	A living thing that has (or can develop) the ability to act or function independently	The entire structure of an organism (an animal, plant, or human being)
d001.s023.t003	,		X					
d001.s023.t004	pemetrexed	pemetrexed	N	bn:00602447n	bn:00602447n	bn:00602447n		
d001.s023.t005	viene	venire	V					
d001.s023.t006	trasformato	trasformare	V	bn:00085761v	bn:00085761v	bn:00085761v		
d001.s023.t007	in		X					
d001.s023.t008	una		X					
d001.s023.t009	forma	forma	N	bn:00035913n	bn:00035913n	bn:00035913n		
d001.s023.t010	attiva	attivo	J	bn:00096387a	bn:00096382a	bn:00096382a	Exerting influence or producing a change or effect	Tending to become more severe or wider in scope
d001.s023.t011	che		X					
d001.s023.t012	blocca	bloccare	V	bn:00083622v	bn:00083623v	bn:00083623v	Hinder or prevent the progress or accomplishment of	Stop from happening or developing
d001.s023.t013	l		X					
d001.s023.t014	attività	attività	N	bn:00001173n	bn:00001130n	bn:00001130n	An organic process that takes place in the body	A process existing in or produced by nature (rather than by the intent of human beings)
d001.s023.t015	degli		X					
d001.s023.t016	enzimi	enzima	N	bn:00031085n	bn:00031085n	bn:00031085n		
d001.s023.t017	coinvolti	coinvolgere	V	bn:00082428v	bn:00089893v	bn:00089893v	Connect closely and often incriminatingly	Engage as a participant
d001.s023.t018	nella		X					
d001.s023.t019	produzione	produzione	N	bn:00064590n	bn:00084082v			
d001.s023.t020	dei		X					
d001.s023.t021	nucleotidi	nucleotidi	N	bn:00008788n	bn:00008788n			
d001.s023.t022	(		X					
d001.s023.t023	gli		X					
d001.s023.t024	elementi	elemento	N	bn:00021396n				
d001.s023.t025	costitutivi	costitutivo	J					
d001.s023.t026	di		X					
d001.s023.t027	DNA	dna	N	bn:00026301n	bn:01432393n	bn:01432393n		
d001.s023.t028	e		X					
d001.s023.t029	RNA	rna	N	bn:00067714n	bn:00067714n	bn:00067714n		
d001.s023.t030	,		X					
d001.s023.t031	il		X					
d001.s023.t032	materiale	materiale	N	bn:00037738n	bn:00053801n	bn:00053801n	The ordering of genes in a haploid set of chromosomes of a particular organism; the full DNA sequence of an organism	The tangible substance that goes into the makeup of a physical object
d001.s023.t033	genetico	genetico	J	bn:00103522a	bn:00037738n	bn:00037738n	Of or relating to or produced by or being a gene	The ordering of genes in a haploid set of chromosomes of a particular organism; the full DNA sequence of an organism
d001.s023.t034	delle		X					
d001.s023.t035	cellule	cellula	N	bn:00017027n	bn:00017027n	bn:00017027n		
d001.s023.t036	)		X					
d001.s023.t037	.		X					
d001.s024.t001	Quali		X					
d001.s024.t002	studi	studio	N	bn:00049573n				
d001.s024.t003	sono	essere	V					
d001.s024.t004	stati	essere	V					
d001.s024.t005	effettuati	effettuare	V	bn:00082225v				
d001.s024.t006	su		X					
d001.s024.t007	Alimta	alimta	N	bn:00602447n	bn:00602447n	bn:00602447n		
d001.s024.t008	?		X					
d001.s025.t001	Per		X					
d001.s025.t002	il		X					
d001.s025.t003	trattamento	trattamento	N	bn:00047235n	bn:00047235n	bn:00047235n		
d001.s025.t004	del		X					
d001.s025.t005	mesotelioma	mesotelioma	N	bn:00054512n	bn:00054512n	bn:00054512n		
d001.s025.t006	pleurico	pleurico	J	bn:00108692a	bn:00108692a	bn:00108692a		
d001.s025.t007	maligno	maligno	J	bn:00106363a	bn:00054512n	bn:00054512n	Dangerous to health; characterized by progressive and uncontrolled growth (especially of a tumor)	A form of carcinoma of the mesothelium lining lungs or abdomen or heart; usually associated with exposure to asbestos dust
d001.s025.t008	,		X					
d001.s025.t009	Alimta	alimta	N	bn:00602447n	bn:00602447n	bn:00602447n		
d001.s025.t010	è	essere	V					
d001.s025.t011	stato	essere	V					
d001.s025.t012	esaminato	esaminare	V	bn:00082596v	bn:00082596v	bn:00082596v		
d001.s025.t013	nell		X					
d001.s025.t014	ambito	ambito	N	bn:00003268n				
d001.s025.t015	di		X					
d001.s025.t016	uno		X					
d001.s025.t017	studio	studio	N	bn:00049573n	bn:00074790n	bn:00074790n	Any piece of work that is undertaken or attempted	A detailed critical inspection
d001.s025.t018	principale	principale	J	bn:00099598a	bn:00099598a	bn:00099598a		
d001.s025.t019	condotto	condurre	V	bn:00091177v				
d001.s025.t020	su		X					
d001.s025.t021	456		X					
d001.s025.t022	pazienti	paziente	N	bn:00061017n	bn:00061017n	bn:00061017n		
d001.s025.t023	che		X					
d001.s025.t024	non		X		bn:00116360r			
d001.s025.t025	erano	essere	V					
d001.s025.t026	stati	essere	V					
d001.s025.t027	sottoposti	sottoporre	V		bn:00087863v			
d001.s025.t028	a		X					
d001.s025.t029	chemioterapia	chemioterapia	N	bn:00018141n	bn:00018141n	bn:00018141n		
d001.s025.t030	in		X					
d001.s025.t031	precedenza	precedenza	N	bn:00004489n	bn:00114512r			
d001.s025.t032	.		X					
d001.s026.t001	Gli		X					
d001.s026.t002	effetti	effetto	N	bn:00021961n	bn:00029874n	bn:00029874n	A phenomenon that follows and is caused by some previous phenomenon	A symptom caused by an illness or a drug
d001.s026.t003	di		X					
d001.s026.t004	Alimta	alimta	N	bn:00602447n	bn:00602447n	bn:00602447n		
d001.s026.t005	somministrato	somministrare	V	bn:00082365v				
d001.s026.t006	in		X					
d001.s026.t007	combinazione	combinazione	N	bn:00020872n	bn:00020872n	bn:00020872n		
d001.s026.t008	con		X					
d001.s026.t009	cisplatino	cisplatino	N	bn:00577781n	bn:00577781n			
d001.s026.t010	sono	essere	V					
d001.s026.t011	stati	essere	V					
d001.s026.t012	confrontati	confrontare	V	bn:00085450v	bn:00085450v	bn:00085450v		
d001.s026.t013	con		X					
d001.s026.t014	quelli		X					
d001.s026.t015	di		X					
d001.s026.t016	cisplatino	cisplatino	N	bn:00577781n	bn:00577781n			
d001.s026.t017	in		X					
d001.s026.t018	monoterapia	monoterapia	N	bn:08892031n	bn:00114234r			
d001.s026.t019	.		X					
d001.s027.t001	Per		X					
d001.s027.t002	il		X					
d001.s027.t003	trattamento	trattamento	N	bn:00047235n	bn:00047235n	bn:00047235n		
d001.s027.t004	del		X					
d001.s027.t005	carcinoma	carcinoma	N	bn:00052343n				
d001.s027.t006	polmonare	polmonare	J	bn:00108724a	bn:00052343n			
d001.s027.t007	non		X					
d001.s027.t008	a		X					
d001.s027.t009	piccole	piccolo	J	bn:00106058a				
d001.s027.t010	cellule	cellula	N	bn:00017027n	bn:00017027n	bn:00017027n		
d001.s027.t011	,		X					
d001.s027.t012	gli		X					
d001.s027.t013	effetti	effetto	N	bn:00021961n	bn:00029874n	bn:00029874n	A phenomenon that follows and is caused by some previous phenomenon	A symptom caused by an illness or a drug
d001.s027.t014	di		X					
d001.s027.t015	Alimta	alimta	N	bn:00602447n	bn:00602447n	bn:00602447n		
d001.s027.t016	sono	essere	V					
d001.s027.t017	stati	essere	V					
d001.s027.t018	confrontati	confrontare	V	bn:00085450v	bn:00085450v	bn:00085450v		
d001.s027.t019	con		X					
d001.s027.t020	quelli		X					
d001.s027.t021	di		X					
d001.s027.t022	docetaxel	docetaxel	N	bn:01537207n	bn:01537207n	bn:01537207n		
d001.s027.t023	(		X					
d001.s027.t024	un		X					
d001.s027.t025	altro	altro	J	bn:00097165a				
d001.s027.t026	farmaco	farmaco	N	bn:00024461n	bn:00054128n	bn:00054128n	A medicine or therapy that cures disease or relieve pain	(medicine) something that treats or prevents or alleviates the symptoms of disease
d001.s027.t027	antitumorale	antitumorale	J		bn:00097220a			
d001.s027.t028	)		X					
d001.s027.t029	in		X					
d001.s027.t030	uno		X					
d001.s027.t031	studio	studio	N	bn:00049573n	bn:00074790n	bn:00074790n	Any piece of work that is undertaken or attempted	A detailed critical inspection
d001.s027.t032	condotto	condurre	V	bn:00091177v	bn:00089893v			
d001.s027.t033	su		X					
d001.s027.t034	571		X					
d001.s027.t035	pazienti	paziente	N	bn:00061017n	bn:00061017n	bn:00061017n		
d001.s027.t036	con		X					
d001.s027.t037	tumore	tumore	N	bn:00057267n	bn:00027546n			
d001.s027.t038	in		X					
d001.s027.t039	fase	fase	N	bn:00025966n				
d001.s027.t040	avanzata	avanzato	J	bn:00096532a	bn:00096528a	bn:00096528a	Far along in time	Comparatively late in a course of development
d001.s027.t041	o		X					
d001.s027.t042	metastatica	metastatico	J	bn:00106664a	bn:00054585n	bn:00054585n	Relating to or affected by metastasis	The spreading of a disease (especially cancer) to another part of the body
d001.s027.t043	,		X					
d001.s027.t044	già		X					
d001.s027.t045	sottoposti	sottoporre	V		bn:00087863v			
d001.s027.t046	in		X					
d001.s027.t047	precedenza	precedenza	N	bn:00004489n	bn:00060927n			
d001.s027.t048	a		X					
d001.s027.t049	chemioterapia	chemioterapia	N	bn:00018141n	bn:00018141n	bn:00018141n		
d001.s027.t050	.		X					
d001.s028.t001	Alimta	alimta	N	bn:00602447n	bn:00602447n	bn:00602447n		
d001.s028.t002	è	essere	V					
d001.s028.t003	stato	essere	V					
d001.s028.t004	anche		X		bn:00114246r			
d001.s028.t005	confrontato	confrontare	V	bn:00085450v	bn:00085450v	bn:00085450v		
d001.s028.t006	con		X					
d001.s028.t007	gemcitabina	gemcitabina	N	bn:00848690n	bn:00848690n			
d001.s028.t008	(		X					
d001.s028.t009	altro		X					
d001.s028.t010	medicinale	medicinale	N	bn:00054128n	bn:00054128n	bn:00054128n		
d001.s028.t011	antitumorale	antitumorale	J		bn:00097220a			
d001.s028.t012	)		X					
d001.s028.t013	,		X					
d001.s028.t014	entrambi	entrambi	J					
d001.s028.t015	in		X					
d001.s028.t016	associazione	associazione	N	bn:00006541n	bn:00020872n	bn:00020872n	The state of being connected together as in memory or imagination	A collection of things that have been combined; an assemblage of separate parts or qualities
d001.s028.t017	con		X					
d001.s028.t018	cisplatino	cisplatino	N	bn:00577781n	bn:00577781n			
d001.s028.t019	,		X					
d001.s028.t020	in		X					
d001.s028.t021	uno		X					
d001.s028.t022	studio	studio	N	bn:00049573n	bn:00074790n	bn:00074790n	Any piece of work that is undertaken or attempted	A detailed critical inspection
d001.s028.t023	su		X					
d001.s028.t024	1.725		X					
d001.s028.t025	pazienti	paziente	N	bn:00061017n	bn:00061017n	bn:00061017n		
d001.s028.t026	che		X					
d001.s028.t027	in		X					
d001.s028.t028	passato	passato	N	bn:00060927n	bn:00060927n	bn:00060927n		
d001.s028.t029	non		X		bn:00116360r			
d001.s028.t030	erano	essere	V					
d001.s028.t031	mai		X					
d001.s028.t032	stati	essere	V					
d001.s028.t033	sottoposti	sottoporre	V		bn:00087863v			
d001.s028.t034	a		X					
d001.s028.t035	chemioterapia	chemioterapia	N	bn:00018141n	bn:00018141n	bn:00018141n		
d001.s028.t036	per		X					
d001.s028.t037	tumore	tumore	N	bn:00052343n	bn:00015180n			
d001.s028.t038	polmonare	polmonare	J	bn:00108724a	bn:00052343n			
d001.s028.t039	.		X					
d001.s029.t001	In		X					
d001.s029.t002	tutti	tutto	J	bn:00096798a				
d001.s029.t003	e		X					
d001.s029.t004	tre	tre	J	bn:00095975a				
d001.s029.t005	gli		X					
d001.s029.t006	studi	studio	N	bn:00049573n	bn:00067181n	bn:00067181n	Any piece of work that is undertaken or attempted	A written document describing the findings of some individual or group
d001.s029.t007	,		X					
d001.s029.t008	il		X					
d001.s029.t009	principale	principale	J	bn:00099598a	bn:00099598a	bn:00099598a		
d001.s029.t010	indicatore	indicatore	N		bn:00054019n			
d001.s029.t011	dell		X					
d001.s029.t012	efficacia	efficacia	N	bn:00029876n				
d001.s029.t013	era	essere	V					
d001.s029.t014	il		X					
d001.s029.t015	tempo	tempo	N	bn:00077268n				
d001.s029.t016	di		X					
d001.s029.t017	sopravvivenza	sopravvivenza	N	bn:00030811n	bn:00085382v			
d001.s029.t018	dei		X					
d001.s029.t019	pazienti	paziente	N	bn:00061017n	bn:00061017n	bn:00061017n		
d001.s029.t020	.		X					
d001.s030.t001	Quali		X					
d001.s030.t002	benefici	beneficio	N	bn:00009905n	bn:00037022n	bn:00037022n	Something that aids or promotes well-being	The advantageous quality of being beneficial
d001.s030.t003	ha	avere	V					
d001.s030.t004	mostrato	mostrare	V	bn:00086567v	bn:00086567v	bn:00086567v		
d001.s030.t005	Alimta	alimta	N	bn:00602447n	bn:00602447n	bn:00602447n		
d001.s030.t006	nel		X					
d001.s030.t007	corso	corso	N					
d001.s030.t008	degli		X					
d001.s030.t009	studi	studio	N	bn:00049573n	bn:00074790n	bn:00074790n	Any piece of work that is undertaken or attempted	A detailed critical inspection
d001.s030.t010	?		X					
d001.s031.t001	Alimta	alimta	N	bn:00602447n	bn:00602447n	bn:00602447n		
d001.s031.t002	ha	avere	V					
d001.s031.t003	aumentato	aumentare	V	bn:00092332v	bn:00089667v	bn:00089667v	Raise the level or amount of something	Make bigger or more
d001.s031.t004	il		X					
d001.s031.t005	tempo	tempo	N	bn:00077268n	bn:00077268n	bn:00077268n		
d001.s031.t006	di		X					
d001.s031.t007	sopravvivenza	sopravvivenza	N	bn:00030811n	bn:00030811n	bn:00030811n		
d001.s031.t008	dei		X					
d001.s031.t009	pazienti	paziente	N	bn:00061017n	bn:00061017n	bn:00061017n		
d001.s031.t010	affetti	affetto	J	bn:00104538a				
d001.s031.t011	da		X					
d001.s031.t012	mesotelioma	mesotelioma	N	bn:00054512n	bn:00054512n	bn:00054512n		
d001.s031.t013	pleurico	pleurico	J	bn:00108692a	bn:00108692a	bn:00108692a		
d001.s031.t014	maligno	maligno	J	bn:00106363a	bn:00054512n	bn:00054512n	Dangerous to health; characterized by progressive and uncontrolled growth (especially of a tumor)	A form of carcinoma of the mesothelium lining lungs or abdomen or heart; usually associated with exposure to asbestos dust
d001.s031.t015	.		X					
d001.s032.t001	I		X					
d001.s032.t002	soggetti	soggetto	N					
d001.s032.t003	a		X					
d001.s032.t004	cui		X					
d001.s032.t005	è	essere	V					
d001.s032.t006	stato	essere	V		bn:00087863v	bn:00087863v		
d001.s032.t007	somministrato	somministrare	V	bn:00082365v				
d001.s032.t008	Alimta	alimta	N	bn:00602447n	bn:00602447n	bn:00602447n		
d001.s032.t009	in		X					
d001.s032.t010	combinazione	combinazione	N	bn:00020872n	bn:00114235r			
d001.s032.t011	con		X					
d001.s032.t012	cisplatino	cisplatino	N	bn:00577781n	bn:00577781n			
d001.s032.t013	sono	essere	V					
d001.s032.t014	sopravvissuti	sopravvivere	V	bn:00085382v				
d001.s032.t015	in		X					
d001.s032.t016	media	media	N	bn:00054001n	bn:00054001n	bn:00054001n		
d001.s032.t017	12,1		X					
d001.s032.t018	mesi	mese	N	bn:00014710n	bn:00055794n	bn:00055794n	One of the twelve divisions of the calendar year	A time unit of approximately 30 days
d001.s032.t019	,		X					
d001.s032.t020	rispetto	rispetto	N	bn:00066865n	bn:00085450v			
d001.s032.t021	ai		X					
d001.s032.t022	9,3		X					
d001.s032.t023	mesi	mese	N	bn:00014710n	bn:00055794n	bn:00055794n	One of the twelve divisions of the calendar year	A time unit of approximately 30 days
d001.s032.t024	dei		X					
d001.s032.t025	pazienti	paziente	N	bn:00061017n				
d001.s032.t026	che		X					
d001.s032.t027	hanno	avere	V					
d001.s032.t028	assunto	assumere	V	bn:00085689v				
d001.s032.t029	cisplatino	cisplatino	N	bn:00577781n	bn:00577781n			
d001.s032.t030	in		X					
d001.s032.t031	monoterapia	monoterapia	N	bn:08892031n				
d001.s032.t032	.		X					
d001.s033.t001	Nel		X					
d001.s033.t002	trattamento	trattamento	N	bn:00047235n	bn:00047235n	bn:00047235n		
d001.s033.t003	dei		X					
d001.s033.t004	pazienti	paziente	N	bn:00061017n	bn:00061017n	bn:00061017n		
d001.s033.t005	con		X					
d001.s033.t006	carcinoma	carcinoma	N	bn:00052343n	bn:00015180n	bn:00015180n	Carcinoma of the lungs; one of the commonest forms of cancer	Any malignant growth or tumor caused by abnormal and uncontrolled cell division; it may spread to other parts of the body through the lymphatic system or the blood stream
d001.s033.t007	polmonare	polmonare	J	bn:00108724a	bn:00052343n			
d001.s033.t008	non		X					
d001.s033.t009	a		X					
d001.s033.t010	piccole	piccolo	J	bn:00106058a				
d001.s033.t011	cellule	cellula	N	bn:00017027n	bn:00017027n	bn:00017027n		
d001.s033.t012	,		X					
d001.s033.t013	Alimta	alimta	N	bn:00602447n	bn:00602447n	bn:00602447n		
d001.s033.t014	si		X					
d001.s033.t015	è	essere	V					
d001.s033.t016	rivelato	rivelare	V	bn:00092109v				
d001.s033.t017	tanto		X		bn:00114354r			
d001.s033.t018	efficace	efficace	J	bn:00102038a	bn:00102038a	bn:00102038a		
d001.s033.t019	quanto		X		bn:00114354r			
d001.s033.t020	i		X					
d001.s033.t021	comparatori	comparatore	N					
d001.s033.t022	.		X					
d001.s034.t001	Nei		X					
d001.s034.t002	pazienti	paziente	N	bn:00061017n	bn:00061017n	bn:00061017n		
d001.s034.t003	che		X					
d001.s034.t004	in		X					
d001.s034.t005	passato	passato	N	bn:00060927n	bn:00060927n	bn:00060927n		
d001.s034.t006	erano	essere	V					
d001.s034.t007	stati	essere	V					
d001.s034.t008	sottoposti	sottoporre	V		bn:00055794n			
d001.s034.t009	a		X					
d001.s034.t010	chemioterapia	chemioterapia	N	bn:00018141n	bn:00018141n	bn:00018141n		
d001.s034.t011	,		X					
d001.s034.t012	il		X					
d001.s034.t013	tempo	tempo	N	bn:00077268n	bn:00077268n	bn:00077268n		
d001.s034.t014	di		X					
d001.s034.t015	sopravvivenza	sopravvivenza	N	bn:00030811n	bn:00030811n	bn:00030811n		
d001.s034.t016	medio	medio	J	bn:00097854a	bn:00097854a	bn:00097854a		
d001.s034.t017	è	essere	V					
d001.s034.t018	stato	essere	V					
d001.s034.t019	di		X					
d001.s034.t020	8,3		X					
d001.s034.t021	mesi	mese	N	bn:00014710n	bn:00055794n	bn:00055794n	One of the twelve divisions of the calendar year	A time unit of approximately 30 days
d001.s034.t022	con		X					
d001.s034.t023	Alimta	alimta	N	bn:00602447n	bn:00602447n	bn:00602447n		
d001.s034.t024	,		X					
d001.s034.t025	contro		X		bn:00085450v			
d001.s034.t026	7,9		X					
d001.s034.t027	con		X					
d001.s034.t028	docetaxel	docetaxel	N	bn:01537207n	bn:01537207n	bn:01537207n		
d001.s034.t029	.		X					
d001.s035.t001	Nei		X					
d001.s035.t002	pazienti	paziente	N	bn:00061017n	bn:00061017n	bn:00061017n		
d001.s035.t003	che		X					
d001.s035.t004	in		X					
d001.s035.t005	passato	passato	N	bn:00060927n	bn:00060927n	bn:00060927n		
d001.s035.t006	non		X		bn:00116360r			
d001.s035.t007	erano	essere	V					
d001.s035.t008	stati	essere	V		bn:00087863v	bn:00087863v		
d001.s035.t009	sottoposti	sottoporre	V					
d001.s035.t010	a		X					
d001.s035.t011	chemioterapia	chemioterapia	N	bn:00018141n	bn:00018141n	bn:00018141n		
d001.s035.t012	,		X					
d001.s035.t013	il		X					
d001.s035.t014	tempo	tempo	N	bn:00077268n	bn:00077268n	bn:00077268n		
d001.s035.t015	di		X					
d001.s035.t016	sopravvivenza	sopravvivenza	N	bn:00030811n	bn:00030811n	bn:00030811n		
d001.s035.t017	medio	medio	J	bn:00097854a	bn:00097854a	bn:00097854a		
d001.s035.t018	è	essere	V					
d001.s035.t019	stato	essere	V					
d001.s035.t020	di		X					
d001.s035.t021	10,3		X					
d001.s035.t022	mesi	mese	N	bn:00014710n	bn:00055794n	bn:00055794n	One of the twelve divisions of the calendar year	A time unit of approximately 30 days
d001.s035.t023	in		X					
d001.s035.t024	entrambi	entrambi	J					
d001.s035.t025	i		X					
d001.s035.t026	gruppi	gruppo	N	bn:00041942n	bn:00041942n	bn:00041942n		
d001.s035.t027	.		X					
d001.s036.t001	Tuttavia	tuttavia	R	bn:00115696r	bn:00114627r	bn:00114627r	By contrast; on the other hand	(contrastive) from another point of view
d001.s036.t002	,		X					
d001.s036.t003	in		X					
d001.s036.t004	entrambi	entrambi	J					
d001.s036.t005	gli		X					
d001.s036.t006	studi	studio	N	bn:00049573n	bn:00074790n	bn:00074790n	Any piece of work that is undertaken or attempted	A detailed critical inspection
d001.s036.t007	i		X					
d001.s036.t008	pazienti	paziente	N	bn:00061017n	bn:00061017n	bn:00061017n		
d001.s036.t009	il		X					
d001.s036.t010	cui		X					
d001.s036.t011	tumore	tumore	N	bn:00057267n	bn:00015180n			
d001.s036.t012	non		X		bn:00116360r			
d001.s036.t013	interessava	interessare	V	bn:00083240v				
d001.s036.t014	cellule	cellula	N	bn:00073708n				
d001.s036.t015	squamose	squamoso	J		bn:00073708n	bn:00073708n		
d001.s036.t016	hanno	avere	V		bn:00088078v	bn:00088078v		
d001.s036.t017	riportato	riportare	V	bn:00082233v				
d001.s036.t018	tempi	tempo	N	bn:00077268n	bn:00077268n	bn:00077268n		
d001.s036.t019	di		X					
d001.s036.t020	sopravvivenza	sopravvivenza	N	bn:00030811n	bn:00030811n	bn:00030811n		
d001.s036.t021	più		X					
d001.s036.t022	lunghi	lungo	J	bn:00106124a	bn:00106124a	bn:00106124a		
d001.s036.t023	se		X					
d001.s036.t024	trattati	trattare	V	bn:00084532v				
d001.s036.t025	con		X					
d001.s036.t026	Alimta	alimta	N	bn:00602447n	bn:00602447n	bn:00602447n		
d001.s036.t027	che		X					
d001.s036.t028	se		X					
d001.s036.t029	trattati	trattare	V	bn:00084532v				
d001.s036.t030	con		X					
d001.s036.t031	il		X					
d001.s036.t032	comparatore	comparatore	N					
d001.s036.t033	.		X					
d001.s037.t001	Invece	invece	R	bn:00115972r	bn:00022261n			
d001.s037.t002	,		X					
d001.s037.t003	i		X					
d001.s037.t004	pazienti	paziente	N	bn:00061017n	bn:00061017n	bn:00061017n		
d001.s037.t005	il		X					
d001.s037.t006	cui		X					
d001.s037.t007	tumore	tumore	N	bn:00057267n	bn:00015180n			
d001.s037.t008	interessava	interessare	V	bn:00083240v				
d001.s037.t009	cellule	cellula	N	bn:00073708n	bn:00017027n	bn:00017027n	An epithelial cell that is flat like a plate and form a single layer of epithelial tissue	(biology) the basic structural and functional unit of all organisms; they may exist as independent units of life (as in monads) or may form colonies or tissues as in higher plants and animals
d001.s037.t010	squamose	squamoso	J		bn:00073708n	bn:00073708n		
d001.s037.t011	hanno	avere	V		bn:00088078v	bn:00088078v		
d001.s037.t012	riportato	riportare	V	bn:00082233v				
d001.s037.t013	tempi	tempo	N	bn:00077268n	bn:00077268n	bn:00077268n		
d001.s037.t014	di		X					
d001.s037.t015	sopravvivenza	sopravvivenza	N	bn:00030811n	bn:00030811n	bn:00030811n		
d001.s037.t016	più		X					
d001.s037.t017	brevi	breve	J	bn:00110561a				
d001.s037.t018	se		X					
d001.s037.t019	trattati	trattare	V	bn:00084532v				
d001.s037.t020	con		X					
d001.s037.t021	Alimta	alimta	N	bn:00602447n	bn:00602447n	bn:00602447n		
d001.s037.t022	.		X					
d002.s001.t001	kalgebra	kalgebra	N	bn:08534138n	bn:08534138n	bn:08534138n		
d002.s001.t002	è	essere	V					
d002.s001.t003	una		X					
d002.s001.t004	calcolatrice	calcolatrice	N	bn:03099895n	bn:00946167n	bn:00946167n		
d002.s001.t005	matematica	matematico	J	bn:00106488a	bn:00106488a	bn:00106488a		
d002.s001.t006	basata	basare	V	bn:00083141v	bn:00083141v	bn:00083141v		
d002.s001.t007	sul		X					
d002.s001.t008	linguaggio	linguaggio	N	bn:00048027n	bn:00213650n	bn:00213650n	Specialized technical terminology characteristic of a particular subject	In logic, mathematics, computer science, and linguistics, a formal language consists of words whose letters are taken from an alphabet and are well-formed according to a specific set of rules.
d002.s001.t009	MathML	mathml	N	bn:03313895n	bn:03313895n	bn:03313895n		
d002.s001.t010	.		X					
d002.s002.t001	Può	potere	V		bn:00099215a			
d002.s002.t002	eseguire	eseguire	V	bn:00082225v	bn:00090557v	bn:00090557v	Put in effect	Perform or carry out
d002.s002.t003	semplici	semplice	J	bn:00101973a	bn:00102111a	bn:00102111a	Posing no difficulty; requiring little effort	Easy and not involved or complicated
d002.s002.t004	operazioni	operazione	N	bn:00053826n				
d002.s002.t005	(		X					
d002.s002.t006	aritmetiche	aritmetico	J	bn:00097495a	bn:00097495a	bn:00097495a		
d002.s002.t007	e		X					
d002.s002.t008	logiche	logico	J	bn:00106117a				
d002.s002.t009	)		X					
d002.s002.t010	in		X					
d002.s002.t011	MathML	mathml	N	bn:03313895n	bn:03313895n	bn:03313895n		
d002.s002.t012	e		X					
d002.s002.t013	può	potere	V					
d002.s002.t014	rappresentare	rappresentare	V	bn:00086611v				
