d001.s001.t002  bn:00028015n
d003.s023.t009  bn:00009714n                   
d003.s023.t011  bn:00036202n                   
d003.s023.t013  bn:00026684n                   
d003.s023.t015  bn:00030401n                   
d003.s023.t017  bn:00047705n                   
d003.s023.t019  bn:00044423n                   
d004.s001.t002  bn:00028015n                   
d004.s001.t004  bn:00109211a                   
d004.s001.t005  bn:00005120n                   
d004.s002.t002  bn:00087869v                   
d004.s002.t003  bn:00087107v                   
d004.s002.t012  bn:00106556a                   
d004.s002.t015  bn:00079883n                   
d004.s002.t016  bn:00030627n                   
d004.s002.t020  bn:00074790n                   
d004.s002.t021  bn:00082720v                   
d004.s002.t022  bn:00087107v                   
d004.s002.t023  bn:00106556a                   
d004.s002.t025  bn:00082705v                   
d004.s002.t029  bn:00066562n                   
d004.s002.t030  bn:00088789v                   
d004.s004.t001  bn:00923812n                   
d004.s004.t003  bn:00074985n                   
d004.s004.t004  bn:00923812n                   
d004.s004.t005  bn:00085499v                   
d004.s004.t008  bn:00052222n                   
d004.s004.t010  bn:00046787n                   
d004.s004.t011  bn:00072760n                   
d004.s004.t013  bn:00097846a                   
d004.s005.t005  bn:00032604n                   
d004.s005.t007  bn:00069754n                   
d004.s005.t008  bn:00023645n                   
d004.s005.t009  bn:00088078v                   
d004.s005.t010  bn:00117049r                   
d004.s005.t012  bn:00089157v                   
d004.s005.t013  bn:00087107v                   
d004.s006.t002  bn:00052222n                   
d004.s006.t004  bn:03463336n                   
d004.s006.t005  bn:00051872n                   
d004.s006.t007  bn:00107927a                   
d004.s006.t014  bn:00090663v                   
d004.s007.t001  bn:00923812n                   
d004.s008.t001  bn:00923812n                   
d004.s008.t003  bn:00004656n                   
d004.s008.t006  bn:00089805v                   
d004.s008.t008  bn:00083115v                   
d004.s008.t009  bn:00082787v                   
d004.s008.t010  bn:00087107v                   
d004.s008.t011  bn:00087106v                   
d004.s009.t002  bn:00015267n                   
d004.s009.t004  bn:00082705v                   
d004.s009.t007  bn:00083115v                   
d004.s009.t008  bn:00088454v                   
d004.s009.t009  bn:00084069v                   
d004.s009.t012  bn:00018141n                   
d004.s009.t014  bn:00015180n                   
d004.s009.t017  bn:00082705v                   
d004.s009.t018  bn:00054128n                   
d004.s009.t024  bn:00084069v                   
d004.s009.t026  bn:00090142v                   
d004.s010.t001  bn:00108011a                   
d004.s010.t002  bn:00113583a                   
d004.s010.t003  bn:00047235n                   
d004.s010.t006  bn:00108295a                   
d004.s010.t009  bn:00111492a                   
d004.s010.t010  bn:00054018n                   
d004.s010.t015  bn:00047235n                   
d004.s010.t016  bn:00923812n                   
d004.s010.t017  bn:00082705v                   
d004.s010.t018  bn:00087107v                   
d004.s010.t023  bn:00046787n                   
d004.s010.t026  bn:00046787n                   
d004.s010.t027  bn:00088425v                   
d004.s010.t028  bn:00052222n                   
d004.s011.t002  bn:00002178n                   
d004.s011.t005  bn:00025419n                   
d004.s011.t007  bn:00088826v                   
d004.s012.t001  bn:00923812n                   
d004.s013.t001  bn:00923812n                   
d004.s013.t002  bn:02560276n                   
d004.s013.t007  bn:00066514n                   
d004.s013.t008  bn:00083622v                   
d004.s013.t009  bn:00087107v                   
d004.s013.t012  bn:00099258a                   
d004.s013.t014  bn:00082285v                   
d004.s013.t015  bn:00087107v                   
d004.s014.t001  bn:00923812n                   
d004.s014.t003  bn:00082596v                   
d004.s014.t004  bn:00087107v                   
d004.s015.t003  bn:00098342a                   
d004.s015.t004  bn:00110469a                   
d004.s015.t005  bn:00102440a                   
d004.s015.t006  bn:00023236n                   
d004.s015.t008  bn:00003341n                   
d004.s015.t010  bn:00049551n                   
d004.s015.t011  bn:00015267n                   
d004.s015.t013  bn:00079883n                   
d004.s015.t015  bn:00074790n                   
d004.s016.t003  bn:00923812n                   
d004.s016.t005  bn:00009905n                   
d004.s017.t002  bn:00083245v                   
d004.s017.t003  bn:00021961n                   
d004.s017.t005  bn:00923812n                   
d004.s017.t008  bn:00116284r                   
d004.s017.t009  bn:00102038a                   
d004.s017.t012  bn:00015267n                   
d004.s017.t013  bn:00054128n                   
d004.s017.t015  bn:26240816n                   
d004.s017.t016  bn:00085450v                   
d004.s017.t017  bn:00105886a                   
d004.s017.t018  bn:00027565n                   
d004.s017.t019  bn:00082812v                   
d004.s018.t004  bn:00047235n                   
d004.s018.t007  bn:00083347v                   
d004.s018.t012  bn:00004222n                   
d004.s018.t016  bn:00052222n                   
d004.s018.t019  bn:00096151a                   
d004.s018.t020  bn:00116360r                   
d004.s018.t024  bn:00114171r                   
d004.s018.t025  bn:00102278a                   
d004.s018.t026  bn:00027565n                   
d004.s019.t001  bn:00035627n                   
d004.s019.t002  bn:00047235n                   
d004.s019.t005  bn:00004222n                   
d004.s019.t006  bn:00059954n                   
d004.s019.t011  bn:00088825v                   
d004.s019.t012  bn:00082365v                   
d004.s020.t002  bn:00114246r                   
d004.s020.t004  bn:00027565n                   
d004.s020.t006  bn:00047235n                   
d004.s020.t007  bn:00114234r                   
d004.s020.t009  bn:00111492a                   
d004.s020.t010  bn:00054018n                   
d004.s020.t012  bn:00108011a                   
d004.s020.t013  bn:00079883n                   
d004.s020.t020  bn:00095360v                   
d004.s020.t022  bn:00085006v                   
d004.s020.t023  bn:00082336v                   
d004.s020.t024  bn:00087107v                   
d004.s020.t025  bn:00087108v                   
d004.s021.t004  bn:00030747n                   
d004.s021.t005  bn:00082868v                   
d004.s022.t001  bn:00114917r                   
d004.s022.t002  bn:00028320n                   
d004.s022.t003  bn:00101795a                   
d004.s022.t004  bn:00114917r                   
d004.s022.t006  bn:00066562n                   
d004.s022.t007  bn:00028320n                   
d004.s022.t010  bn:00019848n                   
d004.s022.t015  bn:00106517a                   
d004.s022.t016  bn:00061605n                   
d004.s022.t021  bn:00077267n                   
d004.s022.t023  bn:00923812n                   
d004.s022.t024  bn:00114634r                   
d004.s022.t025  bn:00115530r                   
d004.s022.t026  bn:00095008v                   
d004.s022.t027  bn:00087107v                   
d004.s023.t003  bn:00088826v                   
d004.s023.t004  bn:00003132n                   
d004.s023.t005  bn:00004222n                   
d004.s023.t012  bn:00042049n                   
d004.s023.t015  bn:00042049n                   
d004.s024.t001  bn:00923812n                   
d004.s024.t002  bn:00044382n                   
d004.s024.t005  bn:00102398a                   
d004.s024.t006  bn:00030747n                   
d004.s024.t007  bn:00109700a                   
d004.s024.t009  bn:00116360r                   
