Token ID	Token	Lemma	POS	BN Synset	Token ID ES	Token ES	Lemma ES	POS ES	Sense ES
d001.s016.t006	folic acid	folic_acid	NOUN	bn:00035585n	d001.s016.t017➕d001.s016.t018	ácido➕fólico	ácido	N➕J	n/a
	(	(	.	n/a	d001.s016.t019	(		X	n/a
	a	a	DET	n/a	d001.s016.t020	un		X	n/a
d001.s016.t007	type	type	NOUN	bn:00078798n	d001.s016.t021	tipo	tipo	N	bn:00078798n
	of	of	ADP	n/a	d001.s016.t022	de		X	n/a
d001.s016.t008	vitamin	vitamin	NOUN	bn:00080147n	d001.s016.t023	vitamina	vitamina	N	bn:00080147n
	)	)	.	n/a	d001.s016.t024	)		X	n/a
	,	,	.	n/a	d001.s016.t025	,		X	n/a
	and	and	CONJ	n/a					n/a
	receive	receive	VERB	n/a	d001.s016.t013	recibir	recibir	V	n/a
d001.s016.t009	injections	injection	NOUN	bn:00046787n	d001.s016.t027	inyecciones	inyección	N	bn:00046787n
	of	of	ADP	n/a	d001.s016.t028	de		X	n/a
d001.s016.t010	vitamin B12	vitamin_b12	NOUN	bn:00004712n	d001.s016.t029➕d001.s016.t030	vitamina➕B12	vitamina	N➕X	n/a
	during	during	ADP	n/a	d001.s016.t031	durante		X	n/a
d001.s016.t011	treatment	treatment	NOUN	bn:00047235n	d001.s016.t033	tratamiento	tratamiento	N	bn:00047235n
	with	with	ADP	n/a	d001.s016.t034	con		X	n/a
	Alimta	alimta	NOUN	n/a	d001.s016.t035	Alimta	alimta	N	n/a
	.	.	.	n/a	d001.s016.t036	.		X	n/a
	-end-	-end-	-end-	n/a					n/a
	When	when	ADV	n/a	d001.s017.t001	Cuando		X	n/a
	Alimta	alimta	NOUN	n/a	d001.s017.t002	Alimta	alimta	N	n/a
	is	be	VERB	n/a	d001.s017.t003	se		X	n/a
d001.s017.t001	given	give	VERB	bn:00088826v	d001.s017.t004	utiliza	utilizar	V	n/a
	with	with	ADP	n/a	d001.s017.t006	con		X	n/a
	cisplatin	cisplatin	NOUN	n/a	d001.s017.t007	cisplatino	cisplatino	N	n/a
	,	,	.	n/a	d001.s017.t008	,		X	n/a
	an	a	DET	n/a	d001.s017.t012	un		X	n/a
	anti-emetic	anti-emetic	ADJ	n/a	d001.s017.t015	antiemético	antiemético	N	n/a
d001.s017.t002	medicine	medicine	NOUN	bn:00054128n	d001.s017.t013	medicamento	medicamento	N	bn:00054128n
	(	(	.	n/a	d001.s017.t017	(		X	n/a
	to	to	PRT	n/a					n/a
d001.s017.t003	prevent	prevent	VERB	bn:00088454v					n/a
d001.s017.t004	vomiting	vomit	VERB	bn:00083115v	d001.s017.t021	vómitos	vómito	N	n/a
	)	)	.	n/a	d001.s017.t022	)		X	n/a
	and	and	CONJ	n/a	d001.s017.t023	y		X	n/a
d001.s017.t005	fluids	fluid	NOUN	bn:00035426n	d001.s017.t024	líquidos	líquido	N	bn:00035426n
	(	(	.	n/a	d001.s017.t025	(		X	n/a
	to	to	PRT	n/a	d001.s017.t018	para		X	n/a
d001.s017.t006	prevent	prevent	VERB	bn:00088454v	d001.s017.t019	evitar	evitar	V	bn:00088454v
d001.s017.t007	dehydration	dehydration	NOUN	bn:00025983n	d001.s017.t029	deshidratación	deshidratación	N	bn:00025983n
	)	)	.	n/a	d001.s017.t030	)		X	n/a
	should	should	VERB	n/a	d001.s017.t009	hay que	haber~que	V	n/a
d001.s017.t008	also	also	ADV	bn:00114246r	d001.s017.t011	además	además	R	bn:00114246r
	be	be	VERB	n/a					n/a
d001.s017.t009	given	give	VERB	bn:00088826v	d001.s017.t010	administrar	administrar	V	n/a
d001.s017.t010	before	before	ADV	bn:00114512r	d001.s017.t031	antes		X	n/a
	or	or	CONJ	n/a	d001.s017.t032	o		X	n/a
d001.s017.t011	after	after	ADV	bn:00114165r	d001.s017.t033	después de		X	n/a
	the	the	DET	n/a	d001.s017.t034	la		X	n/a
	cisplatin	cisplatin	NOUN	n/a	d001.s017.t037	cisplatino	cisplatino	N	n/a
d001.s017.t012	dose	dose	NOUN	bn:00028320n	d001.s017.t035	dosis	dosis	N	bn:00028320n
	.	.	.	n/a	d001.s017.t038	.		X	n/a
	-end-	-end-	-end-	n/a					n/a
d001.s018.t001	Treatment	treatment	NOUN	bn:00047235n	d001.s018.t007	tratamiento	tratamiento	N	bn:00047235n
	should	should	VERB	n/a	d001.s018.t002	necesario	necesario	J	n/a
	be	be	VERB	n/a					n/a
d001.s018.t002	delayed	delay	VERB	bn:00086515v	d001.s018.t003	retrasar	retrasar	V	bn:00086515v
	or	or	CONJ	n/a	d001.s018.t004	o		X	n/a
d001.s018.t003	discontinued	discontinue	VERB	bn:00083908v	d001.s018.t005	suspender	suspender	V	bn:00083908v
	,	,	.	n/a	d001.s018.t008	,		X	n/a
	or	or	CONJ	n/a	d001.s018.t009	o		X	n/a
	the	the	DET	n/a	d001.s018.t011	la		X	n/a
d001.s018.t004	dose	dose	NOUN	bn:00028320n	d001.s018.t012	dosis	dosis	N	bn:00028320n
d001.s018.t005	reduced	reduce	VERB	bn:00084079v	d001.s018.t010	reducir	reducir	V	bn:00084079v
	,	,	.	n/a	d001.s018.t013	,		X	n/a
	in	in	ADP	n/a	d001.s018.t014	en		X	n/a
d001.s018.t006	patients	patient	NOUN	bn:00061017n	d001.s018.t015	pacientes	paciente	N	bn:00061017n
	whose	whose	PRON	n/a	d001.s018.t016	que		X	n/a
d001.s018.t007	blood counts	blood_count	NOUN	bn:00011364n	d001.s018.t022	sanguíneos	sanguíneo	J	n/a
	are	be	VERB	n/a					n/a
d001.s018.t008	abnormal	abnormal	ADJ	bn:00096158a	d001.s018.t018	alteraciones	alteración	N	n/a
	or	or	CONJ	n/a	d001.s018.t023	o		X	n/a
	who	who	PRON	n/a					n/a
d001.s018.t009	have	have	VERB	bn:00088745v	d001.s018.t017	presenten	presentar	V	bn:00088745v
d001.s018.t010	certain	certain	ADJ	bn:00099474a	d001.s018.t024	determinados	determinado	J	n/a
d001.s018.t011	other	other	ADJ	bn:00108011a					n/a
d001.s018.t012	side effects	side_effect	NOUN	bn:00071445n	d001.s018.t025	efectos	efecto	N	n/a
	.	.	.	n/a	d001.s018.t027	.		X	n/a
	-end-	-end-	-end-	n/a					n/a
	Alimta	alimta	NOUN	n/a	d001.s019.t005	Alimta	alimta	N	n/a
	is	be	VERB	n/a	d001.s019.t004	administrar	administrar	V	n/a
d001.s019.t001	not	not	ADV	bn:00116360r	d001.s019.t001	No	no	R	bn:00116360r
d001.s019.t002	recommended	recommend	VERB	bn:00082418v	d001.s019.t003	recomienda	recomendar	V	bn:00082418v
	for	for	ADP	n/a					n/a
d001.s019.t003	use	use	NOUN	bn:00030627n	d001.s019.t004	administrar	administrar	V	n/a
	in	in	ADP	n/a	d001.s019.t006	a		X	n/a
d001.s019.t004	patients	patient	NOUN	bn:00061017n	d001.s019.t007	pacientes	paciente	N	bn:00061017n
	with	with	ADP	n/a	d001.s019.t008	con		X	n/a
d001.s019.t005	moderate	moderate	ADJ	bn:00106826a	d001.s019.t010➕d001.s019.t011	renales➕moderados	renal	J	n/a
	or	or	CONJ	n/a	d001.s019.t012	o		X	n/a
d001.s019.t006	severe	severe	ADJ	bn:00110473a	d001.s019.t013	graves	grave	J	bn:00110473a
d001.s019.t007	kidney	kidney	NOUN	bn:00049083n	d001.s019.t010	renales	renal	J	n/a
d001.s019.t008	problems	problem	NOUN	bn:00048242n	d001.s019.t009	problemas	problema	N	bn:00048242n
	.	.	.	n/a	d001.s019.t014	.		X	n/a
	-end-	-end-	-end-	n/a					n/a
	For	for	ADP	n/a	d001.s020.t001	Si		X	n/a
d001.s020.t001	more	more	ADJ	bn:00106935a	d001.s020.t003	más	más	R	n/a
d001.s020.t002	information	information	NOUN	bn:00025314n	d001.s020.t004	información	información	N	bn:00025314n
	,	,	.	n/a	d001.s020.t005	,		X	n/a
d001.s020.t003	see	see	VERB	bn:00087787v	d001.s020.t006	consulte	consultar	V	n/a
	the	the	DET	n/a	d001.s020.t007	el		X	n/a
d001.s020.t004	Summary	summary	NOUN	bn:00075142n	d001.s020.t008	Resumen	resumen	N	bn:00075142n
	of	of	ADP	n/a	d001.s020.t009	de		X	n/a
d001.s020.t005	Product	product	NOUN	bn:00064584n	d001.s020.t013	Producto	producto	N	bn:00064584n
	Characteristics	characteristic	NOUN	n/a	d001.s020.t011	Características	característica	N	n/a
	(	(	.	n/a					n/a
d001.s020.t006	also	also	ADV	bn:00114246r	d001.s020.t016	también	también	R	bn:00114246r
d001.s020.t007	part	part	NOUN	bn:00027912n	d001.s020.t018	parte	parte	N	bn:00027912n
	of	of	ADP	n/a					n/a
	the	the	DET	n/a	d001.s020.t019	del		X	n/a
	EPAR	epar	NOUN	n/a	d001.s020.t020	EPAR	epar	N	n/a
	)	)	.	n/a					n/a
	.	.	.	n/a	d001.s020.t021	.		X	n/a
	-end-	-end-	-end-	n/a					n/a
	How	how	ADV	n/a	d001.s021.t001	¿Cómo	cómo	R	n/a
	does	do	VERB	n/a					n/a
	Alimta	alimta	NOUN	n/a	d001.s021.t003	Alimta	alimta	N	n/a
	work	work	VERB	n/a	d001.s021.t002	actúa	actuar	V	n/a
	?	?	.	n/a	d001.s021.t004	?		X	n/a
	-end-	-end-	-end-	n/a					n/a
	The	the	DET	n/a	d001.s022.t001	El		X	n/a
d001.s022.t001	active	active	ADJ	bn:00096387a	d001.s022.t003	activo	activo	J	bn:00096387a
d001.s022.t002	substance	substance	NOUN	bn:00074987n					n/a
	in	in	ADP	n/a	d001.s022.t004	de		X	n/a
	Alimta	alimta	NOUN	n/a	d001.s022.t005	Alimta	alimta	N	n/a
	,	,	.	n/a	d001.s022.t006	,		X	n/a
	pemetrexed	pemetrex	VERB	n/a	d001.s022.t008	pemetrexed	pemetrexed	N	n/a
	,	,	.	n/a	d001.s022.t009	,		X	n/a
	is	be	VERB	n/a	d001.s022.t010	es	ser	V	n/a
	a	a	DET	n/a	d001.s022.t011	un		X	n/a
d001.s022.t003	cytotoxic	cytotoxic	ADJ	bn:00100866a	d001.s022.t013	citotóxico	citotóxico	N	n/a
d001.s022.t004	medicine	medicine	NOUN	bn:00054128n	d001.s022.t012	medicamento	medicamento	N	bn:00054128n
	(	(	.	n/a	d001.s022.t014	(		X	n/a
	a	a	DET	n/a	d001.s022.t015	un		X	n/a
d001.s022.t005	medicine	medicine	NOUN	bn:00054128n	d001.s022.t016	medicamento	medicamento	N	bn:00054128n
	that	that	DET	n/a	d001.s022.t017	que		X	n/a
d001.s022.t006	kills	kill	VERB	bn:00090098v	d001.s022.t018	destruye	destruir	V	n/a
d001.s022.t007	cells	cell	NOUN	bn:00017027n	d001.s022.t019➕d001.s022.t020	las➕células		X➕N	n/a
	that	that	DET	n/a	d001.s022.t021	que		X	n/a
	are	be	VERB	n/a	d001.s022.t022	están	estar	V	n/a
d001.s022.t008	dividing	divide	VERB	bn:00087100v	d001.s022.t026	división	división	N	n/a
	,	,	.	n/a	d001.s022.t027	,		X	n/a
	such	such	ADJ	n/a					n/a
	as	as	ADP	n/a	d001.s022.t028	como		X	n/a
d001.s022.t009	cancer cells	cancer_cell	NOUN	bn:00015187n	d001.s022.t030	cancerosas	canceroso	J	n/a
	)	)	.	n/a	d001.s022.t031	)		X	n/a
	,	,	.	n/a					n/a
	which	which	DET	n/a	d001.s022.t032	que		X	n/a
d001.s022.t010	belongs to	belong_to	VERB	bn:00083391v	d001.s022.t033➕d001.s022.t034	pertenece➕al	pertenecer	V➕X	n/a
	the	the	DET	n/a	d001.s022.t037	los		X	n/a
d001.s022.t011	group	group	NOUN	bn:00041942n	d001.s022.t035	grupo	grupo	N	bn:00041942n
d001.s022.t012	antimetabolites	antimetabolite	NOUN	bn:00004691n	d001.s022.t039	antimetabolitos	antimetabolitos	N	bn:00004691n
	.	.	.	n/a	d001.s022.t041	.		X	n/a
	-end-	-end-	-end-	n/a					n/a
	In	in	ADP	n/a	d001.s023.t001	En		X	n/a
	the	the	DET	n/a	d001.s023.t002	el		X	n/a
d001.s023.t001	body	body	NOUN	bn:00011744n	d001.s023.t003	organismo	organismo	N	n/a
	,	,	.	n/a	d001.s023.t004	,		X	n/a
	pemetrexed	pemetrex	VERB	n/a	d001.s023.t006	pemetrexed	pemetrexed	N	n/a
	is	be	VERB	n/a	d001.s023.t007	se		X	n/a
d001.s023.t002	converted	convert	VERB	bn:00085761v	d001.s023.t008	convierte	convertir	V	bn:00085761v
	into	into	ADP	n/a	d001.s023.t009	en		X	n/a
	an	a	DET	n/a	d001.s023.t010	una		X	n/a
d001.s023.t003	active	active	ADJ	bn:00096387a	d001.s023.t012	activa	activo	J	bn:00096387a
d001.s023.t004	form	form	NOUN	bn:00035913n	d001.s023.t011	forma	forma	N	bn:00035913n
	that	that	DET	n/a	d001.s023.t013	que		X	n/a
d001.s023.t005	blocks	block	VERB	bn:00083623v	d001.s023.t014	bloquea	bloquear	V	bn:00083623v
	the	the	DET	n/a	d001.s023.t015	la		X	n/a
d001.s023.t006	activity	activity	NOUN	bn:00001173n	d001.s023.t016	actividad	actividad	N	bn:00001173n
	of	of	ADP	n/a	d001.s023.t017	de		X	n/a
	the	the	DET	n/a	d001.s023.t018	las		X	n/a
d001.s023.t007	enzymes	enzyme	NOUN	bn:00031085n	d001.s023.t019	enzimas	enzima	N	bn:00031085n
	that	that	DET	n/a	d001.s023.t020	que		X	n/a
	are	be	VERB	n/a					n/a
d001.s023.t008	involved	involve	VERB	bn:00089893v	d001.s023.t021	participan	participar	V	n/a
	in	in	ADP	n/a	d001.s023.t022	en		X	n/a
d001.s023.t009	producing	produce	VERB	bn:00084082v	d001.s023.t024	producción	producción	N	n/a
d001.s023.t010	nucleotides	nucleotide	NOUN	bn:00008788n	d001.s023.t027	nucleótidos	nucleótido	N	bn:00008788n
	(	(	.	n/a	d001.s023.t029	(		X	n/a
	the	the	DET	n/a					n/a
d001.s023.t011	building blocks	building_block	NOUN	bn:00013726n	d001.s023.t031	esenciales	esencial	J	n/a
	of	of	ADP	n/a	d001.s023.t032	del		X	n/a
d001.s023.t012	DNA	dna	NOUN	bn:00026301n	d001.s023.t033	ADN	adn	N	n/a
	and	and	CONJ	n/a	d001.s023.t034	y		X	n/a
d001.s023.t013	RNA	rna	NOUN	bn:00067714n	d001.s023.t036	ARN	arn	N	n/a
	,	,	.	n/a	d001.s023.t037	,		X	n/a
	the	the	DET	n/a	d001.s023.t038	el		X	n/a
d001.s023.t014	genetic	genetic	ADJ	bn:00103522a	d001.s023.t040	genético	genético	J	bn:00103522a
d001.s023.t015	material	material	NOUN	bn:00053801n	d001.s023.t039	material	material	N	bn:00053801n
	of	of	ADP	n/a	d001.s023.t041	de		X	n/a
d001.s023.t016	cells	cell	NOUN	bn:00017027n	d001.s023.t043	células	célula	N	bn:00017027n
	)	)	.	n/a	d001.s023.t044	)		X	n/a
	.	.	.	n/a	d001.s023.t045	.		X	n/a
	-end-	-end-	-end-	n/a					n/a
	How	how	ADV	n/a	d001.s024.t001	¿Qué	qué	J	n/a
	has	have	VERB	n/a	d001.s024.t006	han	haber	V	n/a
	Alimta	alimta	NOUN	n/a	d001.s024.t009	Alimta	alimta	N	n/a
	been	be	VERB	n/a					n/a
d001.s024.t001	studied	study	VERB	bn:00082596v	d001.s024.t004	estudios	estudio	N	n/a
	?	?	.	n/a	d001.s024.t010	?		X	n/a
	-end-	-end-	-end-	n/a					n/a
	For	for	ADP	n/a	d001.s025.t001	Por		X	n/a
	the	the	DET	n/a					n/a
d001.s025.t001	treatment	treatment	NOUN	bn:00047235n	d001.s025.t007	tratamiento	tratamiento	N	bn:00047235n
	of	of	ADP	n/a	d001.s025.t008	del		X	n/a
d001.s025.t002	malignant	malignant	ADJ	bn:00106363a	d001.s025.t011	maligno	maligno	J	bn:00106363a
d001.s025.t003	pleural	pleural	ADJ	bn:00108692a	d001.s025.t010	pleural	pleural	J	bn:00108692a
d001.s025.t004	mesothelioma	mesothelioma	NOUN	bn:00054512n	d001.s025.t009	mesotelioma	mesotelioma	N	bn:00054512n
	,	,	.	n/a	d001.s025.t012	,		X	n/a
	Alimta	alimta	NOUN	n/a	d001.s025.t013	Alimta	alimta	N	n/a
	has	have	VERB	n/a	d001.s025.t014	ha	haber	V	n/a
	been	be	VERB	n/a	d001.s025.t015	sido	ser	V	n/a
d001.s025.t005	studied	study	VERB	bn:00082596v	d001.s025.t016	evaluado	evaluar	V	n/a
	in	in	ADP	n/a	d001.s025.t017	en		X	n/a
	one	one	NUM	n/a	d001.s025.t018	un		X	n/a
d001.s025.t006	main	main	ADJ	bn:00099598a	d001.s025.t020	principal	principal	J	bn:00099598a
d001.s025.t007	study	study	NOUN	bn:00074790n	d001.s025.t019	estudio	estudio	N	bn:00074790n
	in	in	ADP	n/a	d001.s025.t022	en		X	n/a
	456	456	NUM	n/a	d001.s025.t023	456		X	n/a
d001.s025.t008	patients	patient	NOUN	bn:00061017n	d001.s025.t024	pacientes	paciente	N	bn:00061017n
	who	who	PRON	n/a	d001.s025.t025	que		X	n/a
	had	have	VERB	n/a	d001.s025.t027	habían	haber	V	n/a
d001.s025.t009	not	not	ADV	bn:00116360r	d001.s025.t026	no	no	R	bn:00116360r
d001.s025.t010	received	receive	VERB	bn:00087863v	d001.s025.t028	recibido	recibir	V	bn:00087863v
d001.s025.t011	chemotherapy	chemotherapy	NOUN	bn:00018141n	d001.s025.t029	quimioterapia	quimioterapia	N	bn:00018141n
	for	for	ADP	n/a					n/a
	their	they	PRON	n/a					n/a
d001.s025.t012	disease	disease	NOUN	bn:00027546n					n/a
d001.s025.t013	before	before	ADV	bn:00114512r	d001.s025.t030	anteriormente	anteriormente	R	bn:00114512r
	.	.	.	n/a	d001.s025.t031	.		X	n/a
	-end-	-end-	-end-	n/a					n/a
	The	the	DET	n/a	d001.s026.t003	los		X	n/a
d001.s026.t001	effects	effect	NOUN	bn:00029874n	d001.s026.t004	efectos	efecto	N	bn:00029874n
	of	of	ADP	n/a	d001.s026.t005	de		X	n/a
	Alimta	alimta	X	n/a	d001.s026.t006	Alimta	alimta	N	n/a
	in	in	X	n/a	d001.s026.t007	en		X	n/a
d001.s026.t002	combination	combination	NOUN	bn:00020878n	d001.s026.t008	combinación	combinación	N	bn:00020878n
	with	with	ADP	n/a	d001.s026.t009	con		X	n/a
	cisplatin	cisplatin	NOUN	n/a	d001.s026.t010	cisplatino	cisplatino	N	n/a
	were	be	VERB	n/a	d001.s026.t002	compararon	comparar	V	n/a
d001.s026.t003	compared	compare	VERB	bn:00085450v	d001.s026.t002	compararon	comparar	V	bn:00085450v
	with	with	ADP	n/a	d001.s026.t011	con		X	n/a
	those	those	DET	n/a					n/a
	of	of	ADP	n/a					n/a
	cisplatin	cisplatin	NOUN	n/a	d001.s026.t015	cisplatino	cisplatino	N	n/a
d001.s026.t004	alone	alone	ADV	bn:00114235r	d001.s026.t018	solitario	solitario	J	n/a
	.	.	.	n/a	d001.s026.t019	.		X	n/a
	-end-	-end-	-end-	n/a					n/a
	For	for	ADP	n/a					n/a
	the	the	DET	n/a	d001.s027.t003	al		X	n/a
d001.s027.t001	treatment	treatment	NOUN	bn:00047235n	d001.s027.t004	tratamiento	tratamiento	N	bn:00047235n
	of	of	ADP	n/a	d001.s027.t005	del		X	n/a
	non-small	non-small	ADJ	n/a	d001.s027.t009	no	no	N	n/a
d001.s027.t002	cell	cell	NOUN	bn:00017027n					n/a
d001.s027.t003	lung cancer	lung_cancer	NOUN	bn:00052343n	d001.s027.t006➕d001.s027.t008	cáncer➕pulmón	cáncer	N	n/a
	,	,	.	n/a	d001.s027.t011	,		X	n/a
	the	the	DET	n/a	d001.s027.t014	los		X	n/a
d001.s027.t004	effects	effect	NOUN	bn:00029874n	d001.s027.t015	efectos	efecto	N	bn:00029874n
	of	of	ADP	n/a	d001.s027.t016	de		X	n/a
	Alimta	alimta	NOUN	n/a	d001.s027.t017	Alimta	alimta	N	n/a
	were	be	VERB	n/a	d001.s027.t013	compararon	comparar	V	n/a
d001.s027.t005	compared	compare	VERB	bn:00085450v	d001.s027.t013	compararon	comparar	V	bn:00085450v
	with	with	ADP	n/a	d001.s027.t018	con		X	n/a
	those	those	DET	n/a	d001.s027.t019	los		X	n/a
	of	of	ADP	n/a	d001.s027.t020	del		X	n/a
	docetaxel	docetaxel	X	n/a	d001.s027.t021	docetaxel	docetaxel	N	n/a
	(	(	.	n/a	d001.s027.t022	(		X	n/a
	another	another	DET	n/a	d001.s027.t023	otro		X	n/a
d001.s027.t006	anticancer	anticancer	ADJ	bn:00097220a	d001.s027.t025	contra		X	n/a
d001.s027.t007	medicine	medicine	NOUN	bn:00054128n	d001.s027.t024	medicamento	medicamento	N	bn:00054128n
	)	)	.	n/a	d001.s027.t028	)		X	n/a
	in	in	ADP	n/a	d001.s027.t029	en		X	n/a
	one	one	NUM	n/a	d001.s027.t030	un		X	n/a
d001.s027.t008	study	study	NOUN	bn:00074790n	d001.s027.t031	estudio	estudio	N	bn:00074790n
d001.s027.t009	involving	involve	VERB	bn:00089893v					n/a
	571	571	NUM	n/a	d001.s027.t034	571		X	n/a
d001.s027.t010	patients	patient	NOUN	bn:00061017n	d001.s027.t035	pacientes	paciente	N	bn:00061017n
	with	with	ADP	n/a	d001.s027.t036	con		X	n/a
d001.s027.t011	locally	locally	ADV	bn:00116147r	d001.s027.t038	localmente	localmente	R	bn:00116147r
d001.s027.t012	advanced	advanced	ADJ	bn:00096528a	d001.s027.t039	avanzada	avanzar	V	n/a
	or	or	CONJ	n/a	d001.s027.t040	o		X	n/a
d001.s027.t013	metastatic	metastatic	ADJ	bn:00106664a	d001.s027.t041	metastásica	metastásico	N	n/a
d001.s027.t014	disease	disease	NOUN	bn:00027546n	d001.s027.t037	enfermedad	enfermedad	N	bn:00027546n
	who	who	PRON	n/a	d001.s027.t042	que		X	n/a
	had	have	VERB	n/a	d001.s027.t043	habían	haber	V	n/a
d001.s027.t015	received	receive	VERB	bn:00087863v	d001.s027.t044	recibido	recibir	V	bn:00087863v
d001.s027.t016	chemotherapy	chemotherapy	NOUN	bn:00018141n	d001.s027.t045	quimioterapia	quimioterapia	N	bn:00018141n
	in	in	ADP	n/a					n/a
	the	the	DET	n/a					n/a
d001.s027.t017	past	past	NOUN	bn:00060928n	d001.s027.t046	previamente	previamente	R	n/a
	.	.	.	n/a	d001.s027.t047	.		X	n/a
	-end-	-end-	-end-	n/a					n/a
	Alimta	alimta	NOUN	n/a	d001.s028.t001	Alimta	alimta	N	n/a
	was	be	VERB	n/a	d001.s028.t004	comparó	comparar	V	n/a
d001.s028.t001	also	also	ADV	bn:00114246r	d001.s028.t002	también	también	R	bn:00114246r
d001.s028.t002	compared	compare	VERB	bn:00085450v	d001.s028.t004	comparó	comparar	V	bn:00085450v
	with	with	ADP	n/a	d001.s028.t005	con		X	n/a
	gemcitabine	gemcitabine	X	n/a	d001.s028.t006	gemcitabina	gemcitabina	N	n/a
	(	(	.	n/a	d001.s028.t007	(		X	n/a
	another	another	DET	n/a	d001.s028.t008	otro		X	n/a
d001.s028.t003	anticancer	anticancer	ADJ	bn:00097220a	d001.s028.t010	contra		X	n/a
d001.s028.t004	medicine	medicine	NOUN	bn:00054128n	d001.s028.t009	medicamento	medicamento	N	bn:00054128n
	)	)	.	n/a	d001.s028.t013	)		X	n/a
	,	,	.	n/a	d001.s028.t014	,		X	n/a
	both	both	CONJ	n/a	d001.s028.t015	ambos		X	n/a
	in	in	ADP	n/a	d001.s028.t016	en		X	n/a
d001.s028.t005	combination	combination	NOUN	bn:00020878n	d001.s028.t017	combinación	combinación	N	bn:00020878n
	with	with	ADP	n/a	d001.s028.t018	con		X	n/a
	cisplatin	cisplatin	NOUN	n/a	d001.s028.t019	cisplatino	cisplatino	N	n/a
	,	,	.	n/a	d001.s028.t020	,		X	n/a
	in	in	ADP	n/a	d001.s028.t021	en		X	n/a
	a	a	DET	n/a	d001.s028.t022	un		X	n/a
d001.s028.t006	study	study	NOUN	bn:00074790n	d001.s028.t023	estudio	estudio	N	bn:00074790n
d001.s028.t007	involving	involve	VERB	bn:00089893v	d001.s028.t024	con		X	n/a
	1,725	1,725	NUM	n/a	d001.s028.t025	1.725		X	n/a
d001.s028.t008	patients	patient	NOUN	bn:00061017n	d001.s028.t026	pacientes	paciente	N	bn:00061017n
	who	who	PRON	n/a	d001.s028.t027	que		X	n/a
	had	have	VERB	n/a	d001.s028.t029	habían	haber	V	n/a
d001.s028.t009	not	not	ADV	bn:00116360r	d001.s028.t028	no	no	N	n/a
d001.s028.t010	received	receive	VERB	bn:00087863v	d001.s028.t030	recibido	recibir	V	bn:00087863v
d001.s028.t011	chemotherapy	chemotherapy	NOUN	bn:00018141n	d001.s028.t031	quimioterapia	quimioterapia	N	bn:00018141n
	for	for	ADP	n/a	d001.s028.t032	contra		X	n/a
d001.s028.t012	lung cancer	lung_cancer	NOUN	bn:00052343n	d001.s028.t034➕d001.s028.t036	cáncer➕pulmón	cáncer	N	n/a
	in	in	ADP	n/a					n/a
	the	the	DET	n/a	d001.s028.t033	el		X	n/a
d001.s028.t013	past	past	NOUN	bn:00060928n	d001.s028.t037	previamente	previamente	R	n/a
	.	.	.	n/a	d001.s028.t038	.		X	n/a
	-end-	-end-	-end-	n/a					n/a
	In	in	ADP	n/a	d001.s029.t001	En		X	n/a
	all	all	DET	n/a					n/a
	three	three	NUM	n/a	d001.s029.t003	tres		X	n/a
d001.s029.t001	studies	study	NOUN	bn:00074790n	d001.s029.t004	estudios	estudio	N	bn:00074790n
	,	,	.	n/a	d001.s029.t005	,		X	n/a
	the	the	DET	n/a	d001.s029.t006	el		X	n/a
d001.s029.t002	main	main	ADJ	bn:00099598a	d001.s029.t008	principal	principal	J	bn:00099598a
d001.s029.t003	measure	measure	NOUN	bn:00054019n	d001.s029.t007	criterio	criterio	N	bn:00054019n
	of	of	ADP	n/a	d001.s029.t009	de		X	n/a
d001.s029.t004	effectiveness	effectiveness	NOUN	bn:00029877n	d001.s029.t013	eficacia	eficacia	N	bn:00029877n
	was	be	VERB	n/a	d001.s029.t014	fue	ser	V	n/a
	how	how	ADV	n/a					n/a
d001.s029.t005	long	long	ADV	bn:00116153r					n/a
	the	the	DET	n/a	d001.s029.t020	los		X	n/a
d001.s029.t006	patients	patient	NOUN	bn:00061017n	d001.s029.t021	pacientes	paciente	N	bn:00061017n
d001.s029.t007	survived	survive	VERB	bn:00085382v	d001.s029.t018	supervivencia	supervivencia	N	n/a
	.	.	.	n/a	d001.s029.t022	.		X	n/a
	-end-	-end-	-end-	n/a					n/a
	What	what	DET	n/a	d001.s030.t001	¿Qué	¿qué	N	n/a
d001.s030.t001	benefit	benefit	NOUN	bn:00009905n	d001.s030.t002	beneficio	beneficio	N	bn:00009905n
	has	have	VERB	n/a	d001.s030.t003	ha	haber	V	n/a
	Alimta	alimta	NOUN	n/a	d001.s030.t006	Alimta	alimta	N	n/a
d001.s030.t002	shown	show	VERB	bn:00086567v	d001.s030.t004	demostrado	demostrar	V	bn:00086567v
	during	during	ADP	n/a	d001.s030.t007	durante		X	n/a
	the	the	DET	n/a	d001.s030.t008	los		X	n/a
d001.s030.t003	studies	study	NOUN	bn:00074790n	d001.s030.t009	estudios	estudio	N	bn:00074790n
	?	?	.	n/a	d001.s030.t010	?		X	n/a
	-end-	-end-	-end-	n/a					n/a
	Alimta	alimta	NOUN	n/a	d001.s031.t001	Alimta	alimta	N	n/a
d001.s031.t001	increased	increase	VERB	bn:00089667v	d001.s031.t002	prolongó	prolongar	V	n/a
	the	the	DET	n/a	d001.s031.t003	el		X	n/a
d001.s031.t002	survival	survival	NOUN	bn:00030811n	d001.s031.t006	supervivencia	supervivencia	N	bn:00030811n
