Token ID	Token	Lemma	POS	BN Synset	Token ID ES	Token ES	Lemma ES	POS ES	Sense ES
d001.s017.t009	given	give	VERB	bn:00088826v	d001.s017.t010	administrar	administrar	V	bn:00088826v
d001.s017.t010	before	before	ADV	bn:00114512r	d001.s017.t031	antes		X	bn:00114512r
	or	or	CONJ		d001.s017.t032	o		X	
d001.s017.t011	after	after	ADV	bn:00114165r	d001.s017.t033	después de		X	bn:00114165r
	the	the	DET		d001.s017.t034	la		X	
	cisplatin	cisplatin	NOUN		d001.s017.t037	cisplatino	cisplatino	N	
d001.s017.t012	dose	dose	NOUN	bn:00028320n	d001.s017.t035	dosis	dosis	N	bn:00028320n
	.	.	.		d001.s017.t038	.		X	
	-end-	-end-	-end-						
d001.s018.t001	Treatment	treatment	NOUN	bn:00047235n	d001.s018.t007	tratamiento	tratamiento	N	bn:00047235n
	should	should	VERB		d001.s018.t002	necesario	necesario	J	
	be	be	VERB						
d001.s018.t002	delayed	delay	VERB	bn:00086515v	d001.s018.t003	retrasar	retrasar	V	bn:00086515v
	or	or	CONJ		d001.s018.t004	o		X	
d001.s018.t003	discontinued	discontinue	VERB	bn:00083908v	d001.s018.t005	suspender	suspender	V	bn:00083908v
	,	,	.		d001.s018.t008	,		X	
	or	or	CONJ		d001.s018.t009	o		X	
	the	the	DET		d001.s018.t011	la		X	
d001.s018.t004	dose	dose	NOUN	bn:00028320n	d001.s018.t012	dosis	dosis	N	bn:00028320n
d001.s018.t005	reduced	reduce	VERB	bn:00084079v	d001.s018.t010	reducir	reducir	V	bn:00084079v
	,	,	.		d001.s018.t013	,		X	
	in	in	ADP		d001.s018.t014	en		X	
d001.s018.t006	patients	patient	NOUN	bn:00061017n	d001.s018.t015	pacientes	paciente	N	bn:00061017n
	whose	whose	PRON		d001.s018.t016	que		X	
d001.s018.t007	blood counts	blood_count	NOUN	bn:00011364n	d001.s018.t022	sanguíneos	sanguíneo	J	bn:00011364n
	are	be	VERB						
d001.s018.t008	abnormal	abnormal	ADJ	bn:00096158a	d001.s018.t018	alteraciones	alteración	N	bn:00096158a
	or	or	CONJ		d001.s018.t023	o		X	
	who	who	PRON						
d001.s018.t009	have	have	VERB	bn:00088745v	d001.s018.t017	presenten	presentar	V	bn:00088745v
d001.s018.t010	certain	certain	ADJ	bn:00099474a	d001.s018.t024	determinados	determinado	J	bn:00099474a
d001.s018.t011	other	other	ADJ	bn:00108011a					
d001.s018.t012	side effects	side_effect	NOUN	bn:00071445n	d001.s018.t025	efectos	efecto	N	bn:00071445n
	.	.	.		d001.s018.t027	.		X	
	-end-	-end-	-end-						
	Alimta	alimta	NOUN		d001.s019.t005	Alimta	alimta	N	
	is	be	VERB		d001.s019.t004	administrar	administrar	V	
d001.s019.t001	not	not	ADV	bn:00116360r	d001.s019.t001	No	no	R	bn:00116360r
d001.s019.t002	recommended	recommend	VERB	bn:00082418v	d001.s019.t003	recomienda	recomendar	V	bn:00082418v
	for	for	ADP						
d001.s019.t003	use	use	NOUN	bn:00030627n	d001.s019.t004	administrar	administrar	V	bn:00030627n
	in	in	ADP		d001.s019.t006	a		X	
d001.s019.t004	patients	patient	NOUN	bn:00061017n	d001.s019.t007	pacientes	paciente	N	bn:00061017n
	with	with	ADP		d001.s019.t008	con		X	
d001.s019.t005	moderate	moderate	ADJ	bn:00106826a	d001.s019.t010➕d001.s019.t011	renales➕moderados	renal	J	bn:00106826a
	or	or	CONJ		d001.s019.t012	o		X	
d001.s019.t006	severe	severe	ADJ	bn:00110473a	d001.s019.t013	graves	grave	J	bn:00110473a
d001.s019.t007	kidney	kidney	NOUN	bn:00049083n	d001.s019.t010	renales	renal	J	bn:00049083n
d001.s019.t008	problems	problem	NOUN	bn:00048242n	d001.s019.t009	problemas	problema	N	bn:00048242n
	.	.	.		d001.s019.t014	.		X	
	-end-	-end-	-end-						
	For	for	ADP		d001.s020.t001	Si		X	
d001.s020.t001	more	more	ADJ	bn:00106935a	d001.s020.t003	más	más	R	bn:00106935a
d001.s020.t002	information	information	NOUN	bn:00025314n	d001.s020.t004	información	información	N	bn:00025314n
	,	,	.		d001.s020.t005	,		X	
d001.s020.t003	see	see	VERB	bn:00087787v	d001.s020.t006	consulte	consultar	V	bn:00087787v
	the	the	DET		d001.s020.t007	el		X	
d001.s020.t004	Summary	summary	NOUN	bn:00075142n	d001.s020.t008	Resumen	resumen	N	bn:00075142n
	of	of	ADP		d001.s020.t009	de		X	
d001.s020.t005	Product	product	NOUN	bn:00064584n	d001.s020.t013	Producto	producto	N	bn:00064584n
	Characteristics	characteristic	NOUN		d001.s020.t011	Características	característica	N	
	(	(	.						
d001.s020.t006	also	also	ADV	bn:00114246r	d001.s020.t016	también	también	R	bn:00114246r
d001.s020.t007	part	part	NOUN	bn:00027912n	d001.s020.t018	parte	parte	N	bn:00027912n
	of	of	ADP						
	the	the	DET		d001.s020.t019	del		X	
	EPAR	epar	NOUN		d001.s020.t020	EPAR	epar	N	
	)	)	.						
	.	.	.		d001.s020.t021	.		X	
	-end-	-end-	-end-						
	How	how	ADV		d001.s021.t001	¿Cómo	cómo	R	
	does	do	VERB						
	Alimta	alimta	NOUN		d001.s021.t003	Alimta	alimta	N	
	work	work	VERB		d001.s021.t002	actúa	actuar	V	
	?	?	.		d001.s021.t004	?		X	
	-end-	-end-	-end-						
	The	the	DET		d001.s022.t001	El		X	
d001.s022.t001	active	active	ADJ	bn:00096387a	d001.s022.t003	activo	activo	J	bn:00096387a
d001.s022.t002	substance	substance	NOUN	bn:00074987n					
	in	in	ADP		d001.s022.t004	de		X	
	Alimta	alimta	NOUN		d001.s022.t005	Alimta	alimta	N	
	,	,	.		d001.s022.t006	,		X	
	pemetrexed	pemetrex	VERB		d001.s022.t008	pemetrexed	pemetrexed	N	
	,	,	.		d001.s022.t009	,		X	
	is	be	VERB		d001.s022.t010	es	ser	V	
	a	a	DET		d001.s022.t011	un		X	
d001.s022.t003	cytotoxic	cytotoxic	ADJ	bn:00100866a	d001.s022.t013	citotóxico	citotóxico	N	bn:00100866a
d001.s022.t004	medicine	medicine	NOUN	bn:00054128n	d001.s022.t012	medicamento	medicamento	N	bn:00054128n
	(	(	.		d001.s022.t014	(		X	
	a	a	DET		d001.s022.t015	un		X	
d001.s022.t005	medicine	medicine	NOUN	bn:00054128n	d001.s022.t016	medicamento	medicamento	N	bn:00054128n
	that	that	DET		d001.s022.t017	que		X	
d001.s022.t006	kills	kill	VERB	bn:00090098v	d001.s022.t018	destruye	destruir	V	bn:00090098v
d001.s022.t007	cells	cell	NOUN	bn:00017027n	d001.s022.t019➕d001.s022.t020	las➕células		X➕N	bn:00017027n
	that	that	DET		d001.s022.t021	que		X	
	are	be	VERB		d001.s022.t022	están	estar	V	
d001.s022.t008	dividing	divide	VERB	bn:00087100v	d001.s022.t026	división	división	N	bn:00087100v
	,	,	.		d001.s022.t027	,		X	
	such	such	ADJ						
	as	as	ADP		d001.s022.t028	como		X	
d001.s022.t009	cancer cells	cancer_cell	NOUN	bn:00015187n	d001.s022.t030	cancerosas	canceroso	J	bn:00015187n
	)	)	.		d001.s022.t031	)		X	
	,	,	.						
	which	which	DET		d001.s022.t032	que		X	
d001.s022.t010	belongs to	belong_to	VERB	bn:00083391v	d001.s022.t033➕d001.s022.t034	pertenece➕al	pertenecer	V➕X	bn:00083391v
	the	the	DET		d001.s022.t037	los		X	
d001.s022.t011	group	group	NOUN	bn:00041942n	d001.s022.t035	grupo	grupo	N	bn:00041942n
d001.s022.t012	antimetabolites	antimetabolite	NOUN	bn:00004691n	d001.s022.t039	antimetabolitos	antimetabolitos	N	bn:00004691n
	.	.	.		d001.s022.t041	.		X	
	-end-	-end-	-end-						
	In	in	ADP		d001.s023.t001	En		X	
	the	the	DET		d001.s023.t002	el		X	
d001.s023.t001	body	body	NOUN	bn:00011744n	d001.s023.t003	organismo	organismo	N	bn:00011744n
	,	,	.		d001.s023.t004	,		X	
	pemetrexed	pemetrex	VERB		d001.s023.t006	pemetrexed	pemetrexed	N	
	is	be	VERB		d001.s023.t007	se		X	
d001.s023.t002	converted	convert	VERB	bn:00085761v	d001.s023.t008	convierte	convertir	V	bn:00085761v
	into	into	ADP		d001.s023.t009	en		X	
	an	a	DET		d001.s023.t010	una		X	
d001.s023.t003	active	active	ADJ	bn:00096387a	d001.s023.t012	activa	activo	J	bn:00096387a
d001.s023.t004	form	form	NOUN	bn:00035913n	d001.s023.t011	forma	forma	N	bn:00035913n
	that	that	DET		d001.s023.t013	que		X	
d001.s023.t005	blocks	block	VERB	bn:00083623v	d001.s023.t014	bloquea	bloquear	V	bn:00083623v
	the	the	DET		d001.s023.t015	la		X	
d001.s023.t006	activity	activity	NOUN	bn:00001173n	d001.s023.t016	actividad	actividad	N	bn:00001173n
	of	of	ADP		d001.s023.t017	de		X	
	the	the	DET		d001.s023.t018	las		X	
d001.s023.t007	enzymes	enzyme	NOUN	bn:00031085n	d001.s023.t019	enzimas	enzima	N	bn:00031085n
	that	that	DET		d001.s023.t020	que		X	
	are	be	VERB						
d001.s023.t008	involved	involve	VERB	bn:00089893v	d001.s023.t021	participan	participar	V	bn:00089893v
	in	in	ADP		d001.s023.t022	en		X	
d001.s023.t009	producing	produce	VERB	bn:00084082v	d001.s023.t024	producción	producción	N	bn:00084082v
d001.s023.t010	nucleotides	nucleotide	NOUN	bn:00008788n	d001.s023.t027	nucleótidos	nucleótido	N	bn:00008788n
	(	(	.		d001.s023.t029	(		X	
	the	the	DET						
d001.s023.t011	building blocks	building_block	NOUN	bn:00013726n	d001.s023.t031	esenciales	esencial	J	bn:00013726n
	of	of	ADP		d001.s023.t032	del		X	
d001.s023.t012	DNA	dna	NOUN	bn:00026301n	d001.s023.t033	ADN	adn	N	bn:00026301n
	and	and	CONJ		d001.s023.t034	y		X	
d001.s023.t013	RNA	rna	NOUN	bn:00067714n	d001.s023.t036	ARN	arn	N	bn:00067714n
	,	,	.		d001.s023.t037	,		X	
	the	the	DET		d001.s023.t038	el		X	
d001.s023.t014	genetic	genetic	ADJ	bn:00103522a	d001.s023.t040	genético	genético	J	bn:00103522a
d001.s023.t015	material	material	NOUN	bn:00053801n	d001.s023.t039	material	material	N	bn:00053801n
	of	of	ADP		d001.s023.t041	de		X	
d001.s023.t016	cells	cell	NOUN	bn:00017027n	d001.s023.t043	células	célula	N	bn:00017027n
	)	)	.		d001.s023.t044	)		X	
	.	.	.		d001.s023.t045	.		X	
	-end-	-end-	-end-						
	How	how	ADV		d001.s024.t001	¿Qué	qué	J	
	has	have	VERB		d001.s024.t006	han	haber	V	
	Alimta	alimta	NOUN		d001.s024.t009	Alimta	alimta	N	
	been	be	VERB						
d001.s024.t001	studied	study	VERB	bn:00082596v	d001.s024.t004	estudios	estudio	N	bn:00082596v
	?	?	.		d001.s024.t010	?		X	
	-end-	-end-	-end-						
	For	for	ADP		d001.s025.t001	Por		X	
	the	the	DET						
d001.s025.t001	treatment	treatment	NOUN	bn:00047235n	d001.s025.t007	tratamiento	tratamiento	N	bn:00047235n
	of	of	ADP		d001.s025.t008	del		X	
d001.s025.t002	malignant	malignant	ADJ	bn:00106363a	d001.s025.t011	maligno	maligno	J	bn:00106363a
d001.s025.t003	pleural	pleural	ADJ	bn:00108692a	d001.s025.t010	pleural	pleural	J	bn:00108692a
d001.s025.t004	mesothelioma	mesothelioma	NOUN	bn:00054512n	d001.s025.t009	mesotelioma	mesotelioma	N	bn:00054512n
	,	,	.		d001.s025.t012	,		X	
	Alimta	alimta	NOUN		d001.s025.t013	Alimta	alimta	N	
	has	have	VERB		d001.s025.t014	ha	haber	V	
	been	be	VERB		d001.s025.t015	sido	ser	V	
d001.s025.t005	studied	study	VERB	bn:00082596v	d001.s025.t016	evaluado	evaluar	V	bn:00082596v
	in	in	ADP		d001.s025.t017	en		X	
	one	one	NUM		d001.s025.t018	un		X	
d001.s025.t006	main	main	ADJ	bn:00099598a	d001.s025.t020	principal	principal	J	bn:00099598a
d001.s025.t007	study	study	NOUN	bn:00074790n	d001.s025.t019	estudio	estudio	N	bn:00074790n
	in	in	ADP		d001.s025.t022	en		X	
	456	456	NUM		d001.s025.t023	456		X	
d001.s025.t008	patients	patient	NOUN	bn:00061017n	d001.s025.t024	pacientes	paciente	N	bn:00061017n
	who	who	PRON		d001.s025.t025	que		X	
	had	have	VERB		d001.s025.t027	habían	haber	V	
d001.s025.t009	not	not	ADV	bn:00116360r	d001.s025.t026	no	no	R	bn:00116360r
d001.s025.t010	received	receive	VERB	bn:00087863v	d001.s025.t028	recibido	recibir	V	bn:00087863v
d001.s025.t011	chemotherapy	chemotherapy	NOUN	bn:00018141n	d001.s025.t029	quimioterapia	quimioterapia	N	bn:00018141n
	for	for	ADP						
	their	they	PRON						
d001.s025.t012	disease	disease	NOUN	bn:00027546n					
d001.s025.t013	before	before	ADV	bn:00114512r	d001.s025.t030	anteriormente	anteriormente	R	bn:00114512r
	.	.	.		d001.s025.t031	.		X	
	-end-	-end-	-end-						
	The	the	DET		d001.s026.t003	los		X	
d001.s026.t001	effects	effect	NOUN	bn:00029874n	d001.s026.t004	efectos	efecto	N	bn:00029874n
	of	of	ADP		d001.s026.t005	de		X	
	Alimta	alimta	X		d001.s026.t006	Alimta	alimta	N	
	in	in	X		d001.s026.t007	en		X	
d001.s026.t002	combination	combination	NOUN	bn:00020878n	d001.s026.t008	combinación	combinación	N	bn:00020878n
	with	with	ADP		d001.s026.t009	con		X	
	cisplatin	cisplatin	NOUN		d001.s026.t010	cisplatino	cisplatino	N	
	were	be	VERB		d001.s026.t002	compararon	comparar	V	
d001.s026.t003	compared	compare	VERB	bn:00085450v	d001.s026.t002	compararon	comparar	V	bn:00085450v
	with	with	ADP		d001.s026.t011	con		X	
	those	those	DET						
	of	of	ADP						
	cisplatin	cisplatin	NOUN		d001.s026.t015	cisplatino	cisplatino	N	
d001.s026.t004	alone	alone	ADV	bn:00114235r	d001.s026.t018	solitario	solitario	J	bn:00114235r
	.	.	.		d001.s026.t019	.		X	
	-end-	-end-	-end-						
	For	for	ADP						
	the	the	DET		d001.s027.t003	al		X	
d001.s027.t001	treatment	treatment	NOUN	bn:00047235n	d001.s027.t004	tratamiento	tratamiento	N	bn:00047235n
	of	of	ADP		d001.s027.t005	del		X	
	non-small	non-small	ADJ		d001.s027.t009	no	no	N	
d001.s027.t002	cell	cell	NOUN	bn:00017027n					
d001.s027.t003	lung cancer	lung_cancer	NOUN	bn:00052343n	d001.s027.t006➕d001.s027.t008	cáncer➕pulmón	cáncer	N	bn:00052343n
	,	,	.		d001.s027.t011	,		X	
	the	the	DET		d001.s027.t014	los		X	
d001.s027.t004	effects	effect	NOUN	bn:00029874n	d001.s027.t015	efectos	efecto	N	bn:00029874n
	of	of	ADP		d001.s027.t016	de		X	
	Alimta	alimta	NOUN		d001.s027.t017	Alimta	alimta	N	
	were	be	VERB		d001.s027.t013	compararon	comparar	V	
d001.s027.t005	compared	compare	VERB	bn:00085450v	d001.s027.t013	compararon	comparar	V	bn:00085450v
	with	with	ADP		d001.s027.t018	con		X	
	those	those	DET		d001.s027.t019	los		X	
	of	of	ADP		d001.s027.t020	del		X	
	docetaxel	docetaxel	X		d001.s027.t021	docetaxel	docetaxel	N	
	(	(	.		d001.s027.t022	(		X	
	another	another	DET		d001.s027.t023	otro		X	
d001.s027.t006	anticancer	anticancer	ADJ	bn:00097220a	d001.s027.t025	contra		X	bn:00097220a
d001.s027.t007	medicine	medicine	NOUN	bn:00054128n	d001.s027.t024	medicamento	medicamento	N	bn:00054128n
	)	)	.		d001.s027.t028	)		X	
	in	in	ADP		d001.s027.t029	en		X	
	one	one	NUM		d001.s027.t030	un		X	
d001.s027.t008	study	study	NOUN	bn:00074790n	d001.s027.t031	estudio	estudio	N	bn:00074790n
d001.s027.t009	involving	involve	VERB	bn:00089893v					
	571	571	NUM		d001.s027.t034	571		X	
d001.s027.t010	patients	patient	NOUN	bn:00061017n	d001.s027.t035	pacientes	paciente	N	bn:00061017n
	with	with	ADP		d001.s027.t036	con		X	
d001.s027.t011	locally	locally	ADV	bn:00116147r	d001.s027.t038	localmente	localmente	R	bn:00116147r
d001.s027.t012	advanced	advanced	ADJ	bn:00096528a	d001.s027.t039	avanzada	avanzar	V	bn:00096528a
	or	or	CONJ		d001.s027.t040	o		X	
d001.s027.t013	metastatic	metastatic	ADJ	bn:00106664a	d001.s027.t041	metastásica	metastásico	N	bn:00106664a
d001.s027.t014	disease	disease	NOUN	bn:00027546n	d001.s027.t037	enfermedad	enfermedad	N	bn:00027546n
	who	who	PRON		d001.s027.t042	que		X	
	had	have	VERB		d001.s027.t043	habían	haber	V	
d001.s027.t015	received	receive	VERB	bn:00087863v	d001.s027.t044	recibido	recibir	V	bn:00087863v
d001.s027.t016	chemotherapy	chemotherapy	NOUN	bn:00018141n	d001.s027.t045	quimioterapia	quimioterapia	N	bn:00018141n
	in	in	ADP						
	the	the	DET						
d001.s027.t017	past	past	NOUN	bn:00060928n	d001.s027.t046	previamente	previamente	R	bn:00060928n
	.	.	.		d001.s027.t047	.		X	
	-end-	-end-	-end-						
	Alimta	alimta	NOUN		d001.s028.t001	Alimta	alimta	N	
	was	be	VERB		d001.s028.t004	comparó	comparar	V	
d001.s028.t001	also	also	ADV	bn:00114246r	d001.s028.t002	también	también	R	bn:00114246r
d001.s028.t002	compared	compare	VERB	bn:00085450v	d001.s028.t004	comparó	comparar	V	bn:00085450v
	with	with	ADP		d001.s028.t005	con		X	
	gemcitabine	gemcitabine	X		d001.s028.t006	gemcitabina	gemcitabina	N	
	(	(	.		d001.s028.t007	(		X	
	another	another	DET		d001.s028.t008	otro		X	
d001.s028.t003	anticancer	anticancer	ADJ	bn:00097220a	d001.s028.t010	contra		X	bn:00097220a
d001.s028.t004	medicine	medicine	NOUN	bn:00054128n	d001.s028.t009	medicamento	medicamento	N	bn:00054128n
	)	)	.		d001.s028.t013	)		X	
	,	,	.		d001.s028.t014	,		X	
	both	both	CONJ		d001.s028.t015	ambos		X	
	in	in	ADP		d001.s028.t016	en		X	
d001.s028.t005	combination	combination	NOUN	bn:00020878n	d001.s028.t017	combinación	combinación	N	bn:00020878n
	with	with	ADP		d001.s028.t018	con		X	
	cisplatin	cisplatin	NOUN		d001.s028.t019	cisplatino	cisplatino	N	
	,	,	.		d001.s028.t020	,		X	
	in	in	ADP		d001.s028.t021	en		X	
	a	a	DET		d001.s028.t022	un		X	
d001.s028.t006	study	study	NOUN	bn:00074790n	d001.s028.t023	estudio	estudio	N	bn:00074790n
d001.s028.t007	involving	involve	VERB	bn:00089893v	d001.s028.t024	con		X	bn:00089893v
	1,725	1,725	NUM		d001.s028.t025	1.725		X	
d001.s028.t008	patients	patient	NOUN	bn:00061017n	d001.s028.t026	pacientes	paciente	N	bn:00061017n
	who	who	PRON		d001.s028.t027	que		X	
	had	have	VERB		d001.s028.t029	habían	haber	V	
d001.s028.t009	not	not	ADV	bn:00116360r	d001.s028.t028	no	no	N	bn:00116360r
d001.s028.t010	received	receive	VERB	bn:00087863v	d001.s028.t030	recibido	recibir	V	bn:00087863v
d001.s028.t011	chemotherapy	chemotherapy	NOUN	bn:00018141n	d001.s028.t031	quimioterapia	quimioterapia	N	bn:00018141n
	for	for	ADP		d001.s028.t032	contra		X	
d001.s028.t012	lung cancer	lung_cancer	NOUN	bn:00052343n	d001.s028.t034➕d001.s028.t036	cáncer➕pulmón	cáncer	N	bn:00052343n
	in	in	ADP						
	the	the	DET		d001.s028.t033	el		X	
d001.s028.t013	past	past	NOUN	bn:00060928n	d001.s028.t037	previamente	previamente	R	bn:00060928n
	.	.	.		d001.s028.t038	.		X	
	-end-	-end-	-end-						
	In	in	ADP		d001.s029.t001	En		X	
	all	all	DET						
	three	three	NUM		d001.s029.t003	tres		X	
d001.s029.t001	studies	study	NOUN	bn:00074790n	d001.s029.t004	estudios	estudio	N	bn:00074790n
	,	,	.		d001.s029.t005	,		X	
	the	the	DET		d001.s029.t006	el		X	
d001.s029.t002	main	main	ADJ	bn:00099598a	d001.s029.t008	principal	principal	J	bn:00099598a
d001.s029.t003	measure	measure	NOUN	bn:00054019n	d001.s029.t007	criterio	criterio	N	bn:00054019n
	of	of	ADP		d001.s029.t009	de		X	
d001.s029.t004	effectiveness	effectiveness	NOUN	bn:00029877n	d001.s029.t013	eficacia	eficacia	N	bn:00029877n
	was	be	VERB		d001.s029.t014	fue	ser	V	
	how	how	ADV						
d001.s029.t005	long	long	ADV	bn:00116153r					
	the	the	DET		d001.s029.t020	los		X	
d001.s029.t006	patients	patient	NOUN	bn:00061017n	d001.s029.t021	pacientes	paciente	N	bn:00061017n
d001.s029.t007	survived	survive	VERB	bn:00085382v	d001.s029.t018	supervivencia	supervivencia	N	bn:00085382v
	.	.	.		d001.s029.t022	.		X	
	-end-	-end-	-end-						
	What	what	DET		d001.s030.t001	¿Qué	¿qué	N	
d001.s030.t001	benefit	benefit	NOUN	bn:00009905n	d001.s030.t002	beneficio	beneficio	N	bn:00009905n
	has	have	VERB		d001.s030.t003	ha	haber	V	
	Alimta	alimta	NOUN		d001.s030.t006	Alimta	alimta	N	
d001.s030.t002	shown	show	VERB	bn:00086567v	d001.s030.t004	demostrado	demostrar	V	bn:00086567v
	during	during	ADP		d001.s030.t007	durante		X	
	the	the	DET		d001.s030.t008	los		X	
d001.s030.t003	studies	study	NOUN	bn:00074790n	d001.s030.t009	estudios	estudio	N	bn:00074790n
	?	?	.		d001.s030.t010	?		X	
	-end-	-end-	-end-						
	Alimta	alimta	NOUN		d001.s031.t001	Alimta	alimta	N	
d001.s031.t001	increased	increase	VERB	bn:00089667v	d001.s031.t002	prolongó	prolongar	V	bn:00089667v
	the	the	DET		d001.s031.t003	el		X	
d001.s031.t002	survival	survival	NOUN	bn:00030811n	d001.s031.t006	supervivencia	supervivencia	N	bn:00030811n
d001.s031.t003	time	time	NOUN	bn:00077268n	d001.s031.t004	tiempo	tiempo	N	bn:00077268n
	of	of	ADP		d001.s031.t007	de		X	
d001.s031.t004	patients	patient	NOUN	bn:00061017n	d001.s031.t009	pacientes	paciente	N	bn:00061017n
	with	with	ADP		d001.s031.t010	con		X	
d001.s031.t005	malignant	malignant	ADJ	bn:00106363a	d001.s031.t013	maligno	maligno	J	bn:00106363a
d001.s031.t006	pleural	pleural	ADJ	bn:00108692a	d001.s031.t012	pleural	pleural	J	bn:00108692a
d001.s031.t007	mesothelioma	mesothelioma	NOUN	bn:00054512n	d001.s031.t011	mesotelioma	mesotelioma	N	bn:00054512n
	.	.	.		d001.s031.t014	.		X	
	-end-	-end-	-end-						
d001.s032.t001	Patients	patient	NOUN	bn:00061017n	d001.s032.t002➕d001.s032.t020	pacientes➕enfermos	paciente	N	bn:00061017n
d001.s032.t002	receiving	receive	VERB	bn:00087863v	d001.s032.t004	recibieron	recibir	V	bn:00087863v
	Alimta	alimta	NOUN		d001.s032.t005	Alimta	alimta	N	
	and	and	CONJ		d001.s032.t006	y		X	
	cisplatin	cisplatin	NOUN		d001.s032.t007	cisplatino	cisplatino	N	
d001.s032.t003	survived	survive	VERB	bn:00085382v	d001.s032.t008	sobrevivieron	sobrevivir	V	bn:00085382v
	for	for	ADP						
	an	a	DET		d001.s032.t009	una		X	
d001.s032.t004	average	average	NOUN	bn:00007451n	d001.s032.t010	media	media	N	bn:00007451n
	of	of	ADP		d001.s032.t011	de		X	
	12.1	12.1	NUM		d001.s032.t012	12,1		X	
d001.s032.t005	months	month	NOUN	bn:00055794n	d001.s032.t013	meses	mes	N	bn:00055794n
	,	,	.		d001.s032.t014	,		X	
d001.s032.t006	compared	compare	VERB	bn:00085450v	d001.s032.t015	mientras que		X	bn:00085450v
	with	with	ADP		d001.s032.t015	mientras que		X	
	9.3	9.3	NUM		d001.s032.t027	9,3		X	
d001.s032.t007	months	month	NOUN	bn:00055794n					
	in	in	ADP						
	those	those	DET		d001.s032.t019	los		X	
	receiving	receive	VERB						
	cisplatin	cisplatin	NOUN		d001.s032.t024	cisplatino	cisplatino	N	
d001.s032.t008	alone	alone	ADV	bn:00114235r	d001.s032.t022	sólo	sólo	R	bn:00114235r
	.	.	.		d001.s032.t029	.		X	
	-end-	-end-	-end-						
	In	in	ADP		d001.s033.t001	En		X	
	the	the	DET		d001.s033.t002	el		X	
d001.s033.t001	treatment	treatment	NOUN	bn:00047235n	d001.s033.t003	tratamiento	tratamiento	N	bn:00047235n
	of	of	ADP		d001.s033.t004	de		X	
d001.s033.t002	patients	patient	NOUN	bn:00061017n	d001.s033.t005	pacientes	paciente	N	bn:00061017n
	with	with	ADP		d001.s033.t006	con		X	
	non-small	non-small	ADJ		d001.s033.t010	no	no	N	
d001.s033.t003	cell	cell	NOUN	bn:00017027n					
d001.s033.t004	lung cancer	lung_cancer	NOUN	bn:00052343n	d001.s033.t007➕d001.s033.t009	cáncer➕pulmón	cáncer	N	bn:00052343n
	,	,	.		d001.s033.t012	,		X	
	Alimta	alimta	NOUN		d001.s033.t013	Alimta	alimta	N	
	was	be	VERB		d001.s033.t014	fue	ser	V	
d001.s033.t005	as	as	ADV	bn:00114354r	d001.s033.t015	tan	tan	R	bn:00114354r
d001.s033.t006	effective	effective	ADJ	bn:00102038a	d001.s033.t016	efectivo	efectivo	J	bn:00102038a
d001.s033.t007	as	as	ADV	bn:00114354r	d001.s033.t017	como		X	bn:00114354r
	the	the	DET		d001.s033.t018	los		X	
	comparators	comparator	NOUN		d001.s033.t021	comparación	comparación	N	
	.	.	.		d001.s033.t022	.		X	
	-end-	-end-	-end-						
	In	in	ADP		d001.s034.t001	En		X	
d001.s034.t001	patients	patient	NOUN	bn:00061017n	d001.s034.t003	pacientes	paciente	N	bn:00061017n
	who	who	PRON		d001.s034.t004	que		X	
	had	have	VERB		d001.s034.t005	habían	haber	V	
d001.s034.t002	received	receive	VERB	bn:00087863v	d001.s034.t006	recibido	recibir	V	bn:00087863v
d001.s034.t003	chemotherapy	chemotherapy	NOUN	bn:00018141n	d001.s034.t007	quimioterapia	quimioterapia	N	bn:00018141n
	in	in	ADP						
	the	the	DET		d001.s034.t002	los		X	
d001.s034.t004	past	past	NOUN	bn:00060928n	d001.s034.t008	previamente	previamente	R	bn:00060928n
	,	,	.		d001.s034.t009	,		X	
	the	the	DET		d001.s034.t010	el		X	
d001.s034.t005	average	average	ADJ	bn:00097854a	d001.s034.t012	medio	medio	J	bn:00097854a
d001.s034.t006	survival	survival	NOUN	bn:00030811n	d001.s034.t014	supervivencia	supervivencia	N	bn:00030811n
d001.s034.t007	time	time	NOUN	bn:00077268n	d001.s034.t011	tiempo	tiempo	N	bn:00077268n
	was	be	VERB		d001.s034.t015	fue	ser	V	
	8.3	8.3	NUM		d001.s034.t017	8,3		X	
d001.s034.t008	months	month	NOUN	bn:00055794n	d001.s034.t018	meses	mes	N	bn:00055794n
	with	with	ADP		d001.s034.t019	con		X	
	Alimta	alimta	NOUN		d001.s034.t020	Alimta	alimta	N	
	,	,	.						
d001.s034.t009	compared	compare	VERB	bn:00085450v	d001.s034.t021	frente a		X	bn:00085450v
	with	with	ADP		d001.s034.t021	frente a		X	
	7.9	7.9	NUM		d001.s034.t022	7,9		X	
d001.s034.t010	months	month	NOUN	bn:00055794n	d001.s034.t023	meses	mes	N	bn:00055794n
	with	with	ADP		d001.s034.t024	con		X	
	docetaxel	docetaxel	NOUN		d001.s034.t025	docetaxel	docetaxel	N	
	.	.	.		d001.s034.t026	.		X	
	-end-	-end-	-end-						
	In	in	ADP		d001.s035.t001	En		X	
d001.s035.t001	patients	patient	NOUN	bn:00061017n	d001.s035.t002	pacientes	paciente	N	bn:00061017n
	who	who	PRON		d001.s035.t003	que		X	
	had	have	VERB		d001.s035.t005	habían	haber	V	
