Start Sense
f003.s003.t023 bn:00001961n
f003.s003.t024 bn:00109211a
f003.s003.t026 bn:00001177n
f003.s003.t027 bn:00110842a
f003.s003.t029 bn:00001423n
f003.s003.t030 bn:00113672a
f003.s003.t032 bn:00055393n
f003.s003.t035 bn:00079373n
f003.s003.t036 bn:00070651n
f003.s003.t037 bn:00086341v
f003.s003.t038 bn:00086341v
f003.s004.t001 bn:00016401n
f003.s004.t002 bn:00114784r
f003.s004.t003 bn:00102920a
f003.s004.t005 bn:00007011n
f003.s004.t007 bn:00089893v
f003.s004.t008 bn:00089893v
f003.s004.t009 bn:00079373n
f003.s004.t011 bn:00062794n
f003.s004.t012 bn:00070651n
f003.s004.t013 bn:00092825v
f003.s004.t014 bn:00092825v
f003.s004.t017 bn:00030844n
f003.s004.t020 bn:00064922n
f003.s004.t021 bn:00070651n
f003.s004.t022 bn:00100093a
f003.s004.t023 bn:27166550v
f003.s005.t001 bn:00114246r
f003.s005.t003 bn:00027862n
f003.s005.t004 bn:00036823n
f003.s005.t005 bn:00101350a
f003.s005.t006 bn:00009905n
f003.s005.t007 bn:00109211a
f003.s005.t008 bn:00058145n
f003.s005.t009 bn:27248079v
f003.s006.t002 bn:00036064n
f003.s006.t004 bn:00115794r
f003.s006.t005 bn:00021015n
f003.s006.t006 bn:00102440a
f003.s006.t008 bn:00055180n
f003.s006.t009 bn:00001739n
f003.s006.t010 bn:00110842a
f003.s006.t011 bn:00110978a
f003.s006.t013 bn:00007299n
f003.s006.t014 bn:00109624a
f003.s006.t015 bn:03129836n
f003.s006.t018 bn:00021721n
f003.s006.t019 bn:00102440a
f003.s006.t021 bn:00109650a
f003.s006.t022 bn:00032152n
f003.s006.t023 bn:00110842a
f003.s006.t026 bn:00017557n
f003.s006.t027 bn:00106332a
f003.s006.t029 bn:00070651n
f003.s006.t030 bn:00009905n
f003.s006.t031 bn:00109211a
f003.s006.t034 bn:00085794v
f003.s007.t002 bn:00036064n
f003.s007.t003 bn:00116085r
f003.s007.t005 bn:00067181n
f003.s007.t006 bn:00100121a
f003.s007.t009 bn:00114354r
f003.s007.t010 bn:00027912n
f003.s007.t012 bn:00064665n
f003.s007.t013 bn:15526813n
f003.s007.t014 bn:00084099v
f003.s007.t015 bn:00084099v
f003.s007.t017 bn:00032425n
f003.s007.t018 bn:00030844n
f003.s007.t019 bn:00101412a
f003.s007.t020 bn:13601970v
f003.s007.t021 bn:00014138n
f003.s007.t024 bn:00114216r
f003.s007.t025 bn:00089667v
f003.s007.t026 bn:00037027n
f003.s007.t027 bn:00089511v
f003.s007.t028 bn:00089511v
f003.s007.t030 bn:00082720v
f003.s007.t031 bn:00082720v
f003.s008.t002 bn:00074790n
f003.s008.t004 bn:00083141v
f003.s008.t006 bn:00047238n
f003.s008.t007 bn:00108489a
f003.s008.t009 bn:00036837n
f003.s008.t010 bn:00110401a
f003.s008.t011 bn:00020592n
f003.s008.t012 bn:00110842a
f003.s008.t014 bn:00114354r
f003.s008.t015 bn:00047203n
f003.s008.t016 bn:00001423n
f003.s008.t017 bn:00032501n
f003.s008.t018 bn:00041239n
f003.s008.t019 bn:00107136a
f003.s008.t021 bn:00095923a
f003.s008.t022 bn:00023235n
f003.s008.t023 bn:00102440a
f003.s008.t024 bn:27166550v
f003.s009.t002 bn:00114354r
f003.s009.t003 bn:00070206n
f003.s009.t004 bn:00104680a
f003.s009.t005 bn:00104995a
f003.s009.t007 bn:00046575n
f003.s009.t008 bn:00002936n
f003.s009.t010 bn:00070206n
f003.s009.t011 bn:00008412n
f003.s009.t012 bn:00114246r
f003.s009.t013 bn:00089660v
f003.s009.t014 bn:27248696v
f003.s010.t001 bn:00073170n
f003.s010.t002 bn:00099258a
f003.s010.t004 bn:00021721n
f003.s010.t005 bn:00032152n
f003.s010.t006 bn:00110842a
f003.s010.t008 bn:27248696v
f003.s010.t012 bn:00050521n
f003.s010.t014 bn:00067808n
f003.s010.t016 bn:13106452n
f003.s010.t017 bn:26459699n
f003.s010.t019 bn:00011651n
f003.s010.t020 bn:00030616n
f003.s010.t022 bn:00025569n
f003.s010.t023 bn:00104995a
f003.s010.t025 bn:00001738n
f003.s010.t026 bn:00110842a
f003.s010.t028 bn:00021015n
f003.s010.t029 bn:00102440a
f003.s010.t030 bn:22064839n
f003.s010.t031 bn:02341992n
f003.s010.t034 bn:00025965n
f003.s010.t035 bn:00102158a
f003.s010.t037 bn:00021015n
f003.s010.t038 bn:03359468n
f003.s010.t039 bn:00521380n
f003.s010.t040 bn:27750639n
f003.s010.t042 bn:00034004n
f003.s010.t043 bn:00060708n
f003.s010.t044 bn:00102440a
f003.s010.t045 bn:11108537n
f003.s010.t046 bn:01336282n
f003.s010.t047 bn:00385286n
f003.s010.t048 bn:00385286n
f003.s010.t050 bn:00079435n
f003.s010.t051 bn:00060708n
f003.s010.t052 bn:00102440a
f003.s010.t054 bn:00912132n
f003.s010.t055 bn:25385835n
f003.s010.t057 bn:00021015n
f003.s010.t058 bn:00102001a
f003.s010.t060 bn:00110842a
f003.s011.t001 bn:00074790n
f003.s011.t002 bn:00016401n
f003.s011.t004 bn:00067181n
f003.s011.t005 bn:00107136a
f003.s011.t006 bn:00085499v
f003.s011.t007 bn:00063673n
f003.s011.t009 bn:00114542r
f003.s011.t013 bn:00034797n
f003.s011.t014 bn:00085499v
f003.s011.t017 bn:00098274a
f003.s011.t018 bn:00006382n
f003.s011.t019 bn:00063329n
f003.s011.t021 bn:00061054n
f003.s011.t024 bn:00082573v
f003.s011.t025 bn:00030933n
f003.s011.t027 bn:00041853n
f003.s011.t029 bn:00026695n
f003.s011.t030 bn:00081593n
f003.s011.t031 bn:00082449v
f003.s011.t033 bn:00062699n
f003.s011.t034 bn:00014138n
f003.s011.t036 bn:00021248n
f003.s011.t037 bn:00091868v
f003.s011.t038 bn:00091868v
f003.s012.t003 bn:00023235n
f003.s012.t008 bn:00034797n
f003.s012.t010 bn:00074790n
f003.s012.t011 bn:00016401n
f003.s012.t012 bn:00026418n
f003.s012.t013 bn:00084931v
f003.s013.t002 bn:00074790n
f003.s013.t003 bn:00016401n
f003.s013.t004 bn:00007783n
f003.s013.t005 bn:00034797n
f003.s013.t007 bn:00030709n
f003.s013.t010 bn:00061054n
f003.s013.t011 bn:00030626n
f003.s013.t013 bn:00001423n
f003.s013.t014 bn:00014138n
f003.s013.t016 bn:00082596v
f003.s013.t018 bn:00082596v
f003.s013.t019 bn:00082596v
f003.s013.t021 bn:00037022n
f003.s013.t023 bn:00048242n
f003.s013.t024 bn:00034797n
f003.s013.t026 bn:00082720v
f003.s013.t027 bn:00082720v
f003.s014.t001 bn:00080113n
f003.s014.t003 bn:00047238n
f003.s014.t005 bn:00035770n
f003.s014.t006 bn:00099258a
f003.s014.t007 bn:00114246r
f003.s014.t008 bn:00082906v
f003.s014.t009 bn:27248696v
f003.s015.t002 bn:00074790n
f003.s015.t003 bn:00107136a
f003.s015.t004 bn:00008790n
f003.s015.t006 bn:00067181n
f003.s015.t007 bn:00102440a
f003.s015.t009 bn:00085670v
f003.s015.t010 bn:00095774v
f003.s015.t012 bn:00061054n
f003.s015.t013 bn:00108083a
f003.s015.t015 bn:00094713v
f003.s015.t016 bn:00094713v
f003.s016.t001 bn:00067181n
f003.s016.t003 bn:00012059n
f003.s016.t004 bn:00016401n
f003.s016.t006 bn:00034797n
f003.s016.t008 bn:00078738n
f003.s016.t010 bn:00084099v
f003.s016.t011 bn:00095774v
f003.s016.t013 bn:00007771n
f003.s016.t014 bn:00082779v
f003.s016.t015 bn:00021721n
f003.s016.t017 bn:00084692v
f003.s016.t018 bn:00084692v
f003.s016.t021 bn:00007406n
f003.s016.t023 bn:00082779v
f003.s016.t024 bn:00083181v
f003.s017.t001 bn:00082486v
f003.s017.t003 bn:00036064n
f003.s017.t004 bn:00087137v
f003.s017.t005 bn:00017761n
f003.s017.t006 bn:00008714n
f003.s017.t007 bn:00001936n
f003.s017.t009 bn:00030933n
f003.s017.t011 bn:00041853n
f003.s017.t013 bn:00082596v
f003.s017.t014 bn:00016850n
f003.s017.t016 bn:27166550v
f003.s018.t001 bn:00061746n
f003.s018.t002 bn:00020592n
f003.s018.t003 bn:00110842a
f003.s018.t004 bn:00114246r
f003.s018.t006 bn:00007020n
f003.s018.t007 bn:00102398a
f003.s018.t009 bn:00064776n
f003.s018.t011 bn:00088783v
f003.s018.t012 bn:00008714n
f003.s018.t013 bn:00001936n
f003.s018.t015 bn:00082596v
f003.s018.t016 bn:00083181v
f003.s018.t017 bn:00082596v
f003.s019.t001 bn:00117283r
f003.s019.t003 bn:00064665n
f003.s019.t004 bn:00034797n
f003.s019.t009 bn:00070206n
f003.s019.t010 bn:00109211a
f003.s019.t012 bn:00104973a
f003.s019.t014 bn:00008714n
f003.s019.t015 bn:00008714n
f003.s019.t016 bn:00001936n
f003.s019.t019 bn:00115235r
f003.s019.t021 bn:00081593n
f003.s019.t022 bn:00096644a
f003.s019.t024 bn:00083173v
f003.s019.t026 bn:00087137v
f003.s019.t028 bn:00082720v
f003.s019.t029 bn:00082720v
f003.s020.t002 bn:00090460v
f003.s020.t003 bn:00003132n
f003.s020.t005 bn:00067456n
f003.s020.t006 bn:00101935a
f003.s020.t010 bn:00066743n
f003.s020.t013 bn:00064665n
f003.s020.t015 bn:00025965n
f003.s020.t016 bn:00114714r
f003.s020.t018 bn:00044396n
f003.s020.t020 bn:00092717v
f003.s020.t023 bn:00092953v
f003.s020.t024 bn:00081593n
f003.s020.t025 bn:00096644a
f003.s020.t026 bn:00083240v
f003.s021.t001 bn:00007781n
f003.s021.t002 bn:00037634n
f003.s021.t004 bn:00100762a
f003.s021.t005 bn:00081593n
f003.s021.t007 bn:13606173r
f003.s021.t008 bn:00082868v
f003.s021.t011 bn:00027538n
f003.s021.t012 bn:00001936n
f003.s021.t014 bn:00082596v
f003.s021.t016 bn:00082596v
f003.s022.t002 bn:00064665n
f003.s022.t003 bn:00114246r
f003.s022.t004 bn:00034797n
f003.s022.t007 bn:00083173v
f003.s022.t009 bn:00027538n
f003.s022.t010 bn:00001936n
f003.s022.t012 bn:00005513n
f003.s022.t013 bn:00109998a
f003.s022.t016 bn:00021286n
f003.s022.t017 bn:00106773a
f003.s022.t019 bn:00097857a
f003.s022.t021 bn:00085648v
f003.s022.t022 bn:00085648v
f003.s023.t002 bn:00023235n
f003.s023.t003 bn:00054277n
f003.s023.t005 bn:00085497v
f003.s023.t007 bn:00064665n
f003.s023.t008 bn:13601656v
f003.s023.t010 bn:00009714n
f003.s023.t012 bn:00036202n
f003.s023.t014 bn:00026684n
f003.s023.t016 bn:00030401n
f003.s023.t018 bn:00047705n
f003.s023.t020 bn:00044423n
f003.s023.t022 bn:00013173n
f004.s001.t002 bn:00028015n
f004.s001.t003 bn:00075142n
f004.s001.t005 bn:00067181n
f004.s001.t006 bn:00005120n
f004.s001.t007 bn:00109211a
f004.s001.t008 bn:00031896n
f004.s001.t009 wn:02610777
f004.s002.t002 bn:00087869v
f004.s002.t003 bn:00087869v
f004.s002.t006 bn:00021015n
f004.s002.t007 bn:00064584n
f004.s002.t008 bn:00106556a
f004.s002.t010 bn:00030627n
f004.s002.t011 bn:00079883n
f004.s002.t015 bn:00074790n
f004.s002.t016 bn:00087107v
f004.s002.t018 bn:00082720v
f004.s002.t019 bn:00082720v
f004.s002.t022 bn:00066562n
f004.s002.t025 bn:00109650a
f004.s002.t026 bn:00033729n
f004.s002.t027 bn:00030627n
f004.s002.t029 bn:00054128n
f004.s002.t030 bn:00088789v
f004.s003.t001 bn:00923812n
f004.s003.t002 bn:13063770n
f004.s004.t001 bn:00923812n
f004.s004.t002 bn:00085499v
f004.s004.t003 bn:00074985n
f004.s004.t004 bn:00096387a
f004.s004.t005 bn:00923812n
f004.s004.t006 bn:00085499v
f004.s004.t009 bn:00033729n
f004.s004.t010 bn:00052222n
f004.s004.t012 bn:00072760n
f004.s004.t013 bn:00046787n
f004.s004.t014 bn:00097846a
f004.s004.t015 bn:27166550v
f004.s005.t002 bn:00052222n
f004.s005.t004 wn:04963771n
f004.s005.t005 bn:00059250n
f004.s005.t006 bn:00060263n
f004.s005.t010 bn:00032604n
f004.s005.t012 bn:00032604n
f004.s005.t013 bn:00088078v
f004.s005.t015 bn:00023645n
f004.s005.t016 bn:00069754n
f004.s005.t017 bn:13601656v
f004.s005.t019 bn:13601970v
f004.s005.t022 bn:00089157v
f004.s005.t023 bn:00089157v
f004.s006.t002 bn:00052222n
f004.s006.t004 bn:00032604n
f004.s006.t006 bn:00051872n
f004.s006.t007 bn:03463336n
f004.s006.t010 bn:00032604n
f004.s006.t011 bn:00108011a
f004.s006.t013 bn:00003057n
f004.s006.t016 bn:00003603n
f004.s006.t017 bn:00923812n
f004.s006.t018 bn:00090663v
f004.s006.t019 bn:27166550v
f004.s007.t001 bn:00923812n
f004.s007.t004 bn:00016401n
f004.s007.t005 bn:00030627n
f004.s007.t006 bn:00083181v
f004.s008.t001 bn:00923812n
f004.s008.t002 bn:00004656n
f004.s008.t003 bn:00004656n
f004.s008.t004 bn:27166550v
f004.s008.t008 wn:02641270v
f004.s008.t010 bn:00083115v
f004.s008.t012 bn:00082787v
f004.s008.t013 bn:00082787v
f004.s009.t002 bn:00015267n
f004.s009.t004 bn:00008467n
f004.s009.t006 bn:00083115v
f004.s009.t008 bn:00083115v
f004.s009.t009 bn:00084069v
f004.s009.t011 bn:00018141n
f004.s009.t013 bn:00054128n
f004.s009.t016 bn:00047235n
f004.s009.t017 bn:00015180n
f004.s009.t018 bn:00082705v
f004.s009.t019 bn:00082705v
f004.s009.t025 bn:00084069v
f004.s009.t026 bn:00083115v
f004.s009.t027 bn:00083181v
f004.s009.t029 bn:00082705v
f004.s009.t030 bn:00083181v
f004.s010.t002 bn:00020872n
f004.s010.t004 bn:00054018n
f004.s010.t005 bn:00111492a
f004.s010.t007 bn:00108011a
f004.s010.t008 bn:00047235n
f004.s010.t009 bn:00113583a
f004.s010.t011 bn:00027011n
f004.s010.t012 bn:00027011n
f004.s010.t013 bn:00108295a
f004.s010.t015 bn:00923812n
f004.s010.t016 bn:13601970v
f004.s010.t018 bn:00047235n
f004.s010.t019 bn:00027565n
f004.s010.t020 bn:00114246r
f004.s010.t021 bn:00082705v
f004.s010.t022 d004.s010.t020
f004.s010.t026 bn:00033729n
f004.s010.t027 bn:00046787n
f004.s010.t031 bn:00033729n
f004.s010.t032 bn:00046787n
f004.s010.t035 bn:00065672n
f004.s010.t037 bn:00052222n
f004.s011.t003 bn:00002178n
f004.s011.t005 bn:00923812n
f004.s011.t006 bn:13601970v
f004.s011.t009 bn:00025419n
f004.s011.t010 bn:00088826v
f004.s012.t001 bn:00923812n
f004.s012.t003 bn:00082291v
f004.s012.t004 bn:00082291v
f004.s013.t001 bn:00923812n
f004.s013.t002 bn:00066514n
f004.s013.t003 bn:02560276n
f004.s013.t012 bn:00075762n
f004.s013.t013 bn:00107232a
f004.s013.t014 bn:00099258a
f004.s013.t015 bn:00082285v
f004.s013.t016 bn:00082285v
f004.s013.t017 bn:00083623v
f004.s013.t018 bn:00083623v
f004.s014.t001 bn:00923812n
f004.s014.t004 bn:00082596v
f004.s014.t005 bn:00082596v
f004.s014.t006 bn:00082596v
f004.s015.t001 bn:00034394n
f004.s015.t002 bn:00098342a
f004.s015.t004 bn:00074790n
f004.s015.t006 bn:00923812n
f004.s015.t009 bn:00015267n
f004.s015.t010 bn:00049551n
f004.s015.t013 bn:00061017n
f004.s015.t014 bn:00004222n
f004.s015.t016 bn:00113583a
f004.s015.t017 bn:00113583a
f004.s015.t019 bn:00110469a
f004.s015.t020 bn:00011771n
f004.s015.t021 bn:00102440a
f004.s015.t024 bn:00003341n
f004.s016.t001 bn:00923812n
f004.s016.t004 bn:00074790n
f004.s016.t006 bn:00009905n
f004.s017.t001 bn:00021961n
f004.s017.t002 bn:00074790n
f004.s017.t003 bn:00083245v
f004.s017.t004 bn:00083245v
f004.s017.t006 bn:00923812n
f004.s017.t007 bn:00102038a
f004.s017.t009 bn:00062717n
f004.s017.t013 bn:00015267n
f004.s017.t015 bn:00054128n
f004.s017.t020 bn:00027565n
f004.s017.t021 bn:00105886a
f004.s017.t024 bn:00015267n
f004.s017.t026 bn:00062717n
f004.s017.t027 bn:00087863v
f004.s017.t028 bn:00087863v
f004.s017.t032 bn:00047235n
f004.s017.t036 bn:00008467n
f004.s017.t038 bn:00027565n
f004.s017.t039 bn:00082812v
f004.s017.t040 bn:00082812v
f004.s018.t001 bn:00047235n
f004.s018.t002 bn:00015267n
f004.s018.t004 bn:00027565n
f004.s018.t007 bn:00046787n
f004.s018.t008 bn:00083347v
f004.s018.t012 bn:00004222n
f004.s018.t013 bn:00027565n
f004.s018.t016 bn:00096151a
f004.s018.t017 bn:00052222n
f004.s018.t026 bn:00114171r
f004.s018.t027 bn:00052222n
f004.s019.t002 bn:00047235n
f004.s019.t003 bn:00035627n
f004.s019.t005 bn:00059954n
f004.s019.t006 bn:00004222n
f004.s019.t007 bn:13601970v
f004.s019.t008 bn:00052222n
f004.s019.t011 bn:00015267n
f004.s019.t012 bn:00082365v
f004.s020.t001 bn:00114246r
f004.s020.t003 bn:00047235n
f004.s020.t004 bn:00027565n
f004.s020.t005 bn:00114234r
f004.s020.t006 bn:27221338v
f004.s020.t007 bn:00115794r
f004.s020.t009 bn:00108011a
f004.s020.t010 bn:00054018n
f004.s020.t011 bn:00111492a
f004.s020.t013 bn:00108011a
f004.s020.t014 bn:00076843n
f004.s020.t015 bn:00113583a
f004.s020.t016 bn:00083181v
f004.s020.t017 bn:00082336v
f004.s020.t022 bn:00016850n
f004.s020.t023 bn:00095360v
f004.s020.t024 bn:00027565n
f004.s020.t025 bn:00082336v
f004.s020.t026 bn:00082336v
f004.s021.t001 bn:00030747n
f004.s021.t002 "bn:00006541n "
f004.s021.t004 bn:00923812n
f004.s021.t005 bn:13063770n
f004.s022.t001 bn:00923812n
f004.s022.t007 bn:00114917r
f004.s022.t009 bn:00028320n
f004.s022.t012 bn:00019848n
f004.s022.t013 bn:00028320n
f004.s022.t014 bn:00082418v
f004.s022.t016 bn:00061605n
f004.s022.t017 bn:00077267n
f004.s022.t018 bn:00101795a
f004.s022.t022 bn:00019848n
f004.s022.t023 bn:00106517a
f004.s022.t024 bn:00022191n
f004.s022.t025 bn:00022191n
f004.s022.t027 bn:00047235n
f004.s022.t029 bn:00082365v
f004.s022.t030 bn:00082365v
f004.s022.t033 bn:00115530r
f004.s022.t034 bn:00095008v
f004.s022.t035 bn:00095008v
f004.s023.t002 bn:00046516n
f004.s023.t004 bn:00054128n
f004.s023.t006 bn:00088826v
f004.s023.t009 bn:00004222n
f004.s023.t013 bn:00042049n
f004.s023.t015 wn:02610777
f004.s024.t001 bn:00923812n
f004.s024.t002 bn:00030747n
f004.s024.t003 bn:00102398a
f004.s024.t006 bn:00044382n
f004.s024.t007 bn:00083187v
f004.s024.t008 bn:00116360r
