Token ID	Token	Lemma	POS	Sense
d001.s027.t014	شد	شد#شو	VERB	
d001.s027.t015	.	.	PUNCT	
d001.s028.t001	برای	برای	ADP,EZ	
d001.s028.t002	درمان	درمان	NOUN,EZ	
d001.s028.t003	سرطان	سرطان	NOUN,EZ	
d001.s028.t004	ریه	ریه	NOUN,EZ	
d001.s028.t005	سلول	سلول	NOUN,EZ	
d001.s028.t006	غیر	غیر	NOUN,EZ	
d001.s028.t007	کوچک	کوچک	ADJ	
d001.s028.t008	،	،	PUNCT	
d001.s028.t009	اثرات	اثرات	NOUN,EZ	
d001.s028.t010	آلیمتا	آلیمتا	NOUN	
d001.s028.t011	با	با	ADP	
d001.s028.t012	اثرات	اثرات	NOUN,EZ	
d001.s028.t013	دوستاکسل	دوستاکسل	NOUN	
d001.s028.t014	(	(	PUNCT	
d001.s028.t015	یک	یک	NUM	
d001.s028.t016	داروی	دارو	NOUN,EZ	
d001.s028.t017	ضد	ضد	NOUN,EZ	
d001.s028.t018	سرطان	سرطان	NOUN,EZ	
d001.s028.t019	دیگر	دیگر	PRON	
d001.s028.t020	)	)	PUNCT	
d001.s028.t021	در	در	ADP	
d001.s028.t022	یک	یک	NUM	
d001.s028.t023	مطالعه	مطالعه	NOUN	
d001.s028.t024	که	که	SCONJ	
d001.s028.t025	شامل	شامل	ADJ,EZ	
d001.s028.t026	۵۷۱	۵۷۱	NUM	
d001.s028.t027	بیمار	بیمار	NOUN,EZ	
d001.s028.t028	مبتلا	مبتلا	ADJ	
d001.s028.t029	به	به	ADP	
d001.s028.t030	بیماری	بیماری	NOUN,EZ	
d001.s028.t031	پیشرفته	پیشرفته	ADJ,EZ	
d001.s028.t032	موضعی	موضعی	ADJ	
d001.s028.t033	یا	یا	CCONJ	
d001.s028.t034	متاستاتیک	متاستاتیک	ADJ	
d001.s028.t035	بود	بود#است	VERB	
d001.s028.t036	که	که	SCONJ	
d001.s028.t037	در	در	ADP	
d001.s028.t038	گذشته	گذشته	ADV	
d001.s028.t039	شیمی‌درمانی	شیمی‌درمانی	NOUN	
d001.s028.t040	شده_بودند	شد#شو	VERB	
d001.s028.t041	،	،	PUNCT	
d001.s028.t042	مقایسه	مقایسه	NOUN	
d001.s028.t043	شد	شد#شو	VERB	
d001.s028.t044	.	.	PUNCT	
d001.s029.t001	آلیمتا	آلیمتا	NOUN	
d001.s029.t002	همچنین	همچنین	CCONJ	
d001.s029.t003	با	با	ADP	
d001.s029.t004	جمسیتابین	جمسیتابین	NOUN	
d001.s029.t005	(	(	PUNCT	
d001.s029.t006	یکی	یکی	NUM	
d001.s029.t007	دیگر	دیگر	PRON	
d001.s029.t008	از	از	ADP	
d001.s029.t009	داروهای	دارو	NOUN,EZ	
d001.s029.t010	ضد	ضد	NOUN,EZ	
d001.s029.t011	سرطان	سرطان	NOUN	
d001.s029.t012	)	)	PUNCT	
d001.s029.t013	،	،	PUNCT	
d001.s029.t014	هر	هر	DET	
d001.s029.t015	دو	دو	NUM	
d001.s029.t016	در	در	ADP	
d001.s029.t017	ترکیب	ترکیب	NOUN	
d001.s029.t018	با	با	ADP	
d001.s029.t019	سیس	سیس	NOUN	
d001.s029.t020	پلاتین	پلاتین	NOUN	
d001.s029.t021	،	،	PUNCT	
d001.s029.t022	در	در	ADP	
d001.s029.t023	مطالعه‌ای	مطالعه	NOUN	
d001.s029.t024	شامل	شامل	ADJ,EZ	
d001.s029.t025	۱۷۲۵	۱۷۲۵	NUM	
d001.s029.t026	بیمار	بیمار	NOUN	
d001.s029.t027	که	که	SCONJ	
d001.s029.t028	در	در	ADP	
d001.s029.t029	گذشته	گذشته	NOUN,EZ	
d001.s029.t030	شیمی‌درمانی	شیمی‌درمانی	NOUN	
d001.s029.t031	برای	برای	ADP,EZ	
d001.s029.t032	سرطان	سرطان	NOUN,EZ	
d001.s029.t033	ریه	ریه	NOUN	
d001.s029.t034	دریافت	دریافت	NOUN	
d001.s029.t035	نکرده_بودند	کرد#کن	VERB	
d001.s029.t036	،	،	PUNCT	
d001.s029.t037	مقایسه	مقایسه	NOUN	
d001.s029.t038	شد	شد#شو	VERB	
d001.s029.t039	.	.	PUNCT	
d001.s030.t001	در	در	ADP	
d001.s030.t002	هر	هر	DET	
d001.s030.t003	سه	سه	NUM	
d001.s030.t004	مطالعه	مطالعه	NOUN	
d001.s030.t005	،	،	PUNCT	
d001.s030.t006	معیار	معیار	NOUN,EZ	
d001.s030.t007	اصلی	اصلی	ADJ,EZ	
d001.s030.t008	اثربخشی	اثربخشی	NOUN	
d001.s030.t009	،	،	PUNCT	
d001.s030.t010	مدت	مدت	NOUN,EZ	
d001.s030.t011	زنده	زنده	ADJ	
d001.s030.t012	ماندن	ماندن	NOUN,EZ	
d001.s030.t013	بیماران	بیمار	NOUN	
d001.s030.t014	بود	بود#است	VERB	
d001.s030.t015	.	.	PUNCT	
d001.s031.t001	آلیمتا	آلیمتا	NOUN	
d001.s031.t002	در	در	ADP	
d001.s031.t003	طول	طول	NOUN,EZ	
d001.s031.t004	مطالعات	مطالعات	NOUN	
d001.s031.t005	چه	چه	DET	
d001.s031.t006	فوایدی	فواید	NOUN	
d001.s031.t007	را	را	ADP	
d001.s031.t008	نشان	نشان	NOUN	
d001.s031.t009	داده_است	داد#ده	VERB	
d001.s031.t010	؟	؟	PUNCT	
d001.s032.t001	آلیمتا	آلیمتا	NOUN	
d001.s032.t002	زمان	زمان	NOUN,EZ	
d001.s032.t003	بقای	بقا	NOUN,EZ	
d001.s032.t004	بیماران	بیمار	NOUN,EZ	
d001.s032.t005	مبتلا	مبتلا	ADJ	
d001.s032.t006	به	به	ADP	
d001.s032.t007	مزوتلیومای	مزوتلیومای	NOUN,EZ	
d001.s032.t008	بدخیم	بدخیم	ADJ,EZ	
d001.s032.t009	پلور	پلور	NOUN	
d001.s032.t010	را	را	ADP	
d001.s032.t011	افزایش	افزایش	NOUN	
d001.s032.t012	داد	داد	VERB	
d001.s032.t013	.	.	PUNCT	
d001.s033.t001	بیمارانی	بیمارانی	NOUN	
d001.s033.t002	که	که	SCONJ	
d001.s033.t003	آلیمتا	آلیمتا	NOUN	
d001.s033.t004	و	و	CCONJ	
d001.s033.t005	سیس	سیس	NOUN	
d001.s033.t006	پلاتین	پلاتین	NOUN	
d001.s033.t007	دریافت	دریافت	NOUN	
d001.s033.t008	کردند	کرد#کن	VERB	
d001.s033.t009	به	به	ADP	
d001.s033.t010	طور	طور	NOUN,EZ	
d001.s033.t011	متوسط	متوسط	ADJ	
d001.s033.t012	۱۲	۱۲	NUM	
d001.s033.t013	٫	٫	NOUN	
d001.s033.t014	۱	۱	NUM	
d001.s033.t015	ماه	ماه	NOUN	
d001.s033.t016	زنده	زنده	ADJ	
d001.s033.t017	ماندند	ماند#مان	VERB	
d001.s033.t018	،	،	PUNCT	
d001.s033.t019	در	در	ADP	
d001.s033.t020	حالی	حالی	NOUN	
d001.s033.t021	که	که	SCONJ	
d001.s033.t022	این	این	DET	
d001.s033.t023	رقم	رقم	NOUN	
d001.s033.t024	در	در	ADP	
d001.s033.t025	بیمارانی	بیمارانی	NOUN	
d001.s033.t026	که	که	SCONJ	
d001.s033.t027	به	به	ADP	
d001.s033.t028	تنهایی	تنهایی	NOUN,EZ	
d001.s033.t029	سیس	سیس	NOUN	
d001.s033.t030	پلاتین	پلاتین	NOUN	
d001.s033.t031	دریافت	دریافت	NOUN	
d001.s033.t032	می‌کردند	کرد#کن	VERB	
d001.s033.t033	،	،	PUNCT	
d001.s033.t034	۹	۹	NUM	
d001.s033.t035	٫	٫	NOUN	
d001.s033.t036	۳	۳	NUM	
d001.s033.t037	ماه	ماه	NOUN	
d001.s033.t038	بود	بود#است	VERB	
d001.s033.t039	.	.	PUNCT	
d001.s034.t001	در	در	ADP	
d001.s034.t002	درمان	درمان	NOUN,EZ	
d001.s034.t003	بیماران	بیمار	NOUN,EZ	
d001.s034.t004	مبتلا	مبتلا	ADJ	
d001.s034.t005	به	به	ADP	
d001.s034.t006	سرطان	سرطان	NOUN,EZ	
d001.s034.t007	ریه	ریه	NOUN,EZ	
d001.s034.t008	سلول	سلول	NOUN,EZ	
d001.s034.t009	غیر	غیر	NOUN,EZ	
d001.s034.t010	کوچک	کوچک	ADJ	
d001.s034.t011	،	،	PUNCT	
d001.s034.t012	Alimta	Alimta	NOUN	
d001.s034.t013	به	به	ADP	
d001.s034.t014	اندازه	اندازه	NOUN,EZ	
d001.s034.t015	مقایسه	مقایسه	NOUN,EZ	
d001.s034.t016	کننده‌ها	کننده	NOUN	
d001.s034.t017	موثر	موثر	ADJ	
d001.s034.t018	بود	بود#است	VERB	
d001.s034.t019	.	.	PUNCT	
d001.s035.t001	در	در	ADP	
d001.s035.t002	بیمارانی	بیمارانی	NOUN	
d001.s035.t003	که	که	SCONJ	
d001.s035.t004	در	در	ADP	
d001.s035.t005	گذشته	گذشته	NOUN,EZ	
d001.s035.t006	شیمی‌درمانی	شیمی‌درمانی	NOUN	
d001.s035.t007	دریافت	دریافت	NOUN	
d001.s035.t008	کرده_بودند	کرد#کن	VERB	
d001.s035.t009	،	،	PUNCT	
d001.s035.t010	میانگین	میانگین	NOUN,EZ	
d001.s035.t011	زمان	زمان	NOUN,EZ	
d001.s035.t012	بقا	بقا	NOUN	
d001.s035.t013	با	با	ADP	
d001.s035.t014	آلیمتا	آلیمتا	NOUN	
d001.s035.t015	۸	۸	NUM	
d001.s035.t016	٫	٫	NOUN	
d001.s035.t017	۳	۳	NUM	
d001.s035.t018	ماه	ماه	NOUN	
d001.s035.t019	در	در	ADP	
d001.s035.t020	مقایسه	مقایسه	NOUN	
d001.s035.t021	با	با	ADP	
d001.s035.t022	۷	۷	NUM	
d001.s035.t023	٫	٫	NOUN	
d001.s035.t024	۹	۹	NUM	
d001.s035.t025	ماه	ماه	NOUN	
d001.s035.t026	با	با	ADP	
d001.s035.t027	دوستاکسل	دوستاکسل	NOUN	
d001.s035.t028	بود	بود#است	VERB	
d001.s035.t029	.	.	PUNCT	
d001.s036.t001	در	در	ADP	
d001.s036.t002	بیمارانی	بیمارانی	NOUN	
d001.s036.t003	که	که	SCONJ	
d001.s036.t004	در	در	ADP	
d001.s036.t005	گذشته	گذشته	NOUN,EZ	
d001.s036.t006	شیمی‌درمانی	شیمی‌درمانی	NOUN	
d001.s036.t007	دریافت	دریافت	NOUN	
d001.s036.t008	نکرده_بودند	کرد#کن	VERB	
d001.s036.t009	،	،	PUNCT	
d001.s036.t010	میانگین	میانگین	NOUN,EZ	
d001.s036.t011	زمان	زمان	NOUN,EZ	
d001.s036.t012	بقا	بقا	NOUN	
d001.s036.t013	در	در	ADP	
d001.s036.t014	هر	هر	DET	
d001.s036.t015	دو	دو	NUM	
d001.s036.t016	گروه	گروه	NOUN,EZ	
d001.s036.t017	۱۰	۱۰	NUM	
d001.s036.t018	٫	٫	NOUN	
d001.s036.t019	۳	۳	NUM	
d001.s036.t020	ماه	ماه	NOUN	
d001.s036.t021	بود	بود#است	VERB	
d001.s036.t022	.	.	PUNCT	
d001.s037.t001	با	با	ADP	
d001.s037.t002	این	این	DET	
d001.s037.t003	حال	حال	NOUN	
d001.s037.t004	،	،	PUNCT	
d001.s037.t005	در	در	ADP	
d001.s037.t006	هر	هر	DET	
d001.s037.t007	دو	دو	NUM	
d001.s037.t008	مطالعه	مطالعه	NOUN	
d001.s037.t009	،	،	PUNCT	
d001.s037.t010	بیمارانی	بیمارانی	NOUN	
d001.s037.t011	که	که	SCONJ	
d001.s037.t012	سرطان	سرطان	NOUN,EZ	
d001.s037.t013	آنها	آنها	PRON	
d001.s037.t014	سلول‌های	سلول	NOUN,EZ	
d001.s037.t015	سنگفرشی	سنگفرش	ADJ	
d001.s037.t016	را	را	ADP	
d001.s037.t017	تحت	تحت	ADP,EZ	
d001.s037.t018	تأثیر	تأثیر	NOUN,EZ	
d001.s037.t019	قرار	قرار	NOUN	
d001.s037.t020	نداده_بود	داد#ده	VERB	
d001.s037.t021	،	،	PUNCT	
d001.s037.t022	در	در	ADP	
d001.s037.t023	صورت	صورت	NOUN,EZ	
d001.s037.t024	دریافت	دریافت	NOUN,EZ	
d001.s037.t025	Alimta	Alimta	NOUN	
d001.s037.t026	،	،	PUNCT	
d001.s037.t027	زمان	زمان	NOUN,EZ	
d001.s037.t028	بقای	بقا	NOUN,EZ	
d001.s037.t029	طولانی‌تری	طولانی‌تری	ADJ	
d001.s037.t030	نسبت	نسبت	NOUN	
d001.s037.t031	به	به	ADP	
d001.s037.t032	دریافت	دریافت	NOUN,EZ	
d001.s037.t033	داروی	دارو	NOUN,EZ	
d001.s037.t034	مقایسه‌کننده	مقایسه‌کننده	ADJ	
d001.s037.t035	داشتند	داشت#دار	VERB	
d001.s037.t036	.	.	PUNCT	
d001.s038.t001	در	در	ADP	
d001.s038.t002	مقابل	مقابل	NOUN	
d001.s038.t003	،	،	PUNCT	
d001.s038.t004	بیمارانی	بیمارانی	NOUN	
d001.s038.t005	که	که	SCONJ	
d001.s038.t006	سرطان	سرطان	NOUN,EZ	
d001.s038.t007	آنها	آنها	PRON	
d001.s038.t008	سلول‌های	سلول	NOUN,EZ	
d001.s038.t009	سنگفرشی	سنگفرش	ADJ	
d001.s038.t010	را	را	ADP	
d001.s038.t011	تحت	تحت	ADP,EZ	
d001.s038.t012	تأثیر	تأثیر	NOUN	
d001.s038.t013	قرار	قرار	NOUN	
d001.s038.t014	داده_بود	داد#ده	VERB	
d001.s038.t015	،	،	PUNCT	
d001.s038.t016	در	در	ADP	
d001.s038.t017	صورت	صورت	NOUN,EZ	
d001.s038.t018	دریافت	دریافت	NOUN,EZ	
d001.s038.t019	Alimta	Alimta	NOUN	
d001.s038.t020	،	،	PUNCT	
d001.s038.t021	زمان	زمان	NOUN,EZ	
d001.s038.t022	بقای	بقا	NOUN,EZ	
d001.s038.t023	کوتاه‌تری	کوتاه‌تری	ADJ	
d001.s038.t024	داشتند	داشت#دار	VERB	
d001.s038.t025	.	.	PUNCT	
d002.s001.t001	kalgebra	kalgebra	NOUN	
d002.s001.t002	یک	یک	NUM	
d002.s001.t003	ماشین‌حساب	ماشین‌حساب	NOUN,EZ	
d002.s001.t004	ریاضی	ریاضی	NOUN	
d002.s001.t005	بر	بر	ADP	
d002.s001.t006	اساس	اساس	NOUN,EZ	
d002.s001.t007	نشانه‌گذاری	نشانه‌گذاری	NOUN,EZ	
d002.s001.t008	محتوا	محتوا	NOUN	
d002.s001.t009	زبان	زبان	NOUN,EZ	
d002.s001.t010	MathML	MathML	NOUN	
d002.s001.t011	است	است	VERB	
d002.s001.t012	.	.	PUNCT	
d002.s002.t001	امروزه	امروزه	ADV	
d002.s002.t002	قادر	قادر	ADJ	
d002.s002.t003	به	به	ADP	
d002.s002.t004	انجام	انجام	NOUN,EZ	
d002.s002.t005	عملیات	عملیات	NOUN,EZ	
d002.s002.t006	MathML	MathML	NOUN	
d002.s002.t007	ساده	ساده	ADJ	
d002.s002.t008	(	(	PUNCT	
d002.s002.t009	حسابی	حسابی	ADJ	
d002.s002.t010	و	و	CCONJ	
d002.s002.t011	منطقی	منطقی	ADJ	
d002.s002.t012	)	)	PUNCT	
d002.s002.t013	و	و	CCONJ	
d002.s002.t014	نمایش	نمایش	NOUN,EZ	
d002.s002.t015	نمودارهای	نمودار	NOUN,EZ	
d002.s002.t016	دو	دو	NUM	
d002.s002.t017	بعدی	بعدی	NOUN	
d002.s002.t018	و	و	CCONJ	
d002.s002.t019	سه‌بعدی	سه‌بعدی	ADJ	
d002.s002.t020	است	است	VERB	
d002.s002.t021	.	.	PUNCT	
d002.s003.t001	در	در	ADP	
d002.s003.t002	واقع	واقع	NOUN	
d002.s003.t003	برای	برای	ADP,EZ	
d002.s003.t004	استفاده	استفاده	NOUN	
d002.s003.t005	از	از	ADP	
d002.s003.t006	کلجبرا	کلجبرا	NOUN	
d002.s003.t007	نیازی	نیازیدن#نیاز	NOUN	
d002.s003.t008	به	به	ADP	
d002.s003.t009	دانستن	دانستن	NOUN,EZ	
d002.s003.t010	MathML	MathML	NOUN	
d002.s003.t011	نیست	نیست	VERB	
d002.s003.t012	.	.	PUNCT	
d002.s004.t001	kalgebra	kalgebra	NOUN	
d002.s004.t002	یک	یک	NUM	
d002.s004.t003	ماشین‌حساب	ماشین‌حساب	NOUN,EZ	
d002.s004.t004	گراف	گراف	NOUN	
d002.s004.t005	مبتنی	مبتنی	ADJ	
d002.s004.t006	بر	بر	ADP	
d002.s004.t007	MathML	MathML	NOUN	
d002.s004.t008	است	است	VERB	
d002.s004.t009	.	.	PUNCT	
d002.s005.t001	اگرچه	اگرچه	SCONJ	
d002.s005.t002	در	در	ADP	
d002.s005.t003	ابتدا	ابتدا	ADV	
d002.s005.t004	مبتنی	مبتنی	ADJ	
d002.s005.t005	بر	بر	ADP	
d002.s005.t006	MathML	MathML	NOUN	
d002.s005.t007	بود	بود#است	VERB	
d002.s005.t008	،	،	PUNCT	
d002.s005.t009	اکنون	اکنون	ADV	
d002.s005.t010	می‌تواند	توانست#توان	VERB	
d002.s005.t011	توسط	توسط	ADP,EZ	
d002.s005.t012	همه	همه	DET,EZ	
d002.s005.t013	افراد	افراد	NOUN	
d002.s005.t014	با	با	ADP	
d002.s005.t015	دانش	دانش	NOUN,EZ	
d002.s005.t016	کمی	کمی	ADJ,EZ	
d002.s005.t017	ریاضی	ریاضی	NOUN	
d002.s005.t018	استفاده	استفاده	NOUN	
d002.s005.t019	شود	شد#شو	VERB	
d002.s005.t020	.	.	PUNCT	
d002.s006.t001	در	در	ADP	
d002.s006.t002	اینجا	اینجا	ADV	
d002.s006.t003	یک	یک	NUM	
d002.s006.t004	اسکرین	اسکرین	NOUN	
d002.s006.t005	شات	شات	NOUN	
d002.s006.t006	از	از	ADP	
d002.s006.t007	پنجره	پنجره	NOUN,EZ	
d002.s006.t008	اصلی	اصلی	ADJ,EZ	
d002.s006.t009	کلجبرا	کلجبرا	NOUN	
d002.s006.t010	آمده_است	آمد#آ	VERB	
d002.s007.t001	پنجره	پنجره	NOUN,EZ	
d002.s007.t002	اصلی	اصلی	ADJ,EZ	
d002.s007.t003	کالجبرا	کالجبرا	NOUN	
d002.s008.t001	پنجره	پنجره	NOUN,EZ	
d002.s008.t002	اصلی	اصلی	ADJ,EZ	
d002.s008.t003	kalgebra	kalgebra	NOUN	
d002.s008.t004	شامل	شامل	ADJ,EZ	
d002.s008.t005	یک	یک	NUM	
d002.s008.t006	تب	تب	NOUN,EZ	
d002.s008.t007	Console	Console	NOUN	
d002.s008.t008	،	،	PUNCT	
d002.s008.t009	یک	یک	NUM	
d002.s008.t010	زبانه	زبانه	NOUN,EZ	
d002.s008.t011	Graph	Graph	NOUN	
d002.s008.t012	۲	۲	NUM	
d002.s008.t013	D	D	NOUN	
d002.s008.t014	،	،	PUNCT	
d002.s008.t015	یک	یک	NUM	
d002.s008.t016	Tab	Tab	NOUN	
d002.s008.t017	Graph	Graph	NOUN	
d002.s008.t018	۳	۳	NUM	
d002.s008.t019	D	D	NOUN	
d002.s008.t020	و	و	CCONJ	
d002.s008.t021	یک	یک	NUM	
d002.s008.t022	زبانه	زبانه	NOUN,EZ	
d002.s008.t023	Dictionary	Dictionary	NOUN	
d002.s008.t024	است	است	VERB	
d002.s008.t025	.	.	PUNCT	
d002.s009.t001	در	در	ADP	
d002.s009.t002	زیر	زیر	NOUN,EZ	
d002.s009.t003	این	این	DET	
d002.s009.t004	برگه‌ها	برگه	NOUN	
d002.s009.t005	یک	یک	NUM	
d002.s009.t006	فیلد	فیلد	NOUN,EZ	
d002.s009.t007	ورودی	ورودی	ADJ	
d002.s009.t008	برای	برای	ADP,EZ	
d002.s009.t009	تایپ	تایپ	NOUN,EZ	
d002.s009.t010	توابع	توابع	NOUN	
d002.s009.t011	یا	یا	CCONJ	
d002.s009.t012	انجام	انجام	NOUN,EZ	
d002.s009.t013	محاسبات	محاسبات	NOUN,EZ	
d002.s009.t014	خود	خود	PRON	
d002.s009.t015	پیدا	پیدا	ADJ	
d002.s009.t016	خواهید_کرد	کرد#کن	VERB	
d002.s009.t017	.	.	PUNCT	
d002.s010.t001	اگر	اگر	SCONJ	
d002.s010.t002	می‌خواهیم	خواست#خواه	VERB	
d002.s010.t003	بفهمیم	فهمید#فهم	VERB	
d002.s010.t004	که	که	SCONJ	
d002.s010.t005	چگونه	چگونه	ADV	
d002.s010.t006	کار	کار	NOUN	
d002.s010.t007	می‌کند	کرد#کن	VERB	
d002.s010.t008	،	،	PUNCT	
d002.s010.t009	بهترین	بهترین	ADJ	
d002.s010.t010	کاری	کاشت#کار	NOUN	
d002.s010.t011	که	که	SCONJ	
d002.s010.t012	می‌توانیم	توانست#توان	VERB	
d002.s010.t013	انجام	انجام	NOUN	
d002.s010.t014	دهیم	داد#ده	VERB	
d002.s010.t015	این	این	PRON	
d002.s010.t016	است	است	VERB	
d002.s010.t017	که	که	SCONJ	
d002.s010.t018	متوجه	متوجه	ADJ	
d002.s010.t019	شویم	شد#شو	VERB	
d002.s010.t020	ورودی	ورودی	NOUN,EZ	
d002.s010.t021	ما	ما	PRON	
d002.s010.t022	به	به	ADP	
d002.s010.t023	MathML	MathML	NOUN	
d002.s010.t024	تبدیل	تبدیل	NOUN	
d002.s010.t025	می‌شود	شد#شو	VERB	
d002.s010.t026	،	،	PUNCT	
d002.s010.t027	اگرچه	اگرچه	SCONJ	
d002.s010.t028	نیازی	نیازیدن#نیاز	NOUN	
d002.s010.t029	به	به	ADP	
d002.s010.t030	دانستن	دانستن	NOUN,EZ	
d002.s010.t031	MathML	MathML	NOUN	
d002.s010.t032	نیست	نیست	VERB	
d002.s010.t033	.	.	PUNCT	
d002.s011.t001	من	من	PRON	
d002.s011.t002	اساسا	اساسا	ADV	
d002.s011.t003	نحو	نحو	NOUN	
d002.s011.t004	را	را	ADP	
d002.s011.t005	بر	بر	ADP	
d002.s011.t006	اساس	اساس	NOUN,EZ	
d002.s011.t007	عقل	عقل	NOUN,EZ	
d002.s011.t008	سلیم	سلیم	ADJ	
d002.s011.t009	قرار	قرار	NOUN	
d002.s011.t010	داده‌ام	داد#ده	VERB	
d002.s011.t011	،	،	PUNCT	
d002.s011.t012	نباید	نباید	VERB	
d002.s011.t013	برای	برای	ADP,EZ	
d002.s011.t014	کسی	کسی	NOUN	
d002.s011.t015	سخت	سخت	ADJ	
d002.s011.t016	باشد	باشید#باش	VERB	
d002.s011.t017	.	.	PUNCT	
d002.s012.t001	من	من	PRON	
d002.s012.t002	از	از	ADP	
d002.s012.t003	نزدیک	نزدیک	NOUN	
d002.s012.t004	به	به	ADP	
d002.s012.t005	ماکسیما	ماکسیما	NOUN	
d002.s012.t006	و	و	CCONJ	
d002.s012.t007	سینتکس	سینتکس	NOUN	
d002.s012.t008	maple	maple	NOUN	
d002.s012.t009	نگاه	نگاه	NOUN	
d002.s012.t010	کرده‌ام	کرد#کن	VERB	
d002.s012.t011	،	،	PUNCT	
d002.s012.t012	بنابراین	بنابراین	SCONJ	
d002.s012.t013	آنها	آنها	PRON	
d002.s012.t014	بسیار	بسیار	ADV	
d002.s012.t015	شبیه	شبیه	ADJ	
d002.s012.t016	به	به	ADP	
d002.s012.t017	نظر	نظر	NOUN	
d002.s012.t018	می‌رسند	رسید#رس	VERB	
d002.s012.t019	.	.	PUNCT	
d002.s013.t001	#خطا	#خطا	NOUN	
d002.s013.t002	!	!	PUNCT	
d002.s014.t001	^	^	NOUN	
d002.s014.t002	،	،	PUNCT	
d002.s014.t003	**	**	NOUN	
d002.s014.t004	:	:	PUNCT	
d002.s014.t005	قدرت	قدرت	NOUN	
d002.s014.t006	،	،	PUNCT	
d002.s014.t007	می‌توانید	توانست#توان	VERB	
d002.s014.t008	از	از	ADP	
d002.s014.t009	هر	هر	DET	
d002.s014.t010	دو	دو	NUM	
d002.s014.t011	استفاده	استفاده	NOUN	
d002.s014.t012	کنید	کرد#کن	VERB	
d002.s014.t013	.	.	PUNCT	
d002.s015.t001	همچنین	همچنین	CCONJ	
d002.s015.t002	امکان	امکان	NOUN,EZ	
d002.s015.t003	استفاده	استفاده	NOUN	
d002.s015.t004	از	از	ADP	
d002.s015.t005	کاراکترهای	کاراکتر	NOUN,EZ	
d002.s015.t006	unicode²	unicode²	NOUN	
d002.s015.t007	وجود	وجود	NOUN	
d002.s015.t008	دارد	داشت#دار	VERB	
d002.s015.t009	.	.	PUNCT	
d002.s016.t001	قدرت‌ها	قدرت	NOUN	
d002.s016.t002	نیز	نیز	CCONJ	
d002.s016.t003	یکی	یکی	NUM	
d002.s016.t004	از	از	ADP	
d002.s016.t005	راه‌های	راه	NOUN,EZ	
d002.s016.t006	ایجاد	ایجاد	NOUN,EZ	
d002.s016.t007	ریشه	ریشه	NOUN	
d002.s016.t008	هستند	#هست	VERB	
d002.s016.t009	.	.	PUNCT	
d002.s017.t001	-gt	-gt	NOUN	
d002.s017.t002	:	:	PUNCT	
d002.s017.t003	راهی	راهی	NOUN	
d002.s017.t004	برای	برای	ADP,EZ	
d002.s017.t005	تعیین	تعیین	NOUN,EZ	
d002.s017.t006	متغیر	متغیر	NOUN,EZ	
d002.s017.t007	محدود	محدود	ADJ	
d002.s017.t008	در	در	ADP	
d002.s017.t009	یک	یک	NUM	
d002.s017.t010	تابع	تابع	NOUN	
d002.s017.t011	است	است	VERB	
d002.s017.t012	.	.	PUNCT	
d002.s018.t001	(	(	PUNCT	
d002.s018.t002	)	)	PUNCT	
d002.s018.t003	:	:	PUNCT	
d002.s018.t004	برای	برای	ADP,EZ	
d002.s018.t005	تعیین	تعیین	NOUN,EZ	
d002.s018.t006	اولویت	اولویت	NOUN,EZ	
d002.s018.t007	بالاتر	بالاتر	ADJ	
d002.s018.t008	استفاده	استفاده	NOUN	
d002.s018.t009	می‌شود	شد#شو	VERB	
d002.s018.t010	.	.	PUNCT	
d002.s019.t001	abc	abc	NOUN	
d002.s019.t002	(	(	PUNCT	
d002.s019.t003	params	params	NOUN	
d002.s019.t004	)	)	PUNCT	
d002.s019.t005	:	:	PUNCT	
d002.s019.t006	وقتی	وقتی	SCONJ	
d002.s019.t007	تجزیه	تجزیه	NOUN,EZ	
d002.s019.t008	کننده	کننده	ADJ	
d002.s019.t009	یک	یک	NUM	
d002.s019.t010	تابع	تابع	NOUN	
d002.s019.t011	را	را	ADP	
d002.s019.t012	پیدا	پیدا	ADJ	
d002.s019.t013	می‌کند	کرد#کن	VERB	
d002.s019.t014	،	،	PUNCT	
d002.s019.t015	بررسی	بررسی	NOUN	
d002.s019.t016	می‌کند	کرد#کن	VERB	
d002.s019.t017	که	که	SCONJ	
d002.s019.t018	آیا	آیا	ADV	
d002.s019.t019	abc	abc	NOUN	
d002.s019.t020	یک	یک	NUM	
d002.s019.t021	عملگر	عملگر	NOUN	
d002.s019.t022	است	است	VERB	
d002.s019.t023	یا	یا	CCONJ	
d002.s019.t024	خیر	خیر	NOUN	
d002.s019.t025	.	.	PUNCT	
d002.s020.t001	اگر	اگر	SCONJ	
d002.s020.t002	اینطور	اینطور	ADV	
d002.s020.t003	باشد	باشید#باش	VERB	
d002.s020.t004	،	،	PUNCT	
d002.s020.t005	به	به	ADP	
d002.s020.t006	عنوان	عنوان	NOUN,EZ	
d002.s020.t007	یک	یک	NUM	
d002.s020.t008	اپراتور	اپراتور	NOUN	
d002.s020.t009	در	در	ADP	
d002.s020.t010	نظر	نظر	NOUN	
d002.s020.t011	گرفته_می‌شود	گرفت#گیر	VERB	
d002.s020.t012	،	،	PUNCT	
d002.s020.t013	اگر	اگر	SCONJ	
d002.s020.t014	نباشد	باشید#باش	VERB	
d002.s020.t015	،	،	PUNCT	
d002.s020.t016	به	به	ADP	
d002.s020.t017	عنوان	عنوان	NOUN,EZ	
