Token ID FAR,Farsi Token,Farsi Lemma,POS FAR,ENG Tokens,ENG Token ID,BN Synset,Add Annotation,Correct?,Synonyms?,BN Gloss,Annotator notes,Farsi Synsets,Farsi Glosses,Eng WN Synsets,Eng WN Glosses,Eng BN Synsets,Eng BN Glosses
f001.s028.t042,مقایسه,مقایسه,NOUN,compared,d001.s028.t015,bn:00085450v,,1,,Examine and note the similarities or differences of,,,,,,,
f001.s028.t043,شد,شد#شو,VERB,were,d001.s028.t014,,1,1,,,,,,,,,
f001.s028.t044,.,.,PUNCT,.,d001.s028.t044,,,,,,,,,,,,
f001.s029.t001,آلیمتا,آلیمتا,NOUN,Alimta,d001.s029.t001,bn:00602447n,,1,,Pemetrexed is a chemotherapy drug manufactured and marketed by Eli Lilly and Company.,,,,,,,
f001.s029.t002,همچنین,همچنین,CCONJ,also,d001.s029.t003,bn:00114246r,,1,,In addition,,,,,,,
f001.s029.t003,با,با,ADP,with,d001.s029.t005,,,,,,,,,,,,
f001.s029.t004,جمسیتابین,جمسیتابین,NOUN,cisplatin gemcitabine,"d001.s029.t017, d001.s029.t006",bn:00848690n,,2,,Cisplatin is a chemotherapy medication used to treat a number of cancers.,,,,,,,
f001.s029.t005,(,(,PUNCT,(,d001.s029.t007,,,,,,,,,,,,
f001.s029.t006,یکی,یکی,NUM,involving,d001.s029.t022,bn:00089893v,,1,,Engage as a participant,,,,,,,
f001.s029.t007,دیگر,دیگر,PRON,another,d001.s029.t008,,,,,,,,,,,,
f001.s029.t008,از,از,ADP,,,,,,,,,,,,,,
f001.s029.t009,داروهای,دارو,"NOUN,EZ",medicine,d001.s029.t010,bn:00054128n,,1,,(medicine) something that treats or prevents or alleviates the symptoms of disease,,,,,,,
f001.s029.t010,ضد,ضد,"NOUN,EZ",anticancer,d001.s029.t009,bn:00097220a,,1,,Used in the treatment of cancer,,,,,,,
f001.s029.t011,سرطان,سرطان,NOUN,anticancer,d001.s029.t009,bn:00097220a,,1,,Used in the treatment of cancer,,,,,,,
f001.s029.t012,),),PUNCT,),d001.s029.t011,,,,,,,,,,,,
f001.s029.t013,،,،,PUNCT,",",d001.s029.t012,,,,,,,,,,,,
f001.s029.t014,هر,هر,DET,,,,,,,,,,,,,,
f001.s029.t015,دو,دو,NUM,both,d001.s029.t013,,,,,,,,,,,,
f001.s029.t016,در,در,ADP,in,d001.s029.t014,,,,,,,,,,,,
f001.s029.t017,ترکیب,ترکیب,NOUN,combination,d001.s029.t015,bn:00020872n,,1,,A collection of things that have been combined; an assemblage of separate parts or qualities,,,,,,,
f001.s029.t018,با,با,ADP,with,d001.s029.t016,,,,,,,,,,,,
f001.s029.t019,سیس,سیس,NOUN,cisplatin,d001.s029.t017,bn:00577781n,,2,,Cisplatin is a chemotherapy medication used to treat a number of cancers.,,,,,,,
f001.s029.t020,پلاتین,پلاتین,NOUN,gemcitabine cisplatin,"d001.s029.t006, d001.s029.t017",bn:00577781n,,2,,Cisplatin is a chemotherapy medication used to treat a number of cancers.,,,,,,,
f001.s029.t021,،,،,PUNCT,",",d001.s029.t018,,,,,,,,,,,,
f001.s029.t022,در,در,ADP,in,d001.s029.t019,,,,,,,,,,,,
f001.s029.t023,مطالعه‌ای,مطالعه,NOUN,study a,"d001.s029.t021, d001.s029.t020",bn:00074790n,,1,,A detailed critical inspection,,,,,,,
f001.s029.t024,شامل,شامل,"ADJ,EZ",involving,d001.s029.t022,bn:00089893v,,1,,Engage as a participant,,,,,,,
f001.s029.t025,1725,1725,NUM,"1,725",d001.s029.t023,,,,,,,,,,,,
f001.s029.t026,بیمار,بیمار,NOUN,patients,d001.s029.t024,bn:00061017n,,1,,A person who requires medical care,,,,,,,
f001.s029.t027,که,که,SCONJ,who,d001.s029.t025,,,,,,,,,,,,
f001.s029.t028,در,در,ADP,in,d001.s029.t033,,,,,,,,,,,,
f001.s029.t029,گذشته,گذشته,"NOUN,EZ",past,d001.s029.t035,bn:00060927n,,1,,The time that has elapsed,,,,,,,
f001.s029.t030,شیمی‌درمانی,شیمی‌درمانی,NOUN,chemotherapy,d001.s029.t029,bn:00018141n,,1,,The use of chemical agents to treat or control disease (or mental illness),,,,,,,
f001.s029.t031,برای,برای,"ADP,EZ",for,d001.s029.t030,,,,,,,,,,,,
f001.s029.t032,سرطان,سرطان,"NOUN,EZ",cancer,d001.s029.t032,bn:00015180n,,1,,Any malignant growth or tumor caused by abnormal and uncontrolled cell division; it may spread to other parts of the body through the lymphatic system or the blood stream,,,,,,,
f001.s029.t033,ریه,ریه,NOUN,lung,d001.s029.t031,bn:00052341n,,1,,Either of two saclike respiratory organs in the chest of vertebrates; serves to remove carbon dioxide and provide oxygen to the blood,,,,,,,
f001.s029.t034,دریافت,دریافت,NOUN,received,d001.s029.t028,bn:00087863v,,1,,Go through (mental or physical states or experiences),,,,,,,
f001.s029.t035,نکرده_بودند,کرد#کن,VERB,not had,"d001.s029.t027, d001.s029.t026",bn:00116360r,,1,,Negation of a word or group of words,,,,,,,
f001.s029.t036,،,،,PUNCT,",",d001.s029.t018,,,,,,,,,,,,
f001.s029.t037,مقایسه,مقایسه,NOUN,compared,d001.s029.t004,bn:00085450v,,1,,Examine and note the similarities or differences of,,,,,,,
f001.s029.t038,شد,شد#شو,VERB,was,d001.s029.t002,,1,1,,,,,,,,,
f001.s029.t039,.,.,PUNCT,.,d001.s029.t036,,,,,,,,,,,,
f001.s030.t001,در,در,ADP,In,d001.s030.t001,,,,,,,,,,,,
f001.s030.t002,هر,هر,DET,all,d001.s030.t002,,,,,,,,,,,,
f001.s030.t003,سه,سه,NUM,three,d001.s030.t003,,,,,,,,,,,,
f001.s030.t004,مطالعه,مطالعه,NOUN,studies,d001.s030.t004,bn:00067181n,,1,,A written document describing the findings of some individual or group,,,,,,,
f001.s030.t005,،,،,PUNCT,",",d001.s030.t005,,,,,,,,,,,,
f001.s030.t006,معیار,معیار,"NOUN,EZ",measure,d001.s030.t008,bn:00054019n,,1,,The act or process of assigning numbers to phenomena according to a rule,,,,,,,
f001.s030.t007,اصلی,اصلی,"ADJ,EZ",main,d001.s030.t007,bn:00099598a,,1,,Most important element,,,,,,,
f001.s030.t008,اثربخشی,اثربخشی,NOUN,of effectiveness,"d001.s030.t009, d001.s030.t010",bn:00029876n,,1,,Power to be effective; the quality of being able to bring about an effect,,,,,,,
f001.s030.t009,،,،,PUNCT,",",d001.s030.t005,,,,,,,,,,,,
f001.s030.t010,مدت,مدت,"NOUN,EZ",long,d001.s030.t013,bn:00116153r,,1,,For an extended time or at a distant time,,,,,,,
f001.s030.t011,زنده,زنده,ADJ,survived,d001.s030.t016,bn:00085382v,,1,,"Continue in existence after (an adversity, etc.)",,,,,,,
f001.s030.t012,ماندن,ماندن,"NOUN,EZ",,,,1,0,,,"""survive""",bn:00025121n;bn:00092757v;bn:00092756v,"A slight wetness	;Be left; of persons, questions, problems, results, evidence, etc.	;Stay the same; remain in a certain state",,,,
f001.s030.t013,بیماران,بیمار,NOUN,patients,d001.s030.t015,bn:00061017n,,1,,A person who requires medical care,,,,,,,
f001.s030.t014,بود,بود#است,VERB,was,d001.s030.t011,,1,1,,,,bn:00083186v;bn:00083189v;bn:09111838n;bn:00606523n,"Be identical or equivalent to	;Represent, as of a character on stage	;n/a	;The was sceptre is a symbol that appeared often in relics, art, and hieroglyphics associated with the ancient Egyptian religion.",,,,
f001.s030.t015,.,.,PUNCT,.,d001.s030.t017,,,,,,,,,,,,
f001.s031.t001,آلیمتا,آلیمتا,NOUN,Alimta,d001.s031.t004,bn:00602447n,,1,,Pemetrexed is a chemotherapy drug manufactured and marketed by Eli Lilly and Company.,,,,,,,
f001.s031.t002,در,در,ADP,the,d001.s031.t007,,,,,,,,,,,,
f001.s031.t003,طول,طول,"NOUN,EZ",during,d001.s031.t006,,1,1,,,,bn:00073084n;bn:00894973n;bn:00073082n;bn:00029170n;bn:00050662n;bn:14481597n;bn:00000420n;bn:00995549n;bn:03335537n,"A unit of length based on the width of the expanded human hand (usually taken as 9 inches)	;Duration of a project's terminal element is the number of calendar periods it takes from the time the execution of element starts to the moment it is completed.	;The complete duration of something	;Continuance in time	;The linear extent in space from one end to the other; the longest dimension of something that is fixed in place	;Span is the distance between two intermediate supports for a structure, e.g. a beam or a bridge.	;The value of a coordinate on the horizontal axis	;In phonetics, length or quantity is a feature of sounds that have distinctively extended duration compared with other sounds.	;Fish measurement is the measuring of the length of individual fish and of various parts of their anatomy.",,,,
f001.s031.t004,مطالعات,مطالعات,NOUN,studies,d001.s031.t008,bn:00074790n,,1,,A detailed critical inspection,,,,,,,
f001.s031.t005,چه,چه,DET,What,d001.s031.t001,,,,,,,,,,,,
f001.s031.t006,فوایدی,فواید,NOUN,benefit,d001.s031.t002,bn:00037022n,,1,,The advantageous quality of being beneficial,,,,,,,
f001.s031.t007,را,را,ADP,,,,,,,,,,,,,,
f001.s031.t008,نشان,نشان,NOUN,shown,d001.s031.t005,bn:00086567v,,1,,"Establish the validity of something, as by an example, explanation or experiment",,,,,,,
f001.s031.t009,داده_است,داد#ده,VERB,has,d001.s031.t003,,1,1,,,,bn:00157810n;bn:00079860n;bn:15563978n,"The French word gave is a generic name referring to torrential rivers, in the west side of the Pyrenees.	;Mostly social nest-building wasps	;n/a",,,,
f001.s031.t010,؟,؟,PUNCT,?,d001.s031.t009,,,,,,,,,,,,
f001.s032.t001,آلیمتا,آلیمتا,NOUN,Alimta,d001.s032.t001,bn:00602447n,,1,,Pemetrexed is a chemotherapy drug manufactured and marketed by Eli Lilly and Company.,,,,,,,
f001.s032.t002,زمان,زمان,"NOUN,EZ",time,d001.s032.t005,bn:00077268n,,1,,An indefinite period (usually marked by specific attributes or activities),,,,,,,
f001.s032.t003,بقای,بقا,"NOUN,EZ",the survival,"d001.s032.t003, d001.s032.t004",bn:00030811n,,1,,A state of surviving; remaining alive,,,,,,,
f001.s032.t004,بیماران,بیمار,"NOUN,EZ",patients,d001.s032.t007,bn:00061017n,,1,,A person who requires medical care,,,,,,,
f001.s032.t005,مبتلا,مبتلا,ADJ,malignant,d001.s032.t009,bn:13663133n,,2,,Dangerous to health; characterized by progressive and uncontrolled growth (especially of a tumor),Partially correct: بدخیم,,,wn:02594714a,dangerous to health; characterized by progressive and uncontrolled growth (especially of a tumor),,
f001.s032.t006,به,به,ADP,with,d001.s032.t008,,,,,,,,,,,,
f001.s032.t007,مزوتلیومای,مزوتلیومای,"NOUN,EZ",pleural mesothelioma,"d001.s032.t010, d001.s032.t011",bn:00054512n,,2,,A form of carcinoma of the mesothelium lining lungs or abdomen or heart; usually associated with exposure to asbestos dust,Partially correct: مزوتلیومای,,,wn:14251435n,a form of carcinoma of the mesothelium lining lungs or abdomen or heart; usually associated with exposure to asbestos dust,,
f001.s032.t008,بدخیم,بدخیم,"ADJ,EZ",malignant,d001.s032.t009,bn:00106363a,,2,,Dangerous to health; characterized by progressive and uncontrolled growth (especially of a tumor),Partially correct: بدخیم,,,wn:02594714a,dangerous to health; characterized by progressive and uncontrolled growth (especially of a tumor),,
f001.s032.t009,پلور,پلور,NOUN,pleural mesothelioma,"d001.s032.t010, d001.s032.t011",bn:00054512n,,2,,A form of carcinoma of the mesothelium lining lungs or abdomen or heart; usually associated with exposure to asbestos dust,Partially correct: مزوتلیومای,,,wn:14251435n,a form of carcinoma of the mesothelium lining lungs or abdomen or heart; usually associated with exposure to asbestos dust,,
f001.s032.t010,را,را,ADP,,,,,,,,,,,,,,
f001.s032.t011,افزایش,افزایش,NOUN,increased,d001.s032.t002,bn:00089667v,,1,,Make bigger or more,,,,,,,
f001.s032.t012,داد,داد,VERB,,,,1,0,,,"It is a part of verb ""increased.""",bn:00157810n;bn:00079860n;bn:15563978n,"The French word gave is a generic name referring to torrential rivers, in the west side of the Pyrenees.	;Mostly social nest-building wasps	;n/a",,,,
f001.s032.t013,.,.,PUNCT,.,d001.s032.t012,,,,,,,,,,,,
f001.s033.t001,بیمارانی,بیمارانی,NOUN,Patients,d001.s033.t001,bn:00061017n,,1,,A person who requires medical care,,,,,,,
f001.s033.t002,که,که,SCONJ,,,,,,,,,,,,,,
f001.s033.t003,آلیمتا,آلیمتا,NOUN,Alimta,d001.s033.t003,bn:00602447n,,1,,Pemetrexed is a chemotherapy drug manufactured and marketed by Eli Lilly and Company.,,,,,,,
f001.s033.t004,و,و,CCONJ,and,d001.s033.t004,,,,,,,,,,,,
f001.s033.t005,سیس,سیس,NOUN,cisplatin,d001.s033.t005,bn:00577781n,,1,,Cisplatin is a chemotherapy medication used to treat a number of cancers.,,,,,,,
f001.s033.t006,پلاتین,پلاتین,NOUN,cisplatin,d001.s033.t005,bn:00577781n,,1,,Cisplatin is a chemotherapy medication used to treat a number of cancers.,,,,,,,
f001.s033.t007,دریافت,دریافت,NOUN,receiving,d001.s033.t002,bn:00087863v,,1,,Go through (mental or physical states or experiences),,,,,,,
f001.s033.t008,کردند,کرد#کن,VERB,for,d001.s033.t007,,1,0,,,"Part of verb ""receive""",bn:02953896n;bn:00022590n;bn:00049493n,"Kord is a village in Aq Altin Rural District, in the Central District of Aqqala County, Golestan Province, Iran.	;A unit of amount of wood cut for burning; 128 cubic feet	;A member of a largely pastoral Islamic people who live in Kurdistan; the largest ethnic group without their own state",,,,
f001.s033.t009,به,به,ADP,an,d001.s033.t008,,,,,,,,,,,,
f001.s033.t010,طور,طور,"NOUN,EZ",,,,1,0,,,"Can be aligned to ""of.""",bn:09119634n;bn:00547367n;bn:14115711n,"n/a	;Sūrat aṭ-Ṭūr is the 52nd sura of the Qur'an with 49 ayat.	;Tur is a village in Saruq Rural District, Saruq District, Farahan County, Markazi Province, Iran.",,,,
f001.s033.t011,متوسط,متوسط,ADJ,average,d001.s033.t009,bn:00054001n,,1,,An average of n numbers computed by adding some function of the numbers and dividing by some function of n,,,,,,,
f001.s033.t012,12,12,NUM,12.1,d001.s033.t011,,,,,,,,,,,,
f001.s033.t013,٫,٫,NOUN,",",d001.s033.t013,,1,1,,,,,,,,,
f001.s033.t014,1,1,NUM,12.1,d001.s033.t011,,,,,,,,,,,,
f001.s033.t015,ماه,ماه,NOUN,months,d001.s033.t012,bn:00055794n,,1,,A time unit of approximately 30 days,,,,,,,
f001.s033.t016,زنده,زنده,ADJ,survived,d001.s033.t006,bn:00085382v,,1,,,,,,,,,
f001.s033.t017,ماندند,ماند#مان,VERB,survived,d001.s033.t006,bn:00085382v,,2,,"Continue in existence after (an adversity, etc.)",زنده ➕ ماند#مان,,,wn:02618149v; wn:02619924v; wn:02616713v; wn:02619739v,"continue to live through hardship or adversity; continue in existence after (an adversity, etc.); support oneself; live longer than",,
f001.s033.t018,،,،,PUNCT,",",d001.s033.t013,,,,,,,,,,,,
f001.s033.t019,در,در,ADP,,,,,,,,,,,,,,
f001.s033.t020,حالی,حالی,NOUN,compared,d001.s033.t014,bn:00085450v,,0,,Examine and note the similarities or differences of,,,,wn:00652900v; wn:02729632v; wn:00653620v; wn:00982779v,"examine and note the similarities or differences of; be comparable; consider or describe as similar, equal, or analogous; to form the comparative or superlative form on an adjective or adverb",,
f001.s033.t021,که,که,SCONJ,with,d001.s033.t015,,,,,,,,,,,,
f001.s033.t022,این,این,DET,,,,,,,,,,,,,,
f001.s033.t023,رقم,رقم,NOUN,,,,1,1,,,,bn:00027079n;bn:00025702n;bn:00072856n;bn:00079600n;bn:00027078n;bn:00024351n;bn:00074057n;bn:00024979n,The length of breadth of a finger used as a linear measure	;A digit from 0 to 9 in decimal notation	;A person of a particular character or nature	;A wine made principally from one grape and carrying the name of that grape	;One of the elements that collectively form a system of numeration	;A variety of a plant developed from a natural species and maintained under cultivation	;A datum that can be represented numerically	;A finger or toe in human beings or corresponding body part in other vertebrates,,,,
f001.s033.t024,در,در,ADP,in,d001.s033.t018,,,,,,,,,,,,
f001.s033.t025,بیمارانی,بیمارانی,NOUN,those,d001.s033.t019,,1,1,,,,,,,,,
f001.s033.t026,که,که,SCONJ,,,,,,,,,,,,,,
f001.s033.t027,به,به,ADP,,,,,,,,,,,,,,
f001.s033.t028,تنهایی,تنهایی,"NOUN,EZ",alone,d001.s033.t022,bn:00114235r,,1,,Without anybody else or anything else,,,,,,,
f001.s033.t029,سیس,سیس,NOUN,cisplatin,d001.s033.t021,bn:00577781n,,1,,Cisplatin is a chemotherapy medication used to treat a number of cancers.,,,,,,,
f001.s033.t030,پلاتین,پلاتین,NOUN,cisplatin,d001.s033.t021,bn:00577781n,,1,,Cisplatin is a chemotherapy medication used to treat a number of cancers.,,,,,,,
f001.s033.t031,دریافت,دریافت,NOUN,receiving,d001.s033.t020,,1,1,,,,bn:00088208v;bn:00066489n;bn:00061505n;bn:00021432n;bn:00021433n;bn:00026631n;bn:00089891v;bn:00089246v;bn:00066490n;bn:00046275n;bn:02578196n,"Receive a specified treatment (abstract)	;The act of receiving	;Becoming aware of something via the senses	;An ability to understand the meaning or importance of something (or the knowledge acquired as a result)	;The relation of comprising something	;The perception that something has occurred or some state exists	;Express willingness to have in one's home or environs	;Get something; come into possession of	;An acknowledgment (usually tangible) that payment has been made	;An event that is a beginning; a first part or stage of subsequent events	;A get or gett is a divorce document in Jewish religious law, which must be presented by a husband to his wife to effectuate their divorce.",,,,
f001.s033.t032,می‌کردند,کرد#کن,VERB,,,,1,0,,,"Part of verb ""receiving.""",bn:02953896n;bn:00022590n;bn:00049493n,"Kord is a village in Aq Altin Rural District, in the Central District of Aqqala County, Golestan Province, Iran.	;A unit of amount of wood cut for burning; 128 cubic feet	;A member of a largely pastoral Islamic people who live in Kurdistan; the largest ethnic group without their own state",,,,
f001.s033.t033,،,،,PUNCT,,,,,,,,,,,,,,
f001.s033.t034,9,9,NUM,9.3,d001.s033.t016,,,,,,,,,,,,
f001.s033.t035,٫,٫,NOUN,,,,1,0,,,"""9.3""",,,,,,
f001.s033.t036,3,3,NUM,9.3,d001.s033.t016,,,,,,,,,,,,
f001.s033.t037,ماه,ماه,NOUN,months,d001.s033.t017,bn:00055794n,,1,,A time unit of approximately 30 days,,,,,,,
f001.s033.t038,بود,بود#است,VERB,,,,1,1,,,,bn:00083186v;bn:00083189v;bn:09111838n;bn:00606523n,"Be identical or equivalent to	;Represent, as of a character on stage	;n/a	;The was sceptre is a symbol that appeared often in relics, art, and hieroglyphics associated with the ancient Egyptian religion.",,,,
f001.s033.t039,.,.,PUNCT,.,d001.s033.t023,,,,,,,,,,,,
f001.s034.t001,در,در,ADP,In,d001.s034.t001,,,,,,,,,,,,
f001.s034.t002,درمان,درمان,"NOUN,EZ",treatment,d001.s034.t003,bn:00047235n,,1,,Care provided to improve a situation (especially medical procedures or applications that are intended to relieve illness or injury),,,,,,,
f001.s034.t003,بیماران,بیمار,"NOUN,EZ",patients,d001.s034.t005,bn:00061017n,,1,,A person who requires medical care,,,,,,,
f001.s034.t004,مبتلا,مبتلا,ADJ,with,d001.s034.t006,,1,1,,,,bn:00103595a,Acknowledged as a supposition,,,,
f001.s034.t005,به,به,ADP,of,d001.s034.t004,,,,,,,,,,,,
f001.s034.t006,سرطان,سرطان,"NOUN,EZ",cancer,d001.s034.t010,bn:00015180n,,1,,Any malignant growth or tumor caused by abnormal and uncontrolled cell division; it may spread to other parts of the body through the lymphatic system or the blood stream,,,,,,,
f001.s034.t007,ریه,ریه,"NOUN,EZ",non-small lung,"d001.s034.t007, d001.s034.t009",bn:00052341n,,1,,Either of two saclike respiratory organs in the chest of vertebrates; serves to remove carbon dioxide and provide oxygen to the blood,,,,,,,
f001.s034.t008,سلول,سلول,"NOUN,EZ",cell,d001.s034.t008,bn:00017027n,,1,,(biology) the basic structural and functional unit of all organisms; they may exist as independent units of life (as in monads) or may form colonies or tissues as in higher plants and animals,,,,,,,
f001.s034.t009,غیر,غیر,"NOUN,EZ",non-small,d001.s034.t007,,1,1,,,,,,,,,
f001.s034.t010,کوچک,کوچک,ADJ,non-small,d001.s034.t007,,1,1,,,,bn:00061821n;bn:00077117n;bn:00008439n;bn:00108510a;bn:00051575n;bn:16961069n;bn:15536282n;bn:00018345n;bn:02614582n;bn:00052186n;bn:00106685a;bn:00055152n;bn:00106058a;bn:00106754a;bn:00024533n;bn:00017719n;bn:02956530n;bn:00098029a;bn:00062565n;bn:00027161n,"Larceny of property having a value less than some amount (the amount varies by locale)	;The nail of the thumb	;Any of various small breeds of fowl	;Contemptibly narrow in outlook	;A small amount or duration	;Kuchek is a village in Firuraq Rural District, in the Central District of Khoy County, West Azerbaijan Province, Iran.	;A layoff is the temporary suspension or permanent termination of employment of an employee or, more commonly, a group of employees for business reasons, such as personnel management or downsizing an organization.	;A young person of either sex	;A mini-map or minimap is a miniature map that is often placed at a screen corner in video games to aid players in orienting themselves within the game world.	;The characters that were once kept in bottom half of a compositor's type case	;Extremely small in scale or scope or capability	;Act of making on a greatly reduced scale	;Limited or below average in number or quantity or magnitude or extent	;Being on a very small scale	;The reduction of expenditures in order to become financially stable	;A place of worship that has its own altar	;Kuchek Olum is a village in Fajr Rural District, in the Central District of Gonbad-e Qabus County, Golestan Province, Iran.	;Very small	;Someone who is small and insignificant	;A word that is formed with a suffix (such as -let or -kin) to indicate smallness",,,,
f001.s034.t011,،,،,PUNCT,",",d001.s034.t011,,,,,,,,,,,,
f001.s034.t012,Alimta,Alimta,NOUN,Alimta,d001.s034.t012,bn:00602447n,,1,,Pemetrexed is a chemotherapy drug manufactured and marketed by Eli Lilly and Company.,,,,,,,
f001.s034.t013,به,به,ADP,as,d001.s034.t014,bn:00114354r,,1,,To the same degree (often followed by `as'),,,,,,,
f001.s034.t014,اندازه,اندازه,"NOUN,EZ",as,d001.s034.t016,bn:00114354r,,1,,To the same degree (often followed by `as'),correct with doubt.,,,,,,
f001.s034.t015,مقایسه,مقایسه,"NOUN,EZ",comparators,d001.s034.t018,,1,1,,,,bn:00021298n;bn:03603649n;bn:00021297n;bn:00063715n;bn:00085450v;bn:00021304n;bn:00021303n;bn:00020620n;bn:03140715n;bn:00010746n,"The comparative form of an adjective or adverb	;A timestamp is a sequence of characters or encoded information identifying when a certain event occurred, usually giving date and time of day, sometimes accurate to a small fraction of a second.	;Qualities that are comparable	;The primary form of an adjective or adverb; denotes a quality without qualification, comparison, or relation to increase or diminution	;Examine and note the similarities or differences of	;Relation based on similarities and differences	;The act of examining resemblances	;Careful examination and comparison to note points of disagreement	;In electronics, a comparator is a device that compares two voltages or currents and outputs a digital signal indicating which is larger.	;A light informal meal",,,,
f001.s034.t016,کننده‌ها,کننده,NOUN,the comparators,"d001.s034.t017, d001.s034.t018",,1,1,,,,bn:00062864n;bn:00001177n,A substance added to plastics or other materials to make them more pliable	;A person who acts and gets things done,,,,
f001.s034.t017,موثر,موثر,ADJ,effective,d001.s034.t015,bn:00102038a,,1,,Producing or capable of producing an intended result or having a striking effect-LewisMumford,,,,,,,
f001.s034.t018,بود,بود#است,VERB,was,d001.s034.t013,,1,1,,,,bn:00083186v;bn:00083189v;bn:09111838n;bn:00606523n,"Be identical or equivalent to	;Represent, as of a character on stage	;n/a	;The was sceptre is a symbol that appeared often in relics, art, and hieroglyphics associated with the ancient Egyptian religion.",,,,
f001.s034.t019,.,.,PUNCT,.,d001.s034.t019,,,,,,,,,,,,
f001.s035.t001,در,در,ADP,In,d001.s035.t001,,,,,,,,,,,,
f001.s035.t002,بیمارانی,بیمارانی,NOUN,patients,d001.s035.t002,bn:00061017n,,1,,A person who requires medical care,,,,,,,
f001.s035.t003,که,که,SCONJ,who,d001.s035.t003,,,,,,,,,,,,
f001.s035.t004,در,در,ADP,in,d001.s035.t007,,,,,,,,,,,,
f001.s035.t005,گذشته,گذشته,"NOUN,EZ",past,d001.s035.t009,bn:00060927n,,1,,The time that has elapsed,,,,,,,
f001.s035.t006,شیمی‌درمانی,شیمی‌درمانی,NOUN,chemotherapy,d001.s035.t006,bn:00018141n,,1,,The use of chemical agents to treat or control disease (or mental illness),,,,,,,
f001.s035.t007,دریافت,دریافت,NOUN,received,d001.s035.t005,bn:00087863v,,1,,Go through (mental or physical states or experiences),,,,,,,
f001.s035.t008,کرده_بودند,کرد#کن,VERB,had,d001.s035.t004,,1,1,,,,bn:02953896n;bn:00022590n;bn:00049493n,"Kord is a village in Aq Altin Rural District, in the Central District of Aqqala County, Golestan Province, Iran.	;A unit of amount of wood cut for burning; 128 cubic feet	;A member of a largely pastoral Islamic people who live in Kurdistan; the largest ethnic group without their own state",,,,
f001.s035.t009,،,،,PUNCT,",",d001.s035.t010,,,,,,,,,,,,
f001.s035.t010,میانگین,میانگین,"NOUN,EZ",average,d001.s035.t012,bn:00097854a,,1,,Approximating the statistical norm or average or expected value,,,,,,,
f001.s035.t011,زمان,زمان,"NOUN,EZ",time,d001.s035.t014,bn:00077268n,,1,,An indefinite period (usually marked by specific attributes or activities),,,,,,,
f001.s035.t012,بقا,بقا,NOUN,survival,d001.s035.t013,bn:00030811n,,1,,A state of surviving; remaining alive,,,,,,,
f001.s035.t013,با,با,ADP,with,d001.s035.t018,,,,,,,,,,,,
f001.s035.t014,آلیمتا,آلیمتا,NOUN,Alimta,d001.s035.t019,bn:00602447n,,1,,Pemetrexed is a chemotherapy drug manufactured and marketed by Eli Lilly and Company.,,,,,,,
f001.s035.t015,8,8,NUM,8.3,d001.s035.t016,,,,,,,,,,,,
f001.s035.t016,٫,٫,NOUN,",",d001.s035.t020,,1,0,,,"""8.3""",,,,,,
f001.s035.t017,3,3,NUM,8.3,d001.s035.t016,,,,,,,,,,,,
f001.s035.t018,ماه,ماه,NOUN,months,d001.s035.t017,bn:00055794n,,1,,A time unit of approximately 30 days,,,,,,,
f001.s035.t019,در,در,ADP,",",d001.s035.t020,,,,,,,,,,,,
f001.s035.t020,مقایسه,مقایسه,NOUN,compared,d001.s035.t021,bn:00085450v,,1,,Examine and note the similarities or differences of,,,,,,,
f001.s035.t021,با,با,ADP,with,d001.s035.t022,,,,,,,,,,,,
f001.s035.t022,7,7,NUM,7.9,d001.s035.t023,,,,,,,,,,,,
f001.s035.t023,٫,٫,NOUN,,,,1,0,,,"""7.9""",,,,,,
f001.s035.t024,9,9,NUM,7.9,d001.s035.t023,,,,,,,,,,,,
f001.s035.t025,ماه,ماه,NOUN,months,d001.s035.t024,bn:00055794n,,1,,A time unit of approximately 30 days,,,,,,,
f001.s035.t026,با,با,ADP,with,d001.s035.t025,,,,,,,,,,,,
f001.s035.t027,دوستاکسل,دوستاکسل,NOUN,docetaxel,d001.s035.t026,bn:01537207n,,1,,"Docetaxel, sold under the brand name Taxotere among others, is a chemotherapy medication used to treat a number of types of cancer.",,,,,,,
f001.s035.t028,بود,بود#است,VERB,was,d001.s035.t015,,1,1,,,,bn:00083186v;bn:00083189v;bn:09111838n;bn:00606523n,"Be identical or equivalent to	;Represent, as of a character on stage	;n/a	;The was sceptre is a symbol that appeared often in relics, art, and hieroglyphics associated with the ancient Egyptian religion.",,,,
f001.s035.t029,.,.,PUNCT,.,d001.s035.t027,,,,,,,,,,,,
f001.s036.t001,در,در,ADP,In,d001.s036.t001,,,,,,,,,,,,
f001.s036.t002,بیمارانی,بیمارانی,NOUN,the patients,"d001.s036.t012, d001.s036.t002",bn:00061017n,,1,,A person who requires medical care,,,,,,,
f001.s036.t003,که,که,SCONJ,who,d001.s036.t003,,,,,,,,,,,,
f001.s036.t004,در,در,ADP,in,d001.s036.t008,,,,,,,,,,,,
f001.s036.t005,گذشته,گذشته,"NOUN,EZ",past,d001.s036.t010,bn:00060927n,,1,,The time that has elapsed,,,,,,,
f001.s036.t006,شیمی‌درمانی,شیمی‌درمانی,NOUN,chemotherapy,d001.s036.t007,bn:00018141n,,1,,The use of chemical agents to treat or control disease (or mental illness),,,,,,,
