Token ID	Token	Lemma	POS	Sense	Token ID ES	Token ES	Lemma ES	POS ES	Sense ES
d001.s029.t016	with		X		es001.s029.t018	con	con	ADP	
d001.s029.t017	cisplatin	cisplatin	N	bn:00577781n	es001.s029.t019	cisplatino	cisplatino	NOUN	bn:00577781n
d001.s029.t018	,		X		es001.s029.t020	,	,	PUNCT	
d001.s029.t019	in		X		es001.s029.t021	en	en	ADP	
d001.s029.t020	a		X		es001.s029.t022	un	uno	DET	
d001.s029.t021	study	study	N	bn:00074790n	es001.s029.t023	estudio	estudio	NOUN	bn:00074790n
d001.s029.t022	involving	involve	V	bn:00089893v	es001.s029.t024➕es001.s029.t026➕es001.s029.t027	en➕que➕participaron	en	ADP➕PRON➕VERB	bn:00089893v
d001.s029.t023	1,725		X		es001.s029.t028	1.725	1725	NUM	
d001.s029.t024	patients	patient	N	bn:00061017n	es001.s029.t029	pacientes	paciente	NOUN	bn:00061017n
d001.s029.t025	who		X		es001.s029.t030	que	que	PRON	
d001.s029.t026	had	have	V		es001.s029.t032	habían	haber	AUX	
d001.s029.t027	not	not	R	bn:00116360r	es001.s029.t031	no	no	ADV	bn:00116360r
d001.s029.t028	received	receive	V	bn:00087863v	es001.s029.t033	recibido	recibir	VERB	bn:00087863v
d001.s029.t029	chemotherapy	chemotherapy	N	bn:00018141n	es001.s029.t034	quimioterapia	quimioterapia	NOUN	bn:00018141n
d001.s029.t030	for		X		es001.s029.t035	para	para	ADP	
d001.s029.t031	lung	lung	N	bn:00052341n	es001.s029.t039	pulmón	pulmón	NOUN	bn:00052341n
d001.s029.t032	cancer	cancer	N	bn:00015180n	es001.s029.t037	cáncer	cáncer	NOUN	bn:00015180n
d001.s029.t033	in		X		es001.s029.t040	en	en	ADP	
d001.s029.t034	the		X		es001.s029.t041	el	el	DET	
d001.s029.t035	past	past	N	bn:00060927n	es001.s029.t042	pasado	pasado	NOUN	bn:00060927n
d001.s029.t036	.		X		es001.s029.t043	.	.	PUNCT	
d001.s030.t001	In		X		es001.s030.t001	En	en	ADP	
d001.s030.t002	all		X		es001.s030.t002	los	el	DET	
d001.s030.t003	three		X		es001.s030.t003	tres	tres	NUM	
d001.s030.t004	studies	study	N	bn:00067181n	es001.s030.t004	estudios	estudio	NOUN	bn:00067181n
d001.s030.t005	,		X		es001.s030.t005	,	,	PUNCT	
d001.s030.t006	the		X		es001.s030.t006	la	el	DET	
d001.s030.t007	main	main	J	bn:00099598a	es001.s030.t007	principal	principal	ADJ	bn:00099598a
d001.s030.t008	measure	measure	N	bn:00054019n	es001.s030.t008	medida	medida	NOUN	bn:00054019n
d001.s030.t009	of		X		es001.s030.t009	de	de	ADP	
d001.s030.t010	effectiveness	effectiveness	N	bn:00029876n	es001.s030.t010➕es001.s030.t014	eficacia➕sobrevivieron	eficacia	NOUN➕VERB	bn:00029876n
d001.s030.t011	was	be	V		es001.s030.t011	fue	ser	AUX	
d001.s030.t012	how		X		es001.s030.t012	cuánto	cuánto	ADV	
d001.s030.t013	long	long	R	bn:00116153r	es001.s030.t013	tiempo	tiempo	NOUN	bn:00116153r
d001.s030.t014	the		X		es001.s030.t015	los	el	DET	
d001.s030.t015	patients	patient	N	bn:00061017n	es001.s030.t016	pacientes	paciente	NOUN	bn:00061017n
d001.s030.t016	survived	survive	V	bn:00085382v	es001.s030.t014	sobrevivieron	sobrevivir	VERB	bn:00085382v
d001.s030.t017	.		X		es001.s030.t017	.	.	PUNCT	
d001.s031.t001	What		X		es001.s031.t002	Qué	qué	DET	
d001.s031.t002	benefit	benefit	N	bn:00037022n	es001.s031.t003	beneficio	beneficio	NOUN	bn:00037022n
d001.s031.t003	has	have	V		es001.s031.t004	ha	haber	AUX	
d001.s031.t004	Alimta	alimta	N	bn:00602447n	es001.s031.t006	Alimta	Alimta	PROPN	bn:00602447n
d001.s031.t005	shown	show	V	bn:00086567v	es001.s031.t005	demostrado	demostrar	VERB	bn:00086567v
d001.s031.t006	during		X		es001.s031.t007	durante	durante	ADP	
d001.s031.t007	the		X		es001.s031.t008	los	el	DET	
d001.s031.t008	studies	study	N	bn:00074790n	es001.s031.t009	estudios	estudio	NOUN	bn:00074790n
d001.s031.t009	?		X		es001.s031.t010	?	?	PUNCT	
d001.s032.t001	Alimta	alimta	N	bn:00602447n	es001.s032.t001	Alimta	Alimta	PROPN	bn:00602447n
d001.s032.t002	increased	increase	V	bn:00089667v	es001.s032.t002	aumentó	aumentar	VERB	bn:00089667v
d001.s032.t003	the		X		es001.s032.t003➕es001.s032.t008	el➕los	el	DET	
d001.s032.t004	survival	survival	N	bn:00030811n	es001.s032.t006	supervivencia	supervivencia	NOUN	bn:00030811n
d001.s032.t005	time	time	N	bn:00077268n	es001.s032.t004	tiempo	tiempo	NOUN	bn:00077268n
d001.s032.t006	of		X		es001.s032.t007	de	de	ADP	
d001.s032.t007	patients	patient	N	bn:00061017n	es001.s032.t009	pacientes	paciente	NOUN	bn:00061017n
d001.s032.t008	with		X		es001.s032.t010	con	con	ADP	
d001.s032.t009	malignant	malignant	J	bn:00106363a	es001.s032.t013	maligno	maligno	ADJ	bn:00106363a
d001.s032.t010	pleural	pleural	J	bn:00108692a	es001.s032.t012	pleural	pleural	ADJ	bn:00108692a
d001.s032.t011	mesothelioma	mesothelioma	N	bn:00054512n	es001.s032.t011	mesotelioma	mesotelioma	NOUN	bn:00054512n
d001.s032.t012	.		X		es001.s032.t014	.	.	PUNCT	
d001.s033.t001	Patients	patient	N	bn:00061017n	es001.s033.t001➕es001.s033.t002	Los➕pacientes	el	DET➕NOUN	bn:00061017n
d001.s033.t002	receiving	receive	V	bn:00087863v	es001.s033.t004	recibieron	recibir	VERB	bn:00087863v
d001.s033.t003	Alimta	alimta	N	bn:00602447n	es001.s033.t005	Alimta	Alimta	PROPN	bn:00602447n
d001.s033.t004	and		X		es001.s033.t006	y	y	CCONJ	
d001.s033.t005	cisplatin	cisplatin	N	bn:00577781n	es001.s033.t007	cisplatino	cisplatino	ADJ	bn:00577781n
d001.s033.t006	survived	survive	V	bn:00085382v	es001.s033.t008	sobrevivieron	sobrevivir	VERB	bn:00085382v
d001.s033.t007	for		X						
d001.s033.t008	an		X		es001.s033.t009	un	uno	DET	
d001.s033.t009	average	average	N	bn:00054001n	es001.s033.t010	promedio	promedio	NOUN	bn:00054001n
d001.s033.t010	of		X		es001.s033.t011	de	de	ADP	
d001.s033.t011	12.1		X		es001.s033.t012	12,1	12.1	NUM	
d001.s033.t012	months	month	N	bn:00055794n	es001.s033.t013	meses	mes	NOUN	bn:00055794n
d001.s033.t013	,		X		es001.s033.t014	,	,	PUNCT	
d001.s033.t014	compared	compare	V	bn:00085450v	es001.s033.t016	comparación	comparación	NOUN	bn:00085450v
d001.s033.t015	with		X		es001.s033.t017	con	con	ADP	
d001.s033.t016	9.3		X		es001.s033.t018	9,3	9.3	NUM	
d001.s033.t017	months	month	N	bn:00055794n	es001.s033.t019	meses	mes	NOUN	bn:00055794n
d001.s033.t018	in		X		es001.s033.t020	en	en	ADP	
d001.s033.t019	those		X		es001.s033.t022	que	que	PRON	
d001.s033.t020	receiving	receive	V		es001.s033.t023	recibieron	recibir	VERB	
d001.s033.t021	cisplatin	cisplatin	N	bn:00577781n	es001.s033.t024	cisplatino	cisplatino	NOUN	bn:00577781n
d001.s033.t022	alone	alone	R	bn:00114235r	es001.s033.t025	solo	solo	ADJ	bn:00114235r
d001.s033.t023	.		X		es001.s033.t026	.	.	PUNCT	
d001.s034.t001	In		X		es001.s034.t001	En	en	ADP	
d001.s034.t002	the		X		es001.s034.t002	el	el	DET	
d001.s034.t003	treatment	treatment	N	bn:00047235n	es001.s034.t003	tratamiento	tratamiento	NOUN	bn:00047235n
d001.s034.t004	of		X		es001.s034.t004	de	de	ADP	
d001.s034.t005	patients	patient	N	bn:00061017n	es001.s034.t005	pacientes	paciente	NOUN	bn:00061017n
d001.s034.t006	with		X		es001.s034.t006	con	con	ADP	
d001.s034.t007	non-small	non-small	J		es001.s034.t010➕es001.s034.t012➕es001.s034.t013	de➕no➕pequeñas	de	ADP➕ADV➕ADJ	
d001.s034.t008	cell	cell	N	bn:00017027n	es001.s034.t011	células	célula	NOUN	bn:00017027n
d001.s034.t009	lung	lung	N	bn:00052341n	es001.s034.t009	pulmón	pulmón	NOUN	bn:00052341n
d001.s034.t010	cancer	cancer	N	bn:00015180n	es001.s034.t007	cáncer	cáncer	NOUN	bn:00015180n
d001.s034.t011	,		X		es001.s034.t014	,	,	PUNCT	
d001.s034.t012	Alimta	alimta	N	bn:00602447n	es001.s034.t015	Alimta	Alimta	PROPN	bn:00602447n
d001.s034.t013	was	be	V		es001.s034.t016	fue	ser	AUX	
d001.s034.t014	as	as	R	bn:00114354r	es001.s034.t017	tan	tanto	ADV	bn:00114354r
d001.s034.t015	effective	effective	J	bn:00102038a	es001.s034.t018	eficaz	eficaz	ADJ	bn:00102038a
d001.s034.t016	as	as	R	bn:00114354r	es001.s034.t019	como	como	SCONJ	bn:00114354r
d001.s034.t017	the		X		es001.s034.t020	los	el	DET	
d001.s034.t018	comparators	comparator	N		es001.s034.t021	comparadores	comparador	NOUN	
d001.s034.t019	.		X		es001.s034.t022	.	.	PUNCT	
d001.s035.t001	In		X		es001.s035.t001	En	en	ADP	
d001.s035.t002	patients	patient	N	bn:00061017n	es001.s035.t002	pacientes	paciente	NOUN	bn:00061017n
d001.s035.t003	who		X		es001.s035.t003	que	que	PRON	
d001.s035.t004	had	have	V		es001.s035.t004	habían	haber	AUX	
d001.s035.t005	received	receive	V	bn:00087863v	es001.s035.t005	recibido	recibir	VERB	bn:00087863v
d001.s035.t006	chemotherapy	chemotherapy	N	bn:00018141n	es001.s035.t006	quimioterapia	quimioterapia	NOUN	bn:00018141n
d001.s035.t007	in		X		es001.s035.t007	en	en	ADP	
d001.s035.t008	the		X		es001.s035.t008	el	el	DET	
d001.s035.t009	past	past	N	bn:00060927n	es001.s035.t009	pasado	pasado	NOUN	bn:00060927n
d001.s035.t010	,		X		es001.s035.t010	,	,	PUNCT	
d001.s035.t011	the		X		es001.s035.t011	el	el	DET	
d001.s035.t012	average	average	J	bn:00097854a	es001.s035.t015	promedio	promedio	NOUN	bn:00097854a
d001.s035.t013	survival	survival	N	bn:00030811n	es001.s035.t014	supervivencia	supervivencia	NOUN	bn:00030811n
d001.s035.t014	time	time	N	bn:00077268n	es001.s035.t012	tiempo	tiempo	NOUN	bn:00077268n
d001.s035.t015	was	be	V		es001.s035.t016	fue	ser	AUX	
d001.s035.t016	8.3		X		es001.s035.t018	8,3	8.3	NUM	
d001.s035.t017	months	month	N	bn:00055794n	es001.s035.t019	meses	mes	NOUN	bn:00055794n
d001.s035.t018	with		X		es001.s035.t020	con	con	ADP	
d001.s035.t019	Alimta	alimta	N	bn:00602447n	es001.s035.t021	Alimta	Alimta	PROPN	bn:00602447n
d001.s035.t020	,		X		es001.s035.t022	,	,	PUNCT	
d001.s035.t021	compared	compare	V	bn:00085450v	es001.s035.t024	comparación	comparación	NOUN	bn:00085450v
d001.s035.t022	with		X		es001.s035.t025	con	con	ADP	
d001.s035.t023	7.9		X		es001.s035.t026	7,9	7.9	NUM	
d001.s035.t024	months	month	N	bn:00055794n	es001.s035.t027	meses	mes	NOUN	bn:00055794n
d001.s035.t025	with		X		es001.s035.t028	con	con	ADP	
d001.s035.t026	docetaxel	docetaxel	N	bn:01537207n	es001.s035.t029	docetaxel	docetaxel	PROPN	bn:01537207n
d001.s035.t027	.		X		es001.s035.t030	.	.	PUNCT	
d001.s036.t001	In		X		es001.s036.t001	En	en	ADP	
d001.s036.t002	patients	patient	N	bn:00061017n	es001.s036.t003	pacientes	paciente	NOUN	bn:00061017n
d001.s036.t003	who		X		es001.s036.t004	que	que	PRON	
d001.s036.t004	had	have	V		es001.s036.t006	habían	haber	AUX	
d001.s036.t005	not	not	R	bn:00116360r	es001.s036.t005	no	no	ADV	bn:00116360r
d001.s036.t006	received	receive	V	bn:00087863v	es001.s036.t007	recibido	recibir	VERB	bn:00087863v
d001.s036.t007	chemotherapy	chemotherapy	N	bn:00018141n	es001.s036.t008	quimioterapia	quimioterapia	NOUN	bn:00018141n
d001.s036.t008	in		X		es001.s036.t009	en	en	ADP	
d001.s036.t009	the		X		es001.s036.t010	el	el	DET	
d001.s036.t010	past	past	N	bn:00060927n	es001.s036.t011	pasado	pasado	NOUN	bn:00060927n
d001.s036.t011	,		X		es001.s036.t012	,	,	PUNCT	
d001.s036.t012	the		X		es001.s036.t013	el	el	DET	
d001.s036.t013	average	average	J	bn:00097854a	es001.s036.t017	promedio	promedio	NOUN	bn:00097854a
d001.s036.t014	survival	survival	N	bn:00030811n	es001.s036.t016	supervivencia	supervivencia	NOUN	bn:00030811n
d001.s036.t015	time	time	N	bn:00077268n	es001.s036.t014	tiempo	tiempo	NOUN	bn:00077268n
d001.s036.t016	was	be	V		es001.s036.t018	fue	ser	AUX	
d001.s036.t017	10.3		X		es001.s036.t020	10,3	10.3	NUM	
d001.s036.t018	months	month	N	bn:00055794n	es001.s036.t021	meses	mes	NOUN	bn:00055794n
d001.s036.t019	in		X		es001.s036.t022	en	en	ADP	
d001.s036.t020	both		X		es001.s036.t023	ambos	ambos	NUM	
d001.s036.t021	groups	group	N	bn:00041942n	es001.s036.t024	grupos	grupo	NOUN	bn:00041942n
d001.s036.t022	.		X		es001.s036.t025	.	.	PUNCT	
d001.s037.t001	However	however	R	bn:00114627r	es001.s037.t002	embargo	embargo	NOUN	bn:00114627r
d001.s037.t002	,		X		es001.s037.t003	,	,	PUNCT	
d001.s037.t003	in		X		es001.s037.t004	en	en	ADP	
d001.s037.t004	both		X		es001.s037.t005	ambos	ambos	NUM	
d001.s037.t005	studies	study	N	bn:00074790n	es001.s037.t006	estudios	estudio	NOUN	bn:00074790n
d001.s037.t006	,		X		es001.s037.t007	,	,	PUNCT	
d001.s037.t007	patients	patient	N	bn:00061017n	es001.s037.t009	pacientes	paciente	NOUN	bn:00061017n
d001.s037.t008	whose		X		es001.s037.t010	cuyo	cuyo	PRON	
d001.s037.t009	cancer	cancer	N	bn:00015180n	es001.s037.t011	cáncer	cáncer	NOUN	bn:00015180n
d001.s037.t010	was	be	V		es001.s037.t013	afectaba	afectar	VERB	
d001.s037.t011	not	not	R	bn:00116360r	es001.s037.t012	no	no	ADV	bn:00116360r
d001.s037.t012	affecting	affect	V	bn:00082427v	es001.s037.t013➕es001.s037.t014	afectaba➕a	afectar	VERB➕ADP	bn:00082427v
d001.s037.t013	squamous	squamous	J		es001.s037.t017	escamosas	escamosa	ADJ	
d001.s037.t014	cells	cell	N	bn:00017027n	es001.s037.t016➕es001.s037.t017	células➕escamosas	célula	NOUN➕ADJ	bn:00017027n
d001.s037.t015	had	have	V	bn:00088078v	es001.s037.t018	tuvieron	tener	VERB	bn:00088078v
d001.s037.t016	longer	long	J	bn:00106124a	es001.s037.t022	más	más	ADV	bn:00106124a
d001.s037.t017	survival	survival	N	bn:00030811n	es001.s037.t021	supervivencia	supervivencia	NOUN	bn:00030811n
d001.s037.t018	times	time	N	bn:00077268n	es001.s037.t019	tiempos	tiempo	NOUN	bn:00077268n
d001.s037.t019	if		X		es001.s037.t024	si	si	SCONJ	
d001.s037.t020	they		X		es001.s037.t025	recibieron	recibir	VERB	
d001.s037.t021	received	receive	V		es001.s037.t025	recibieron	recibir	VERB	
d001.s037.t022	Alimta	alimta	N	bn:00602447n	es001.s037.t026	Alimta	Alimta	PROPN	bn:00602447n
d001.s037.t023	than		X		es001.s037.t027	que	que	PRON	
d001.s037.t024	if		X		es001.s037.t028	si	si	SCONJ	
d001.s037.t025	they		X		es001.s037.t029	recibieron	recibir	VERB	
d001.s037.t026	received	receive	V		es001.s037.t029	recibieron	recibir	VERB	
d001.s037.t027	the		X		es001.s037.t030	el	el	DET	
d001.s037.t028	comparator	comparator	N		es001.s037.t031	comparador	comparador	NOUN	
d001.s037.t029	.		X		es001.s037.t032	.	.	PUNCT	
d001.s038.t001	In		X		es001.s038.t001	Por	por	ADP	
d001.s038.t002	contrast	contrast	N	bn:00022261n	es001.s038.t003	contrario	contrario	NOUN	bn:00022261n
d001.s038.t003	,		X		es001.s038.t004	,	,	PUNCT	
d001.s038.t004	patients	patient	N	bn:00061017n	es001.s038.t006	pacientes	paciente	NOUN	bn:00061017n
d001.s038.t005	whose		X		es001.s038.t007	cuyo	cuyo	PRON	
d001.s038.t006	cancer	cancer	N	bn:00015180n	es001.s038.t008	cáncer	cáncer	NOUN	bn:00015180n
d001.s038.t007	was	be	V		es001.s038.t009	afectaba	afectar	VERB	
d001.s038.t008	affecting	affect	V	bn:00082427v	es001.s038.t009➕es001.s038.t010	afectaba➕a	afectar	VERB➕ADP	bn:00082427v
d001.s038.t009	squamous	squamous	J		es001.s038.t013	escamosas	escamosa	ADJ	
d001.s038.t010	cells	cell	N	bn:00017027n	es001.s038.t012➕es001.s038.t013	células➕escamosas	célula	NOUN➕ADJ	bn:00017027n
d001.s038.t011	had	have	V	bn:00088078v	es001.s038.t014	tenían	tener	VERB	bn:00088078v
d001.s038.t012	shorter	short	J	bn:00110561a	es001.s038.t018➕es001.s038.t019	más➕cortos	más	ADV➕ADJ	bn:00110561a
d001.s038.t013	survival	survival	N	bn:00030811n	es001.s038.t017	supervivencia	supervivencia	NOUN	bn:00030811n
d001.s038.t014	times	time	N	bn:00077268n	es001.s038.t015	tiempos	tiempo	NOUN	bn:00077268n
d001.s038.t015	if		X		es001.s038.t020	si	si	SCONJ	
d001.s038.t016	they		X		es001.s038.t021	recibían	recibir	VERB	
d001.s038.t017	received	receive	V		es001.s038.t021	recibían	recibir	VERB	
d001.s038.t018	Alimta	alimta	N	bn:00602447n	es001.s038.t022	Alimta	Alimta	PROPN	bn:00602447n
d001.s038.t019	.		X		es001.s038.t023	.	.	PUNCT	
d002.s001.t001	kalgebra	kalgebra	N	bn:08534138n	es002.s001.t001	Kalgebra	Kalgebra	PROPN	bn:08534138n
d002.s001.t002	is	be	V		es002.s001.t002	es	ser	AUX	
d002.s001.t003	a		X		es002.s001.t003	una	uno	DET	
d002.s001.t004	mathematical	mathematical	J	bn:00106488a	es002.s001.t004➕es002.s001.t005	calculadora➕matemática	calculadora	NOUN➕ADJ	bn:00106488a
d002.s001.t005	calculator	calculator	N	bn:00946167n	es002.s001.t004	calculadora	calculadora	NOUN	bn:00946167n
d002.s001.t006	based	base	V	bn:00083141v	es002.s001.t006	basada	basado	ADJ	bn:00083141v
d002.s001.t007	on		X		es002.s001.t007	en	en	ADP	
d002.s001.t008	content	content	J		es002.s001.t013	contenido	contenido	NOUN	
d002.s001.t009	markup	markup	N	bn:00053491n	es002.s001.t011	marcado	marcado	ADJ	bn:00053491n
d002.s001.t010	MathML	mathml	N	bn:03313895n	es002.s001.t014	MathML	MathML	PROPN	bn:03313895n
d002.s001.t011	language	language	N	bn:00213650n	es002.s001.t009	lenguaje	lenguaje	NOUN	bn:00213650n
d002.s001.t012	.		X		es002.s001.t015	.	.	PUNCT	
d002.s002.t001	Nowadays	nowadays	R	bn:00116382r	es002.s002.t001➕es002.s002.t003	Hoy➕día	hoy	NOUN	bn:00116382r
d002.s002.t002	it		X						
d002.s002.t003	is	be	V		es002.s002.t004	es	ser	AUX	
d002.s002.t004	capable	capable	J	bn:00099215a	es002.s002.t005	capaz	capaz	ADJ	bn:00099215a
d002.s002.t005	to		X		es002.s002.t006	de	de	ADP	
d002.s002.t006	make	make	V	bn:00090557v	es002.s002.t007	realizar	realizar	VERB	bn:00090557v
d002.s002.t007	simple	simple	J	bn:00102111a	es002.s002.t010	simples	simple	ADJ	bn:00102111a
d002.s002.t008	MathML	mathml	N	bn:03313895n	es002.s002.t009	MathML	mathml	NOUN	bn:03313895n
d002.s002.t009	operations	operation	N	bn:00053826n	es002.s002.t008➕es002.s002.t012	operaciones➕aritméticas	operación	NOUN➕ADJ	bn:00053826n
d002.s002.t010	(		X		es002.s002.t011	(	(	PUNCT	
d002.s002.t011	arithmetic	arithmetic	J	bn:00097495a	es002.s002.t012	aritméticas	aritmética	ADJ	bn:00097495a
d002.s002.t012	and		X		es002.s002.t013	y	y	CCONJ	
d002.s002.t013	logical	logical	J		es002.s002.t014	lógicas	lógico	ADJ	
d002.s002.t014	)		X		es002.s002.t015	)	)	PUNCT	
d002.s002.t015	and		X		es002.s002.t016	y	y	CCONJ	
d002.s002.t016	to		X						
d002.s002.t017	representate	representate	N		es002.s002.t017	representar	representar	VERB	
d002.s002.t018	2D	2d	N		es002.s002.t019	2D	2d	NUM	
d002.s002.t019	and		X		es002.s002.t020	y	y	CCONJ	
d002.s002.t020	3D	3d	N	bn:00000102n	es002.s002.t021	3D.	3d.	NOUN	bn:00000102n
d002.s002.t021	graphs	graph	N	bn:00041412n	es002.s002.t018	gráficos	gráfico	ADJ	bn:00041412n
d002.s002.t022	.		X		es002.s002.t021	3D.	3d.	NOUN	
d002.s003.t001	It		X		es002.s003.t001	En	en	ADP	
d002.s003.t002	is	be	V		es002.s003.t005	es	ser	AUX	
d002.s003.t003	actually	actually	R	bn:00114118r	es002.s003.t002	realidad	realidad	NOUN	bn:00114118r
d002.s003.t004	not	not	R	bn:00116360r	es002.s003.t004	no	no	ADV	bn:00116360r
d002.s003.t005	necessary	necessary	J	bn:00107182a	es002.s003.t006	necesario	necesario	ADJ	bn:00107182a
d002.s003.t006	to		X						
d002.s003.t007	know	know	V	bn:00085261v	es002.s003.t007	saber	saber	AUX	bn:00085261v
d002.s003.t008	MathML	mathml	N	bn:03313895n	es002.s003.t008	MathML	mathml	NOUN	bn:03313895n
d002.s003.t009	to		X		es002.s003.t009	para	para	ADP	
d002.s003.t010	use	use	V	bn:00082705v	es002.s003.t010	usar	usar	VERB	bn:00082705v
d002.s003.t011	kalgebra	kalgebra	N	bn:08534138n	es002.s003.t011	kalgebra	kalgebra	PROPN	bn:08534138n
d002.s003.t012	.		X		es002.s003.t012	.	.	PUNCT	
d002.s004.t001	kalgebra	kalgebra	N	bn:08534138n	es002.s004.t001	kalgebra	kalgebra	PROPN	bn:08534138n
d002.s004.t002	is	be	V		es002.s004.t002	es	ser	AUX	
d002.s004.t003	a		X		es002.s004.t003	una	uno	DET	
d002.s004.t004	MathML	mathml	N	bn:03313895n	es002.s004.t008	MathML	mathml	NOUN	bn:03313895n
d002.s004.t005	based	base	V	bn:00083141v	es002.s004.t006	basada	basado	ADJ	bn:00083141v
d002.s004.t006	graph	graph	N	bn:00041412n	es002.s004.t004➕es002.s004.t005	calculadora➕gráfica	calculadora	NOUN➕ADJ	bn:00041412n
d002.s004.t007	calculator	calculator	N	bn:00946167n	es002.s004.t004	calculadora	calculadora	NOUN	bn:00946167n
d002.s004.t008	.		X		es002.s004.t009	.	.	PUNCT	
d002.s005.t001	Although		X		es002.s005.t001	Aunque	aunque	SCONJ	
d002.s005.t002	it		X		es002.s005.t005	a	a	ADP	
d002.s005.t003	was	be	V		es002.s005.t003	estaba	estar	AUX	
d002.s005.t004	initially	initially	R	bn:00114055r	es002.s005.t002	inicialmente	inicialmente	ADV	bn:00114055r
d002.s005.t005	MathML	mathml	N	bn:03313895n	es002.s005.t006	MathML	MathML	PROPN	bn:03313895n
d002.s005.t006	oriented	orient	V	bn:00091201v	es002.s005.t004	orientado	orientado	ADJ	bn:00091201v
d002.s005.t007	it		X		es002.s005.t007	,	,	PUNCT	
d002.s005.t008	can		X		es002.s005.t009	puede	poder	AUX	
d002.s005.t009	now	now	R	bn:00114424r	es002.s005.t008	ahora	ahora	ADV	bn:00114424r
d002.s005.t010	be	be	V		es002.s005.t010	ser	ser	AUX	
d002.s005.t011	used	use	V	bn:00082705v	es002.s005.t011	utilizado	utilizar	VERB	bn:00082705v
d002.s005.t012	by		X		es002.s005.t012	por	por	ADP	
d002.s005.t013	everyone	everyone	N		es002.s005.t013	cualquiera	cualquiera	PRON	
d002.s005.t014	with		X		es002.s005.t014	con	con	ADP	
d002.s005.t015	little	little	J	bn:00106058a	es002.s005.t015	pocos	poco	DET	bn:00106058a
d002.s005.t016	mathematical	mathematical	J	bn:00106488a	es002.s005.t017	matemáticos	matemático	ADJ	bn:00106488a
d002.s005.t017	knowledge	knowledge	N	bn:00020452n	es002.s005.t016	conocimientos	conocimiento	NOUN	bn:00020452n
d002.s005.t018	.		X		es002.s005.t018	.	.	PUNCT	
d002.s006.t001	Here	here	R	bn:00115639r	es002.s006.t001	Aquí	aquí	ADV	bn:00115639r
d002.s006.t002	s	be	V		es002.s006.t002	hay	haber	AUX	
d002.s006.t003	a		X		es002.s006.t003	una	uno	DET	
d002.s006.t004	screenshot	screenshot	N	bn:01157212n	es002.s006.t004	captura	captura	NOUN	bn:01157212n
d002.s006.t005	of		X		es002.s006.t007	de	de	ADP	
d002.s006.t006	kalgebra	kalgebra	N	bn:08534138n	es002.s006.t012	Kalgebra	Kalgebra	PROPN	bn:08534138n
d002.s006.t007	main	main	J	bn:00099598a	es002.s006.t010	principal	principal	ADJ	bn:00099598a
d002.s006.t008	window	window	N	bn:00081292n	es002.s006.t009	ventana	ventana	NOUN	bn:00081292n
d002.s007.t001	kalgebra	kalgebra	N	bn:08534138n	es002.s007.t004	calgebra	calgebra	PROPN	bn:08534138n
d002.s007.t002	main	main	J	bn:00099598a	es002.s007.t002	principal	principal	ADJ	bn:00099598a
d002.s007.t003	window	window	N	bn:00081292n	es002.s007.t001	ventana	ventana	NOUN	bn:00081292n
d002.s008.t001	kalgebra	kalgebra	N	bn:08534138n	es002.s008.t005	Kalgebra	Kalgebra	PROPN	bn:08534138n
d002.s008.t002	main	main	J	bn:00099598a	es002.s008.t003	principal	principal	ADJ	bn:00099598a
d002.s008.t003	window	window	N	bn:00081292n	es002.s008.t002	ventana	ventana	NOUN	bn:00081292n
d002.s008.t004	consists	consist	V	bn:00085498v	es002.s008.t004➕es002.s008.t006	de➕consta	de	ADP➕VERB	bn:00085498v
d002.s008.t005	in		X		es002.s008.t007	de	de	ADP	
d002.s008.t006	a		X		es002.s008.t008	una	uno	DET	
d002.s008.t007	Console	console	N	bn:00020949n	es002.s008.t010	Consola	Consola	PROPN	bn:00020949n
d002.s008.t008	tab	tab	N	bn:00120018n	es002.s008.t009	pestaña	pestaña	NOUN	bn:00120018n
d002.s008.t009	,		X		es002.s008.t011	,	,	PUNCT	
d002.s008.t010	a		X		es002.s008.t012	una	uno	DET	
d002.s008.t011	2D	2d	N		es002.s008.t015	2D	2d	NUM	
d002.s008.t012	Graph	graph	N	bn:00041412n	es002.s008.t014	Gráfico	Gráfico	PROPN	bn:00041412n
d002.s008.t013	tab	tab	N	bn:00120018n	es002.s008.t013	pestaña	pestaña	NOUN	bn:00120018n
d002.s008.t014	,		X		es002.s008.t016	,	,	PUNCT	
d002.s008.t015	a		X		es002.s008.t017	una	uno	DET	
d002.s008.t016	3D	3d	N	bn:00000102n	es002.s008.t020	3D	3d	NUM	bn:00000102n
d002.s008.t017	Graph	graph	N	bn:00041412n	es002.s008.t019	Gráfico	Gráfico	PROPN	bn:00041412n
d002.s008.t018	tab	tab	N	bn:00120018n	es002.s008.t018	pestaña	pestaña	NOUN	bn:00120018n
d002.s008.t019	and		X		es002.s008.t021	y	y	CCONJ	
d002.s008.t020	a		X		es002.s008.t022	una	uno	DET	
d002.s008.t021	Dictionary	dictionary	N	bn:00026967n	es002.s008.t024	Diccionario	Diccionario	PROPN	bn:00026967n
d002.s008.t022	tab	tab	N	bn:00120018n	es002.s008.t023	pestaña	pestaña	NOUN	bn:00120018n
d002.s008.t023	.		X		es002.s008.t025	.	.	PUNCT	
d002.s009.t001	Below	below	R	bn:00114401r	es002.s009.t001	Debajo	debajo	ADV	bn:00114401r
d002.s009.t002	these		X		es002.s009.t003	estas	este	DET	
