Token ID	Token	Lemma	POS
es001.s029.t032	habían	haber	AUX
es001.s029.t033	recibido	recibir	VERB
es001.s029.t034	quimioterapia	quimioterapia	NOUN
es001.s029.t035	para	para	ADP
es001.s029.t036	el	el	DET
es001.s029.t037	cáncer	cáncer	NOUN
es001.s029.t038	de	de	ADP
es001.s029.t039	pulmón	pulmón	NOUN
es001.s029.t040	en	en	ADP
es001.s029.t041	el	el	DET
es001.s029.t042	pasado	pasado	NOUN
es001.s029.t043	.	.	PUNCT
es001.s030.t001	En	en	ADP
es001.s030.t002	los	el	DET
es001.s030.t003	tres	tres	NUM
es001.s030.t004	estudios	estudio	NOUN
es001.s030.t005	,	,	PUNCT
es001.s030.t006	la	el	DET
es001.s030.t007	principal	principal	ADJ
es001.s030.t008	medida	medida	NOUN
es001.s030.t009	de	de	ADP
es001.s030.t010	eficacia	eficacia	NOUN
es001.s030.t011	fue	ser	AUX
es001.s030.t012	cuánto	cuánto	ADV
es001.s030.t013	tiempo	tiempo	NOUN
es001.s030.t014	sobrevivieron	sobrevivir	VERB
es001.s030.t015	los	el	DET
es001.s030.t016	pacientes	paciente	NOUN
es001.s030.t017	.	.	PUNCT
es001.s031.t001	¿	¿	PUNCT
es001.s031.t002	Qué	qué	DET
es001.s031.t003	beneficio	beneficio	NOUN
es001.s031.t004	ha	haber	AUX
es001.s031.t005	demostrado	demostrar	VERB
es001.s031.t006	Alimta	Alimta	PROPN
es001.s031.t007	durante	durante	ADP
es001.s031.t008	los	el	DET
es001.s031.t009	estudios	estudio	NOUN
es001.s031.t010	?	?	PUNCT
es001.s032.t001	Alimta	Alimta	PROPN
es001.s032.t002	aumentó	aumentar	VERB
es001.s032.t003	el	el	DET
es001.s032.t004	tiempo	tiempo	NOUN
es001.s032.t005	de	de	ADP
es001.s032.t006	supervivencia	supervivencia	NOUN
es001.s032.t007	de	de	ADP
es001.s032.t008	los	el	DET
es001.s032.t009	pacientes	paciente	NOUN
es001.s032.t010	con	con	ADP
es001.s032.t011	mesotelioma	mesotelioma	NOUN
es001.s032.t012	pleural	pleural	ADJ
es001.s032.t013	maligno	maligno	ADJ
es001.s032.t014	.	.	PUNCT
es001.s033.t001	Los	el	DET
es001.s033.t002	pacientes	paciente	NOUN
es001.s033.t003	que	que	PRON
es001.s033.t004	recibieron	recibir	VERB
es001.s033.t005	Alimta	Alimta	PROPN
es001.s033.t006	y	y	CCONJ
es001.s033.t007	cisplatino	cisplatino	ADJ
es001.s033.t008	sobrevivieron	sobrevivir	VERB
es001.s033.t009	un	uno	DET
es001.s033.t010	promedio	promedio	NOUN
es001.s033.t011	de	de	ADP
es001.s033.t012	12,1	12.1	NUM
es001.s033.t013	meses	mes	NOUN
es001.s033.t014	,	,	PUNCT
es001.s033.t015	en	en	ADP
es001.s033.t016	comparación	comparación	NOUN
es001.s033.t017	con	con	ADP
es001.s033.t018	9,3	9.3	NUM
es001.s033.t019	meses	mes	NOUN
es001.s033.t020	en	en	ADP
es001.s033.t021	los	el	DET
es001.s033.t022	que	que	PRON
es001.s033.t023	recibieron	recibir	VERB
es001.s033.t024	cisplatino	cisplatino	NOUN
es001.s033.t025	solo	solo	ADJ
es001.s033.t026	.	.	PUNCT
es001.s034.t001	En	en	ADP
es001.s034.t002	el	el	DET
es001.s034.t003	tratamiento	tratamiento	NOUN
es001.s034.t004	de	de	ADP
es001.s034.t005	pacientes	paciente	NOUN
es001.s034.t006	con	con	ADP
es001.s034.t007	cáncer	cáncer	NOUN
es001.s034.t008	de	de	ADP
es001.s034.t009	pulmón	pulmón	NOUN
es001.s034.t010	de	de	ADP
es001.s034.t011	células	célula	NOUN
es001.s034.t012	no	no	ADV
es001.s034.t013	pequeñas	pequeño	ADJ
es001.s034.t014	,	,	PUNCT
es001.s034.t015	Alimta	Alimta	PROPN
es001.s034.t016	fue	ser	AUX
es001.s034.t017	tan	tanto	ADV
es001.s034.t018	eficaz	eficaz	ADJ
es001.s034.t019	como	como	SCONJ
es001.s034.t020	los	el	DET
es001.s034.t021	comparadores	comparador	NOUN
es001.s034.t022	.	.	PUNCT
es001.s035.t001	En	en	ADP
es001.s035.t002	pacientes	paciente	NOUN
es001.s035.t003	que	que	PRON
es001.s035.t004	habían	haber	AUX
es001.s035.t005	recibido	recibir	VERB
es001.s035.t006	quimioterapia	quimioterapia	NOUN
es001.s035.t007	en	en	ADP
es001.s035.t008	el	el	DET
es001.s035.t009	pasado	pasado	NOUN
es001.s035.t010	,	,	PUNCT
es001.s035.t011	el	el	DET
es001.s035.t012	tiempo	tiempo	NOUN
es001.s035.t013	de	de	ADP
es001.s035.t014	supervivencia	supervivencia	NOUN
es001.s035.t015	promedio	promedio	NOUN
es001.s035.t016	fue	ser	AUX
es001.s035.t017	de	de	ADP
es001.s035.t018	8,3	8.3	NUM
es001.s035.t019	meses	mes	NOUN
es001.s035.t020	con	con	ADP
es001.s035.t021	Alimta	Alimta	PROPN
es001.s035.t022	,	,	PUNCT
es001.s035.t023	en	en	ADP
es001.s035.t024	comparación	comparación	NOUN
es001.s035.t025	con	con	ADP
es001.s035.t026	7,9	7.9	NUM
es001.s035.t027	meses	mes	NOUN
es001.s035.t028	con	con	ADP
es001.s035.t029	docetaxel	docetaxel	PROPN
es001.s035.t030	.	.	PUNCT
es001.s036.t001	En	en	ADP
es001.s036.t002	los	el	DET
es001.s036.t003	pacientes	paciente	NOUN
es001.s036.t004	que	que	PRON
es001.s036.t005	no	no	ADV
es001.s036.t006	habían	haber	AUX
es001.s036.t007	recibido	recibir	VERB
es001.s036.t008	quimioterapia	quimioterapia	NOUN
es001.s036.t009	en	en	ADP
es001.s036.t010	el	el	DET
es001.s036.t011	pasado	pasado	NOUN
es001.s036.t012	,	,	PUNCT
es001.s036.t013	el	el	DET
es001.s036.t014	tiempo	tiempo	NOUN
es001.s036.t015	de	de	ADP
es001.s036.t016	supervivencia	supervivencia	NOUN
es001.s036.t017	promedio	promedio	NOUN
es001.s036.t018	fue	ser	AUX
es001.s036.t019	de	de	ADP
es001.s036.t020	10,3	10.3	NUM
es001.s036.t021	meses	mes	NOUN
es001.s036.t022	en	en	ADP
es001.s036.t023	ambos	ambos	NUM
es001.s036.t024	grupos	grupo	NOUN
es001.s036.t025	.	.	PUNCT
es001.s037.t001	Sin	sin	ADP
es001.s037.t002	embargo	embargo	NOUN
es001.s037.t003	,	,	PUNCT
es001.s037.t004	en	en	ADP
es001.s037.t005	ambos	ambos	NUM
es001.s037.t006	estudios	estudio	NOUN
es001.s037.t007	,	,	PUNCT
es001.s037.t008	los	el	DET
es001.s037.t009	pacientes	paciente	NOUN
es001.s037.t010	cuyo	cuyo	PRON
es001.s037.t011	cáncer	cáncer	NOUN
es001.s037.t012	no	no	ADV
es001.s037.t013	afectaba	afectar	VERB
es001.s037.t014	a	a	ADP
es001.s037.t015	las	el	DET
es001.s037.t016	células	célula	NOUN
es001.s037.t017	escamosas	escamosa	ADJ
es001.s037.t018	tuvieron	tener	VERB
es001.s037.t019	tiempos	tiempo	NOUN
es001.s037.t020	de	de	ADP
es001.s037.t021	supervivencia	supervivencia	NOUN
es001.s037.t022	más	más	ADV
es001.s037.t023	prolongados	prolongado	ADJ
es001.s037.t024	si	si	SCONJ
es001.s037.t025	recibieron	recibir	VERB
es001.s037.t026	Alimta	Alimta	PROPN
es001.s037.t027	que	que	PRON
es001.s037.t028	si	si	SCONJ
es001.s037.t029	recibieron	recibir	VERB
es001.s037.t030	el	el	DET
es001.s037.t031	comparador	comparador	NOUN
es001.s037.t032	.	.	PUNCT
es001.s038.t001	Por	por	ADP
es001.s038.t002	el	el	DET
es001.s038.t003	contrario	contrario	NOUN
es001.s038.t004	,	,	PUNCT
es001.s038.t005	los	el	DET
es001.s038.t006	pacientes	paciente	NOUN
es001.s038.t007	cuyo	cuyo	PRON
es001.s038.t008	cáncer	cáncer	NOUN
es001.s038.t009	afectaba	afectar	VERB
es001.s038.t010	a	a	ADP
es001.s038.t011	las	el	DET
es001.s038.t012	células	célula	NOUN
es001.s038.t013	escamosas	escamosa	ADJ
es001.s038.t014	tenían	tener	VERB
es001.s038.t015	tiempos	tiempo	NOUN
es001.s038.t016	de	de	ADP
es001.s038.t017	supervivencia	supervivencia	NOUN
es001.s038.t018	más	más	ADV
es001.s038.t019	cortos	corto	ADJ
es001.s038.t020	si	si	SCONJ
es001.s038.t021	recibían	recibir	VERB
es001.s038.t022	Alimta	Alimta	PROPN
es001.s038.t023	.	.	PUNCT
es002.s001.t001	Kalgebra	Kalgebra	PROPN
es002.s001.t002	es	ser	AUX
es002.s001.t003	una	uno	DET
es002.s001.t004	calculadora	calculadora	NOUN
es002.s001.t005	matemática	matemático	ADJ
es002.s001.t006	basada	basado	ADJ
es002.s001.t007	en	en	ADP
es002.s001.t008	el	el	DET
es002.s001.t009	lenguaje	lenguaje	NOUN
es002.s001.t010	de	de	ADP
es002.s001.t011	marcado	marcado	ADJ
es002.s001.t012	de	de	ADP
es002.s001.t013	contenido	contenido	NOUN
es002.s001.t014	MathML	MathML	PROPN
es002.s001.t015	.	.	PUNCT
es002.s002.t001	Hoy	hoy	NOUN
es002.s002.t002	en	en	ADP
es002.s002.t003	día	día	NOUN
es002.s002.t004	es	ser	AUX
es002.s002.t005	capaz	capaz	ADJ
es002.s002.t006	de	de	ADP
es002.s002.t007	realizar	realizar	VERB
es002.s002.t008	operaciones	operación	NOUN
es002.s002.t009	MathML	mathml	NOUN
es002.s002.t010	simples	simple	ADJ
es002.s002.t011	(	(	PUNCT
es002.s002.t012	aritméticas	aritmética	ADJ
es002.s002.t013	y	y	CCONJ
es002.s002.t014	lógicas	lógico	ADJ
es002.s002.t015	)	)	PUNCT
es002.s002.t016	y	y	CCONJ
es002.s002.t017	representar	representar	VERB
es002.s002.t018	gráficos	gráfico	ADJ
es002.s002.t019	2D	2d	NUM
es002.s002.t020	y	y	CCONJ
es002.s002.t021	3D.	3d.	NOUN
es002.s003.t001	En	en	ADP
es002.s003.t002	realidad	realidad	NOUN
es002.s003.t003	,	,	PUNCT
es002.s003.t004	no	no	ADV
es002.s003.t005	es	ser	AUX
es002.s003.t006	necesario	necesario	ADJ
es002.s003.t007	saber	saber	AUX
es002.s003.t008	MathML	mathml	NOUN
es002.s003.t009	para	para	ADP
es002.s003.t010	usar	usar	VERB
es002.s003.t011	kalgebra	kalgebra	PROPN
es002.s003.t012	.	.	PUNCT
es002.s004.t001	kalgebra	kalgebra	PROPN
es002.s004.t002	es	ser	AUX
es002.s004.t003	una	uno	DET
es002.s004.t004	calculadora	calculadora	NOUN
es002.s004.t005	gráfica	gráfico	ADJ
es002.s004.t006	basada	basado	ADJ
es002.s004.t007	en	en	ADP
es002.s004.t008	MathML	mathml	NOUN
es002.s004.t009	.	.	PUNCT
es002.s005.t001	Aunque	aunque	SCONJ
es002.s005.t002	inicialmente	inicialmente	ADV
es002.s005.t003	estaba	estar	AUX
es002.s005.t004	orientado	orientado	ADJ
es002.s005.t005	a	a	ADP
es002.s005.t006	MathML	MathML	PROPN
es002.s005.t007	,	,	PUNCT
es002.s005.t008	ahora	ahora	ADV
es002.s005.t009	puede	poder	AUX
es002.s005.t010	ser	ser	AUX
es002.s005.t011	utilizado	utilizar	VERB
es002.s005.t012	por	por	ADP
es002.s005.t013	cualquiera	cualquiera	PRON
es002.s005.t014	con	con	ADP
es002.s005.t015	pocos	poco	DET
es002.s005.t016	conocimientos	conocimiento	NOUN
es002.s005.t017	matemáticos	matemático	ADJ
es002.s005.t018	.	.	PUNCT
es002.s006.t001	Aquí	aquí	ADV
es002.s006.t002	hay	haber	AUX
es002.s006.t003	una	uno	DET
es002.s006.t004	captura	captura	NOUN
es002.s006.t005	de	de	ADP
es002.s006.t006	pantalla	pantalla	NOUN
es002.s006.t007	de	de	ADP
es002.s006.t008	la	el	DET
es002.s006.t009	ventana	ventana	NOUN
es002.s006.t010	principal	principal	ADJ
es002.s006.t011	de	de	ADP
es002.s006.t012	Kalgebra	Kalgebra	PROPN
es002.s006.t013	.	.	PUNCT
es002.s007.t001	ventana	ventana	NOUN
es002.s007.t002	principal	principal	ADJ
es002.s007.t003	de	de	ADP
es002.s007.t004	calgebra	calgebra	PROPN
es002.s008.t001	La	el	DET
es002.s008.t002	ventana	ventana	NOUN
es002.s008.t003	principal	principal	ADJ
es002.s008.t004	de	de	ADP
es002.s008.t005	Kalgebra	Kalgebra	PROPN
es002.s008.t006	consta	constar	VERB
es002.s008.t007	de	de	ADP
es002.s008.t008	una	uno	DET
es002.s008.t009	pestaña	pestaña	NOUN
es002.s008.t010	Consola	Consola	PROPN
es002.s008.t011	,	,	PUNCT
es002.s008.t012	una	uno	DET
es002.s008.t013	pestaña	pestaña	NOUN
es002.s008.t014	Gráfico	Gráfico	PROPN
es002.s008.t015	2D	2d	NUM
es002.s008.t016	,	,	PUNCT
es002.s008.t017	una	uno	DET
es002.s008.t018	pestaña	pestaña	NOUN
es002.s008.t019	Gráfico	Gráfico	PROPN
es002.s008.t020	3D	3d	NUM
es002.s008.t021	y	y	CCONJ
es002.s008.t022	una	uno	DET
es002.s008.t023	pestaña	pestaña	NOUN
es002.s008.t024	Diccionario	Diccionario	PROPN
es002.s008.t025	.	.	PUNCT
es002.s009.t001	Debajo	debajo	ADV
es002.s009.t002	de	de	ADP
es002.s009.t003	estas	este	DET
es002.s009.t004	pestañas	pestaña	NOUN
es002.s009.t005	encontrará	encontrar	VERB
es002.s009.t006	un	uno	DET
es002.s009.t007	campo	campo	NOUN
es002.s009.t008	de	de	ADP
es002.s009.t009	entrada	entrada	NOUN
es002.s009.t010	para	para	ADP
es002.s009.t011	escribir	escribir	VERB
es002.s009.t012	sus	su	DET
es002.s009.t013	funciones	función	NOUN
es002.s009.t014	o	o	CCONJ
es002.s009.t015	hacer	hacer	VERB
es002.s009.t016	sus	su	DET
es002.s009.t017	cálculos	cálculo	NOUN
es002.s009.t018	.	.	PUNCT
es002.s010.t001	Si	si	SCONJ
es002.s010.t002	queremos	querer	VERB
es002.s010.t003	entender	entender	VERB
es002.s010.t004	cómo	cómo	PRON
es002.s010.t005	funciona	funcionar	VERB
es002.s010.t006	,	,	PUNCT
es002.s010.t007	lo	él	PRON
es002.s010.t008	mejor	mejor	ADJ
es002.s010.t009	que	que	PRON
es002.s010.t010	podemos	poder	AUX
es002.s010.t011	hacer	hacer	VERB
es002.s010.t012	es	ser	AUX
es002.s010.t013	darnos	dar yo	VERB
es002.s010.t014	cuenta	cuenta	NOUN
es002.s010.t015	de	de	ADP
es002.s010.t016	que	que	SCONJ
es002.s010.t017	nuestra	nuestro	DET
es002.s010.t018	entrada	entrada	NOUN
es002.s010.t019	se	él	PRON
es002.s010.t020	está	estar	AUX
es002.s010.t021	convirtiendo	convertir	VERB
es002.s010.t022	a	a	ADP
es002.s010.t023	MathML	MathML	PROPN
es002.s010.t024	aunque	aunque	SCONJ
es002.s010.t025	no	no	ADV
es002.s010.t026	es	ser	AUX
es002.s010.t027	necesario	necesario	ADJ
es002.s010.t028	saber	saber	AUX
es002.s010.t029	MathML	mathml	NOUN
es002.s010.t030	.	.	PUNCT
es002.s011.t001	La	el	DET
es002.s011.t002	sintaxis	sintaxis	NOUN
es002.s011.t003	la	él	PRON
es002.s011.t004	he	haber	AUX
es002.s011.t005	basado	basar	VERB
es002.s011.t006	básicamente	básicamente	ADV
es002.s011.t007	en	en	ADP
es002.s011.t008	el	el	DET
es002.s011.t009	sentido	sentido	NOUN
es002.s011.t010	común	común	ADJ
es002.s011.t011	,	,	PUNCT
es002.s011.t012	no	no	ADV
es002.s011.t013	debería	deber	AUX
es002.s011.t014	ser	ser	AUX
es002.s011.t015	difícil	difícil	ADJ
es002.s011.t016	para	para	ADP
es002.s011.t017	nadie	nadie	PRON
es002.s011.t018	.	.	PUNCT
es002.s012.t001	He	haber	AUX
es002.s012.t002	observado	observar	VERB
es002.s012.t003	de	de	ADP
es002.s012.t004	cerca	cerca	ADV
es002.s012.t005	la	el	DET
es002.s012.t006	sintaxis	sintaxis	NOUN
es002.s012.t007	de	de	ADP
es002.s012.t008	maxima	maximo	ADJ
es002.s012.t009	y	y	CCONJ
es002.s012.t010	maple	maple	ADJ
es002.s012.t011	para	para	ADP
es002.s012.t012	que	que	SCONJ
es002.s012.t013	se	él	PRON
es002.s012.t014	vean	ver	VERB
es002.s012.t015	muy	mucho	ADV
es002.s012.t016	similares	similar	ADJ
es002.s012.t017	.	.	PUNCT
es002.s013.t001	+	+	PROPN
es002.s013.t002	-*/	-*/	NUM
es002.s013.t003	:	:	PUNCT
es002.s013.t004	Suma	Suma	PROPN
es002.s013.t005	,	,	PUNCT
es002.s013.t006	resta	resta	NOUN
es002.s013.t007	,	,	PUNCT
es002.s013.t008	multiplicación	multiplicación	NOUN
es002.s013.t009	y	y	CCONJ
es002.s013.t010	división	división	NOUN
es002.s013.t011	.	.	PUNCT
es002.s014.t001	^	^	PROPN
es002.s014.t002	,	,	PUNCT
es002.s014.t003	*	*	NOUN
es002.s014.t004	*	*	SYM
es002.s014.t005	:	:	PUNCT
es002.s014.t006	Poder	Poder	PROPN
es002.s014.t007	,	,	PUNCT
es002.s014.t008	puedes	poder	AUX
es002.s014.t009	usarlos	usar él	VERB
es002.s014.t010	ambos	ambos	NUM
es002.s014.t011	.	.	PUNCT
es002.s015.t001	También	también	ADV
es002.s015.t002	es	ser	AUX
es002.s015.t003	posible	posible	ADJ
es002.s015.t004	utilizar	utilizar	VERB
es002.s015.t005	los	el	DET
es002.s015.t006	caracteres	caracter	NOUN
es002.s015.t007	Unicode²	Unicode²	PROPN
es002.s015.t008	.	.	PUNCT
es002.s016.t001	Los	el	DET
es002.s016.t002	poderes	poder	NOUN
es002.s016.t003	también	también	ADV
es002.s016.t004	son	ser	AUX
es002.s016.t005	una	uno	DET
es002.s016.t006	manera	manera	NOUN
es002.s016.t007	de	de	ADP
es002.s016.t008	hacer	hacer	VERB
es002.s016.t009	raíces	raíz	NOUN
es002.s016.t010	.	.	PUNCT
es002.s017.t001	-gt	-gt	PUNCT
es002.s017.t002	:	:	PUNCT
es002.s017.t003	Es	ser	AUX
es002.s017.t004	la	el	DET
es002.s017.t005	forma	forma	NOUN
es002.s017.t006	de	de	ADP
es002.s017.t007	especificar	especificar	VERB
es002.s017.t008	la	el	DET
es002.s017.t009	variable	variable	ADJ
es002.s017.t010	acotada	acotado	ADJ
es002.s017.t011	en	en	ADP
es002.s017.t012	una	uno	DET
es002.s017.t013	función	función	NOUN
es002.s017.t014	.	.	PUNCT
es002.s018.t001	(	(	PUNCT
es002.s018.t002	):	):	PUNCT
es002.s018.t003	Se	él	PRON
es002.s018.t004	utiliza	utilizar	VERB
es002.s018.t005	para	para	ADP
es002.s018.t006	especificar	especificar	VERB
es002.s018.t007	una	uno	DET
es002.s018.t008	prioridad	prioridad	NOUN
es002.s018.t009	más	más	ADV
es002.s018.t010	alta	alto	ADJ
es002.s018.t011	.	.	PUNCT
es002.s019.t001	abc(params	abc(params	NOUN
es002.s019.t002	):	):	PUNCT
es002.s019.t003	cuando	cuando	SCONJ
es002.s019.t004	el	el	DET
es002.s019.t005	analizador	analizador	NOUN
es002.s019.t006	encuentra	encontrar	VERB
es002.s019.t007	una	uno	DET
es002.s019.t008	función	función	NOUN
es002.s019.t009	,	,	PUNCT
es002.s019.t010	comprueba	comprobar	VERB
es002.s019.t011	si	si	SCONJ
es002.s019.t012	abc	abc	PROPN
es002.s019.t013	es	ser	AUX
es002.s019.t014	un	uno	DET
es002.s019.t015	operador	operador	NOUN
es002.s019.t016	.	.	PUNCT
es002.s020.t001	Si	si	SCONJ
es002.s020.t002	lo	él	PRON
es002.s020.t003	es	es	NOUN
es002.s020.t004	,	,	PUNCT
es002.s020.t005	será	ser	AUX
es002.s020.t006	tratado	tratar	VERB
es002.s020.t007	como	como	SCONJ
es002.s020.t008	un	uno	DET
es002.s020.t009	operador	operador	NOUN
es002.s020.t010	;	;	PUNCT
es002.s020.t011	si	si	SCONJ
es002.s020.t012	no	no	ADV
es002.s020.t013	lo	él	PRON
es002.s020.t014	es	es	NOUN
es002.s020.t015	,	,	PUNCT
es002.s020.t016	será	ser	AUX
es002.s020.t017	tratado	tratar	VERB
es002.s020.t018	como	como	SCONJ
es002.s020.t019	una	uno	DET
es002.s020.t020	función	función	NOUN
es002.s020.t021	de	de	ADP
es002.s020.t022	usuario	usuario	NOUN
es002.s020.t023	.	.	PUNCT
es002.s021.t001	:	:	PUNCT
es002.s021.t002	=	=	SYM
es002.s021.t003	:	:	PUNCT
es002.s021.t004	Se	él	PRON
es002.s021.t005	utiliza	utilizar	VERB
es002.s021.t006	para	para	ADP
es002.s021.t007	definir	definir	VERB
es002.s021.t008	un	uno	DET
es002.s021.t009	valor	valor	NOUN
es002.s021.t010	de	de	ADP
es002.s021.t011	variable	variable	ADJ
es002.s021.t012	.	.	PUNCT
es002.s022.t001	?	?	PUNCT
es002.s022.t002	:	:	PUNCT
es002.s022.t003	Definición	Definición	PROPN
es002.s022.t004	de	de	ADP
es002.s022.t005	condición	condición	NOUN
es002.s022.t006	por	por	ADP
es002.s022.t007	partes	parte	NOUN
es002.s022.t008	.	.	PUNCT
es002.s023.t001	Por	por	ADP
es002.s023.t002	partes	parte	NOUN
es002.s023.t003	es	ser	AUX
es002.s023.t004	la	el	DET
es002.s023.t005	forma	forma	NOUN
es002.s023.t006	en	en	ADP
es002.s023.t007	que	que	PRON
es002.s023.t008	podemos	poder	AUX
es002.s023.t009	definir	definir	VERB
es002.s023.t010	operaciones	operación	NOUN
es002.s023.t011	condicionales	condicional	ADJ
es002.s023.t012	en	en	ADP
es002.s023.t013	kalgebra	kalgebra	PROPN
es002.s023.t014	.	.	PUNCT
es002.s024.t001	Si	si	SCONJ
es002.s024.t002	introducimos	introducir	VERB
es002.s024.t003	la	el	DET
es002.s024.t004	condición	condición	NOUN
es002.s024.t005	antes	antes	ADV
es002.s024.t006	del	del	ADP
es002.s024.t007	?	?	PUNCT
es002.s024.t008	utilizará	utilizar	VERB
es002.s024.t009	esta	este	DET
es002.s024.t010	condición	condición	NOUN
es002.s024.t011	sólo	sólo	ADV
es002.s024.t012	si	si	SCONJ
es002.s024.t013	es	ser	AUX
es002.s024.t014	verdadera	verdadero	ADJ
es002.s024.t015	,	,	PUNCT
es002.s024.t016	si	si	SCONJ
es002.s024.t017	encuentra	encontrar	VERB
es002.s024.t018	un	uno	DET
es002.s024.t019	?	?	PUNCT
es002.s024.t020	sin	sin	ADP
es002.s024.t021	condición	condición	NOUN
es002.s024.t022	alguna	alguno	DET
es002.s024.t023	,	,	PUNCT
es002.s024.t024	entrará	entrar	VERB
es002.s024.t025	en	en	ADP
es002.s024.t026	última	último	ADJ
es002.s024.t027	instancia	instancia	NOUN
es002.s024.t028	.	.	PUNCT
es002.s025.t001	{	{	NOUN
es002.s025.t002	}	}	NOUN
es002.s025.t003	:	:	PUNCT
es002.s025.t004	contenedor	contenedor	NOUN
es002.s025.t005	MathML	MathML	PROPN
es002.s025.t006	.	.	PUNCT
es002.s026.t001	Se	él	PRON
es002.s026.t002	puede	poder	AUX
es002.s026.t003	utilizar	utilizar	VERB
es002.s026.t004	para	para	ADP
es002.s026.t005	definir	definir	VERB
es002.s026.t006	un	uno	DET
es002.s026.t007	contenedor	contenedor	NOUN
es002.s026.t008	.	.	PUNCT
es002.s027.t001	Principalmente	principalmente	ADV
es002.s027.t002	útil	útil	ADJ
es002.s027.t003	para	para	ADP
es002.s027.t004	trabajar	trabajar	VERB
es002.s027.t005	con	con	ADP
es002.s027.t006	archivos	archivo	NOUN
es002.s027.t007	.	.	PUNCT
es002.s028.t001	Ahora	ahora	ADV
es002.s028.t002	podrías	podriar	AUX
es002.s028.t003	preguntarme	preguntar yo	VERB
es002.s028.t004	,	,	PUNCT
es002.s028.t005	¿	¿	PUNCT
es002.s028.t006	por	por	ADP
es002.s028.t007	qué	qué	PRON
es002.s028.t008	al	al	ADP
es002.s028.t009	usuario	usuario	NOUN
es002.s028.t010	debería	deber	AUX
es002.s028.t011	importarle	importar él	VERB
es002.s028.t012	MathML	mathml	NOUN
es002.s028.t013	?	?	PUNCT
es002.s029.t001	Eso	ese	PRON
es002.s029.t002	es	ser	AUX
es002.s029.t003	fácil	fácil	ADJ
es002.s029.t004	.	.	PUNCT
es002.s029.t005	Con	con	ADP
es002.s029.t006	esto	este	PRON
es002.s029.t007	,	,	PUNCT
es002.s029.t008	podemos	poder	AUX
es002.s029.t009	operar	operar	VERB
es002.s029.t010	con	con	ADP
es002.s029.t011	funciones	función	NOUN
es002.s029.t012	como	como	SCONJ
es002.s029.t013	cos	cos	PROPN
es002.s029.t014	(	(	PUNCT
es002.s029.t015	)	)	PUNCT
es002.s029.t016	,	,	PUNCT
es002.s029.t017	sin	sin	ADP
es002.s029.t018	(	(	PUNCT
es002.s029.t019	)	)	PUNCT
es002.s029.t020	,	,	PUNCT
es002.s029.t021	cualquier	cualquiera	DET
es002.s029.t022	otra	otro	DET
es002.s029.t023	función	función	NOUN
es002.s029.t024	trigonométrica	trigonométrico	ADJ
es002.s029.t025	,	,	PUNCT
es002.s029.t026	sum	sum	NOUN
es002.s029.t027	(	(	PUNCT
es002.s029.t028	)	)	PUNCT
es002.s029.t029	o	o	CCONJ
es002.s029.t030	product	product	NOUN
es002.s029.t031	(	(	PUNCT
es002.s029.t032	)	)	PUNCT
es002.s029.t033	.	.	PUNCT
es002.s030.t001	No	no	ADV
es002.s030.t002	importa	importar	VERB
es002.s030.t003	de	de	ADP
es002.s030.t004	qué	qué	DET
es002.s030.t005	tipo	tipo	NOUN
es002.s030.t006	sea	ser	AUX
es002.s030.t007	.	.	PUNCT
es002.s031.t001	Podemos	poder	AUX
es002.s031.t002	usar	usar	VERB
es002.s031.t003	plus	plus	NOUN
es002.s031.t004	(	(	PUNCT
es002.s031.t005	)	)	PUNCT
es002.s031.t006	,	,	PUNCT
es002.s031.t007	times	times	PROPN
es002.s031.t008	(	(	PUNCT
es002.s031.t009	)	)	PUNCT
es002.s031.t010	y	y	CCONJ
es002.s031.t011	todo	todo	DET
es002.s031.t012	lo	él	PRON
es002.s031.t013	que	que	PRON
es002.s031.t014	tenga	tener	VERB
es002.s031.t015	su	su	DET
es002.s031.t016	operador	operador	NOUN
es002.s031.t017	.	.	PUNCT
es002.s032.t001	La	el	DET
es002.s032.t002	consola	consola	NOUN
es002.s032.t003	de	de	ADP
es002.s032.t004	Kalgebra	Kalgebra	PROPN
es002.s032.t005	es	ser	AUX
es002.s032.t006	útil	útil	ADJ
es002.s032.t007	como	como	SCONJ
es002.s032.t008	calculadora	calculadora	NOUN
es002.s032.t009	.	.	PUNCT
es002.s033.t001	Ahí	ahí	ADV
es002.s033.t002	tienes	tener	VERB
es002.s033.t003	una	uno	DET
es002.s033.t004	lista	lista	NOUN
es002.s033.t005	de	de	ADP
es002.s033.t006	las	el	DET
es002.s033.t007	variables	variable	NOUN
es002.s033.t008	declaradas	declarado	ADJ
es002.s033.t009	.	.	PUNCT
es002.s034.t001	Al	al	ADP
es002.s034.t002	hacer	hacer	VERB
es002.s034.t003	doble	doble	ADJ
es002.s034.t004	clic	clic	NOUN
es002.s034.t005	en	en	ADP
es002.s034.t006	ellos	él	PRON
es002.s034.t007	,	,	PUNCT
es002.s034.t008	verá	ver	VERB
es002.s034.t009	un	uno	DET
es002.s034.t010	cuadro	cuadro	NOUN
es002.s034.t011	de	de	ADP
es002.s034.t012	diálogo	diálogo	NOUN
es002.s034.t013	que	que	PRON
es002.s034.t014	le	él	PRON
es002.s034.t015	permitirá	permitir	VERB
es002.s034.t016	cambiar	cambiar	VERB
es002.s034.t017	sus	su	DET
es002.s034.t018	valores	valor	NOUN
